function,seed,samples,test_samples,dimension,noise,width_hidden,grid,k,lamb,steps,pair_mode,train_mse,test_mse,candidate_pairs,true_pair,top_pair,top_pair_score,true_pair_score,max_false_pair_score,false_pair_score_p95,false_pair_score_p99,true_minus_max_false,true_pair_rank,true_pair_beats_candidates,endpoint_rank_worst_feature,endpoint_rank_worst_hybrid,runtime_sec
core_interaction_c025,0,512,2048,100,0.0,32,5,3,0.001,75,all,0.00016152605530805886,0.00953010655939579,4950,"(2, 3)","(2, 3)",0.06336149573326111,0.06336149573326111,0.007436377927660942,0.00014821700751781454,0.0018259035050868986,0.055925117805600166,1,1,4,4,110.49738788604736
core_interaction_c025,1,512,2048,100,0.0,32,5,3,0.001,75,all,0.00016572179447393864,0.027791868895292282,4950,"(2, 3)","(0, 7)",0.017709077103063464,0.00026088207960128784,0.017709077103063464,0.00044600982218980786,0.0029875874985008334,-0.017448195023462176,529,0,85,93,107.22981381416321
core_interaction_c025,2,512,2048,100,0.0,32,5,3,0.001,75,all,0.00021058232232462615,0.027439936995506287,4950,"(2, 3)","(0, 10)",0.010518074966967106,2.5645829737186432e-05,0.010518074966967106,0.00015229703858494714,0.0019570063240826044,-0.01049242913722992,1840,0,47,44,105.02819800376892
core_interaction_c025,3,512,2048,100,0.0,32,5,3,0.001,75,all,0.0003433737438172102,0.030542124062776566,4950,"(2, 3)","(0, 69)",0.017113355919718742,4.577822983264923e-05,0.017113355919718742,0.0007417332381010044,0.002730837538838378,-0.017067577689886093,2865,0,69,65,108.41421413421631
core_interaction_c025,4,512,2048,100,0.0,32,5,3,0.001,75,all,0.00016597843205090612,0.03579128533601761,4950,"(2, 3)","(0, 72)",0.01734037697315216,0.0007738256826996803,0.01734037697315216,0.0005759425461292258,0.005086999833583817,-0.01656655129045248,152,0,69,85,106.17717337608337
core_interaction_c025,5,512,2048,100,0.0,32,5,3,0.001,75,all,0.00017685779312159866,0.005827185697853565,4950,"(2, 3)","(2, 3)",0.0516449399292469,0.0516449399292469,0.007758302614092827,0.00010525174438953386,0.0008230993151664652,0.043886637315154076,1,1,4,4,106.64998650550842
core_interaction_c025,6,512,2048,100,0.0,32,5,3,0.001,75,all,0.00019353427342139184,0.02816677838563919,4950,"(2, 3)","(0, 1)",0.014718751423060894,8.724629878997803e-06,0.014718751423060894,0.0002996847033500663,0.0025484628602862294,-0.014710026793181896,4358,0,73,71,105.24116253852844
core_interaction_c025,7,512,2048,100,0.0,32,5,3,0.001,75,all,0.00014334305888041854,0.029974276199936867,4950,"(2, 3)","(0, 41)",0.012370149604976177,4.361756145954132e-05,0.012370149604976177,0.00037701567634940093,0.0024794907681643832,-0.012326532043516636,2559,0,68,66,104.46406674385071
core_interaction_c025,8,512,2048,100,0.0,32,5,3,0.001,75,all,0.00014959651161916554,0.0009936282876878977,4950,"(2, 3)","(2, 3)",0.10198021470569074,0.10198021470569074,0.0037977262400090694,2.2489205002784673e-05,0.00039227731525896765,0.09818248846568167,1,1,4,4,106.7457070350647
core_interaction_c025,9,512,2048,100,0.0,32,5,3,0.001,75,all,0.00020910802413709462,0.02610948495566845,4950,"(2, 3)","(0, 1)",0.0221677515655756,9.805895388126373e-06,0.0221677515655756,0.0002639649435877799,0.002513180747628179,-0.022157945670187473,3246,0,65,62,109.02966547012329
core_interaction_c025,10,512,2048,100,0.0,32,5,3,0.001,75,all,0.00020585405582096428,0.03946130722761154,4950,"(2, 3)","(0, 1)",0.026685820426791906,0.00022789044305682182,0.026685820426791906,0.0003010165877640245,0.0022269224375485986,-0.026457929983735085,363,0,68,75,104.6529905796051
core_interaction_c025,11,512,2048,100,0.0,32,5,3,0.001,75,all,0.00017639338329900056,0.0018870754865929484,4950,"(2, 3)","(2, 3)",0.08169765071943402,0.08169765071943402,0.003741062246263027,3.224052488803834e-05,0.0005738396942615493,0.077956588473171,1,1,4,4,105.35886693000793
core_interaction_c025,12,512,2048,100,0.0,32,5,3,0.001,75,all,0.000143194425618276,0.03128337115049362,4950,"(2, 3)","(0, 1)",0.02794559206813574,1.2385658919811249e-05,0.02794559206813574,0.00018118033185601215,0.003062506951391674,-0.027933206409215927,2938,0,71,81,105.94516968727112
core_interaction_c025,13,512,2048,100,0.0,32,5,3,0.001,75,all,0.00019824020273517817,0.003153764409944415,4950,"(2, 3)","(2, 3)",0.07774280710145831,0.07774280710145831,0.008598940446972847,5.927868187427475e-05,0.0007572980411350721,0.06914386665448546,1,1,4,4,105.0200092792511
core_interaction_c025,14,512,2048,100,0.0,32,5,3,0.001,75,all,6.887540803290904e-05,0.039918623864650726,4950,"(2, 3)","(0, 1)",0.04008584003895521,2.6778317987918854e-05,0.04008584003895521,0.0004655504599213586,0.005343307293951466,-0.04005906172096729,3291,0,96,99,106.97087860107422
core_interaction_c025,15,512,2048,100,0.0,32,5,3,0.001,75,all,0.0002540776040405035,0.02645694464445114,4950,"(2, 3)","(2, 3)",0.03713333420455456,0.03713333420455456,0.02501634368672967,0.00032371515408158216,0.0016287191957235266,0.012116990517824888,1,1,4,6,106.5732274055481
core_interaction_c025,16,512,2048,100,0.0,32,5,3,0.001,75,all,0.00024004017177503556,0.028262395411729813,4950,"(2, 3)","(0, 1)",0.01053301990032196,0.00010404456406831741,0.01053301990032196,0.0009070949628949165,0.0018723627552390076,-0.010428975336253643,2317,0,66,59,109.4163269996643
core_interaction_c025,17,512,2048,100,0.0,32,5,3,0.001,75,all,0.00015985238132998347,0.034868381917476654,4950,"(2, 3)","(0, 96)",0.007872505579143763,0.001361896749585867,0.007872505579143763,0.0017476304434239853,0.003283116798847912,-0.006510608829557896,423,0,62,76,148.7653148174286
core_interaction_c025,18,512,2048,100,0.0,32,5,3,0.001,75,all,0.00020227849017828703,0.023424435406923294,4950,"(2, 3)","(2, 3)",0.034837618470191956,0.034837618470191956,0.009312356822192669,0.0002582853659987438,0.0017406087368726313,0.025525261647999287,1,1,4,4,107.62386441230774
core_interaction_c025,19,512,2048,100,0.0,32,5,3,0.001,75,all,0.0002590382064227015,0.02562817744910717,4950,"(2, 3)","(0, 1)",0.007423393428325653,0.006279543973505497,0.007423393428325653,0.0008818084374070163,0.001760812550783156,-0.001143849454820156,2,0,4,5,107.83845353126526
core_interaction_c025,20,512,2048,100,0.0,32,5,3,0.001,75,all,0.00024819315876811743,0.038445599377155304,4950,"(2, 3)","(0, 1)",0.01627837959676981,0.0001224726438522339,0.01627837959676981,0.0004171626642346381,0.002617622688412615,-0.016155906952917576,1674,0,48,49,149.7177927494049
core_interaction_c025,21,512,2048,100,0.0,32,5,3,0.001,75,all,0.00021986343199387193,0.00853980053216219,4950,"(2, 3)","(2, 3)",0.05272246990352869,0.05272246990352869,0.008152653463184834,0.0001403620466589927,0.0013454884290695155,0.04456981644034386,1,1,4,4,149.97783732414246
core_interaction_c025,22,512,2048,100,0.0,32,5,3,0.001,75,all,0.00021639297483488917,0.03127187862992287,4950,"(2, 3)","(0, 1)",0.04590481333434582,0.01316254585981369,0.04590481333434582,0.0003782812505960464,0.0029689480364322456,-0.03274226747453213,2,0,4,23,109.1731367111206
