model,explain_method,seed,function,samples,dimension,noise,test_mse,train_mse,selected_variables,true_variables,variable_precision,variable_recall,variable_f1,formula,score_x0,score_x1,score_x2,score_x3,score_x4,score_x5,score_x6,score_x7,score_x8,score_x9,score_x10,score_x11,score_x12,score_x13,score_x14,score_x15,score_x16,score_x17,score_x18,score_x19
KAN,grad,0,core_interaction,1024,20,0.1,0.05520229786634445,0.001488971058279276,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,4.8024492263793945,1.2094109058380127,0.6856511831283569,0.6482285857200623,0.1854529082775116,0.21605999767780304,0.19338040053844452,0.16625623404979706,0.295695960521698,0.1794774830341339,0.20521385967731476,0.23391079902648926,0.32697635889053345,0.22995497286319733,0.19265177845954895,0.20344622433185577,0.2511640191078186,0.24036908149719238,0.22788242995738983,0.2000570148229599
KAN,perm,0,core_interaction,1024,20,0.1,0.05520229786634445,0.001488971058279276,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,1.361528754234314,0.2301996350288391,0.3226795196533203,0.3090139627456665,0.0008414077456109226,0.0,0.0017352314898744226,0.00011979291593888775,0.0011656222632154822,0.0,0.0,0.00029435628675855696,0.0,0.001927631557919085,0.0004699093697126955,0.001011201529763639,0.00046104067587293684,0.0,0.002178079215809703,0.0
MLP,grad,0,core_interaction,1024,20,0.1,1.7443562746047974,0.0006870667566545308,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,1.4099576473236084,1.2636945247650146,0.9106833338737488,0.8500891923904419,0.5133677124977112,0.4906177520751953,0.5703740119934082,0.6285267472267151,0.5408262610435486,0.5709182024002075,0.6501224637031555,0.5268193483352661,0.5332215428352356,0.5381081104278564,0.5189064145088196,0.6350473165512085,0.35172685980796814,0.5638587474822998,0.47637197375297546,0.7005240321159363
MLP,perm,0,core_interaction,1024,20,0.1,1.7443562746047974,0.0006870667566545308,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,0.33680590987205505,0.26503321528434753,0.2835979759693146,0.28261598944664,0.002287228824570775,0.009728391654789448,0.0,0.03232455253601074,0.03774293139576912,0.0,0.0,0.0,0.007493297103792429,0.0,0.0,0.022674361243844032,0.004209002014249563,0.034311890602111816,0.0,0.0
KAN,grad,1,core_interaction,1024,20,0.1,0.04482397809624672,0.001671073492616415,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,4.65451717376709,1.1542179584503174,0.6122894287109375,0.698783278465271,0.16928982734680176,0.20137399435043335,0.2241007685661316,0.23396983742713928,0.28026968240737915,0.19478484988212585,0.2105395495891571,0.1790671944618225,0.17575925588607788,0.2156769186258316,0.15861955285072327,0.2913602292537689,0.1704622507095337,0.2186824083328247,0.18292036652565002,0.15917542576789856
KAN,perm,1,core_interaction,1024,20,0.1,0.04482397809624672,0.001671073492616415,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,1.4033122062683105,0.2526963949203491,0.3103785216808319,0.3049934208393097,0.0,0.0,5.7148437917931005e-05,0.0,0.0,0.0019297910621389747,0.0,0.0016246041050180793,0.0,0.0,0.0,0.0,0.00038304677582345903,0.0012198053300380707,0.0,0.0013723224401474
MLP,grad,1,core_interaction,1024,20,0.1,1.9819204807281494,0.00064981629839167,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,0.8281756639480591,1.516600251197815,0.875691294670105,0.8488284349441528,0.6555757522583008,0.634462833404541,0.6915092468261719,0.6190096139907837,0.6008558869361877,0.5778198838233948,0.5986118912696838,0.6573472023010254,0.5771783590316772,0.6897006034851074,0.5843150615692139,0.6377031803131104,0.5667128562927246,0.5090383291244507,0.5403884053230286,0.6635768413543701
MLP,perm,1,core_interaction,1024,20,0.1,1.9819204807281494,0.00064981629839167,"[1, 2, 3, 9]","[0, 1, 2, 3]",0.75,0.75,0.75,sin(2*pi*x0) + x1^2 + x2*x3,0.07427112013101578,0.3542698919773102,0.39841794967651367,0.35924530029296875,0.014960725791752338,0.045354604721069336,0.0,0.012723525054752827,0.0,0.07910045236349106,0.0046791634522378445,0.006651401519775391,0.0,0.04629508778452873,0.0,0.03168443962931633,0.014035661704838276,0.05483845993876457,0.03141351416707039,0.03073827363550663
KAN,grad,2,core_interaction,1024,20,0.1,0.05093532055616379,0.0010043666698038578,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,4.592063903808594,1.2093613147735596,0.6916010975837708,0.5997790098190308,0.2406558394432068,0.3106248378753662,0.2373645156621933,0.21198919415473938,0.21812810003757477,0.20421001315116882,0.2136664241552353,0.2852499783039093,0.24536558985710144,0.23234987258911133,0.2701896131038666,0.23360952734947205,0.27879148721694946,0.15867900848388672,0.3995307683944702,0.3388616740703583
KAN,perm,2,core_interaction,1024,20,0.1,0.05093532055616379,0.0010043666698038578,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,1.309106707572937,0.237151637673378,0.29267433285713196,0.276090532541275,0.0009150778059847653,0.0,0.0,0.0020313921850174665,0.0003258759679738432,0.001294359564781189,0.0011347731342539191,0.0,0.0005489910836331546,0.002529674442484975,0.0,0.0,0.0,0.0,0.0,0.004587983246892691
MLP,grad,2,core_interaction,1024,20,0.1,1.9618208408355713,0.0018162884516641498,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,0.7469708323478699,1.1484298706054688,0.8747403621673584,0.8317421078681946,0.5351783037185669,0.6887733936309814,0.5155553221702576,0.716999888420105,0.6186521053314209,0.47828781604766846,0.6287960410118103,0.6616034507751465,0.6431705951690674,0.6518905758857727,0.5658035278320312,0.5517472624778748,0.6319646835327148,0.5713615417480469,0.6335157155990601,0.6277151703834534
