model,explain_method,seed,function,samples,dimension,noise,test_mse,train_mse,selected_variables,true_variables,variable_precision,variable_recall,variable_f1,formula,score_x0,score_x1,score_x2,score_x3,score_x4,score_x5,score_x6,score_x7,score_x8,score_x9,score_x10,score_x11,score_x12,score_x13,score_x14,score_x15,score_x16,score_x17,score_x18,score_x19
KAN,grad,0,core_interaction,512,20,0.1,0.6529961228370667,1.850842323847246e-07,"[0, 1, 3, 5]","[0, 1, 2, 3]",0.75,0.75,0.75,sin(2*pi*x0) + x1^2 + x2*x3,4.902030944824219,1.4207708835601807,0.7247051000595093,0.8766342401504517,0.7091825008392334,0.8657902479171753,0.7332941889762878,0.792765736579895,0.5105953216552734,0.7560907602310181,0.5840222835540771,0.6738357543945312,0.6739418506622314,0.7688331007957458,0.632275402545929,0.6426118612289429,0.504956066608429,0.6393440365791321,0.6197708249092102,0.6646731495857239
KAN,perm,0,core_interaction,512,20,0.1,0.6529961228370667,1.850842323847246e-07,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,1.2303751707077026,0.2546588182449341,0.12688368558883667,0.07134755700826645,0.030750593170523643,0.028412023559212685,0.01278597116470337,0.014540712349116802,0.0,0.009107748977839947,0.01711404323577881,0.01044321060180664,0.01202485989779234,0.01827416755259037,0.019444206729531288,0.012314180843532085,0.00910186767578125,0.03319517895579338,0.014012813568115234,0.001386364339850843
MLP,grad,0,core_interaction,512,20,0.1,2.0488905906677246,3.9869570173323154e-05,"[1, 2, 3, 18]","[0, 1, 2, 3]",0.75,0.75,0.75,sin(2*pi*x0) + x1^2 + x2*x3,0.649570107460022,1.3963499069213867,0.8476439118385315,1.0953645706176758,0.405788391828537,0.6155415773391724,0.47714269161224365,0.5420337319374084,0.5213333964347839,0.5334038734436035,0.5772242546081543,0.4888800382614136,0.541706383228302,0.49467310309410095,0.642553985118866,0.536892831325531,0.43405136466026306,0.5675053596496582,0.6595616936683655,0.5391807556152344
MLP,perm,0,core_interaction,512,20,0.1,2.0488905906677246,3.9869570173323154e-05,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,0.08359090238809586,0.24926193058490753,0.2757316529750824,0.2714574337005615,0.0,0.0,0.00010077158367494121,0.0,0.0,0.0,0.04741168022155762,0.0,0.035275060683488846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAN,grad,1,core_interaction,512,20,0.1,0.5928558707237244,1.3640156737437792e-07,"[0, 1, 2, 12]","[0, 1, 2, 3]",0.75,0.75,0.75,sin(2*pi*x0) + x1^2 + x2*x3,3.542776107788086,1.3302581310272217,0.8914769887924194,0.7945067882537842,0.5642680525779724,0.5567488670349121,0.7370947003364563,0.4158382713794708,0.8568111658096313,0.6894739270210266,0.665977954864502,0.4481251835823059,0.86643385887146,0.6719834208488464,0.7686704397201538,0.6476065516471863,0.6911579370498657,0.5965949892997742,0.5150097012519836,0.4948617219924927
KAN,perm,1,core_interaction,512,20,0.1,0.5928558707237244,1.3640156737437792e-07,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,1.224785566329956,0.2384098917245865,0.12110062688589096,0.039553362876176834,0.011690179817378521,0.0,0.0,0.0,0.0,0.014880438335239887,0.0,0.0,0.0,0.03242446854710579,0.00015993912529665977,0.0,0.009147305972874165,0.01859315298497677,0.0,0.0
MLP,grad,1,core_interaction,512,20,0.1,2.029578447341919,0.00012215948663651943,"[1, 2, 3, 5]","[0, 1, 2, 3]",0.75,0.75,0.75,sin(2*pi*x0) + x1^2 + x2*x3,0.6085284352302551,1.2145192623138428,0.7326390743255615,0.7934512495994568,0.5085728168487549,0.7037860155105591,0.5930408239364624,0.6589667797088623,0.5352304577827454,0.5656271576881409,0.4614885449409485,0.4870200753211975,0.5370756983757019,0.5657666325569153,0.5484924912452698,0.6835677027702332,0.653821587562561,0.538338303565979,0.5215239524841309,0.6024339199066162
MLP,perm,1,core_interaction,512,20,0.1,2.029578447341919,0.00012215948663651943,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,0.19040782749652863,0.3743102550506592,0.1887081414461136,0.32217273116111755,0.012306690216064453,0.0,0.013260483741760254,0.0,0.0,0.11236365884542465,0.033583641052246094,0.020405253395438194,0.0,0.007053693290799856,0.03488361835479736,0.07752283662557602,0.015252947807312012,0.0,0.0,0.0
KAN,grad,2,core_interaction,512,20,0.1,1.1535900831222534,1.6807369718208065e-07,"[0, 1, 3, 6]","[0, 1, 2, 3]",0.75,0.75,0.75,sin(2*pi*x0) + x1^2 + x2*x3,4.252803802490234,1.1531777381896973,0.6932276487350464,1.2358100414276123,0.8309809565544128,0.9726153612136841,0.9899693727493286,0.9368427991867065,0.759128749370575,0.9409468173980713,0.8324946165084839,0.8164942860603333,0.6591819524765015,0.6145889759063721,0.9848755598068237,0.7763076424598694,0.8237239718437195,0.5379458665847778,0.86494380235672,0.9758168458938599
KAN,perm,2,core_interaction,512,20,0.1,1.1535900831222534,1.6807369718208065e-07,"[0, 1, 3, 7]","[0, 1, 2, 3]",0.75,0.75,0.75,sin(2*pi*x0) + x1^2 + x2*x3,1.3358889818191528,0.16764946281909943,0.0,0.1666455715894699,0.019587477669119835,0.0,0.0,0.10148227214813232,0.0,0.04320986941456795,0.0,0.0,0.0,0.0,0.0,0.0,0.02905305288732052,0.04672388359904289,0.0,0.0
