model,explain_method,seed,function,samples,dimension,noise,test_mse,train_mse,selected_variables,true_variables,variable_precision,variable_recall,variable_f1,formula,score_x0,score_x1,score_x2,score_x3,score_x4,score_x5,score_x6,score_x7,score_x8,score_x9,score_x10,score_x11,score_x12,score_x13,score_x14,score_x15,score_x16,score_x17,score_x18,score_x19
KAN,grad,0,core_interaction,1024,20,0.0,0.00011255432036705315,2.873046469176188e-05,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,4.828993320465088,1.1987979412078857,0.5876191258430481,0.5892511010169983,0.00517724733799696,0.002595582976937294,0.007794857956469059,0.003919521812349558,0.0032585535664111376,0.004802307114005089,0.005155852530151606,0.004866925999522209,0.004731833003461361,0.0039867195300757885,0.006338926497846842,0.0067098005674779415,0.0034653707407414913,0.0030806264840066433,0.007644969969987869,0.0019409116357564926
KAN,perm,0,core_interaction,1024,20,0.0,0.00011255432036705315,2.873046469176188e-05,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,1.3946563005447388,0.2410239726305008,0.33059221506118774,0.32831308245658875,0.0,2.8656140784732997e-06,0.0,0.0,0.0,0.0,6.602325015592214e-07,2.172081849494134e-06,0.0,0.0,0.0,0.0,1.2738989596527972e-07,1.3920265473643667e-06,5.098336259834468e-07,1.0785612403196865e-06
MLP,grad,0,core_interaction,1024,20,0.0,1.472245216369629,0.0006976050208322704,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,1.6339218616485596,1.2185434103012085,0.8695491552352905,0.8585644960403442,0.4530046880245209,0.4350387454032898,0.5212228298187256,0.5199445486068726,0.5242368578910828,0.5270931720733643,0.6155266165733337,0.5003985166549683,0.4930384159088135,0.4614473581314087,0.4897522032260895,0.6238970756530762,0.37701958417892456,0.5861203670501709,0.5051249265670776,0.5676586031913757
MLP,perm,0,core_interaction,1024,20,0.0,1.472245216369629,0.0006976050208322704,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,0.47171035408973694,0.2656579911708832,0.32783588767051697,0.39103126525878906,0.0503079891204834,0.01432983111590147,0.0,0.052650053054094315,0.03158394619822502,0.0,0.033338744193315506,0.01553062628954649,0.021637916564941406,0.0,0.013973872177302837,0.0680307149887085,0.0,0.060392219573259354,0.017028728500008583,0.0
KAN,grad,1,core_interaction,1024,20,0.0,8.542768773622811e-05,4.0864459151634946e-05,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,4.790907859802246,1.2230430841445923,0.5866028070449829,0.5816484093666077,0.0034264391288161278,0.004141001030802727,0.00524795800447464,0.0030710692517459393,0.004975335206836462,0.004056629259139299,0.005232113413512707,0.003872133791446686,0.004690784029662609,0.00507299043238163,0.0032422898802906275,0.004130404442548752,0.0038857932668179274,0.005280837882310152,0.005679047666490078,0.0030497487168759108
KAN,perm,1,core_interaction,1024,20,0.0,8.542768773622811e-05,4.0864459151634946e-05,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,1.4241538047790527,0.2557661235332489,0.3187366724014282,0.3073045313358307,3.014812364199315e-06,0.0,4.585332646911411e-07,5.750068226006988e-07,6.598759796361264e-07,0.0,0.0,0.0,0.0,0.0,3.6464675190472917e-07,4.5134947868064046e-07,0.0,2.8432259568944573e-07,0.0,7.723016892668966e-07
MLP,grad,1,core_interaction,1024,20,0.0,1.6937110424041748,0.0006486194906756282,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,1.1290053129196167,1.3918572664260864,0.9133307933807373,0.8849397897720337,0.6705996990203857,0.5598317384719849,0.6196733117103577,0.5772315263748169,0.5547271966934204,0.5201079845428467,0.5068714618682861,0.5471277236938477,0.5701504349708557,0.6077632308006287,0.5453773140907288,0.58536297082901,0.4421001076698303,0.5227370858192444,0.4780106544494629,0.6181713938713074
MLP,perm,1,core_interaction,1024,20,0.0,1.6937110424041748,0.0006486194906756282,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,0.14535856246948242,0.24833305180072784,0.3800440728664398,0.36606040596961975,0.04583585262298584,0.045163195580244064,0.009816646575927734,0.01645195484161377,0.0,0.05225181579589844,0.04051883891224861,0.0,0.0,0.07839413732290268,0.0,0.036973316222429276,0.0,0.041470009833574295,0.0,0.0551583357155323
KAN,grad,2,core_interaction,1024,20,0.0,8.370599971385673e-05,3.1837833375902846e-05,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,4.673758506774902,1.1838001012802124,0.5660920143127441,0.5631073713302612,0.004667823202908039,0.005356170237064362,0.008123462088406086,0.0058717261999845505,0.002937379525974393,0.0065424880012869835,0.00537875946611166,0.007769352290779352,0.0034456863068044186,0.003952037077397108,0.006621432490646839,0.004182077012956142,0.0038967446889728308,0.0055517470464110374,0.004799211863428354,0.005353808403015137
KAN,perm,2,core_interaction,1024,20,0.0,8.370599971385673e-05,3.1837833375902846e-05,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,1.3092228174209595,0.22689329087734222,0.29599854350090027,0.28146806359291077,0.0,0.0,2.158558345399797e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.1136899874818482e-07,6.189171841697316e-08,0.0,0.0,0.0,5.378630589802924e-07,0.0
