model,explain_method,seed,function,samples,dimension,noise,test_mse,train_mse,selected_variables,true_variables,variable_precision,variable_recall,variable_f1,formula,score_x0,score_x1,score_x2,score_x3,score_x4,score_x5,score_x6,score_x7,score_x8,score_x9,score_x10,score_x11,score_x12,score_x13,score_x14,score_x15,score_x16,score_x17,score_x18,score_x19
KAN,grad,0,core_interaction,256,20,0.05,1.0958009958267212,6.939522734228376e-08,"[0, 1, 5, 10]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,3.268112897872925,1.2394964694976807,0.6264781951904297,0.8245923519134521,0.30697327852249146,0.8923344016075134,0.5187662243843079,0.6577218770980835,0.5332689881324768,0.7529963850975037,0.8671503067016602,0.5368739366531372,0.5148062705993652,0.3966730237007141,0.6466513276100159,0.8486665487289429,0.5345409512519836,0.7096045613288879,0.8572525382041931,0.6107503175735474
KAN,perm,0,core_interaction,256,20,0.05,1.0958009958267212,6.939522734228376e-08,"[0, 1, 3, 10]","[0, 1, 2, 3]",0.75,0.75,0.75,sin(2*pi*x0) + x1^2 + x2*x3,0.8631463050842285,0.14090745151042938,0.0,0.028761625289916992,0.013385375030338764,0.0,0.0,0.0,0.00835235882550478,0.0,0.020125150680541992,0.0,0.0046323142014443874,0.005112012382596731,0.0,0.01967787742614746,0.0,0.0,0.0,0.0
MLP,grad,0,core_interaction,256,20,0.05,3.339533805847168,2.488693162661093e-08,"[1, 7, 9, 10]","[0, 1, 2, 3]",0.25,0.25,0.25,sin(2*pi*x0) + x1^2 + x2*x3,0.8453457951545715,1.2115557193756104,0.8128159642219543,0.8515458703041077,0.7604979872703552,0.6546682119369507,0.6060106754302979,0.9644826650619507,0.8711534738540649,0.8984015583992004,0.9734030961990356,0.6202792525291443,0.7640798091888428,0.6001932621002197,0.7344993352890015,0.7350046634674072,0.5715348124504089,0.7302895188331604,0.6187283396720886,0.8760637044906616
MLP,perm,0,core_interaction,256,20,0.05,3.339533805847168,2.488693162661093e-08,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,0.26593151688575745,0.1909654140472412,0.31488171219825745,0.42249664664268494,0.06026236340403557,0.032249610871076584,0.0030337173957377672,0.0,0.043520212173461914,0.0,0.1201682910323143,0.04787285998463631,0.08171423524618149,0.04884004592895508,0.0,0.022076845169067383,0.062423866242170334,0.0,0.03914109990000725,0.05504107475280762
KAN,grad,1,core_interaction,256,20,0.05,0.8561079502105713,4.722526623229806e-13,"[0, 1, 6, 15]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,2.742048501968384,0.9961817860603333,0.683523952960968,0.7757874131202698,0.5844284892082214,0.5426168441772461,0.8338991403579712,0.6187042593955994,0.330025315284729,0.34241020679473877,0.526362419128418,0.6671223044395447,0.6238834261894226,0.7841812372207642,0.6725316643714905,0.9232944250106812,0.6137728095054626,0.5000989437103271,0.540533185005188,0.6330838203430176
KAN,perm,1,core_interaction,256,20,0.05,0.8561079502105713,4.722526623229806e-13,"[0, 1, 2, 13]","[0, 1, 2, 3]",0.75,0.75,0.75,sin(2*pi*x0) + x1^2 + x2*x3,0.849661648273468,0.15436851978302002,0.06089315935969353,0.04570849612355232,0.032722633332014084,0.0034170944709330797,0.039073050022125244,0.012271523475646973,0.0024042725563049316,0.0018600622424855828,0.023798922076821327,0.008256356231868267,0.009510934352874756,0.0472976379096508,0.01268806029111147,0.036834198981523514,0.0,0.006470242980867624,0.0,0.022381266579031944
MLP,grad,1,core_interaction,256,20,0.05,3.2289323806762695,1.2232909796239255e-07,"[1, 7, 10, 15]","[0, 1, 2, 3]",0.25,0.25,0.25,sin(2*pi*x0) + x1^2 + x2*x3,0.7792497873306274,0.8852322697639465,0.8136860132217407,0.6691591739654541,0.5854967832565308,0.6399244666099548,0.7910819053649902,0.8538005352020264,0.611099123954773,0.6295318007469177,0.8897782564163208,0.45071321725845337,0.6589921116828918,0.7557216286659241,0.49748894572257996,0.8743782043457031,0.8291119933128357,0.8202174305915833,0.7443440556526184,0.8442767262458801
MLP,perm,1,core_interaction,256,20,0.05,3.2289323806762695,1.2232909796239255e-07,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,0.3112071454524994,0.18223793804645538,0.18053428828716278,0.12989313900470734,0.0,0.0,0.0752972736954689,0.0,0.0,0.0,0.05676698684692383,0.0739908218383789,0.030689716339111328,0.045034170150756836,0.004314740654081106,0.0,0.007285515312105417,0.0,0.06705602258443832,0.0
KAN,grad,2,core_interaction,256,20,0.05,0.783765435218811,3.2837255050516267e-12,"[0, 1, 10, 12]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,3.508730411529541,1.042076826095581,0.7222368717193604,0.6007784605026245,0.5563904047012329,0.5162502527236938,0.514847993850708,0.7239280939102173,0.6500025391578674,0.6096681952476501,0.8151787519454956,0.4582018554210663,0.803932785987854,0.4938089847564697,0.732568621635437,0.413474977016449,0.7912003993988037,0.6857596635818481,0.7559211850166321,0.7130365371704102
KAN,perm,2,core_interaction,256,20,0.05,0.783765435218811,3.2837255050516267e-12,"[0, 1, 5, 7]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,1.1925262212753296,0.10860743373632431,0.0,0.0,0.0,0.041099805384874344,0.0,0.02768188714981079,0.0,0.0025426745414733887,0.018208542838692665,0.0,0.01037492323666811,0.0,0.0,0.014929075725376606,0.014742295257747173,0.0,0.017767110839486122,0.007297893520444632
MLP,grad,2,core_interaction,256,20,0.05,2.544360876083374,3.562558413250372e-05,"[1, 2, 3, 16]","[0, 1, 2, 3]",0.75,0.75,0.75,sin(2*pi*x0) + x1^2 + x2*x3,0.6320011615753174,1.2087393999099731,0.8919116258621216,0.87221360206604,0.6484670639038086,0.42432868480682373,0.7146726846694946,0.40857189893722534,0.5502509474754333,0.6485552191734314,0.5619354844093323,0.5259262919425964,0.49160462617874146,0.5136405825614929,0.5550932288169861,0.7498034238815308,0.7845842838287354,0.672460675239563,0.6571321487426758,0.6629882454872131
MLP,perm,2,core_interaction,256,20,0.05,2.544360876083374,3.562558413250372e-05,"[0, 1, 2, 3]","[0, 1, 2, 3]",1.0,1.0,1.0,sin(2*pi*x0) + x1^2 + x2*x3,0.1879003793001175,0.17619498074054718,0.42261186242103577,0.23723967373371124,0.00532841682434082,0.0,0.0,0.0850725993514061,0.0,0.01698271371424198,0.05115461349487305,0.03666655346751213,0.003374814987182617,0.0,0.0,0.0,0.0,0.0,0.024409135803580284,0.014889557845890522
