function,samples,dimension,width_hidden,grid,lamb,steps,pair_mode,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,candidate_pairs_mean,candidate_pairs_std,true_pair_score_mean,true_pair_score_std,max_false_pair_score_mean,max_false_pair_score_std,false_pair_score_p95_mean,false_pair_score_p95_std,false_pair_score_p99_mean,false_pair_score_p99_std,true_minus_max_false_mean,true_minus_max_false_std,true_pair_rank_mean,true_pair_rank_std,true_pair_beats_candidates_mean,true_pair_beats_candidates_std,endpoint_rank_worst_feature_mean,endpoint_rank_worst_feature_std,endpoint_rank_worst_hybrid_mean,endpoint_rank_worst_hybrid_std,runtime_sec_mean,runtime_sec_std,num_runs
core_interaction_c025,1024,100,16,5,0.001,75,all,0.0003329176834085956,0.0001017562992044373,0.0157209966739174,0.012338707614822668,4950.0,0.0,0.03290272360900417,0.03983960379799532,0.015725286374799908,0.01527800621958095,0.0014440688421018407,0.001155934593692432,0.0031282363012432915,0.0021011282601872986,0.017177437234204264,0.04878530776684436,562.05,1002.5823509014024,0.4,0.4940321817555709,23.116666666666667,27.507836582441886,32.78333333333333,32.63360629607162,66.6649048725764,6.573267122185645,60
