function,seed,samples,test_samples,dimension,noise,width_hidden,grid,k,lamb,steps,pair_mode,train_mse,test_mse,candidate_pairs,true_pair,top_pair,top_pair_score,true_pair_score,max_false_pair_score,false_pair_score_p95,false_pair_score_p99,true_minus_max_false,true_pair_rank,true_pair_beats_candidates,endpoint_rank_worst_feature,endpoint_rank_worst_hybrid,runtime_sec
core_interaction_c025,0,512,2048,100,0.05,16,5,3,0.001,75,all,0.00028355151880532503,0.019642788916826248,4950,"(2, 3)","(2, 3)",0.04779026471078396,0.04779026471078396,0.00932127982378006,0.0002537682652473445,0.002057888582348784,0.0384689848870039,1,1,4,4,68.4016854763031
core_interaction_c025,1,512,2048,100,0.05,16,5,3,0.001,75,all,0.00016177480574697256,0.043020859360694885,4950,"(2, 3)","(14, 73)",0.007615014910697937,0.0003742855042219162,0.007615014910697937,0.0023786842823028498,0.004412395544350132,-0.007240729406476021,1696,0,75,65,63.115694761276245
core_interaction_c025,2,512,2048,100,0.05,16,5,3,0.001,75,all,0.0001802439073799178,0.03316783159971237,4950,"(2, 3)","(0, 3)",0.019399254582822323,1.5098601579666138e-05,0.019399254582822323,0.00043228911235928516,0.0032845603488385485,-0.019384155981242657,3590,0,52,43,63.245769739151
core_interaction_c025,3,512,2048,100,0.05,16,5,3,0.001,75,all,0.00018982260371558368,0.040081921964883804,4950,"(2, 3)","(3, 40)",0.007795525714755058,0.004899909719824791,0.007795525714755058,0.0022611763328313815,0.003954700604081122,-0.0028956159949302673,24,0,8,20,63.96766138076782
core_interaction_c025,4,512,2048,100,0.05,16,5,3,0.001,75,all,0.00019882185733877122,0.014088638126850128,4950,"(2, 3)","(2, 3)",0.07475121412426233,0.07475121412426233,0.013076561503112316,0.0003733374178409537,0.002839340977370735,0.06167465262115002,1,1,4,4,61.1957893371582
core_interaction_c025,5,512,2048,100,0.05,16,5,3,0.001,75,all,0.00017104228027164936,0.01401914656162262,4950,"(2, 3)","(2, 3)",0.05121619068086147,0.05121619068086147,0.010201618075370789,0.00023731812834739603,0.002136725708842273,0.041014572605490685,1,1,4,4,62.23908519744873
core_interaction_c025,6,512,2048,100,0.05,16,5,3,0.001,75,all,0.00017018301878124475,0.04039563983678818,4950,"(2, 3)","(0, 97)",0.015226311050355434,7.352512329816818e-05,0.015226311050355434,0.0005071248859167079,0.0022342591732739665,-0.015152785927057266,1573,0,98,99,61.74619746208191
core_interaction_c025,7,512,2048,100,0.05,16,5,3,0.001,75,all,0.00023702718317508698,0.05369845777750015,4950,"(2, 3)","(0, 1)",0.02392146224156022,0.0001864079385995865,0.02392146224156022,0.0006977033801376812,0.002667599413543905,-0.023735054302960634,1215,0,36,29,61.29066038131714
core_interaction_c025,8,512,2048,100,0.05,16,5,3,0.001,75,all,0.0002299898478668183,0.01979164220392704,4950,"(2, 3)","(2, 3)",0.09747874340973794,0.09747874340973794,0.012369195464998484,0.00045453058555721955,0.0038342400453984502,0.08510954794473946,1,1,4,4,61.13461947441101
core_interaction_c025,9,512,2048,100,0.05,16,5,3,0.001,75,all,0.00019632339535746723,0.03429165855050087,4950,"(2, 3)","(0, 1)",0.033726868219673634,0.006161111406981945,0.033726868219673634,0.0011835206300020206,0.003281739018857476,-0.02756575681269169,15,0,25,62,62.48552489280701
core_interaction_c025,10,512,2048,100,0.05,16,5,3,0.001,75,all,0.00018363197159487754,0.04408494383096695,4950,"(2, 3)","(0, 72)",0.01793118380010128,4.443200305104256e-05,0.01793118380010128,0.00043974863365292446,0.002806853856891323,-0.017886751797050238,2655,0,70,64,84.3344578742981
core_interaction_c025,11,512,2048,100,0.05,16,5,3,0.001,75,all,0.0002031928743235767,0.049584295600652695,4950,"(2, 3)","(0, 28)",0.03774648066610098,2.7514062821865082e-05,0.03774648066610098,0.0006340350955724705,0.0029013464599847638,-0.037718966603279114,3005,0,28,22,85.51851224899292
core_interaction_c025,12,512,2048,100,0.05,16,5,3,0.001,75,all,0.00013554852921515703,0.06174429878592491,4950,"(2, 3)","(0, 1)",0.03287181397899985,3.767944872379303e-05,0.03287181397899985,0.0002952864393591874,0.0033668947406113106,-0.03283413453027606,3498,0,92,94,85.64233088493347
core_interaction_c025,13,512,2048,100,0.05,16,5,3,0.001,75,all,0.0002420861565042287,0.028403565287590027,4950,"(2, 3)","(2, 3)",0.04855694994330406,0.04855694994330406,0.013829969801008701,0.0004853962920606124,0.002767059784382547,0.03472698014229536,1,1,4,4,83.15289402008057
core_interaction_c025,14,512,2048,100,0.05,16,5,3,0.001,75,all,0.0004012283752672374,0.03472336009144783,4950,"(2, 3)","(0, 1)",0.016543867997825146,4.529021680355072e-06,0.016543867997825146,0.00037296172231435763,0.0023206914216279315,-0.01653933897614479,4271,0,92,86,84.28499388694763
core_interaction_c025,15,512,2048,100,0.05,16,5,3,0.001,75,all,0.00024601741461083293,0.053099025040864944,4950,"(2, 3)","(0, 52)",0.017677025869488716,4.0234532207250595e-05,0.017677025869488716,0.00045640263706445415,0.0032867303490638666,-0.017636791337281466,2575,0,61,58,85.34582018852234
core_interaction_c025,16,512,2048,100,0.05,16,5,3,0.001,75,all,0.00024030901840887964,0.013042324222624302,4950,"(2, 3)","(2, 3)",0.07276109047234058,0.07276109047234058,0.009328218176960945,0.00021122042089700646,0.0021079264208674294,0.06343287229537964,1,1,4,4,81.11699080467224
core_interaction_c025,17,512,2048,100,0.05,16,5,3,0.001,75,all,0.00020542473066598177,0.0174928680062294,4950,"(2, 3)","(2, 3)",0.046396718360483646,0.046396718360483646,0.009295884985476732,0.00021333824843168168,0.0019340693205594996,0.037100833375006914,1,1,4,4,85.82195782661438
