function,samples,dimension,noise,nuisance_correlation,n_correlated_proxies,width_hidden,grid,k,lamb,probe_steps,method,top_m,screen_contains_all_true_vars_mean,screen_contains_all_true_vars_std,screen_true_var_recall_mean,screen_true_var_recall_std,screen_contains_all_interaction_endpoints_mean,screen_contains_all_interaction_endpoints_std,screen_interaction_endpoint_recall_mean,screen_interaction_endpoint_recall_std,screen_contains_true_interactions_mean,screen_contains_true_interactions_std,true_endpoint_rank_mean_mean,true_endpoint_rank_mean_std,true_endpoint_rank_worst_mean,true_endpoint_rank_worst_std,true_endpoint_score_mean_mean,true_endpoint_score_mean_std,max_nuisance_score_mean,max_nuisance_score_std,endpoint_minus_max_nuisance_mean,endpoint_minus_max_nuisance_std,num_support_evals
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,4,0.1,0.30512857662936466,0.775,0.07628214415734118,0.1,0.30512857662936466,0.55,0.15256428831468236,0.1,0.30512857662936466,4.533333333333333,1.2382783747337807,6.066666666666666,2.4765567494675613,0.011959319448524961,0.000285569730561329,0.011015829132795713,0.00021609625660341588,0.000943490315729249,0.00038552576149392885,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,6,0.9333333333333333,0.2537081317024624,0.9833333333333333,0.0634270329256156,0.9333333333333333,0.2537081317024624,0.9666666666666667,0.1268540658512312,0.9333333333333333,0.2537081317024624,4.533333333333333,1.2382783747337807,6.066666666666666,2.4765567494675613,0.011959319448524961,0.000285569730561329,0.011015829132795713,0.00021609625660341588,0.000943490315729249,0.00038552576149392885,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,10,0.9333333333333333,0.2537081317024624,0.9833333333333333,0.0634270329256156,0.9333333333333333,0.2537081317024624,0.9666666666666667,0.1268540658512312,0.9333333333333333,0.2537081317024624,4.533333333333333,1.2382783747337807,6.066666666666666,2.4765567494675613,0.011959319448524961,0.000285569730561329,0.011015829132795713,0.00021609625660341588,0.000943490315729249,0.00038552576149392885,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.533333333333333,1.2382783747337807,6.066666666666666,2.4765567494675613,0.011959319448524961,0.000285569730561329,0.011015829132795713,0.00021609625660341588,0.000943490315729249,0.00038552576149392885,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,4,0.1,0.30512857662936466,0.775,0.07628214415734118,0.1,0.30512857662936466,0.55,0.15256428831468236,0.1,0.30512857662936466,4.533333333333333,1.2382783747337807,6.066666666666666,2.4765567494675613,0.011959319448524961,0.000285569730561329,0.011015829132795713,0.00021609625660341588,0.000943490315729249,0.00038552576149392885,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,6,0.9333333333333333,0.2537081317024624,0.9833333333333333,0.0634270329256156,0.9333333333333333,0.2537081317024624,0.9666666666666667,0.1268540658512312,0.9333333333333333,0.2537081317024624,4.533333333333333,1.2382783747337807,6.066666666666666,2.4765567494675613,0.011959319448524961,0.000285569730561329,0.011015829132795713,0.00021609625660341588,0.000943490315729249,0.00038552576149392885,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,10,0.9333333333333333,0.2537081317024624,0.9833333333333333,0.0634270329256156,0.9333333333333333,0.2537081317024624,0.9666666666666667,0.1268540658512312,0.9333333333333333,0.2537081317024624,4.533333333333333,1.2382783747337807,6.066666666666666,2.4765567494675613,0.011959319448524961,0.000285569730561329,0.011015829132795713,0.00021609625660341588,0.000943490315729249,0.00038552576149392885,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.533333333333333,1.2382783747337807,6.066666666666666,2.4765567494675613,0.011959319448524961,0.000285569730561329,0.011015829132795713,0.00021609625660341588,0.000943490315729249,0.00038552576149392885,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.016064838810377336,0.000429525210879071,0.012430170984477957,0.00017610418609028427,0.003634667825899379,0.0005048832759662936,30
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.016064838810377336,0.000429525210879071,0.012430170984477957,0.00017610418609028427,0.003634667825899379,0.0005048832759662936,30
