function,samples,dimension,noise,nuisance_correlation,n_correlated_proxies,width_hidden,grid,k,lamb,probe_steps,method,top_m,heldout_seed,num_probe_rows,selected_screen_features,top_selection_variables,top_edge_pairs,effective_dim,screen_contains_all_true_vars,screen_true_var_recall,screen_contains_all_interaction_endpoints,screen_interaction_endpoint_recall,screen_contains_true_interactions,true_endpoint_rank_mean,true_endpoint_rank_worst,true_endpoint_score_mean,max_nuisance_score,endpoint_minus_max_nuisance
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,4,all,30,"[0, 1, 3, 2]","[0, 1, 3, 2, 56, 68, 16, 84, 91, 63, 15, 7]","[[0, 1, 1.0], [0, 3, 0.055747672775363015], [0, 41, 0.054281641153993386], [0, 48, 0.05325838482240979], [0, 66, 0.05207343127578958], [0, 28, 0.047749138267390696], [0, 68, 0.04750388448133113], [0, 87, 0.04667943858150524], [0, 62, 0.046557667356958606], [0, 15, 0.0465573198932343]]",4,1,1.0,1,1.0,1,3.5,4.0,0.01246189055716779,0.01182487692959252,0.00063701362757527
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,6,all,30,"[0, 1, 3, 2, 56, 68]","[0, 1, 3, 2, 56, 68, 16, 84, 91, 63, 15, 7]","[[0, 1, 1.0], [0, 3, 0.055747672775363015], [0, 41, 0.054281641153993386], [0, 48, 0.05325838482240979], [0, 66, 0.05207343127578958], [0, 28, 0.047749138267390696], [0, 68, 0.04750388448133113], [0, 87, 0.04667943858150524], [0, 62, 0.046557667356958606], [0, 15, 0.0465573198932343]]",6,1,1.0,1,1.0,1,3.5,4.0,0.01246189055716779,0.01182487692959252,0.00063701362757527
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,10,all,30,"[0, 1, 3, 2, 56, 68, 16, 84, 91, 63]","[0, 1, 3, 2, 56, 68, 16, 84, 91, 63, 15, 7]","[[0, 1, 1.0], [0, 3, 0.055747672775363015], [0, 41, 0.054281641153993386], [0, 48, 0.05325838482240979], [0, 66, 0.05207343127578958], [0, 28, 0.047749138267390696], [0, 68, 0.04750388448133113], [0, 87, 0.04667943858150524], [0, 62, 0.046557667356958606], [0, 15, 0.0465573198932343]]",10,1,1.0,1,1.0,1,3.5,4.0,0.01246189055716779,0.01182487692959252,0.00063701362757527
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,20,all,30,"[0, 1, 3, 2, 56, 68, 16, 84, 91, 63, 15, 7, 28, 81, 92, 98, 88, 90, 48, 43]","[0, 1, 3, 2, 56, 68, 16, 84, 91, 63, 15, 7]","[[0, 1, 1.0], [0, 3, 0.055747672775363015], [0, 41, 0.054281641153993386], [0, 48, 0.05325838482240979], [0, 66, 0.05207343127578958], [0, 28, 0.047749138267390696], [0, 68, 0.04750388448133113], [0, 87, 0.04667943858150524], [0, 62, 0.046557667356958606], [0, 15, 0.0465573198932343]]",20,1,1.0,1,1.0,1,3.5,4.0,0.01246189055716779,0.01182487692959252,0.00063701362757527
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,4,all,30,"[0, 1, 3, 2]","[0, 1, 3, 2, 56, 48, 41, 63, 96, 90, 68, 91]","[[0, 1, 1.0], [0, 3, 0.055747672775363015], [0, 41, 0.054281641153993386], [0, 48, 0.05325838482240979], [0, 66, 0.05207343127578958], [0, 28, 0.047749138267390696], [0, 68, 0.04750388448133113], [0, 87, 0.04667943858150524], [0, 62, 0.046557667356958606], [0, 15, 0.0465573198932343]]",4,1,1.0,1,1.0,1,3.5,4.0,0.024275877534082082,0.016183024071642883,0.008092853462439199
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,6,all,30,"[0, 1, 3, 2, 56, 48]","[0, 1, 3, 2, 56, 48, 41, 63, 96, 90, 68, 91]","[[0, 1, 1.0], [0, 3, 0.055747672775363015], [0, 41, 0.054281641153993386], [0, 48, 0.05325838482240979], [0, 66, 0.05207343127578958], [0, 28, 0.047749138267390696], [0, 68, 0.04750388448133113], [0, 87, 0.04667943858150524], [0, 62, 0.046557667356958606], [0, 15, 0.0465573198932343]]",6,1,1.0,1,1.0,1,3.5,4.0,0.024275877534082082,0.016183024071642883,0.008092853462439199
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,10,all,30,"[0, 1, 3, 2, 56, 48, 41, 63, 96, 90]","[0, 1, 3, 2, 56, 48, 41, 63, 96, 90, 68, 91]","[[0, 1, 1.0], [0, 3, 0.055747672775363015], [0, 41, 0.054281641153993386], [0, 48, 0.05325838482240979], [0, 66, 0.05207343127578958], [0, 28, 0.047749138267390696], [0, 68, 0.04750388448133113], [0, 87, 0.04667943858150524], [0, 62, 0.046557667356958606], [0, 15, 0.0465573198932343]]",10,1,1.0,1,1.0,1,3.5,4.0,0.024275877534082082,0.016183024071642883,0.008092853462439199
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,20,all,30,"[0, 1, 3, 2, 56, 48, 41, 63, 96, 90, 68, 91, 16, 62, 81, 97, 78, 65, 53, 43]","[0, 1, 3, 2, 56, 48, 41, 63, 96, 90, 68, 91]","[[0, 1, 1.0], [0, 3, 0.055747672775363015], [0, 41, 0.054281641153993386], [0, 48, 0.05325838482240979], [0, 66, 0.05207343127578958], [0, 28, 0.047749138267390696], [0, 68, 0.04750388448133113], [0, 87, 0.04667943858150524], [0, 62, 0.046557667356958606], [0, 15, 0.0465573198932343]]",20,1,1.0,1,1.0,1,3.5,4.0,0.024275877534082082,0.016183024071642883,0.008092853462439199
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,4,all,30,"[0, 1, 3, 2]","[0, 1, 3, 2, 41, 81, 63, 48, 28, 70, 96, 87]","[[0, 1, 1.0], [0, 3, 0.055747672775363015], [0, 41, 0.054281641153993386], [0, 48, 0.05325838482240979], [0, 66, 0.05207343127578958], [0, 28, 0.047749138267390696], [0, 68, 0.04750388448133113], [0, 87, 0.04667943858150524], [0, 62, 0.046557667356958606], [0, 15, 0.0465573198932343]]",4,1,1.0,1,1.0,1,3.5,4.0,0.011351067708029475,0.00856333931152598,0.0027877283965034947
core_interaction_c025,768,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,6,all,30,"[0, 1, 3, 2, 41, 81]","[0, 1, 3, 2, 41, 81, 63, 48, 28, 70, 96, 87]","[[0, 1, 1.0], [0, 3, 0.055747672775363015], [0, 41, 0.054281641153993386], [0, 48, 0.05325838482240979], [0, 66, 0.05207343127578958], [0, 28, 0.047749138267390696], [0, 68, 0.04750388448133113], [0, 87, 0.04667943858150524], [0, 62, 0.046557667356958606], [0, 15, 0.0465573198932343]]",6,1,1.0,1,1.0,1,3.5,4.0,0.011351067708029475,0.00856333931152598,0.0027877283965034947
