function,seed,samples,test_samples,dimension,noise,width_hidden,grid,k,lamb,steps,pair_mode,train_mse,test_mse,candidate_pairs,true_pair,top_pair,top_pair_score,true_pair_score,max_false_pair_score,false_pair_score_p95,false_pair_score_p99,true_minus_max_false,true_pair_rank,true_pair_beats_candidates,endpoint_rank_worst_feature,endpoint_rank_worst_hybrid,runtime_sec
core_interaction_c025,0,640,2048,100,0.1,16,5,3,0.001,75,all,0.00025902563356794417,0.062208592891693115,4950,"(2, 3)","(2, 3)",0.019434789195656776,0.019434789195656776,0.018224322702735662,0.0027521885931491804,0.005243376232683645,0.001210466492921114,1,1,4,21,63.84587740898132
core_interaction_c025,1,640,2048,100,0.1,16,5,3,0.001,75,all,0.00022095846361480653,0.08694514632225037,4950,"(2, 3)","(0, 1)",0.032065682113170624,0.0006913356482982635,0.032065682113170624,0.0013167789205908722,0.004185006506741003,-0.03137434646487236,579,0,90,88,62.68549871444702
core_interaction_c025,2,640,2048,100,0.1,16,5,3,0.001,75,all,0.00023900643282104284,0.07871629297733307,4950,"(2, 3)","(0, 1)",0.03070371225476265,6.614252924919128e-05,0.03070371225476265,0.001168227940797805,0.0041482903063297235,-0.030637569725513458,3507,0,91,91,61.028013467788696
core_interaction_c025,3,640,2048,100,0.1,16,5,3,0.001,75,all,0.00015652866568416357,0.05731775611639023,4950,"(2, 3)","(0, 53)",0.02140317903831601,0.00030709151178598404,0.02140317903831601,0.002663599140942096,0.005726626161485904,-0.021096087526530027,3362,0,45,60,62.553258180618286
core_interaction_c025,4,640,2048,100,0.1,16,5,3,0.001,75,all,0.00046878011198714375,0.04395326226949692,4950,"(2, 3)","(2, 3)",0.04648217745125294,0.04648217745125294,0.024456968531012535,0.0012276638299226757,0.004427371919155046,0.022025208920240402,1,1,4,4,61.944396018981934
core_interaction_c025,5,640,2048,100,0.1,16,5,3,0.001,75,all,0.00023901366512291133,0.08328944444656372,4950,"(2, 3)","(2, 15)",0.016702952329069376,0.0021946891210973263,0.016702952329069376,0.002869641687721009,0.005119770467281326,-0.01450826320797205,448,0,34,27,80.94710659980774
core_interaction_c025,6,640,2048,100,0.1,16,5,3,0.001,75,all,0.000319263810524717,0.08230379223823547,4950,"(2, 3)","(0, 80)",0.022467094473540783,2.926960587501526e-05,0.022467094473540783,0.0009054321795701979,0.005491280853748309,-0.022437824867665768,4462,0,87,75,60.24022340774536
core_interaction_c025,7,640,2048,100,0.1,16,5,3,0.001,75,all,0.00019622994295787066,0.06533162295818329,4950,"(2, 3)","(0, 1)",0.021368347108364105,0.00046700984239578247,0.021368347108364105,0.0023813217878341664,0.004689013659954051,-0.020901337265968323,2090,0,25,7,60.84885573387146
core_interaction_c025,8,640,2048,100,0.1,16,5,3,0.001,75,all,0.00029593546059913933,0.0420323945581913,4950,"(2, 3)","(2, 3)",0.05791798420250416,0.05791798420250416,0.012784743681550026,0.0009137652814388261,0.0053003375977277644,0.04513324052095413,1,1,4,4,60.40114712715149
core_interaction_c025,9,640,2048,100,0.1,16,5,3,0.001,75,all,0.00017317780293524265,0.05605243146419525,4950,"(2, 3)","(0, 1)",0.023822204442694783,0.001384213101118803,0.023822204442694783,0.001955463504418728,0.004214073168113808,-0.02243799134157598,469,0,49,83,60.131980895996094
core_interaction_c025,10,640,2048,100,0.1,16,5,3,0.001,75,all,0.00017766020027920604,0.06196290999650955,4950,"(2, 3)","(0, 74)",0.02406105026602745,0.00040178000926971436,0.02406105026602745,0.0018042644485831228,0.0037781358137726736,-0.023659270256757736,1874,0,38,47,59.67338299751282
core_interaction_c025,11,640,2048,100,0.1,16,5,3,0.001,75,all,0.00016831544053275138,0.0603225901722908,4950,"(2, 3)","(0, 52)",0.0235882259439677,8.219294250011444e-05,0.0235882259439677,0.0024810099974274607,0.007166720796376446,-0.023506033001467586,3630,0,99,99,60.68822526931763
core_interaction_c025,12,640,2048,100,0.1,16,5,3,0.001,75,all,0.00020208267960697412,0.07416287809610367,4950,"(2, 3)","(0, 1)",0.046319110319018364,0.0002598688006401062,0.046319110319018364,0.0016889689490199031,0.005511152073740881,-0.04605924151837826,2184,0,84,90,61.266430139541626
