function,dimension,screen_mode,seed,true_min_score,endpoint_min_score,nuisance_max_score,support_score_gap,endpoint_score_gap
core_interaction,5,raw,9,0.5685147643089294,0.5685147643089294,0.0008532383944839239,0.5676615259144455,0.5676615259144455
core_interaction,5,rf,0,0.5561056137084961,0.5561056137084961,0.0,0.5561056137084961,0.5561056137084961
core_interaction,5,rf,1,0.5580239295959473,0.5580239295959473,0.0,0.5580239295959473,0.5580239295959473
core_interaction,5,rf,2,0.5533386468887329,0.5533386468887329,0.0,0.5533386468887329,0.5533386468887329
core_interaction,5,rf,3,0.5457851886749268,0.5457851886749268,0.0,0.5457851886749268,0.5457851886749268
core_interaction,5,rf,4,0.55815589427948,0.55815589427948,0.0,0.55815589427948,0.55815589427948
core_interaction,5,rf,5,0.590854823589325,0.590854823589325,0.0,0.590854823589325,0.590854823589325
core_interaction,5,rf,6,0.5651875138282776,0.5651875138282776,0.0,0.5651875138282776,0.5651875138282776
core_interaction,5,rf,7,0.580578088760376,0.580578088760376,0.0,0.580578088760376,0.580578088760376
core_interaction,5,rf,8,0.6001847982406616,0.6001847982406616,0.0,0.6001847982406616,0.6001847982406616
core_interaction,5,rf,9,0.5640491247177124,0.5640491247177124,0.0,0.5640491247177124,0.5640491247177124
core_interaction,5,oracle_support,0,0.5560469031333923,0.5560469031333923,0.0,0.5560469031333923,0.5560469031333923
core_interaction,5,oracle_support,1,0.5591879487037659,0.5591879487037659,0.0,0.5591879487037659,0.5591879487037659
core_interaction,5,oracle_support,2,0.5478725433349609,0.5478725433349609,0.0,0.5478725433349609,0.5478725433349609
core_interaction,5,oracle_support,3,0.546017050743103,0.546017050743103,0.0,0.546017050743103,0.546017050743103
core_interaction,5,oracle_support,4,0.5601809024810791,0.5601809024810791,0.0,0.5601809024810791,0.5601809024810791
core_interaction,5,oracle_support,5,0.592252254486084,0.592252254486084,0.0,0.592252254486084,0.592252254486084
core_interaction,5,oracle_support,6,0.5657593011856079,0.5657593011856079,0.0,0.5657593011856079,0.5657593011856079
core_interaction,5,oracle_support,7,0.5799700021743774,0.5799700021743774,0.0,0.5799700021743774,0.5799700021743774
core_interaction,5,oracle_support,8,0.597941517829895,0.597941517829895,0.0,0.597941517829895,0.597941517829895
core_interaction,5,oracle_support,9,0.5655336380004883,0.5655336380004883,0.0,0.5655336380004883,0.5655336380004883
core_interaction,5,random,0,0.0,0.0,1.2537307739257812,-1.2537307739257812,-1.2537307739257812
core_interaction,5,random,1,0.0,0.0,0.7996972799301147,-0.7996972799301147,-0.7996972799301147
core_interaction,5,random,2,0.0,0.0,1.5427285432815552,-1.5427285432815552,-1.5427285432815552
core_interaction,5,random,3,0.5469319820404053,0.5469319820404053,0.0,0.5469319820404053,0.5469319820404053
core_interaction,5,random,4,0.0,1.4072703123092651,1.2130241394042969,-1.2130241394042969,0.19424617290496826
core_interaction,5,random,5,0.0,4.790019989013672,3.7294795513153076,-3.7294795513153076,1.0605404376983643
core_interaction,5,random,6,0.5664546489715576,0.5664546489715576,0.0,0.5664546489715576,0.5664546489715576
