model,function,seed,samples,test_samples,dimension,noise,variant,opt,steps,lamb,lr,update_grid_mode,kan_width,kan_grid,kan_k,true_variables,true_interactions,formula,status,error,explain_method,train_mse,test_mse,importance_scores,selected_variables,variable_precision,variable_recall,variable_f1,variable_auroc,variable_auprc,active_score_mean,inactive_score_mean,active_score_min,inactive_score_max,selected_interactions,interaction_precision,interaction_recall,interaction_f1
KAN_ROBUSTNESS,core_interaction,0,1024,2048,100,0.0,default,LBFGS,50,0.0,,default,8,5,3,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3,ok,,grad,8.957672104070724e-11,2.36830997467041,"[1.9273818731307983, 0.8515722155570984, 0.5171928405761719, 0.4309091567993164, 0.6773577332496643, 0.5518420934677124, 0.6855135560035706, 0.7231546640396118, 0.3687754273414612, 0.5611597895622253, 0.6122556328773499, 0.6155356168746948, 0.34318551421165466, 0.5229120850563049, 0.45762911438941956, 0.4803471565246582, 0.5343588590621948, 0.736037015914917, 0.5724403262138367, 0.6454941630363464, 0.3721163868904114, 0.39484307169914246, 0.72276371717453, 0.6833494901657104, 0.7323434948921204, 0.5295952558517456, 0.5412099957466125, 0.3049256205558777, 0.6596717834472656, 0.6364591717720032, 0.6590028405189514, 0.4941740334033966, 0.7722591757774353, 0.27323484420776367, 0.5967350006103516, 0.5652652978897095, 0.6015905141830444, 0.34925949573516846, 0.35346725583076477, 0.3933727443218231, 0.6592015624046326, 0.46935680508613586, 0.5519742965698242, 0.7009486556053162, 0.7052966952323914, 0.40365728735923767, 0.5706048011779785, 0.3978847861289978, 0.336085706949234, 0.7400200366973877, 0.39102768898010254, 0.41875943541526794, 0.6801465749740601, 0.34920063614845276, 0.577473521232605, 0.39724889397621155, 0.5712840557098389, 0.5702329874038696, 0.6150147318840027, 0.5999835729598999, 0.6366943717002869, 0.6485931873321533, 0.4686160087585449, 0.6705565452575684, 0.8111622333526611, 0.4112476706504822, 0.6405674815177917, 0.497430682182312, 0.42364221811294556, 0.40293270349502563, 0.5992519855499268, 0.4894000291824341, 0.5385267734527588, 0.5060248374938965, 0.3687130808830261, 0.47048747539520264, 0.4516911506652832, 0.8667012453079224, 0.4139745831489563, 0.594740629196167, 0.6109921336174011, 0.561461865901947, 0.47158539295196533, 0.48946720361709595, 0.23358941078186035, 0.6202793717384338, 0.5860596895217896, 0.5691348314285278, 0.7555845379829407, 0.4038486182689667, 0.5279273390769958, 0.8934211730957031, 0.6146902441978455, 0.608696460723877, 0.3456326127052307, 0.3735392391681671, 0.6392849087715149, 0.8861711621284485, 0.636142909526825, 0.5105690360069275]","[0, 77, 91, 97]",0.25,0.25,0.25,0.65625,0.37562841530054647,0.9317640066146851,0.5487299561500549,0.4309091567993164,0.8934211730957031,"[(0, 91)]",0.0,0.0,0.0
KAN_ROBUSTNESS,core_interaction,0,1024,2048,100,0.0,default,LBFGS,50,0.0,,default,8,5,3,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3,ok,,perm,8.957672104070724e-11,2.36830997467041,"[1.2741096019744873, 0.4758191704750061, 0.20653395354747772, 0.1785617172718048, 0.3740552067756653, 0.29724347591400146, 0.3793327510356903, 0.3746088743209839, 0.12501031160354614, 0.250887930393219, 0.08251836895942688, 0.31301456689834595, 0.0402529239654541, 0.23705869913101196, 0.21116578578948975, 0.1993626058101654, 0.26142436265945435, 0.44543516635894775, 0.2979681193828583, 0.40858152508735657, 0.1070578545331955, 0.11329052597284317, 0.4283238351345062, 0.4556303024291992, 0.4242536127567291, 0.27670061588287354, 0.27433013916015625, 0.09748413413763046, 0.3796933889389038, 0.3655894994735718, 0.3419991731643677, 0.24803100526332855, 0.4250747263431549, 0.06766392290592194, 0.3426916003227234, 0.2562284469604492, 0.3098773956298828, 0.09032414853572845, 0.1345262974500656, 0.151633620262146, 0.36203646659851074, 0.20019742846488953, 0.22266194224357605, 0.4365517497062683, 0.40255141258239746, 0.16171559691429138, 0.2826656103134155, 0.1658589094877243, 0.09005375951528549, 0.4349921941757202, 0.14570021629333496, 0.15126720070838928, 0.31396225094795227, 0.11818891763687134, 0.21633079648017883, 0.13896852731704712, 0.24513214826583862, 0.2895680367946625, 0.34096279740333557, 0.31475046277046204, 0.3748580515384674, 0.3705137372016907, 0.16160637140274048, 0.3778176009654999, 0.5696598291397095, 0.138908252120018, 0.3364187777042389, 0.16175822913646698, 0.15675848722457886, 0.15222924947738647, 0.3161935806274414, 0.19817477464675903, 0.2688581347465515, 0.26543164253234863, 0.09523747861385345, 0.19488368928432465, 0.21084868907928467, 0.574523389339447, 0.1488080471754074, 0.2646452784538269, 0.3422093987464905, 0.23996636271476746, 0.24137991666793823, 0.2307337075471878, 0.032293833792209625, 0.3485505282878876, 0.27252820134162903, 0.3259052634239197, 0.480106920003891, 0.1820075511932373, 0.206746906042099, 0.6179444789886475, 0.3157886266708374, 0.3108013868331909, 0.07270162552595139, 0.10354435443878174, 0.39377546310424805, 0.5748774409294128, 0.41415977478027344, 0.20277565717697144]","[0, 77, 91, 97]",0.25,0.25,0.25,0.6432291666666666,0.3464908379291941,0.533756110817194,0.26947262533940375,0.1785617172718048,0.6179444789886475,"[(0, 91)]",0.0,0.0,0.0
KAN_ROBUSTNESS,core_interaction,0,1024,2048,100,0.0,lbfgs100,LBFGS,100,0.0,,default,8,5,3,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3,ok,,grad,1.929688830601406e-12,2.461932897567749,"[1.8530713319778442, 0.8134182691574097, 0.5795010328292847, 0.39032137393951416, 0.6354191303253174, 0.5412318110466003, 0.6220023036003113, 0.6870607733726501, 0.3224865198135376, 0.5611691474914551, 0.5411360263824463, 0.6302030086517334, 0.31059059500694275, 0.5323916077613831, 0.5074076652526855, 0.541006863117218, 0.6002231240272522, 0.749965488910675, 0.5631536245346069, 0.646896481513977, 0.3809010088443756, 0.5199717283248901, 0.7024418711662292, 0.8289811611175537, 0.7346405982971191, 0.5795463919639587, 0.6161785125732422, 0.3412408232688904, 0.6031563878059387, 0.6967092156410217, 0.682392954826355, 0.5625103712081909, 0.6774086952209473, 0.3050583600997925, 0.6382954120635986, 0.5621359944343567, 0.6039325594902039, 0.31727325916290283, 0.44593101739883423, 0.4418469965457916, 0.6550602912902832, 0.4962667226791382, 0.7060352563858032, 0.5566772818565369, 0.6764469742774963, 0.49319028854370117, 0.5818285942077637, 0.45068538188934326, 0.3890950083732605, 0.7805650234222412, 0.43907418847084045, 0.4084726870059967, 0.6391444206237793, 0.2988576292991638, 0.5378409624099731, 0.5344541668891907, 0.43196728825569153, 0.5919278860092163, 0.5350363850593567, 0.5594615936279297, 0.5945742726325989, 0.6488457918167114, 0.4154711067676544, 0.6513580679893494, 0.7238412499427795, 0.42849603295326233, 0.5346749424934387, 0.5041930675506592, 0.4076191782951355, 0.4221978485584259, 0.5902462005615234, 0.4329270124435425, 0.6438437700271606, 0.46662437915802, 0.31520941853523254, 0.46829891204833984, 0.4457484781742096, 0.7565962076187134, 0.5137648582458496, 0.7282705307006836, 0.6651116609573364, 0.48530715703964233, 0.5148290395736694, 0.4793119430541992, 0.44115734100341797, 0.6255479454994202, 0.5846834778785706, 0.5978633165359497, 0.6895628571510315, 0.45035937428474426, 0.4832790195941925, 0.9469782710075378, 0.6286934018135071, 0.6255542039871216, 0.3361661732196808, 0.3104146122932434, 0.6561451554298401, 0.9071353077888489, 0.6491478085517883, 0.5877925753593445]","[0, 23, 91, 97]",0.25,0.25,0.25,0.6536458333333334,0.3768609550561798,0.9090780019760132,0.5557586550712585,0.39032137393951416,0.9469782710075378,"[(0, 91)]",0.0,0.0,0.0
KAN_ROBUSTNESS,core_interaction,0,1024,2048,100,0.0,lbfgs100,LBFGS,100,0.0,,default,8,5,3,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3,ok,,perm,1.929688830601406e-12,2.461932897567749,"[1.176596760749817, 0.4589574933052063, 0.29105061292648315, 0.13597753643989563, 0.33403271436691284, 0.25240251421928406, 0.37335944175720215, 0.3604167103767395, 0.07520350813865662, 0.25392043590545654, 0.0975557267665863, 0.33099526166915894, 0.041732221841812134, 0.2409641444683075, 0.23356033861637115, 0.21521872282028198, 0.30707937479019165, 0.5119755864143372, 0.27930426597595215, 0.4093400835990906, 0.12540754675865173, 0.22076433897018433, 0.4297993779182434, 0.5189062356948853, 0.462619423866272, 0.30198514461517334, 0.3277254104614258, 0.10136125981807709, 0.3508703112602234, 0.46714264154434204, 0.36372631788253784, 0.24105434119701385, 0.39053815603256226, 0.08468419313430786, 0.3793323040008545, 0.25296151638031006, 0.3056531250476837, 0.08125340938568115, 0.2381369173526764, 0.16464096307754517, 0.3005681335926056, 0.1771547645330429, 0.34402698278427124, 0.2784581184387207, 0.3750923275947571, 0.23051543533802032, 0.254346638917923, 0.22364184260368347, 0.10931234806776047, 0.48912256956100464, 0.19143179059028625, 0.11738277971744537, 0.3340815603733063, 0.06838226318359375, 0.21072077751159668, 0.1827777475118637, 0.15566830337047577, 0.32926931977272034, 0.273554265499115, 0.26628178358078003, 0.3190249502658844, 0.38159435987472534, 0.15671786665916443, 0.4131145477294922, 0.4693751931190491, 0.16227811574935913, 0.24085526168346405, 0.18385674059391022, 0.12438847124576569, 0.1593155562877655, 0.3090401887893677, 0.19563725590705872, 0.2870141267776489, 0.21556589007377625, 0.0856228917837143, 0.20276270806789398, 0.2096107006072998, 0.46414512395858765, 0.22766470909118652, 0.37384337186813354, 0.37836676836013794, 0.20624808967113495, 0.279139906167984, 0.16734431684017181, 0.0709933266043663, 0.36822402477264404, 0.21939417719841003, 0.3245121240615845, 0.3658673167228699, 0.22431591153144836, 0.20698444545269012, 0.6963052749633789, 0.32263511419296265, 0.29568180441856384, 0.07153022289276123, 0.07552086561918259, 0.41573023796081543, 0.5991183519363403, 0.42166730761528015, 0.24305309355258942]","[0, 23, 91, 97]",0.25,0.25,0.25,0.6588541666666666,0.32426470588235295,0.5156456008553505,0.27261952551392216,0.13597753643989563,0.6963052749633789,"[(0, 91)]",0.0,0.0,0.0
KAN_ROBUSTNESS,core_interaction,0,1024,2048,100,0.0,lbfgs200,LBFGS,200,0.0,,default,8,5,3,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3,ok,,grad,7.286601010070282e-12,2.6005988121032715,"[2.0049164295196533, 0.8130308389663696, 0.5393384099006653, 0.44727036356925964, 0.6515522003173828, 0.5928337574005127, 0.6777675747871399, 0.767801821231842, 0.2698923349380493, 0.5440077185630798, 0.6158007979393005, 0.6125151515007019, 0.29441630840301514, 0.426094114780426, 0.5238726139068604, 0.5415229201316833, 0.5145353078842163, 0.6329424977302551, 0.6763377785682678, 0.6461851000785828, 0.3986787497997284, 0.4546754062175751, 0.7490084171295166, 0.7305312156677246, 0.7826265096664429, 0.5399428606033325, 0.5131816864013672, 0.4243577718734741, 0.6803354024887085, 0.6649755835533142, 0.6901642084121704, 0.5325488448143005, 0.6587321758270264, 0.31309449672698975, 0.5900529026985168, 0.6669729351997375, 0.589281439781189, 0.37712061405181885, 0.40593576431274414, 0.48246142268180847, 0.7443591356277466, 0.5082865953445435, 0.6642678380012512, 0.6489370465278625, 0.7321768999099731, 0.42425861954689026, 0.5548606514930725, 0.5480170845985413, 0.3394108712673187, 0.7853083610534668, 0.47516804933547974, 0.41274434328079224, 0.7182968258857727, 0.4967009127140045, 0.6643915176391602, 0.42496442794799805, 0.5892322063446045, 0.5181437730789185, 0.6925927400588989, 0.5909116864204407, 0.6017739772796631, 0.6848750710487366, 0.4712643623352051, 0.6929842233657837, 0.761466383934021, 0.42576807737350464, 0.7715012431144714, 0.5480782985687256, 0.41326844692230225, 0.39730051159858704, 0.5420495867729187, 0.5311834216117859, 0.5764756798744202, 0.5759726166725159, 0.31662946939468384, 0.47414806485176086, 0.49779853224754333, 0.8429406881332397, 0.42551907896995544, 0.6919224262237549, 0.664330244064331, 0.4893929660320282, 0.4829884469509125, 0.5192557573318481, 0.3167141377925873, 0.6548486351966858, 0.6712262034416199, 0.6120272874832153, 0.6876627206802368, 0.477466881275177, 0.5493500828742981, 1.0126824378967285, 0.6628553867340088, 0.6607555150985718, 0.375107079744339, 0.3396393358707428, 0.6891907453536987, 0.9808766841888428, 0.6671897172927856, 0.5373891592025757]","[0, 77, 91, 97]",0.25,0.25,0.25,0.6458333333333334,0.375,0.9511390328407288,0.573538064956665,0.44727036356925964,1.0126824378967285,"[(0, 91)]",0.0,0.0,0.0
KAN_ROBUSTNESS,core_interaction,0,1024,2048,100,0.0,lbfgs200,LBFGS,200,0.0,,default,8,5,3,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3,ok,,perm,7.286601010070282e-12,2.6005988121032715,"[1.3220784664154053, 0.4885815978050232, 0.27594321966171265, 0.22711876034736633, 0.38009464740753174, 0.3436650335788727, 0.4127792418003082, 0.44516444206237793, 0.058829620480537415, 0.24332600831985474, 0.11703838407993317, 0.3389551639556885, 0.03515481948852539, 0.1752176284790039, 0.2519412636756897, 0.21381652355194092, 0.26101601123809814, 0.3802769184112549, 0.4074324369430542, 0.4003790616989136, 0.11009740829467773, 0.12380553781986237, 0.471780002117157, 0.48573270440101624, 0.46872997283935547, 0.2975350022315979, 0.22678998112678528, 0.15031880140304565, 0.4268409013748169, 0.4167117476463318, 0.37719735503196716, 0.2791457772254944, 0.3516870141029358, 0.0834885910153389, 0.33198755979537964, 0.3242684602737427, 0.3102046251296997, 0.12187101691961288, 0.18110717833042145, 0.23865219950675964, 0.408558189868927, 0.19048112630844116, 0.26978397369384766, 0.3927308917045593, 0.4653073251247406, 0.17711880803108215, 0.26475435495376587, 0.2968951463699341, 0.1202116385102272, 0.45002618432044983, 0.22014540433883667, 0.14121733605861664, 0.3499406576156616, 0.19837698340415955, 0.21432030200958252, 0.12418311834335327, 0.2645244002342224, 0.2765752375125885, 0.37980401515960693, 0.30949917435646057, 0.3601696193218231, 0.45302483439445496, 0.18961194157600403, 0.44558992981910706, 0.5463685989379883, 0.16695858538150787, 0.48749840259552, 0.18103337287902832, 0.12268322706222534, 0.15851247310638428, 0.30637243390083313, 0.2600661516189575, 0.2662084102630615, 0.31451526284217834, 0.0851108729839325, 0.18566370010375977, 0.24358394742012024, 0.5478714108467102, 0.1567433476448059, 0.3753836452960968, 0.44434911012649536, 0.21714136004447937, 0.25676947832107544, 0.2739311158657074, 0.08078620582818985, 0.3770812749862671, 0.3030531406402588, 0.3770011067390442, 0.4287307560443878, 0.24594835937023163, 0.2552369236946106, 0.7898648381233215, 0.3531669080257416, 0.3575924038887024, 0.08383433520793915, 0.09215278923511505, 0.4876139163970947, 0.6890079975128174, 0.4423140287399292, 0.19937938451766968]","[0, 77, 91, 97]",0.25,0.25,0.25,0.6979166666666666,0.36268178339073864,0.5784305110573769,0.295473113656044,0.22711876034736633,0.7898648381233215,"[(0, 91)]",0.0,0.0,0.0
KAN_ROBUSTNESS,core_interaction,0,1024,2048,100,0.0,lbfgs_nogrid50,LBFGS,50,0.0,,false,8,5,3,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3,ok,,grad,4.654405116530369e-13,0.46129366755485535,"[3.9526305198669434, 0.9881007671356201, 0.3364294767379761, 0.3870875835418701, 0.12024287134408951, 0.10025592148303986, 0.35208436846733093, 0.11514701694250107, 0.10490421205759048, 0.18958504498004913, 0.16445475816726685, 0.15538042783737183, 0.09413561224937439, 0.2402494251728058, 0.12527278065681458, 0.12316114455461502, 0.1619269847869873, 0.2546757161617279, 0.22318892180919647, 0.14032138884067535, 0.1364292949438095, 0.20383062958717346, 0.18817903101444244, 0.17014473676681519, 0.20970746874809265, 0.20893295109272003, 0.21899506449699402, 0.13929983973503113, 0.15299350023269653, 0.10602965950965881, 0.1195395365357399, 0.1683981716632843, 0.2838771939277649, 0.0873166024684906, 0.23662462830543518, 0.17073523998260498, 0.15809175372123718, 0.11435702443122864, 0.1715998500585556, 0.18014952540397644, 0.198547825217247, 0.17574943602085114, 0.12246283143758774, 0.18766078352928162, 0.17950372397899628, 0.15982654690742493, 0.14129656553268433, 0.13794377446174622, 0.1510201096534729, 0.1430184692144394, 0.25287917256355286, 0.21358120441436768, 0.1679983288049698, 0.1670411229133606, 0.13583806157112122, 0.14131785929203033, 0.07088333368301392, 0.11711841821670532, 0.1953538954257965, 0.22703103721141815, 0.2809193730354309, 0.24990668892860413, 0.22172529995441437, 0.3037552535533905, 0.23448403179645538, 0.22907418012619019, 0.18230536580085754, 0.1592244803905487, 0.19187170267105103, 0.27330172061920166, 0.1593414843082428, 0.11495568603277206, 0.16057506203651428, 0.2179885357618332, 0.1395733803510666, 0.19304302334785461, 0.13570137321949005, 0.3669232130050659, 0.13813024759292603, 0.24871394038200378, 0.2396572232246399, 0.12511566281318665, 0.2852814793586731, 0.27559465169906616, 0.14299708604812622, 0.22866535186767578, 0.19368530809879303, 0.17277735471725464, 0.2399502992630005, 0.19228112697601318, 0.16089828312397003, 0.24401405453681946, 0.18147489428520203, 0.09535691887140274, 0.2281630039215088, 0.1355731040239334, 0.07587216049432755, 0.12495516985654831, 0.21812637150287628, 0.16727231442928314]","[0, 1, 3, 77]",0.75,0.75,0.75,0.9947916666666666,0.9166666666666666,1.4160621166229248,0.18026578426361084,0.3364294767379761,0.3669232130050659,"[(0, 1)]",0.0,0.0,0.0
KAN_ROBUSTNESS,core_interaction,0,1024,2048,100,0.0,lbfgs_nogrid50,LBFGS,50,0.0,,false,8,5,3,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3,ok,,perm,4.654405116530369e-13,0.46129366755485535,"[1.3577990531921387, 0.2540947198867798, 0.09384293854236603, 0.11377451568841934, 0.012260403484106064, 0.012524593621492386, 0.06690876185894012, 0.010245107114315033, 0.009262464940547943, 0.03652007505297661, 0.022674713283777237, 0.01921166107058525, 0.007971297018229961, 0.0520387664437294, 0.015230189077556133, 0.012384910136461258, 0.0260592233389616, 0.059020597487688065, 0.042620159685611725, 0.01904013194143772, 0.017416981980204582, 0.03808392584323883, 0.036234188824892044, 0.03009861335158348, 0.031690336763858795, 0.03782375901937485, 0.04091961309313774, 0.018696676939725876, 0.01743297092616558, 0.005528910085558891, 0.010384945198893547, 0.028856292366981506, 0.06355252861976624, 0.007377922534942627, 0.0484296977519989, 0.02894246205687523, 0.024638865143060684, 0.013602103106677532, 0.02998575195670128, 0.0258263498544693, 0.041316092014312744, 0.03276096284389496, 0.008171005174517632, 0.0330938920378685, 0.02900899015367031, 0.02590128779411316, 0.021362558007240295, 0.0204753614962101, 0.02025045081973076, 0.017449159175157547, 0.05683597922325134, 0.037358205765485764, 0.02441990002989769, 0.029031241312623024, 0.01571854203939438, 0.018110714852809906, 0.004439464304596186, 0.01197315938770771, 0.028929349035024643, 0.04592861235141754, 0.057168081402778625, 0.052218563854694366, 0.033228009939193726, 0.07840243726968765, 0.04539038985967636, 0.04382701963186264, 0.031103137880563736, 0.023935940116643906, 0.035181596875190735, 0.06500330567359924, 0.023830745369195938, 0.013692658394575119, 0.024141740053892136, 0.03362828493118286, 0.018404364585876465, 0.03144834190607071, 0.01248856820166111, 0.09992503374814987, 0.014782551676034927, 0.05065332353115082, 0.04746617004275322, 0.018018115311861038, 0.0661451444029808, 0.06537620723247528, 0.019223738461732864, 0.04998193681240082, 0.03441861271858215, 0.02834240533411503, 0.05124915391206741, 0.03118172474205494, 0.025562990456819534, 0.04512318968772888, 0.03073383867740631, 0.007351643405854702, 0.032797396183013916, 0.01649557054042816, 0.0060925912111997604, 0.014127654954791069, 0.04463320970535278, 0.023814164102077484]","[0, 1, 3, 77]",0.75,0.75,0.75,0.9973958333333334,0.95,0.45487780682742596,0.03071479616240443,0.09384293854236603,0.09992503374814987,"[(0, 1)]",0.0,0.0,0.0
KAN_ROBUSTNESS,core_interaction,0,1024,2048,100,0.0,lbfgs_nogrid100,LBFGS,100,0.0,,false,8,5,3,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3,ok,,grad,4.434757140507617e-13,0.46129366755485535,"[3.9526305198669434, 0.9881007671356201, 0.3364294767379761, 0.3870876133441925, 0.1202428787946701, 0.10025592893362045, 0.3520843982696533, 0.11514702439308167, 0.10490421950817108, 0.18958503007888794, 0.16445475816726685, 0.15538044273853302, 0.09413561224937439, 0.2402494251728058, 0.12527281045913696, 0.12316114455461502, 0.1619269996881485, 0.2546757161617279, 0.22318893671035767, 0.14032140374183655, 0.1364292949438095, 0.20383065938949585, 0.18817903101444244, 0.170144721865654, 0.20970748364925385, 0.20893295109272003, 0.2189950793981552, 0.13929986953735352, 0.15299350023269653, 0.10602962970733643, 0.1195395365357399, 0.1683981716632843, 0.2838771641254425, 0.0873166024684906, 0.236624613404274, 0.17073523998260498, 0.15809178352355957, 0.11435704678297043, 0.1715998500585556, 0.18014954030513763, 0.1985478401184082, 0.17574943602085114, 0.12246284633874893, 0.187660813331604, 0.17950372397899628, 0.15982654690742493, 0.14129658043384552, 0.1379437893629074, 0.1510201096534729, 0.1430184543132782, 0.25287917256355286, 0.21358121931552887, 0.16799834370613098, 0.1670410931110382, 0.13583806157112122, 0.14131785929203033, 0.07088333368301392, 0.11711841821670532, 0.1953538954257965, 0.22703105211257935, 0.2809194326400757, 0.24990670382976532, 0.22172534465789795, 0.3037552833557129, 0.23448407649993896, 0.22907418012619019, 0.18230535089969635, 0.1592244654893875, 0.19187171757221222, 0.27330172061920166, 0.159341499209404, 0.11495566368103027, 0.16057506203651428, 0.21798855066299438, 0.13957339525222778, 0.19304302334785461, 0.13570135831832886, 0.3669232428073883, 0.1381302773952484, 0.24871398508548737, 0.2396572232246399, 0.12511566281318665, 0.2852814793586731, 0.27559468150138855, 0.14299708604812622, 0.22866535186767578, 0.19368530809879303, 0.17277735471725464, 0.23995032906532288, 0.19228114187717438, 0.16089828312397003, 0.24401405453681946, 0.18147489428520203, 0.09535690397024155, 0.22816301882266998, 0.13557308912277222, 0.07587216794490814, 0.1249551922082901, 0.2181263566017151, 0.16727229952812195]","[0, 1, 3, 77]",0.75,0.75,0.75,0.9947916666666666,0.9166666666666666,1.4160621166229248,0.18026579916477203,0.3364294767379761,0.3669232428073883,"[(0, 1)]",0.0,0.0,0.0
KAN_ROBUSTNESS,core_interaction,0,1024,2048,100,0.0,lbfgs_nogrid100,LBFGS,100,0.0,,false,8,5,3,"[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + x2*x3,ok,,perm,4.434757140507617e-13,0.46129366755485535,"[1.3577992916107178, 0.2540947198867798, 0.09384293854236603, 0.11377451568841934, 0.012260405346751213, 0.012524593621492386, 0.06690877676010132, 0.010245105251669884, 0.009262466803193092, 0.03652007132768631, 0.022674717009067535, 0.0192116629332304, 0.007971294224262238, 0.0520387664437294, 0.015230193734169006, 0.01238491665571928, 0.0260592270642519, 0.059020593762397766, 0.04262017458677292, 0.019040139392018318, 0.017416976392269135, 0.03808392584323883, 0.036234185099601746, 0.030098607763648033, 0.03169034421443939, 0.03782375901937485, 0.04091961681842804, 0.018696680665016174, 0.01743297278881073, 0.005528909154236317, 0.010384947061538696, 0.028856296092271805, 0.06355252861976624, 0.007377921603620052, 0.0484296940267086, 0.02894246205687523, 0.024638867005705833, 0.013602107763290405, 0.029985759407281876, 0.0258263498544693, 0.041316092014312744, 0.03276096656918526, 0.00817100703716278, 0.0330938957631588, 0.02900899201631546, 0.02590128593146801, 0.021362561732530594, 0.0204753614962101, 0.02025045081973076, 0.017449159175157547, 0.05683599412441254, 0.037358202040195465, 0.02441990375518799, 0.029031235724687576, 0.01571854203939438, 0.018110714852809906, 0.004439463838934898, 0.011973158456385136, 0.02892935462296009, 0.04592861235141754, 0.057168081402778625, 0.052218563854694366, 0.033228013664484024, 0.07840244472026825, 0.045390401035547256, 0.04382701963186264, 0.031103139743208885, 0.023935940116643906, 0.03518160432577133, 0.06500332057476044, 0.023830745369195938, 0.013692651875317097, 0.024141738191246986, 0.03362828493118286, 0.018404368311166763, 0.03144834190607071, 0.01248856633901596, 0.09992504119873047, 0.014782552607357502, 0.050653327256441116, 0.04746617376804352, 0.018018120899796486, 0.0661451518535614, 0.06537620723247528, 0.019223738461732864, 0.04998193681240082, 0.03441861271858215, 0.028342410922050476, 0.05124916508793831, 0.03118172660470009, 0.025562994182109833, 0.04512319713830948, 0.03073384426534176, 0.007351642474532127, 0.032797396183013916, 0.016495566815137863, 0.006092591676861048, 0.014127658680081367, 0.04463320970535278, 0.023814162239432335]","[0, 1, 3, 77]",0.75,0.75,0.75,0.9973958333333334,0.95,0.45487786643207073,0.03071479818027001,0.09384293854236603,0.09992504119873047,"[(0, 1)]",0.0,0.0,0.0
