function,dimension,noise,variant,opt,steps,lamb,update_grid_mode,explain_method,train_mse_mean,train_mse_std,train_mse_min,train_mse_max,test_mse_mean,test_mse_std,test_mse_min,test_mse_max,variable_f1_mean,variable_f1_std,variable_auroc_mean,variable_auroc_std,variable_auprc_mean,variable_auprc_std,interaction_f1_mean,interaction_f1_std,num_runs,num_failed
core_interaction,100,0.0,adam200,Adam,200,0.0,false,grad,0.06474700445930164,0.007440710204372667,0.058034252375364304,0.07274755835533142,1.1399016777674358,0.07720610717739484,1.0527722835540771,1.1998106241226196,0.5833333333333334,0.14433756729740646,0.9036458333333334,0.06644453553215142,0.668252724287207,0.12360513035133912,0.0,0.0,3,0
core_interaction,100,0.0,adam200,Adam,200,0.0,false,perm,0.06474700445930164,0.007440710204372667,0.058034252375364304,0.07274755835533142,1.1399016777674358,0.07720610717739484,1.0527722835540771,1.1998106241226196,0.6666666666666666,0.14433756729740646,0.9505208333333334,0.013779954745128038,0.7423540735897715,0.10009410459526982,0.0,0.0,3,0
core_interaction,100,0.0,adam500,Adam,500,0.0,false,grad,0.00010100976942339912,0.00016453235111657077,3.878510142385494e-06,0.0002909791946876794,1.228948990503947,0.08524569788671221,1.1327320337295532,1.295045018196106,0.5833333333333334,0.14433756729740646,0.9270833333333334,0.07452650011069893,0.6855716936362097,0.1351102911011909,0.0,0.0,3,0
core_interaction,100,0.0,adam500,Adam,500,0.0,false,perm,0.00010100976942339912,0.00016453235111657077,3.878510142385494e-06,0.0002909791946876794,1.228948990503947,0.08524569788671221,1.1327320337295532,1.295045018196106,0.6666666666666666,0.14433756729740646,0.9809027777777778,0.00985921587812545,0.8108465608465608,0.08778126996315903,0.0,0.0,3,0
core_interaction_c5,100,0.0,adam200,Adam,200,0.0,false,grad,0.08127303918202718,0.010028904483760245,0.07148956507444382,0.09153056144714355,1.3335843880971272,0.04058041975273374,1.3003766536712646,1.3788187503814697,0.3333333333333333,0.14433756729740643,0.904513888888889,0.077878662560267,0.4410986100516993,0.14974267336328687,0.3333333333333333,0.5773502691896258,3,0
core_interaction_c5,100,0.0,adam200,Adam,200,0.0,false,perm,0.08127303918202718,0.010028904483760245,0.07148956507444382,0.09153056144714355,1.3335843880971272,0.04058041975273374,1.3003766536712646,1.3788187503814697,0.5833333333333334,0.14433756729740646,0.9505208333333334,0.02511367385675254,0.6508578431372549,0.05199415664348524,0.3333333333333333,0.5773502691896258,3,0
core_interaction_c5,100,0.0,adam500,Adam,500,0.0,false,grad,0.00021438023759401403,0.00019917441542448804,4.372356124804355e-05,0.0004332288808654994,1.5170876185099285,0.053261916873945464,1.4678666591644287,1.5736324787139893,0.3333333333333333,0.14433756729740643,0.8706597222222222,0.10514944377703754,0.40364737601579703,0.18773719119586602,0.0,0.0,3,0
core_interaction_c5,100,0.0,adam500,Adam,500,0.0,false,perm,0.00021438023759401403,0.00019917441542448804,4.372356124804355e-05,0.0004332288808654994,1.5170876185099285,0.053261916873945464,1.4678666591644287,1.5736324787139893,0.5,0.25,0.9288194444444443,0.04902016633158164,0.5063484750984751,0.2607601418410082,0.0,0.0,3,0
