function,samples,dimension,noise,nuisance_correlation,n_correlated_proxies,width_hidden,grid,k,lamb,probe_steps,method,top_m,screen_contains_all_true_vars_mean,screen_contains_all_true_vars_std,screen_true_var_recall_mean,screen_true_var_recall_std,screen_contains_all_interaction_endpoints_mean,screen_contains_all_interaction_endpoints_std,screen_interaction_endpoint_recall_mean,screen_interaction_endpoint_recall_std,screen_contains_true_interactions_mean,screen_contains_true_interactions_std,true_endpoint_rank_mean_mean,true_endpoint_rank_mean_std,true_endpoint_rank_worst_mean,true_endpoint_rank_worst_std,true_endpoint_score_mean_mean,true_endpoint_score_mean_std,max_nuisance_score_mean,max_nuisance_score_std,endpoint_minus_max_nuisance_mean,endpoint_minus_max_nuisance_std,num_support_evals
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.09410513536515593,0.0021600130151556286,0.004752574052026284,0.0001319145971470155,0.08935256131312964,0.00219016139036635,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_hybrid,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.09410513536515593,0.0021600130151556286,0.004752574052026284,0.0001319145971470155,0.08935256131312964,0.00219016139036635,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.05519022115905212,0.0008648986700621645,0.002814468180481441,0.0001167745228414301,0.05237575297857068,0.0009640211737448047,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.05519022115905212,0.0008648986700621645,0.002814468180481441,0.0001167745228414301,0.05237575297857068,0.0009640211737448047,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.05519022115905212,0.0008648986700621645,0.002814468180481441,0.0001167745228414301,0.05237575297857068,0.0009640211737448047,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.05519022115905212,0.0008648986700621645,0.002814468180481441,0.0001167745228414301,0.05237575297857068,0.0009640211737448047,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.09410513536515593,0.0021600130151556286,0.004752574052026284,0.0001319145971470155,0.08935256131312964,0.00219016139036635,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.09410513536515593,0.0021600130151556286,0.004752574052026284,0.0001319145971470155,0.08935256131312964,0.00219016139036635,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.09410513536515593,0.0021600130151556286,0.004752574052026284,0.0001319145971470155,0.08935256131312964,0.00219016139036635,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.09410513536515593,0.0021600130151556286,0.004752574052026284,0.0001319145971470155,0.08935256131312964,0.00219016139036635,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.10614098790900343,0.0016119076552578127,0.003747615616280353,0.00022687053354888276,0.10239337229272308,0.0018215228546101677,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.10614098790900343,0.0016119076552578127,0.003747615616280353,0.00022687053354888276,0.10239337229272308,0.0018215228546101677,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.10614098790900343,0.0016119076552578127,0.003747615616280353,0.00022687053354888276,0.10239337229272308,0.0018215228546101677,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.10614098790900343,0.0016119076552578127,0.003747615616280353,0.00022687053354888276,0.10239337229272308,0.0018215228546101677,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.024781701989763077,0.00026576420332642583,0.0028747566404279334,0.00014563444655293087,0.02190694534933514,0.0003957496558529846,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.024781701989763077,0.00026576420332642583,0.0028747566404279334,0.00014563444655293087,0.02190694534933514,0.0003957496558529846,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.024781701989763077,0.00026576420332642583,0.0028747566404279334,0.00014563444655293087,0.02190694534933514,0.0003957496558529846,30
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,0.0,4.0,0.0,0.024781701989763077,0.00026576420332642583,0.0028747566404279334,0.00014563444655293087,0.02190694534933514,0.0003957496558529846,30
