function,samples,dimension,noise,nuisance_correlation,n_correlated_proxies,width_hidden,grid,k,lamb,probe_steps,method,top_m,heldout_seed,num_probe_rows,selected_screen_features,top_selection_variables,top_edge_pairs,effective_dim,screen_contains_all_true_vars,screen_true_var_recall,screen_contains_all_interaction_endpoints,screen_interaction_endpoint_recall,screen_contains_true_interactions,true_endpoint_rank_mean,true_endpoint_rank_worst,true_endpoint_score_mean,max_nuisance_score,endpoint_minus_max_nuisance
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,4,all,30,"[0, 1, 2, 3]","[0, 1, 2, 3, 48, 81, 61, 95, 41, 99, 94, 64]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",4,1,1.0,1,1.0,1,3.5,4.0,0.024781701989763073,0.002854851947508191,0.02192685004225488
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,6,all,30,"[0, 1, 2, 3, 48, 81]","[0, 1, 2, 3, 48, 81, 61, 95, 41, 99, 94, 64]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",6,1,1.0,1,1.0,1,3.5,4.0,0.024781701989763073,0.002854851947508191,0.02192685004225488
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,10,all,30,"[0, 1, 2, 3, 48, 81, 61, 95, 41, 99]","[0, 1, 2, 3, 48, 81, 61, 95, 41, 99, 94, 64]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",10,1,1.0,1,1.0,1,3.5,4.0,0.024781701989763073,0.002854851947508191,0.02192685004225488
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,grad_stability_var,20,all,30,"[0, 1, 2, 3, 48, 81, 61, 95, 41, 99, 94, 64, 5, 12, 84, 77, 35, 4, 25, 15]","[0, 1, 2, 3, 48, 81, 61, 95, 41, 99, 94, 64]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",20,1,1.0,1,1.0,1,3.5,4.0,0.024781701989763073,0.002854851947508191,0.02192685004225488
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,4,all,30,"[0, 1, 3, 2]","[0, 1, 3, 2, 41, 64, 65, 28, 95, 47, 61, 91]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",4,1,1.0,1,1.0,1,3.5,4.0,0.10614098790900343,0.0037382043046304088,0.10240278360437302
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,6,all,30,"[0, 1, 3, 2, 41, 64]","[0, 1, 3, 2, 41, 64, 65, 28, 95, 47, 61, 91]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",6,1,1.0,1,1.0,1,3.5,4.0,0.10614098790900343,0.0037382043046304088,0.10240278360437302
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,10,all,30,"[0, 1, 3, 2, 41, 64, 65, 28, 95, 47]","[0, 1, 3, 2, 41, 64, 65, 28, 95, 47, 61, 91]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",10,1,1.0,1,1.0,1,3.5,4.0,0.10614098790900343,0.0037382043046304088,0.10240278360437302
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_stability_var,20,all,30,"[0, 1, 3, 2, 41, 64, 65, 28, 95, 47, 61, 91, 84, 81, 48, 45, 17, 94, 43, 53]","[0, 1, 3, 2, 41, 64, 65, 28, 95, 47, 61, 91]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",20,1,1.0,1,1.0,1,3.5,4.0,0.10614098790900343,0.0037382043046304088,0.10240278360437302
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,4,all,30,"[0, 1, 3, 2]","[0, 1, 3, 2, 41, 17, 61, 6, 47, 64, 81, 43]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",4,1,1.0,1,1.0,1,3.5,4.0,0.05519022115905213,0.0027848827182199018,0.05240533844083223
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,6,all,30,"[0, 1, 3, 2, 41, 17]","[0, 1, 3, 2, 41, 17, 61, 6, 47, 64, 81, 43]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",6,1,1.0,1,1.0,1,3.5,4.0,0.05519022115905213,0.0027848827182199018,0.05240533844083223
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,10,all,30,"[0, 1, 3, 2, 41, 17, 61, 6, 47, 64]","[0, 1, 3, 2, 41, 17, 61, 6, 47, 64, 81, 43]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",10,1,1.0,1,1.0,1,3.5,4.0,0.05519022115905213,0.0027848827182199018,0.05240533844083223
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_stability_var,20,all,30,"[0, 1, 3, 2, 41, 17, 61, 6, 47, 64, 81, 43, 72, 46, 70, 95, 12, 48, 36, 55]","[0, 1, 3, 2, 41, 17, 61, 6, 47, 64, 81, 43]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",20,1,1.0,1,1.0,1,3.5,4.0,0.05519022115905213,0.0027848827182199018,0.05240533844083223
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,4,all,30,"[0, 1, 3, 2]","[0, 1, 3, 2, 20, 15, 36, 12, 70, 64, 41, 17]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",4,1,1.0,1,1.0,1,3.5,4.0,0.08808588110021173,0.005629458539912794,0.08245642256029893
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,6,all,30,"[0, 1, 3, 2, 20, 15]","[0, 1, 3, 2, 20, 15, 36, 12, 70, 64, 41, 17]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",6,1,1.0,1,1.0,1,3.5,4.0,0.08808588110021173,0.005629458539912794,0.08245642256029893
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,10,all,30,"[0, 1, 3, 2, 20, 15, 36, 12, 70, 64]","[0, 1, 3, 2, 20, 15, 36, 12, 70, 64, 41, 17]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",10,1,1.0,1,1.0,1,3.5,4.0,0.08808588110021173,0.005629458539912794,0.08245642256029893
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_endpoint_mass,20,all,30,"[0, 1, 3, 2, 20, 15, 36, 12, 70, 64, 41, 17, 9, 72, 46, 63, 61, 47, 90, 74]","[0, 1, 3, 2, 20, 15, 36, 12, 70, 64, 41, 17]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",20,1,1.0,1,1.0,1,3.5,4.0,0.08808588110021173,0.005629458539912794,0.08245642256029893
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,4,all,30,"[0, 1, 2, 3]","[0, 1, 3, 2, 20, 15, 36, 12, 70, 64, 41, 17]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",4,1,1.0,1,1.0,1,3.5,4.0,0.08808588110021173,0.005629458539912794,0.08245642256029893
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,6,all,30,"[0, 1, 2, 3, 15, 20]","[0, 1, 3, 2, 20, 15, 36, 12, 70, 64, 41, 17]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",6,1,1.0,1,1.0,1,3.5,4.0,0.08808588110021173,0.005629458539912794,0.08245642256029893
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,10,all,30,"[0, 1, 2, 3, 12, 15, 20, 36, 64, 70]","[0, 1, 3, 2, 20, 15, 36, 12, 70, 64, 41, 17]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",10,1,1.0,1,1.0,1,3.5,4.0,0.08808588110021173,0.005629458539912794,0.08245642256029893
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,edge_pair_endpoint,20,all,30,"[0, 1, 2, 3, 9, 12, 15, 17, 20, 36, 41, 46, 47, 61, 63, 64, 70, 72, 74, 90]","[0, 1, 3, 2, 20, 15, 36, 12, 70, 64, 41, 17]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",20,1,1.0,1,1.0,1,3.5,4.0,0.08808588110021173,0.005629458539912794,0.08245642256029893
core_interaction_c025,1024,100,0.0,0.0,0,16,5,3,0.001,75,feature_edge_hybrid,4,all,30,"[0, 1, 3, 2]","[0, 1, 3, 2, 20, 15, 36, 12, 70, 41, 64, 17]","[[0, 1, 1.0], [0, 2, 0.10192575015111388], [0, 3, 0.10061746841736599], [1, 3, 0.09495540075595812], [1, 2, 0.09481475450982588], [2, 3, 0.01859898569484004], [0, 20, 0.014188337419177565], [0, 15, 0.013931588267215292], [0, 36, 0.012487864773772856], [0, 12, 0.011347334488034167]]",4,1,1.0,1,1.0,1,3.5,4.0,0.09410425003647563,0.004681937346534783,0.08942231268994084
