function,samples,dimension,noise,update_grid,width_hidden,seeds,mean_test_mse,mean_rank1_over_mc,seeds_always_rank1,seeds_never_rank1,mean_rank,mean_rank_std_within_model,mean_margin,mean_margin_std_within_model
core_interaction_c025,1024,100,0.0,1,16,20,0.01689706142642535,0.42000000000000004,8,11,436.355,244.72717227919526,0.014345023214118555,0.010006012526373082
