adapter_family,adapter,rows,evaluated_rows,near_equivalence_successes,near_equivalence_rate_mse_lt_005,exact_like_successes_mse_lt_1e8,exact_like_rate_mse_lt_1e8,median_expression_mse
symbolic_library,gplearn_symbolic_regressor,840,840,98,0.11666666666666667,0,0.0,0.19914327366689336
symbolic_library,pysr_symbolic_regressor,5190,5190,4891,0.9423892100192678,1624,0.31290944123314063,3.850970325595928e-05
