registry_version,split,task_id,task_family,adapter_family,adapter,seed,expression_mse,near_equivalence_pass_mse_lt_005,exact_like_pass_mse_lt_1e8,expression,eval_error
claimtransfer_v1_standard_formula_public,public,std_trig_product_d8_n2048,standard_pair_product,symbolic_library,pysr_symbolic_regressor,52,1.7526355314008565e-10,1.0,1.0,(x1*sin(x0) + cos(x2) - 1*0.81858325)/0.33273628,
claimtransfer_v1_standard_formula_public,public,std_trig_product_d8_n2048,standard_pair_product,symbolic_library,pysr_symbolic_regressor,53,6.8778659150005465e-15,1.0,1.0,(x1*sin(x0) + cos(x2))*3.0370686 - 1*2.5444453,
claimtransfer_v1_standard_formula_public,public,std_rational_plus_product_d8_n2048,standard_rational_pair,symbolic_library,pysr_symbolic_regressor,52,9.667857927276919e-07,1.0,0.0,x0*(cos(sin(sin(x1*0.89906436))*(-2.0378466)) + 0.7460454) + x2/((0.5720514/x3)) - 1*0.0046253596,
claimtransfer_v1_standard_formula_public,public,std_rational_plus_product_d8_n2048,standard_rational_pair,symbolic_library,pysr_symbolic_regressor,53,4.577697792362037e-07,1.0,0.0,x0*(exp(exp(cos(x1*1.2560521) - 1.1130674)) - 0.6779855) - (x3*(-1.7661203)*x2 - 1*0.014034728),
claimtransfer_v1_standard_formula_public,public,std_exp_product_d8_n2048,standard_compositional_pair,symbolic_library,pysr_symbolic_regressor,52,6.139659877102233e-07,1.0,0.0,-(-1.6919147)*x2 + sin((x0*x1 - 1.2342291)*0.3850625) + 0.44834396,
claimtransfer_v1_standard_formula_public,public,std_exp_product_d8_n2048,standard_compositional_pair,symbolic_library,pysr_symbolic_regressor,53,3.5063957852145187e-08,1.0,0.0,(x0*x1*(x1*x0*0.020055939 + 0.20047513) + x2)*1.7449721 - 1*0.0030421454,
claimtransfer_v1_standard_formula_public,public,std_log_product_d8_n2048,standard_compositional_pair,symbolic_library,pysr_symbolic_regressor,52,1.300657108101814e-11,1.0,1.0,1.6566137*x2 + 1.6566137*log(0.3999936*x0*x1 + 1) + 0.01651981,
claimtransfer_v1_standard_formula_public,public,std_log_product_d8_n2048,standard_compositional_pair,symbolic_library,pysr_symbolic_regressor,53,2.4429552343720906e-10,1.0,1.0,1.707935*x2 + 1.707935*log(0.404704835*x0*x1 + 1.0117913),
claimtransfer_v1_standard_formula_public,public,std_sqrt_product_d8_n2048,standard_compositional_pair,symbolic_library,pysr_symbolic_regressor,52,6.577258280531246e-07,1.0,0.0,x0*x1*(x1*x0*(-0.054589305) + 0.5335545) + (x2 + 0.0026877765)*1.6747215,
claimtransfer_v1_standard_formula_public,public,std_sqrt_product_d8_n2048,standard_compositional_pair,symbolic_library,pysr_symbolic_regressor,53,8.744654947431268e-07,1.0,0.0,x2*1.7269431 + (0.55111974 - 0.05618977*x0*x1)*(x0*x1 + 0.016546994),
claimtransfer_v1_standard_formula_public,public,std_nested_pair_d8_n2048,standard_compositional_pair,symbolic_library,pysr_symbolic_regressor,52,1.442007453347897e-10,1.0,1.0,(x3 + sin(x0 + x1*x2 + 3.7682952e-5))/0.8104251,
claimtransfer_v1_standard_formula_public,public,std_nested_pair_d8_n2048,standard_compositional_pair,symbolic_library,pysr_symbolic_regressor,53,1.0954765093739675e-15,1.0,1.0,(x3 + sin(x0 + x1*x2))*1.2440871 + 0.03863394,
claimtransfer_v1_standard_formula_public,public,std_three_way_product_d8_n2048,standard_higher_order,symbolic_library,pysr_symbolic_regressor,52,9.546835814489474e-13,1.0,1.0,(x1*x2*(x0 + x0) + x3)*1.4278617 + sin(0.015608817),
claimtransfer_v1_standard_formula_public,public,std_three_way_product_d8_n2048,standard_higher_order,symbolic_library,pysr_symbolic_regressor,53,8.13526750903483e-16,1.0,1.0,(x0*x1*(x2 + x2) + x3)*1.4392091 + 0.027659494,
claimtransfer_v1_standard_formula_public,public,std_highdim_sparse_product_d12_n2048,standard_pair_product,symbolic_library,pysr_symbolic_regressor,52,9.623720052688578e-05,1.0,0.0,(x0*x1 + sin(x3) - 2.145381*cos(x2) + 1.8053318)*1.4660594,
claimtransfer_v1_standard_formula_public,public,std_highdim_sparse_product_d12_n2048,standard_pair_product,symbolic_library,pysr_symbolic_regressor,53,3.4912479337046814e-07,1.0,0.0,-(-1.4460626)*(x0*x1 + sin(x3) + cos(x2*0.24100824)*(-34.555466) + 34.74723) - 0.7362431,
claimtransfer_v1_standard_formula_public,public,std_feynman_coulomb_d8_n2048,standard_feynman_style,symbolic_library,pysr_symbolic_regressor,52,0.00018217775574657069,1.0,0.0,x0*x1*(exp(x2*(-2.3255928) - 1*(-1.2988007)) - 1*(-0.112751715)) - 0.78165716,
claimtransfer_v1_standard_formula_public,public,std_feynman_coulomb_d8_n2048,standard_feynman_style,symbolic_library,pysr_symbolic_regressor,53,4.667985434617632e-05,1.0,0.0,-1.160948*x0*x1*(cos(1.47234191001954*sqrt(exp(-x2)/x2)) - 1.0445749) - 0.78943884,
