registry_version,split,adapter_family,task_family,claim_type,score_rows,seed_rows,report_rows,missing_pass_rows,successes,trials,pass_rate,wilson_low,wilson_high,median_rank,median_margin
claimtransfer_v0_public,public,sparse_spline_lasso,division_mixed,endpoints,120,120,1,0,22,120,0.18333333333333332,0.12430210244218537,0.26201073589323665,,
claimtransfer_v0_public,public,sparse_spline_lasso,division_mixed,pair,120,120,1,0,3,120,0.025,0.00853802009878548,0.07093123740434756,4950.0,-0.00477567384950815
claimtransfer_v0_public,public,sparse_spline_lasso,division_mixed,prediction,120,120,1,0,120,120,1.0,0.9689797289440706,1.0,,
claimtransfer_v0_public,public,sparse_spline_lasso,division_mixed,support,120,120,1,0,22,120,0.18333333333333332,0.12430210244218537,0.26201073589323665,,
claimtransfer_v0_public,public,sparse_spline_lasso,mixed_sparse,endpoints,210,210,2,0,2,210,0.009523809523809525,0.002615614602923092,0.03405451880423435,,
claimtransfer_v0_public,public,sparse_spline_lasso,mixed_sparse,pair,210,210,2,0,0,210,0.0,0.0,0.017964699104383804,453.25,-0.006397571181878375
claimtransfer_v0_public,public,sparse_spline_lasso,mixed_sparse,prediction,210,210,2,0,210,210,1.0,0.9820353008956162,1.0,,
claimtransfer_v0_public,public,sparse_spline_lasso,mixed_sparse,support,210,210,2,0,2,210,0.009523809523809525,0.002615614602923092,0.03405451880423435,,
claimtransfer_v0_public,public,sparse_spline_lasso,nested_trig,endpoints,90,90,1,0,22,90,0.24444444444444444,0.16732663395366268,0.3424856454618631,,
claimtransfer_v0_public,public,sparse_spline_lasso,nested_trig,pair,90,90,1,0,1,90,0.011111111111111112,0.00196403353551235,0.06028554447679775,142.0,-0.028950259089469847
claimtransfer_v0_public,public,sparse_spline_lasso,nested_trig,prediction,90,90,1,0,0,90,0.0,0.0,0.04093706842168078,,
claimtransfer_v0_public,public,sparse_spline_lasso,nested_trig,support,90,90,1,0,22,90,0.24444444444444444,0.16732663395366268,0.3424856454618631,,
claimtransfer_v0_public,public,sparse_spline_lasso,rational_product,endpoints,90,90,1,0,79,90,0.8777777777777778,0.7942607696004786,0.930364556480918,,
claimtransfer_v0_public,public,sparse_spline_lasso,rational_product,pair,90,90,1,0,0,90,0.0,0.0,0.04093706842168078,4950.0,-0.00403681024909015
claimtransfer_v0_public,public,sparse_spline_lasso,rational_product,prediction,90,90,1,0,89,90,0.9888888888888889,0.9397144555232022,0.9980359664644876,,
claimtransfer_v0_public,public,sparse_spline_lasso,rational_product,support,90,90,1,0,79,90,0.8777777777777778,0.7942607696004786,0.930364556480918,,
claimtransfer_v0_public,public,sparse_spline_lasso,weak_centered,endpoints,392,300,3,0,2,392,0.00510204081632653,0.0014002511707203822,0.018409693008971696,,
claimtransfer_v0_public,public,sparse_spline_lasso,weak_centered,pair,392,300,3,0,392,392,1.0,0.9902951079421666,0.9999999999999999,1.0,0.0907205499242991
claimtransfer_v0_public,public,sparse_spline_lasso,weak_centered,prediction,392,300,3,0,392,392,1.0,0.9902951079421666,0.9999999999999999,,
claimtransfer_v0_public,public,sparse_spline_lasso,weak_centered,support,392,300,3,0,2,392,0.00510204081632653,0.0014002511707203822,0.018409693008971696,,
claimtransfer_v0_public,public,symbolic_lasso,bilinear,endpoints,81,81,2,0,81,81,1.0,0.954720325877871,0.9999999999999999,,
claimtransfer_v0_public,public,symbolic_lasso,bilinear,pair,81,81,2,0,81,81,1.0,0.954720325877871,0.9999999999999999,1.0,0.7564386427402496
claimtransfer_v0_public,public,symbolic_lasso,bilinear,prediction,81,81,2,0,81,81,1.0,0.954720325877871,0.9999999999999999,,
claimtransfer_v0_public,public,symbolic_lasso,bilinear,support,81,81,2,0,81,81,1.0,0.954720325877871,0.9999999999999999,,
claimtransfer_v0_public,public,symbolic_lasso,bilinear,symbolic_complexity,81,81,2,0,0,81,0.0,0.0,0.04527967412212876,,
claimtransfer_v0_public,public,symbolic_lasso,bilinear,symbolic_status,81,81,2,0,81,81,1.0,0.954720325877871,0.9999999999999999,,
claimtransfer_v0_public,public,symbolic_lasso,division_mixed,endpoints,80,80,1,0,0,80,0.0,0.0,0.0458197362645751,,
claimtransfer_v0_public,public,symbolic_lasso,division_mixed,pair,80,80,1,0,0,80,0.0,0.0,0.0458197362645751,inf,0.2404640656895935
claimtransfer_v0_public,public,symbolic_lasso,division_mixed,prediction,80,80,1,0,80,80,1.0,0.954180263735425,1.0,,
claimtransfer_v0_public,public,symbolic_lasso,division_mixed,support,80,80,1,0,30,80,0.375,0.2769401625800477,0.484514771486096,,
claimtransfer_v0_public,public,symbolic_lasso,division_mixed,symbolic_complexity,80,80,1,0,0,80,0.0,0.0,0.0458197362645751,,
claimtransfer_v0_public,public,symbolic_lasso,division_mixed,symbolic_status,80,80,1,0,80,80,1.0,0.954180263735425,1.0,,
claimtransfer_v0_public,public,symbolic_lasso,mixed_sparse,endpoints,140,140,2,0,12,140,0.08571428571428572,0.049710752044200175,0.14384660549353578,,
claimtransfer_v0_public,public,symbolic_lasso,mixed_sparse,pair,140,140,2,0,0,140,0.0,0.0,0.02670715564899167,inf,0.2993023049784824
claimtransfer_v0_public,public,symbolic_lasso,mixed_sparse,prediction,140,140,2,0,140,140,1.0,0.9732928443510084,1.0,,
claimtransfer_v0_public,public,symbolic_lasso,mixed_sparse,support,140,140,2,0,71,140,0.5071428571428571,0.42524858696311707,0.5886555965276117,,
claimtransfer_v0_public,public,symbolic_lasso,mixed_sparse,symbolic_complexity,140,140,2,0,0,140,0.0,0.0,0.02670715564899167,,
claimtransfer_v0_public,public,symbolic_lasso,mixed_sparse,symbolic_status,140,140,2,0,140,140,1.0,0.9732928443510084,1.0,,
claimtransfer_v0_public,public,symbolic_lasso,nested_trig,endpoints,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,,
claimtransfer_v0_public,public,symbolic_lasso,nested_trig,pair,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,inf,-0.0253683757036924
claimtransfer_v0_public,public,symbolic_lasso,nested_trig,prediction,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,,
claimtransfer_v0_public,public,symbolic_lasso,nested_trig,support,60,60,1,0,4,60,0.06666666666666667,0.02622827414319792,0.15925579893767722,,
claimtransfer_v0_public,public,symbolic_lasso,nested_trig,symbolic_complexity,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,,
claimtransfer_v0_public,public,symbolic_lasso,nested_trig,symbolic_status,60,60,1,0,60,60,1.0,0.9398260695220669,0.9999999999999999,,
claimtransfer_v0_public,public,symbolic_lasso,rational_product,endpoints,60,60,1,0,9,60,0.15,0.08097349242295689,0.26114825891159615,,
claimtransfer_v0_public,public,symbolic_lasso,rational_product,pair,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,inf,0.8167774826288223
claimtransfer_v0_public,public,symbolic_lasso,rational_product,prediction,60,60,1,0,60,60,1.0,0.9398260695220669,0.9999999999999999,,
claimtransfer_v0_public,public,symbolic_lasso,rational_product,support,60,60,1,0,56,60,0.9333333333333333,0.8407442010623228,0.973771725856802,,
claimtransfer_v0_public,public,symbolic_lasso,rational_product,symbolic_complexity,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,,
claimtransfer_v0_public,public,symbolic_lasso,rational_product,symbolic_status,60,60,1,0,60,60,1.0,0.9398260695220669,0.9999999999999999,,
claimtransfer_v0_public,public,symbolic_lasso,weak_centered,endpoints,261,201,4,0,251,261,0.9616858237547893,0.9309200343796037,0.9790578542904543,,
claimtransfer_v0_public,public,symbolic_lasso,weak_centered,pair,261,201,4,0,251,261,0.9616858237547893,0.9309200343796037,0.9790578542904543,1.0,0.09557239199057217
claimtransfer_v0_public,public,symbolic_lasso,weak_centered,prediction,261,201,4,0,261,261,1.0,0.9854947259040876,1.0,,
claimtransfer_v0_public,public,symbolic_lasso,weak_centered,support,261,201,4,0,185,261,0.7088122605363985,0.6509835133410182,0.7605832495844436,,
claimtransfer_v0_public,public,symbolic_lasso,weak_centered,symbolic_complexity,261,201,4,0,0,261,0.0,0.0,0.014505274095912424,,
claimtransfer_v0_public,public,symbolic_lasso,weak_centered,symbolic_status,261,201,4,0,261,261,1.0,0.9854947259040876,1.0,,
claimtransfer_v0_public,public,tree_gate,bilinear,candidate_pair,140,140,3,0,140,140,1.0,0.9732928443510084,1.0,,
claimtransfer_v0_public,public,tree_gate,bilinear,endpoints,140,140,3,0,140,140,1.0,0.9732928443510084,1.0,,
claimtransfer_v0_public,public,tree_gate,bilinear,pair,140,140,3,0,69,140,0.4928571428571429,0.4113444034723884,0.5747514130368829,2.0,
claimtransfer_v0_public,public,tree_gate,bilinear,prediction,140,140,3,0,0,140,0.0,0.0,0.02670715564899167,,
claimtransfer_v0_public,public,tree_gate,core_interaction_c05,candidate_pair,60,60,1,0,53,60,0.8833333333333333,0.7782097940014187,0.9423235259654995,,
claimtransfer_v0_public,public,tree_gate,core_interaction_c05,endpoints,60,60,1,0,53,60,0.8833333333333333,0.7782097940014187,0.9423235259654995,,
claimtransfer_v0_public,public,tree_gate,core_interaction_c05,pair,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,84.0,
claimtransfer_v0_public,public,tree_gate,core_interaction_c05,prediction,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,,
claimtransfer_v0_public,public,tree_gate,core_interaction_c1,candidate_pair,60,60,1,0,60,60,1.0,0.9398260695220669,0.9999999999999999,,
claimtransfer_v0_public,public,tree_gate,core_interaction_c1,endpoints,60,60,1,0,60,60,1.0,0.9398260695220669,0.9999999999999999,,
claimtransfer_v0_public,public,tree_gate,core_interaction_c1,pair,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,44.0,
claimtransfer_v0_public,public,tree_gate,core_interaction_c1,prediction,60,60,1,0,0,60,0.0,0.0,0.06017393047793289,,
claimtransfer_v0_public,public,tree_gate,division_mixed,candidate_pair,190,190,4,0,190,190,1.0,0.980181756650791,0.9999999999999999,,
claimtransfer_v0_public,public,tree_gate,division_mixed,endpoints,190,190,4,0,190,190,1.0,0.980181756650791,0.9999999999999999,,
claimtransfer_v0_public,public,tree_gate,division_mixed,pair,190,190,4,0,184,190,0.968421052631579,0.9328270262020316,0.9854485142392359,1.0,
claimtransfer_v0_public,public,tree_gate,division_mixed,prediction,190,190,4,0,0,190,0.0,0.0,0.019818243349208835,,
claimtransfer_v0_public,public,tree_gate,mixed_sparse,candidate_pair,290,250,4,0,290,290,1.0,0.9869262895383091,1.0,,
claimtransfer_v0_public,public,tree_gate,mixed_sparse,endpoints,290,250,4,0,12,290,0.041379310344827586,0.023826379746417672,0.07092398915982297,,
claimtransfer_v0_public,public,tree_gate,mixed_sparse,pair,290,250,4,0,0,290,0.0,0.0,0.013073710461690924,58.0,
claimtransfer_v0_public,public,tree_gate,mixed_sparse,prediction,290,250,4,0,0,290,0.0,0.0,0.013073710461690924,,
claimtransfer_v0_public,public,tree_gate,nested_trig,candidate_pair,140,140,3,0,140,140,1.0,0.9732928443510084,1.0,,
claimtransfer_v0_public,public,tree_gate,nested_trig,endpoints,140,140,3,0,140,140,1.0,0.9732928443510084,1.0,,
claimtransfer_v0_public,public,tree_gate,nested_trig,pair,140,140,3,0,0,140,0.0,0.0,0.02670715564899167,10.0,
claimtransfer_v0_public,public,tree_gate,nested_trig,prediction,140,140,3,0,0,140,0.0,0.0,0.02670715564899167,,
claimtransfer_v0_public,public,tree_gate,rational_product,candidate_pair,290,250,4,0,290,290,1.0,0.9869262895383091,1.0,,
claimtransfer_v0_public,public,tree_gate,rational_product,endpoints,290,250,4,0,21,290,0.07241379310344828,0.047847485227881265,0.10816037751177168,,
claimtransfer_v0_public,public,tree_gate,rational_product,pair,290,250,4,0,290,290,1.0,0.9869262895383091,1.0,1.0,
claimtransfer_v0_public,public,tree_gate,rational_product,prediction,290,250,4,0,1,290,0.0034482758620689655,0.0006089492549414596,0.019271149410461944,,
claimtransfer_v0_public,public,tree_gate,sqrt_energy,candidate_pair,120,120,3,0,120,120,1.0,0.9689797289440706,1.0,,
claimtransfer_v0_public,public,tree_gate,sqrt_energy,endpoints,120,120,3,0,120,120,1.0,0.9689797289440706,1.0,,
claimtransfer_v0_public,public,tree_gate,sqrt_energy,pair,120,120,3,0,118,120,0.9833333333333333,0.9412628731870861,0.9954175314588486,1.0,
claimtransfer_v0_public,public,tree_gate,sqrt_energy,prediction,120,120,3,0,120,120,1.0,0.9689797289440706,1.0,,
claimtransfer_v0_public,public,tree_gate,three_way_product,candidate_pair,140,140,3,0,140,140,1.0,0.9732928443510084,1.0,,
claimtransfer_v0_public,public,tree_gate,three_way_product,endpoints,140,140,3,0,140,140,1.0,0.9732928443510084,1.0,,
claimtransfer_v0_public,public,tree_gate,three_way_product,pair,140,140,3,0,0,140,0.0,0.0,0.02670715564899167,23.0,
claimtransfer_v0_public,public,tree_gate,three_way_product,prediction,140,140,3,0,0,140,0.0,0.0,0.02670715564899167,,
claimtransfer_v0_public,public,tree_gate,trig_product,candidate_pair,140,140,3,0,140,140,1.0,0.9732928443510084,1.0,,
claimtransfer_v0_public,public,tree_gate,trig_product,endpoints,140,140,3,0,140,140,1.0,0.9732928443510084,1.0,,
claimtransfer_v0_public,public,tree_gate,trig_product,pair,140,140,3,0,116,140,0.8285714285714286,0.7575827935158305,0.8820096470576894,1.0,
claimtransfer_v0_public,public,tree_gate,trig_product,prediction,140,140,3,0,0,140,0.0,0.0,0.02670715564899167,,
claimtransfer_v0_public,public,tree_gate,weak_centered,candidate_pair,1510,890,14,0,239,1510,0.15827814569536425,0.14073788899242828,0.17755274326394516,,
claimtransfer_v0_public,public,tree_gate,weak_centered,endpoints,1510,890,14,0,229,1510,0.15165562913907285,0.13444911581442373,0.1706300945864531,,
claimtransfer_v0_public,public,tree_gate,weak_centered,pair,1510,890,14,0,0,1510,0.0,0.0,0.0025376499100037944,235.0,
claimtransfer_v0_public,public,tree_gate,weak_centered,prediction,1510,890,14,0,250,1510,0.16556291390728478,0.14766856590396435,0.18515463039345545,,
