function,samples,dimension,workflow,threshold,runs,mean_full_mse,median_full_mse,mean_pruned_mse,median_pruned_mse,median_support_size,mean_support_size,contains_all_true_vars,endpoint_contains,mean_endpoint_recall,symbolic_formula_ok,errors
core_interaction_c025,512,100,prune,0.01,30,0.0349566623258094,0.038879528641700745,1.3485870162645976,0.5552698373794556,100.0,100.0,30,30,1.0,30,0
core_interaction_c025,512,100,prune,0.03,30,0.0349566623258094,0.038879528641700745,1.0898328839490812,0.43651533126831055,100.0,100.0,30,30,1.0,30,0
core_interaction_c025,512,100,prune,0.05,30,0.0349566623258094,0.038879528641700745,1.0994399420917034,0.449822336435318,100.0,100.0,30,30,1.0,30,0
core_interaction_c025,512,100,prune,0.1,30,0.0349566623258094,0.038879528641700745,0.8210216528425615,0.38268813490867615,100.0,100.0,30,30,1.0,30,0
core_interaction_c025,512,100,prune_input,0.01,30,0.0349566623258094,0.038879528641700745,0.054175813620289164,0.046671926975250244,68.5,62.36666666666667,23,23,0.8833333333333333,30,0
core_interaction_c025,512,100,prune_input,0.03,30,0.0349566623258094,0.038879528641700745,1.0258207133660713,0.5318186581134796,4.0,5.233333333333333,9,9,0.35,30,0
core_interaction_c025,512,100,prune_input,0.05,30,0.0349566623258094,0.038879528641700745,0.9909502015759547,0.48350442945957184,2.0,2.6,9,9,0.3,30,0
core_interaction_c025,512,100,prune_input,0.1,30,0.0349566623258094,0.038879528641700745,0.976367343403399,0.47389134764671326,2.0,2.1666666666666665,1,1,0.08333333333333333,30,0
