source_file,setting,function,dimension,samples,noise,lamb,model,explain_method,train_mse_mean,train_mse_std,train_mse_min,train_mse_max,test_mse_mean,test_mse_std,test_mse_min,test_mse_max,variable_f1_mean,variable_f1_std,variable_f1_min,variable_f1_max,variable_auroc_mean,variable_auroc_std,variable_auroc_min,variable_auroc_max,variable_auprc_mean,variable_auprc_std,variable_auprc_min,variable_auprc_max,interaction_f1_mean,interaction_f1_std,interaction_f1_min,interaction_f1_max,active_score_mean_mean,active_score_mean_std,active_score_mean_min,active_score_mean_max,inactive_score_mean_mean,inactive_score_mean_std,inactive_score_mean_min,inactive_score_mean_max,active_score_min_mean,active_score_min_std,active_score_min_min,active_score_min_max,inactive_score_max_mean,inactive_score_max_std,inactive_score_max_min,inactive_score_max_max
core_interaction_with_interactions.csv,"core_interaction, d=20, n=1024, noise=0",core_interaction,20,1024,0.0,,KAN,grad,1.638860276216292e-05,7.732219405264722e-06,4.241834631102392e-06,2.5702163839014247e-05,4.3238561283942543e-05,2.111518775503189e-05,6.985880190768512e-06,6.071370080462657e-05,1.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,
core_interaction_with_interactions.csv,"core_interaction, d=20, n=1024, noise=0",core_interaction,20,1024,0.0,,KAN,perm,1.638860276216292e-05,7.732219405264722e-06,4.241834631102392e-06,2.5702163839014247e-05,4.3238561283942543e-05,2.111518775503189e-05,6.985880190768512e-06,6.071370080462657e-05,1.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,
core_interaction_with_interactions.csv,"core_interaction, d=20, n=1024, noise=0",core_interaction,20,1024,0.0,,MLP,grad,0.00085749923018734,0.0003111172004239404,0.0006083104526624,0.0013466814998537,1.7692875385284423,0.19694975061158213,1.472245216369629,1.9754903316497805,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
core_interaction_with_interactions.csv,"core_interaction, d=20, n=1024, noise=0",core_interaction,20,1024,0.0,,MLP,perm,0.00085749923018734,0.0003111172004239404,0.0006083104526624,0.0013466814998537,1.7692875385284423,0.19694975061158213,1.472245216369629,1.9754903316497805,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
correlated_proxy.csv,"correlated_proxy, d=20, n=1024, noise=0",correlated_proxy,20,1024,0.0,,KAN,grad,1.6945768584264444e-05,5.2343225336444535e-06,1.0919629858108236e-05,2.4228500478784557e-05,5.277001764625311e-05,2.0223831822046386e-05,2.4313518224516883e-05,7.615245704073459e-05,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,1.8007042437791825,0.034029308741159274,1.744717687368393,1.8359741270542145,0.00571544535341666,0.0009392546863786484,0.0044510934239951,0.006935637909919,0.5915405511856079,0.018845634799835684,0.5628314018249512,0.6145052909851074,0.0189321996644139,0.005535272740571939,0.0124086663126945,0.0263098832219839
correlated_proxy.csv,"correlated_proxy, d=20, n=1024, noise=0",correlated_proxy,20,1024,0.0,,KAN,perm,1.6945768584264444e-05,5.2343225336444535e-06,1.0919629858108236e-05,2.4228500478784557e-05,5.277001764625311e-05,2.0223831822046386e-05,2.4313518224516883e-05,7.615245704073459e-05,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,0.5739181004464626,0.026921542320665716,0.5330869182944298,0.6073880046606064,5.860059385835426e-05,6.792434853290971e-05,1.5399618516820368e-05,0.0001781910984113,0.24842896759510041,0.012941522996827772,0.2277725934982299,0.259240984916687,0.0008183664962416,0.0010008279313978034,0.0001607105805305,0.0025783863384276
correlated_proxy_d100_n512_noise005.csv,"correlated_proxy, d=100, n=512, noise=0.05",correlated_proxy,100,512,0.05,,KAN,grad,9.610030761615651e-13,7.054645075755336e-13,5.371428670776501e-13,2.2082711093746044e-12,1.9410963296890258,0.13952369765704686,1.7498180866241455,2.1304352283477783,0.25,0.1767766952966369,0.0,0.5,0.6208333333333333,0.12005462533462052,0.4713541666666667,0.796875,0.240458442895928,0.1238329252269259,0.0534017359846157,0.3399544534412955,,,,,0.5129383265972137,0.10275011573691044,0.3506628647446632,0.629233717918396,0.36244131570371485,0.04006148839059893,0.2988927780340115,0.4093646171192328,0.23090052604675287,0.0888675495904781,0.1506857126951217,0.356868028640747,0.9448466777801514,0.28133883685655037,0.6209207773208618,1.3609647750854492
correlated_proxy_d100_n512_noise005.csv,"correlated_proxy, d=100, n=512, noise=0.05",correlated_proxy,100,512,0.05,,KAN,perm,9.610030761615651e-13,7.054645075755336e-13,5.371428670776501e-13,2.2082711093746044e-12,1.9410963296890258,0.13952369765704686,1.7498180866241455,2.1304352283477783,0.4,0.22360679774997896,0.25,0.75,0.7190104166666667,0.1796931611427055,0.5026041666666667,0.96875,0.4250571647098556,0.17592557550689938,0.2806382978723404,0.675595238095238,,,,,0.04786672155605626,0.028171057900162534,0.0171600387548096,0.0841473811306059,0.011501617499152381,0.004515338837589519,0.0077572311947733,0.0189359747425138,0.006528965383768059,0.014336048400221622,0.0,0.0321714468300342,0.10110904499888415,0.06643034728234293,0.0495006255805492,0.2146525830030441
sweep.csv,"core_interaction, d=20, n=1024, noise=0",core_interaction,20,1024,0.0,,KAN,grad,3.8465978286694734e-05,1.2251783073590694e-05,2.873046469176188e-05,5.883599442313425e-05,0.00010733724338929696,2.8721317265952986e-05,8.370599971385673e-05,0.0001541540550533,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0",core_interaction,20,1024,0.0,,KAN,perm,3.8465978286694734e-05,1.2251783073590694e-05,2.873046469176188e-05,5.883599442313425e-05,0.00010733724338929696,2.8721317265952986e-05,8.370599971385673e-05,0.0001541540550533,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0",core_interaction,20,1024,0.0,,MLP,grad,0.00085749923018734,0.0003111172004239404,0.0006083104526624,0.0013466814998537,1.7692875385284423,0.19694975061158213,1.472245216369629,1.9754903316497805,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0",core_interaction,20,1024,0.0,,MLP,perm,0.00085749923018734,0.0003111172004239404,0.0006083104526624,0.0013466814998537,1.7692875385284423,0.19694975061158213,1.472245216369629,1.9754903316497805,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0.01",core_interaction,20,1024,0.01,,KAN,grad,0.000117570196744,2.0141097951509282e-05,0.0001006698148557,0.0001481147191952,0.0003178220125846,5.328555670779076e-05,0.0002792202576529,0.000410315406043,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0.01",core_interaction,20,1024,0.01,,KAN,perm,0.000117570196744,2.0141097951509282e-05,0.0001006698148557,0.0001481147191952,0.0003178220125846,5.328555670779076e-05,0.0002792202576529,0.000410315406043,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0.01",core_interaction,20,1024,0.01,,MLP,grad,0.00093665675958616,0.0003201223852168313,0.0006398454424925,0.0013537262566387,1.767464518547058,0.18322596910470654,1.5074588060379028,1.975577473640442,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0.01",core_interaction,20,1024,0.01,,MLP,perm,0.00093665675958616,0.0003201223852168313,0.0006398454424925,0.0013537262566387,1.767464518547058,0.18322596910470654,1.5074588060379028,1.975577473640442,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0.05",core_interaction,20,1024,0.05,,KAN,grad,0.00091537104453888,0.00024568016988646993,0.0005665737553499,0.0011846771230921,0.01073788031935686,0.0016701325457834353,0.0085040032863616,0.0130646005272865,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0.05",core_interaction,20,1024,0.05,,KAN,perm,0.00091537104453888,0.00024568016988646993,0.0005665737553499,0.0011846771230921,0.01073788031935686,0.0016701325457834353,0.0085040032863616,0.0130646005272865,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0.05",core_interaction,20,1024,0.05,,MLP,grad,0.00111889595864338,0.00047134924390418946,0.0006117025623098,0.0016000096220523,1.7771642208099365,0.14189202224491884,1.6678764820098877,2.0159401893615723,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0.05",core_interaction,20,1024,0.05,,MLP,perm,0.00111889595864338,0.00047134924390418946,0.0006117025623098,0.0016000096220523,1.7771642208099365,0.14189202224491884,1.6678764820098877,2.0159401893615723,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0.1",core_interaction,20,1024,0.1,,KAN,grad,0.00162143355701114,0.00048517131739382466,0.0010043666698038,0.0023559951223433,0.050747279077768284,0.003923247922012131,0.0448239780962467,0.0552022978663444,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0.1",core_interaction,20,1024,0.1,,KAN,perm,0.00162143355701114,0.00048517131739382466,0.0010043666698038,0.0023559951223433,0.050747279077768284,0.003923247922012131,0.0448239780962467,0.0552022978663444,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0.1",core_interaction,20,1024,0.1,,MLP,grad,0.00108352043898772,0.000496276535969676,0.0006498162983916,0.0018162884516641,1.8776997327804565,0.09703951604696064,1.7443562746047974,1.9819204807281487,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=1024, noise=0.1",core_interaction,20,1024,0.1,,MLP,perm,0.00108352043898772,0.000496276535969676,0.0006498162983916,0.0018162884516641,1.8776997327804565,0.09703951604696064,1.7443562746047974,1.9819204807281487,0.95,0.1118033988749895,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0",core_interaction,20,2048,0.0,,KAN,grad,3.433948768361006e-05,2.195907762217208e-05,1.50478481373284e-05,6.177823524922132e-05,6.449223656088447e-05,4.41704277489432e-05,2.4299581127706915e-05,0.0001190633774967,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0",core_interaction,20,2048,0.0,,KAN,perm,3.433948768361006e-05,2.195907762217208e-05,1.50478481373284e-05,6.177823524922132e-05,6.449223656088447e-05,4.41704277489432e-05,2.4299581127706915e-05,0.0001190633774967,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0",core_interaction,20,2048,0.0,,MLP,grad,0.00216162882861676,0.002077104604791097,0.0002649696543812,0.005190223455429,0.11106886523775754,0.11966843487844869,0.0013292955700308,0.2605780065059662,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0",core_interaction,20,2048,0.0,,MLP,perm,0.00216162882861676,0.002077104604791097,0.0002649696543812,0.005190223455429,0.11106886523775754,0.11966843487844869,0.0013292955700308,0.2605780065059662,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0.01",core_interaction,20,2048,0.01,,KAN,grad,0.00014989287737984,4.383292085535938e-05,0.0001164903878816,0.0002180061128456,0.00026182864385186,6.526346926146496e-05,0.0002103252190863,0.0003686966956593,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0.01",core_interaction,20,2048,0.01,,KAN,perm,0.00014989287737984,4.383292085535938e-05,0.0001164903878816,0.0002180061128456,0.00026182864385186,6.526346926146496e-05,0.0002103252190863,0.0003686966956593,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0.01",core_interaction,20,2048,0.01,,MLP,grad,0.00231723141623656,0.0020405584946731523,0.0004200719413347,0.0050738118588924,0.1178633492905646,0.11470906131070172,0.0017239220906049,0.2537621259689331,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0.01",core_interaction,20,2048,0.01,,MLP,perm,0.00231723141623656,0.0020405584946731523,0.0004200719413347,0.0050738118588924,0.1178633492905646,0.11470906131070172,0.0017239220906049,0.2537621259689331,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0.05",core_interaction,20,2048,0.05,,KAN,grad,0.00219938338268542,0.0002615264428827377,0.001844651880674,0.0024530210066586,0.00574878947809334,0.0007123468467616551,0.0050376774743199,0.0066184285096824,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0.05",core_interaction,20,2048,0.05,,KAN,perm,0.00219938338268542,0.0002615264428827377,0.001844651880674,0.0024530210066586,0.00574878947809334,0.0007123468467616551,0.0050376774743199,0.0066184285096824,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0.05",core_interaction,20,2048,0.05,,MLP,grad,0.00271001728251572,0.0012266974520171912,0.0016974478494375,0.0043803486041724,0.14374062549322839,0.12279811890960012,0.0099059864878654,0.2499090582132339,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0.05",core_interaction,20,2048,0.05,,MLP,perm,0.00271001728251572,0.0012266974520171912,0.0016974478494375,0.0043803486041724,0.14374062549322839,0.12279811890960012,0.0099059864878654,0.2499090582132339,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0.1",core_interaction,20,2048,0.1,,KAN,grad,0.00643592551350592,0.0008804436945478875,0.0053418455645442,0.0075127016752958,0.028230321034789018,0.005401478811348758,0.0226799733936786,0.0367620959877967,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0.1",core_interaction,20,2048,0.1,,KAN,perm,0.00643592551350592,0.0008804436945478875,0.0053418455645442,0.0075127016752958,0.028230321034789018,0.005401478811348758,0.0226799733936786,0.0367620959877967,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0.1",core_interaction,20,2048,0.1,,MLP,grad,0.00360279865562912,0.0007208985756251017,0.0027909590862691,0.0047337021678686,0.18434015661478037,0.14753448667106528,0.0377605482935905,0.3969474732875824,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=2048, noise=0.1",core_interaction,20,2048,0.1,,MLP,perm,0.00360279865562912,0.0007208985756251017,0.0027909590862691,0.0047337021678686,0.18434015661478037,0.14753448667106528,0.0377605482935905,0.3969474732875824,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=256, noise=0",core_interaction,20,256,0.0,,KAN,grad,2.0275379859205008e-10,4.401934376690932e-10,3.789623779712481e-13,9.900755770786418e-10,1.0651031255722045,0.3540144652392007,0.7037837505340576,1.643061876296997,0.65,0.13693063937629152,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=256, noise=0",core_interaction,20,256,0.0,,KAN,perm,2.0275379859205008e-10,4.401934376690932e-10,3.789623779712481e-13,9.900755770786418e-10,1.0651031255722045,0.3540144652392007,0.7037837505340576,1.643061876296997,0.65,0.13693063937629152,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=256, noise=0",core_interaction,20,256,0.0,,MLP,grad,5.2721030988309546e-05,0.00010410889315309752,1.38016912387684e-06,0.0002388286229688,3.2435839653015135,0.4440551802922799,2.5368149280548096,3.7134101390838623,0.6,0.13693063937629152,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=256, noise=0",core_interaction,20,256,0.0,,MLP,perm,5.2721030988309546e-05,0.00010410889315309752,1.38016912387684e-06,0.0002388286229688,3.2435839653015135,0.4440551802922799,2.5368149280548096,3.7134101390838623,0.95,0.11180339887498947,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=256, noise=0.01",core_interaction,20,256,0.01,,KAN,grad,1.2291892974932058e-10,2.357434393171178e-10,3.2892669165653093e-13,5.415408677045264e-10,0.9901837468147278,0.2797643563113523,0.655792772769928,1.421628475189209,0.65,0.22360679774997896,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=256, noise=0.01",core_interaction,20,256,0.01,,KAN,perm,1.2291892974932058e-10,2.357434393171178e-10,3.2892669165653093e-13,5.415408677045264e-10,0.9901837468147278,0.2797643563113523,0.655792772769928,1.421628475189209,0.7,0.11180339887498947,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=256, noise=0.01",core_interaction,20,256,0.01,,MLP,grad,3.79045006811162e-05,7.094183277328612e-05,5.878324493835407e-09,0.0001638686662772,3.256367015838623,0.45125613461430525,2.533644199371338,3.75952410697937,0.6,0.13693063937629152,0.5,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweep.csv,"core_interaction, d=20, n=256, noise=0.01",core_interaction,20,256,0.01,,MLP,perm,3.79045006811162e-05,7.094183277328612e-05,5.878324493835407e-09,0.0001638686662772,3.256367015838623,0.45125613461430525,2.533644199371338,3.75952410697937,0.95,0.11180339887498947,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
