model,explain_method,seed,function,samples,dimension,noise,test_mse,train_mse,selected_variables,true_variables,variable_precision,variable_recall,variable_f1,formula,score_x0,score_x1,score_x2,score_x3,score_x4,score_x5,score_x6,score_x7,score_x8,score_x9,score_x10,score_x11,score_x12,score_x13,score_x14,score_x15,score_x16,score_x17,score_x18,score_x19,selected_interactions,true_interactions,interaction_precision,interaction_recall,interaction_f1,source_file,lamb,setting,score_x20,score_x21,score_x22,score_x23,score_x24,score_x25,score_x26,score_x27,score_x28,score_x29,score_x30,score_x31,score_x32,score_x33,score_x34,score_x35,score_x36,score_x37,score_x38,score_x39,score_x40,score_x41,score_x42,score_x43,score_x44,score_x45,score_x46,score_x47,score_x48,score_x49,score_x50,score_x51,score_x52,score_x53,score_x54,score_x55,score_x56,score_x57,score_x58,score_x59,score_x60,score_x61,score_x62,score_x63,score_x64,score_x65,score_x66,score_x67,score_x68,score_x69,score_x70,score_x71,score_x72,score_x73,score_x74,score_x75,score_x76,score_x77,score_x78,score_x79,score_x80,score_x81,score_x82,score_x83,score_x84,score_x85,score_x86,score_x87,score_x88,score_x89,score_x90,score_x91,score_x92,score_x93,score_x94,score_x95,score_x96,score_x97,score_x98,score_x99,variable_auroc,variable_auprc,importance_scores,active_score_mean,active_score_median,inactive_score_mean,inactive_score_median,active_score_min,inactive_score_max
KAN,perm,2,core_interaction,2048,100,0.1,0.8778113126754761,1.2403708637975797e-07,"[0, 1, 33, 93]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,1.2411178350448608,0.2421969920396804,0.0,0.0,0.0,0.0,0.0,0.0185297932475805,0.0259985327720642,0.0120434360578656,0.0,0.0039485297165811,0.0,0.0,0.0,0.0142377419397234,0.0,0.0175181422382593,0.0002911488118115,0.0,,,,,,core_d100_n2048_noise01.csv,,"core_interaction, d=100, n=2048, noise=0.1",0.0173961520195007,0.0015069445362314,0.0,0.0,0.0018686453113332,0.0204249825328588,0.0,0.0,0.0017091234913095,0.0122498273849487,0.0,0.0,0.0,0.066882811486721,0.0205484628677368,0.005427757743746,0.0,0.0071578621864318,0.0401799492537975,0.0029728412628173,0.0,0.0,0.0,0.0,0.0133222937583923,0.0183388590812683,0.0259287152439355,0.0,0.0,0.0,0.0362582616508007,0.0011278191814199,0.0343983583152294,0.0,0.0,0.0164559874683618,0.0258386526256799,0.0240440163761377,0.0260452236980199,0.0,0.0,0.0,0.0031296412926167,0.0,0.0007027387619018,0.0157118234783411,0.011373003013432,0.0,0.0087732868269085,0.0205209851264953,0.0,0.0,0.0,0.0244175586849451,0.0019228855380788,0.0,0.0142216878011822,0.0,0.0,0.0,0.0,0.0255748033523559,0.0,0.0078840851783752,0.0,0.0,0.0246603693813085,0.0,0.0,0.0015609463443979,0.0340932421386241,0.0178837981075048,0.0,0.0639342069625854,0.0,0.0,0.0421456284821033,0.0,0.0,0.0,,,,,,,,,
KAN,grad,3,core_interaction,2048,100,0.1,0.7619668245315552,1.625877388278241e-07,"[0, 1, 12, 35]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,4.300292015075684,1.0718063116073608,0.4685901403427124,0.4612135291099548,0.380193829536438,0.3076888918876648,0.2656217813491821,0.338403582572937,0.2262467145919799,0.3706820905208587,0.357144832611084,0.3354435265064239,0.5233892202377319,0.32785165309906,0.2688398659229278,0.3735291659832001,0.2575993239879608,0.3500083684921264,0.4872435331344604,0.4189552664756775,,,,,,core_d100_n2048_noise01.csv,,"core_interaction, d=100, n=2048, noise=0.1",0.3255478739738464,0.4040955305099487,0.2093001902103424,0.2499818503856659,0.2255939990282058,0.4255501627922058,0.2846966683864593,0.422659158706665,0.3260064423084259,0.2164967656135559,0.4365454912185669,0.2266764640808105,0.271312415599823,0.249936431646347,0.3412632942199707,0.5333843231201172,0.2852886617183685,0.4331223964691162,0.4441720843315124,0.2950179576873779,0.2451087236404419,0.3271868824958801,0.2712106704711914,0.4619087874889374,0.3075289726257324,0.4482005834579468,0.4017115831375122,0.4230054020881653,0.3904702067375183,0.2814617753028869,0.4609269499778747,0.4577001929283142,0.2671844959259033,0.3115136325359344,0.2596016526222229,0.416839987039566,0.3941042125225067,0.4701019525527954,0.3166136145591736,0.3332662582397461,0.2996094524860382,0.3089890778064728,0.4043794274330139,0.300265371799469,0.3507305085659027,0.2714431881904602,0.4782419800758362,0.3898845016956329,0.3154392838478088,0.3918688893318176,0.2573428452014923,0.4577153325080871,0.4570416808128357,0.2861448228359222,0.3722651600837707,0.356915146112442,0.3670443296432495,0.3753881752490997,0.3772532939910888,0.3809536099433899,0.415165513753891,0.2674186825752258,0.276935338973999,0.399509459733963,0.1928588896989822,0.3722285628318786,0.3719677329063415,0.4284417629241943,0.3678873181343078,0.3653002977371216,0.382218599319458,0.3837263584136963,0.2506075501441955,0.3002223968505859,0.3488175868988037,0.1757538318634033,0.2011430561542511,0.4911384582519531,0.4949679672718048,0.3241789638996124,,,,,,,,,
KAN,perm,3,core_interaction,2048,100,0.1,0.7619668245315552,1.625877388278241e-07,"[0, 1, 3, 79]","[0, 1, 2, 3]",0.75,0.75,0.75,sin(2*pi*x0) + x1^2 + x2*x3,1.2174549102783203,0.2665592133998871,0.0356581024825573,0.064517356455326,0.0200968384742736,0.0,0.0,0.011207859031856,0.0021704237442463,0.0,0.0148018198087811,0.0311956014484167,0.0143015189096331,0.0,0.0032707850914448,0.015541136264801,0.0,0.0,0.0269822478294372,0.0009568135137669,,,,,,core_d100_n2048_noise01.csv,,"core_interaction, d=100, n=2048, noise=0.1",0.0244848132133483,0.0234954748302698,0.0036301810760051,0.0041211247444152,0.0088886618614196,0.0481512956321239,0.0023756821174174,0.0,0.0045193433761596,0.0017677346477285,0.0227789673954248,0.0,0.0220509972423315,0.0,0.0044838786125183,0.0537075586616992,0.01423180103302,0.0240953173488378,0.0339328832924366,0.0,0.0,0.0308143701404333,0.0047495565377175,0.0,0.0069962539710104,0.0231281723827123,0.0,0.0042169094085693,0.0168440341949462,0.0025675892829895,0.0049146809615194,0.0248517990112304,0.0032658774871379,0.0,0.0001026391983032,0.0518867559731006,0.035996675491333,0.0084887742996215,5.181630331207998e-05,0.0220873355865478,0.0108626885339617,0.0,0.0,0.0016287366161122,0.0013700326671823,0.0,0.0209029912948608,0.0160748958587646,0.0,0.007145722862333,0.0002860625681933,0.0121770501136779,0.0,0.0,0.0,0.0178650226444005,0.0245592985302209,0.0,0.0061051249504089,0.0549241304397583,0.0210867132991552,0.0191886033862829,0.0246467199176549,0.0037435691338032,0.0092855496332049,0.0286065340042114,0.0,0.0,0.0,0.0,0.0126187801361083,0.0,0.0,0.0,0.0376112051308155,0.0,0.0,0.0,0.0235974583774805,0.0124667091295123,,,,,,,,,
KAN,grad,4,core_interaction,2048,100,0.1,0.8522273302078247,3.2542322969675297e-06,"[0, 1, 71, 86]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,4.768832683563232,1.3019663095474243,0.3103291988372803,0.2638067603111267,0.3400351107120514,0.4355888664722442,0.2633176445960998,0.1359721720218658,0.2705618441104889,0.2759718894958496,0.4529695808887481,0.2006505727767944,0.3166348934173584,0.3292974829673767,0.2532947361469269,0.319512665271759,0.3676715791225433,0.3584875166416168,0.3253054618835449,0.3701075613498688,,,,,,core_d100_n2048_noise01.csv,,"core_interaction, d=100, n=2048, noise=0.1",0.2817422747611999,0.3820402026176452,0.3554552495479584,0.3606912493705749,0.2523131370544433,0.2295675277709961,0.3993866443634033,0.2814584076404571,0.2501095235347748,0.3170549571514129,0.1480348110198974,0.4063078761100769,0.2795577943325043,0.2486190944910049,0.3887734115123749,0.3787941932678222,0.4317317605018616,0.2436482310295105,0.310892641544342,0.2335061877965927,0.23695969581604,0.2903841733932495,0.394399344921112,0.3517153859138489,0.2602990269660949,0.2412502318620681,0.316286951303482,0.2355037331581115,0.3165549635887146,0.411674290895462,0.3233274221420288,0.3606075048446655,0.3702988624572754,0.4286325871944427,0.1757653653621673,0.3040114641189575,0.3393569588661194,0.3204301595687866,0.3808818459510803,0.3190128207206726,0.2820167541503906,0.2428827136754989,0.1813760101795196,0.2986949980258941,0.2688580751419067,0.4186542332172394,0.3461321890354156,0.3426774144172668,0.31721031665802,0.2435996383428573,0.4528747797012329,0.5371472835540771,0.3751015067100525,0.244252324104309,0.224518209695816,0.2246399521827697,0.2826635241508484,0.2979757189750671,0.2546592354774475,0.3302867412567138,0.2584244608879089,0.2508567869663238,0.2068165093660354,0.1843428164720535,0.1583194285631179,0.286747395992279,0.4852015972137451,0.393940269947052,0.3011268377304077,0.4154099524021148,0.3919408321380615,0.2394389063119888,0.1956343352794647,0.3374692499637604,0.3107593059539795,0.3769091963768005,0.4752580523490906,0.2258936464786529,0.3680280745029449,0.3210752010345459,,,,,,,,,
KAN,perm,4,core_interaction,2048,100,0.1,0.8522273302078247,3.2542322969675297e-06,"[0, 1, 51, 68]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,1.453732967376709,0.1588653326034546,0.0,0.0085620088502764,0.0150880217552185,0.0,0.0039699077606201,0.0,0.0,0.0,0.0072955689392983,0.0,0.0115634202957153,0.0101181268692016,0.0114051699638366,0.0199004802852869,0.0,0.0,0.0299601946026086,0.0,,,,,,core_d100_n2048_noise01.csv,,"core_interaction, d=100, n=2048, noise=0.1",0.0093394517898559,0.0311819519847631,0.0,0.0288081560283899,0.0,0.0,0.0,0.0,0.0045813717879354,0.0,0.0,0.0,0.0080101685598492,0.0,0.0,0.033303577452898,0.0,0.0048795938491821,0.0,0.0214720573276281,0.0,0.0134336752817034,0.0,0.0,0.0010228356113657,0.0,0.0180054511874914,0.0,0.0101620154455304,0.0,0.0,0.0453663058578968,0.0,0.0235600471496582,0.0,0.0031212766189128,0.0133319497108459,0.0,0.0,0.0,0.0357341580092906,0.0,0.0430295653641223,0.0047105350531637,0.0,0.0,0.0,0.0,0.0482881478965282,0.0,0.0315204858779907,0.0,0.0174158010631799,0.0,0.0,0.0,0.0,0.0020885865669697,0.0,0.0153852701187133,0.0,0.0,0.0128868222236633,0.0,0.0057391724549233,0.0,0.0,0.0,0.0,0.006152868270874,0.0203112158924341,0.0,0.0,0.0,0.0019190112361684,0.0,0.030663451179862,0.0,0.0,0.0,,,,,,,,,
KAN,grad,0,core_interaction,1024,100,0.0,2.56419038772583,5.310657691381948e-09,"[0, 1, 91, 97]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,2.140276432037353,0.9494112730026244,0.5445825457572937,0.395940363407135,0.5644904971122742,0.5543378591537476,0.7494858503341675,0.729516863822937,0.3701793551445007,0.5213977098464966,0.5941487550735474,0.6657651662826538,0.3184056282043457,0.4014081656932831,0.4895031452178955,0.5514282584190369,0.6035785675048828,0.8064227104187012,0.5602000951766968,0.6563408970832825,,,,,,core_d100_noise00.csv,,"core_interaction, d=100, n=1024, noise=0",0.3512410819530487,0.4289000928401947,0.7845538258552551,0.7552124261856079,0.7577739357948303,0.6093345284461975,0.5475707054138184,0.3157117962837219,0.6858512163162231,0.7901695966720581,0.6766538619995117,0.565180778503418,0.7112021446228027,0.3297878205776214,0.6381576061248779,0.6600257158279419,0.5657947659492493,0.4140880703926086,0.3906204104423523,0.422561764717102,0.6702208518981934,0.5514441728591919,0.6411073207855225,0.6807341575622559,0.6954909563064575,0.4378300011157989,0.5940533876419067,0.4563066363334656,0.3573799133300781,0.768618643283844,0.4877411723136902,0.5695360898971558,0.6783357858657837,0.3894031643867492,0.6102180480957031,0.4525786638259887,0.5551939010620117,0.5253614783287048,0.6070606708526611,0.6032730340957642,0.680632472038269,0.7018755674362183,0.5070873498916626,0.6862426996231079,0.7592841386795044,0.4540280699729919,0.6881154775619507,0.5063058733940125,0.4733961224555969,0.4176487624645233,0.6365246772766113,0.5194823741912842,0.629335880279541,0.5335120558738708,0.4395366311073303,0.4762527346611023,0.434940367937088,0.8199459314346313,0.5053459405899048,0.7200902700424194,0.6876305341720581,0.5127230882644653,0.5182297229766846,0.540742039680481,0.3248965144157409,0.6509077548980713,0.71402907371521,0.6414452791213989,0.8054078817367554,0.3479486107826233,0.5376108884811401,0.9639610052108764,0.6242873668670654,0.5902559161186218,0.4070140123367309,0.3570090234279632,0.666079044342041,0.9490997791290284,0.8050569891929626,0.6427769660949707,,,,,,,,,
KAN,perm,0,core_interaction,1024,100,0.0,2.56419038772583,5.310657691381948e-09,"[0, 71, 79, 85]","[0, 1, 2, 3]",0.25,0.25,0.25,sin(2*pi*x0) + x1^2 + x2*x3,0.3753886222839355,0.0766685828566551,0.0530792884528636,0.0,0.0,0.0533277988433837,0.0025238196831196,0.021432003006339,0.0047771134413778,0.0,0.0106172561645507,0.0,0.0218687858432531,0.0,0.0,0.0793743953108787,0.0189793109893798,0.0,0.0580349750816822,0.061566274613142,,,,,,core_d100_noise00.csv,,"core_interaction, d=100, n=1024, noise=0",0.0845387801527977,0.0,0.0,0.0783843994140625,0.0,0.0,0.0240532550960779,0.0535080432891845,0.0175449047237634,0.0,0.0649840831756591,0.0627042427659034,0.118656001985073,0.0,0.0076393284834921,0.0394593887031078,0.0971651896834373,0.0,0.0247662868350744,0.0234934482723474,0.0135560827329754,0.0,0.0714496746659278,0.1161867007613182,0.0446968860924243,0.0349911861121654,0.0503768920898437,0.0252998676151037,0.0,0.0005834102630615,0.0410849265754222,0.0388685055077075,0.049031812697649,0.063749074935913,0.0,0.0,0.0,0.0272923316806554,0.0429937839508056,0.0872224941849708,0.0,0.0265932884067296,0.0231169071048498,0.0419232062995433,0.0,0.084164060652256,0.0357009582221508,0.0155584020540118,0.0,0.0429205894470214,0.0481843948364257,0.1351918429136276,0.0,0.0,0.0203280448913574,0.0266175270080566,0.0,0.0687845572829246,0.0,0.1436080187559127,0.0301016177982091,0.0,0.0061263241805136,0.0,0.0,0.1197072640061378,0.0645449161529541,0.0,0.0,0.0530832596123218,0.0057881674729287,0.0645170211791992,0.0259044170379638,0.0,0.0212517585605382,0.0007197856903076,0.0648741722106933,0.0829168185591697,0.0472482033073902,0.0591531582176685,,,,,,,,,
KAN,grad,1,core_interaction,1024,100,0.0,0.867470383644104,5.912875744584767e-10,"[0, 1, 5, 92]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,3.821189403533936,1.194615364074707,0.3576222658157348,0.297527015209198,0.1918288320302963,0.5997081398963928,0.2145430892705917,0.2098327577114105,0.1650723218917846,0.3253359198570251,0.3243621587753296,0.2647019028663635,0.3048577308654785,0.2300261259078979,0.1901337206363678,0.2786175310611725,0.3279125094413757,0.2608778774738312,0.4330699443817138,0.195195198059082,,,,,,core_d100_noise00.csv,,"core_interaction, d=100, n=1024, noise=0",0.4427941441535949,0.2708168625831604,0.4566197991371155,0.2268173694610595,0.3476349711418152,0.2808239758014679,0.4354388117790222,0.3088363409042358,0.4608468115329742,0.3170915246009826,0.3082612454891205,0.2834252119064331,0.4596906900405884,0.191627562046051,0.2803444266319275,0.3089315295219421,0.2299753278493881,0.25326007604599,0.3669978082180023,0.3553370237350464,0.3280175924301147,0.2704886198043823,0.3329049348831177,0.2904928922653198,0.3625702261924743,0.45357745885849,0.1983054876327514,0.3542752563953399,0.4042426943778991,0.2797858119010925,0.2699449360370636,0.184269443154335,0.2699280083179474,0.3981478810310364,0.2388737946748733,0.1948795020580291,0.3603025078773498,0.3144869208335876,0.3389604687690735,0.3774769306182861,0.1999157518148422,0.3567624092102051,0.4499506056308746,0.4329164624214172,0.3074114918708801,0.4288912713527679,0.1843483746051788,0.4697690308094024,0.1482110619544983,0.3354490995407104,0.2305146753787994,0.3917995691299438,0.2674448788166046,0.4188711047172546,0.3818470239639282,0.4418160915374756,0.2599697709083557,0.1900388896465301,0.2829236388206482,0.3745055496692657,0.3486351370811462,0.1976170688867569,0.1671744883060455,0.2374613881111145,0.1794953942298889,0.2344427108764648,0.2533674836158752,0.4868175983428955,0.3699824213981628,0.2803086638450622,0.2698976099491119,0.2973555326461792,0.4879690408706665,0.2436674535274505,0.3364189267158508,0.3366971611976623,0.3128682672977447,0.3915110230445862,0.4037232398986816,0.2758600115776062,,,,,,,,,
KAN,perm,1,core_interaction,1024,100,0.0,0.867470383644104,5.912875744584767e-10,"[0, 1, 2, 40]","[0, 1, 2, 3]",0.75,0.75,0.75,sin(2*pi*x0) + x1^2 + x2*x3,1.2397871017456057,0.1382024735212326,0.0339481420814991,0.014524976722896,0.010940670967102,0.0008725921506993,0.031294822692871,0.0038011472206562,0.0,0.0,0.0072199502028524,0.0009984174976125,0.0058243670500814,0.0162259340286254,0.0,0.0,0.0039213499985635,0.0075779557228088,0.0092759924009442,0.0026444196701049,,,,,,core_d100_noise00.csv,,"core_interaction, d=100, n=1024, noise=0",0.0301356110721826,0.005694190505892,0.0141912698745727,0.0,0.0,0.0093151135370135,0.0,0.0048085451126098,0.0,0.0225625038146972,0.0134611325338482,0.0,0.0,0.0008524656295776,0.0082227988168597,0.013154168613255,0.0085369348526,0.010802149772644,0.0119984941557049,0.0,0.0455116629600524,0.0096425814554095,0.0018116632709279,0.0,0.0185761246830225,0.0,0.0123057765886187,0.0079729752615094,0.0,0.0115056633949279,0.0,0.0,0.0,0.0,0.006511787418276,0.0107191205024719,0.0,0.0,0.0001261035649804,0.0,0.0,0.0,0.0150842666625976,0.0,0.0004119078221265,0.0,0.0034396250266581,0.0,0.0,0.0,0.0,0.021182358264923,0.0,0.0234539713710546,0.0,0.0,0.0085319085046648,0.0152044892311096,0.0,0.0,0.0030520956497639,0.0,0.0,0.0,0.0039589405059814,0.0298036336898803,0.0036519367713481,0.0084306597709655,0.0244347248226404,0.0168088879436254,0.0010799765586853,0.0191272292286157,0.0,0.0244450569152832,0.0114142699167132,0.0,0.0,0.0169874634593725,0.0212039947509765,0.0016564130783081,,,,,,,,,
KAN,grad,2,core_interaction,1024,100,0.0,1.139539122581482,1.2303079388598093e-10,"[0, 1, 20, 35]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,2.906785488128662,0.6467767357826233,0.3611798882484436,0.4123269319534302,0.3890176713466644,0.418986827135086,0.4486022591590881,0.3626849055290222,0.2758840322494507,0.2244146168231964,0.2228791117668151,0.3314907550811767,0.2940143346786499,0.383942186832428,0.3824757933616638,0.1793616265058517,0.4247865080833435,0.2814560234546661,0.1986912190914154,0.373994767665863,,,,,,core_d100_noise00.csv,,"core_interaction, d=100, n=1024, noise=0",0.6063359379768372,0.3769497275352478,0.1944267898797989,0.3253373503684997,0.2528655529022217,0.4415184557437897,0.3862447142601013,0.4387703537940979,0.4263811707496643,0.2737397849559784,0.3112955689430237,0.4429824948310852,0.5166552662849426,0.473851203918457,0.2598731517791748,0.571422815322876,0.2707670032978058,0.457839697599411,0.2912676334381103,0.2669970095157623,0.4600506424903869,0.2208680808544159,0.3784703612327575,0.3961824476718902,0.4137507677078247,0.3111857175827026,0.2584154903888702,0.2358762174844741,0.3143112659454345,0.3212475180625915,0.3209623396396637,0.3459515571594238,0.2745959758758545,0.3445047438144684,0.3836718201637268,0.2658568024635315,0.242522656917572,0.2860674262046814,0.1205308884382247,0.2403195202350616,0.4372315406799316,0.266150414943695,0.229779452085495,0.2691067457199096,0.2997984886169433,0.3372498154640198,0.3318555951118469,0.2998692691326141,0.29384246468544,0.2962731719017029,0.3885004818439483,0.4430829286575317,0.3569087088108063,0.340639054775238,0.2464110106229782,0.3590739071369171,0.3559763133525848,0.3117191791534424,0.1750522553920745,0.2801068425178528,0.2345258295536041,0.3705387413501739,0.3125323355197906,0.1464236676692962,0.3205821514129638,0.3256874680519104,0.2412305772304535,0.2321934551000595,0.4023013114929199,0.3627533316612243,0.3145573437213897,0.278355062007904,0.3114876747131347,0.2639075517654419,0.3035632967948913,0.3291615545749664,0.3587987422943115,0.3686780333518982,0.3579267263412475,0.3170408010482788,,,,,,,,,
KAN,perm,2,core_interaction,1024,100,0.0,1.139539122581482,1.2303079388598093e-10,"[0, 1, 20, 40]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,1.116167068481445,0.1798347979784011,0.0173775348812341,0.0094134015962481,0.0,0.0,0.0195561256259679,0.0,0.0,0.0,0.0218958053737878,0.0140699939802289,0.0188148822635412,0.0258601512759923,0.0,0.0,0.0186880026012659,0.0213373508304357,0.0,0.0116922063753008,,,,,,core_d100_noise00.csv,,"core_interaction, d=100, n=1024, noise=0",0.077481985092163,0.0158862266689538,0.0242028627544641,0.0,0.0,0.0080094737932085,0.005888978485018,0.0101619958877563,0.0,0.0,0.0104196071624755,0.0437361001968383,0.0148145360872149,0.0046002068556845,0.0,0.0,0.0085769491270184,0.0335932970046997,0.0,0.0157337188720703,0.0678332671523094,0.0,0.0,0.0225156154483556,0.0259129200130701,0.0,0.010975400917232,0.0,0.0232263803482055,0.0088891983032226,0.0002380609512329,0.0030734140891581,0.0,0.005202293395996,0.0,0.0,0.0,0.0150907831266522,0.0,0.002776026725769,0.0385002307593822,0.0032397508621215,0.0079126758500933,0.0,0.05039644241333,0.0,0.0061049661599099,0.0060463747940957,0.0023495357017964,0.0,0.0429188422858715,0.0,0.0,0.0204272270202636,0.0,0.0,0.0106960535049438,0.0,0.0,0.0241757631301879,0.0,0.0184553861618042,0.0,0.0,0.0,0.0236221551895141,0.0130486087873578,0.0,0.0394267626106739,0.0215426292270421,0.0,0.0187071561813354,0.0326376371085643,0.0124328732490539,0.0,0.036875169724226,0.0,0.0202705860137939,0.0,0.0,,,,,,,,,
KAN,grad,3,core_interaction,1024,100,0.0,2.018810749053955,3.915192170467208e-09,"[0, 1, 72, 95]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,2.6106319427490234,0.7808554172515869,0.6052460074424744,0.3204113245010376,0.3922391235828399,0.2422024458646774,0.6284990310668945,0.5737909078598022,0.450007677078247,0.5473110675811768,0.3014945089817047,0.4916922748088836,0.3524143397808075,0.3588967621326446,0.582162618637085,0.2748463749885559,0.3877460956573486,0.7677522301673889,0.3395401239395141,0.5977746248245239,,,,,,core_d100_noise00.csv,,"core_interaction, d=100, n=1024, noise=0",0.4336999058723449,0.4481610357761383,0.2807449102401733,0.4846178293228149,0.3854286670684814,0.5596765279769897,0.4267722964286804,0.4697264432907104,0.4823823571205139,0.4760835468769073,0.618470311164856,0.5075067281723022,0.452861487865448,0.4345540702342987,0.3981632590293884,0.3691438436508178,0.3456836640834808,0.4915372133255005,0.3078624308109283,0.6246243119239807,0.3124637603759765,0.4031382501125335,0.4923854470252991,0.3298461437225342,0.5355640649795532,0.7680965662002563,0.428926944732666,0.3485375046730041,0.5487169623374939,0.3193199634552002,0.646384060382843,0.3640056848526001,0.4825058579444885,0.2502647340297699,0.3096674680709839,0.4081593453884125,0.4878833293914795,0.5410010814666748,0.4718512296676636,0.3478450775146484,0.2275263965129852,0.4219752550125122,0.3191000819206238,0.3786147236824035,0.4227674305438995,0.5072169899940491,0.4204533696174621,0.3922730684280395,0.4500828087329864,0.2157881557941436,0.3584263920783996,0.4141822457313537,0.7944132089614868,0.3666592240333557,0.6355912685394287,0.4926546514034271,0.4154106974601745,0.3365432322025299,0.5029664635658264,0.5321139097213745,0.4295681416988373,0.4926653504371643,0.4672809243202209,0.5726196765899658,0.3604050874710083,0.4889088273048401,0.4378093183040619,0.6909485459327698,0.3989901840686798,0.5768800973892212,0.3116819262504577,0.3547467589378357,0.4616671204566955,0.3698729872703552,0.453731894493103,0.8083906173706055,0.6054750680923462,0.5813095569610596,0.6251001954078674,0.2960379719734192,,,,,,,,,
