model,explain_method,seed,function,samples,dimension,noise,variable_index,score,is_active,source_file
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,65,0.0042530097998678,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,66,0.0205696821212768,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,67,0.000120460987091,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,68,0.0237968359142541,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,69,0.0103228287771344,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,70,0.0366651825606823,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,71,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,72,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,73,0.0302088260650634,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,74,7.293621456483379e-05,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,75,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,76,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,77,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,78,0.0031452376861125,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,79,0.0043980679474771,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,80,0.0048157968558371,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,81,0.0039298334158957,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,82,0.0112057523801922,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,83,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,84,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,85,0.0183720383793115,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,86,0.0147171020507812,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,87,0.0231965985149145,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,88,0.0316019058227539,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,89,0.0231507029384374,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,90,0.0057658553123474,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,91,0.022754868492484,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,92,0.033461969345808,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,93,0.0108609991148114,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,94,0.002087116241455,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,95,0.0183059778064489,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,96,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,97,0.0105396509170532,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,98,0.0052326121367514,0,core_d100_nonoracle_scores.csv
KAN,perm,2,core_d100_nonoracle_scores,1024,100,0.0,99,0.0221104025840759,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,0,2.559243440628052,1,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,1,0.6881561279296875,1,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,2,0.5654888153076172,1,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,3,0.2918619811534881,1,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,4,0.3554747104644775,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,5,0.2288291454315185,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,6,0.7109081745147705,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,7,0.5542947053909302,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,8,0.4941628277301788,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,9,0.5235282778739929,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,10,0.2834499478340149,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,11,0.4767350554466247,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,12,0.4005112051963806,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,13,0.3858078718185425,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,14,0.5276752710342407,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,15,0.2639433145523071,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,16,0.4361553192138672,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,17,0.7023316621780396,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,18,0.3391987085342407,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,19,0.620108962059021,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,20,0.380689263343811,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,21,0.4067072570323944,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,22,0.2513337731361389,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,23,0.4215013384819031,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,24,0.3481945991516113,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,25,0.5335748791694641,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,26,0.3951537907123565,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,27,0.4700809717178345,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,28,0.5018736124038696,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,29,0.4024961590766907,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,30,0.6665005683898926,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,31,0.544748842716217,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,32,0.3985967636108398,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,33,0.39848592877388,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,34,0.4831477403640747,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,35,0.3166479170322418,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,36,0.3391211330890655,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,37,0.4784955978393554,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,38,0.3463144302368164,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,39,0.6084005832672119,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,40,0.2737124562263489,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,41,0.4022413492202759,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,42,0.4771731495857239,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,43,0.305260419845581,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,44,0.5573047399520874,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,45,0.7361243367195129,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,46,0.3975050151348114,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,47,0.3119296431541443,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,48,0.5837652087211609,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,49,0.3590700030326843,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,50,0.5575193166732788,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,51,0.2958396077156067,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,52,0.49732106924057,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,53,0.336456298828125,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,54,0.2642655372619629,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,55,0.5036761164665222,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,56,0.4984440505504608,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,57,0.537815511226654,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,58,0.4198095798492431,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,59,0.4020883440971374,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,60,0.2200465500354766,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,61,0.3881193101406097,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,62,0.3834654688835144,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,63,0.3071449995040893,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,64,0.3780484199523926,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,65,0.4494813978672027,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,66,0.4879032373428345,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,67,0.4159660637378692,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,68,0.4041882455348968,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,69,0.2332915961742401,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,70,0.3250041007995605,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,71,0.4066002666950226,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,72,0.7091636657714844,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,73,0.3443539142608642,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,74,0.6056422591209412,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,75,0.447056233882904,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,76,0.4471727609634399,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,77,0.4164779782295227,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,78,0.4977442622184753,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,79,0.4953033328056335,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,80,0.4129392802715301,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,81,0.4752966463565826,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,82,0.4686609506607055,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,83,0.5277385115623474,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,84,0.3037045300006866,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,85,0.491898775100708,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,86,0.4211235642433166,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,87,0.6650471687316895,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,88,0.4544388651847839,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,89,0.5188626050949097,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,90,0.3244993090629577,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,91,0.3575086295604706,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,92,0.4050634801387787,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,93,0.3822002112865448,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,94,0.4275056719779968,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,95,0.756258487701416,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,96,0.6081017255783081,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,97,0.5158333778381348,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,98,0.629916787147522,0,core_d100_nonoracle_scores.csv
KAN,grad,3,core_d100_nonoracle_scores,1024,100,0.0,99,0.3421266973018646,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,0,0.660525381565094,1,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,1,0.100744605064392,1,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,2,0.0,1,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,3,0.0323355197906494,1,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,4,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,5,0.0111322002485394,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,6,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,7,0.0342610292136669,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,8,0.0182694196701049,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,9,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,10,0.0003067255020141,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,11,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,12,0.0245439615100622,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,13,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,14,0.0586958713829517,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,15,0.0440497808158397,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,16,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,17,0.0558803491294384,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,18,0.0465184859931468,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,19,0.0799914598464965,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,20,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,21,0.0214776992797851,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,22,0.0236376523971557,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,23,0.0443501062691211,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,24,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,25,0.0446369238197803,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,26,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,27,0.0987988337874412,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,28,0.0289955139160156,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,29,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,30,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,31,0.0271053705364465,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,32,0.0251169204711914,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,33,0.0221043433994054,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,34,0.0424906425178051,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,35,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,36,0.0212945938110351,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,37,0.0494420938193798,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,38,0.0393558330833911,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,39,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,40,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,41,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,42,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,43,0.0208709631115198,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,44,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,45,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,46,0.032865684479475,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,47,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,48,0.0425395183265209,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,49,0.0415454320609569,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,50,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,51,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,52,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,53,0.002915660617873,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,54,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,55,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,56,0.0445200987160205,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,57,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,58,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,59,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,60,0.0175537671893835,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,61,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,62,0.0018920103320851,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,63,0.0162794589996337,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,64,0.0138217210769653,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,65,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,66,0.0263375043869018,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,67,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,68,0.0141096906736493,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,69,0.0173410568386316,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,70,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,71,0.0004961490631103,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,72,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,73,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,74,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,75,0.0428414344787597,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,76,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,77,0.0324837751686573,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,78,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,79,0.0204705391079187,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,80,0.0309042129665613,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,81,0.069601334631443,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,82,0.0219254493713378,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,83,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,84,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,85,0.0011446475982666,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,86,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,87,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,88,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,89,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,90,0.0067407288588583,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,91,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,92,0.0,0,core_d100_nonoracle_scores.csv
KAN,perm,3,core_d100_nonoracle_scores,1024,100,0.0,93,0.0,0,core_d100_nonoracle_scores.csv
