model,function,screen_mode,dimension,samples,noise,variable_method,interaction_method,hidden,depth,activation,final_train_full,lbfgs_finetune_steps,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,effective_dim_mean,screen_contains_all_true_vars_mean,screen_true_var_recall_mean,screen_contains_all_interaction_endpoints_mean,screen_interaction_endpoint_recall_mean,screen_contains_true_interactions_mean,variable_f1_mean,variable_f1_std,variable_auroc_mean,variable_auroc_std,variable_auprc_mean,variable_auprc_std,interaction_f1_mean,interaction_f1_std,true_interaction_score_mean_mean,true_interaction_score_mean_std,max_nontrue_interaction_score_mean,max_nontrue_interaction_score_std
MLP,core_interaction,oracle_support,100,1024,0.0,grad,fd,1024,3,gelu,1,50,1.248657063795579e-14,1.4212845580841133e-15,1.493782639503479,0.051643304515893,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.4076653321584065,0.2107607691585526,0.6644703348477682,0.034871994603031434
MLP,core_interaction,rf,100,1024,0.0,grad,fd,1024,4,silu,1,50,4.2810191066185627e-07,5.356326537192158e-07,1.9156440099080403,0.21638054551163063,20.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,0.9921875,0.00902109795608791,0.9136363636363636,0.06298366572977726,1.0,0.0,1.3149903217951457,0.04860916565111344,0.7387421131134033,0.16981435841072845
MLP,core_interaction_c5,oracle_support,100,1024,0.0,grad,fd,512,4,silu,1,50,2.0945918303520253e-07,1.3134129237241223e-07,0.4031294286251068,0.014765096776009339,20.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.14433756729740643,0.9921875,0.00688997737256404,0.9120370370370371,0.0764940353789736,1.0,0.0,2.575958251953125,0.07662090454924934,0.3695647120475769,0.013405459936557293
MLP,core_interaction_c5,rf,100,1024,0.0,grad,fd,512,3,silu,1,50,2.4746469207137523e-08,3.389900389590999e-08,0.37114888429641724,0.013594152078462575,20.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,0.9956597222222223,0.003007032652029274,0.9309523809523809,0.03299144395369292,1.0,0.0,2.548541863759359,0.12358131218162945,0.3358052273591359,0.028854813133899534
MLP,correlated_proxy,oracle_support,100,1024,0.0,grad,fd,1024,2,softplus,1,50,0.09735885014136632,0.04060662448574385,1.1364105542500813,0.059867710102006214,20.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,0.9852430555555557,0.005421005206943021,0.7847222222222222,0.12207219327254827,1.0,0.0,1.307340939839681,0.16332781875914798,0.7507266998291016,0.048313956692297856
MLP,correlated_proxy,rf,100,1024,0.0,grad,fd,512,3,silu,1,50,1.4707162980206098e-05,2.1413959339994993e-05,0.2722852776447932,0.1356204923328281,20.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.14433756729740643,0.990451388888889,0.003007032652029274,0.7805555555555556,0.04089564406759854,0.0,0.0,1.0888930559158325,0.10247992377651689,3.867813984553019,1.0991722102262866
MLP,pairwise_interaction,oracle_support,100,1024,0.0,grad,fd,512,2,softplus,1,50,0.35000585081676644,0.44443838786135803,0.49540119369824726,0.40884836523375984,20.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.19245008972987526,0.993127147766323,0.011904129261641807,0.8935185185185185,0.18443133599113043,0.3333333333333333,0.5773502691896258,0.6362019926309586,0.5587314099667168,1.0809240837891896,0.9786209117548571
MLP,pairwise_interaction,rf,100,1024,0.0,grad,fd,1024,3,softplus,1,50,0.17473170161247253,0.06081132133226388,1.3782328367233276,0.0690739171466757,20.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.19245008972987526,0.9988545246277205,0.0019840215436069545,0.9722222222222222,0.04811252243246891,1.0,0.0,1.269150733947754,0.10512746336828907,0.5725546081860861,0.05150755359340789
