function,seed,mc_rep,samples,test_samples,dimension,noise,update_grid,width_hidden,grid,lamb,steps,anova_points,anova_background,candidate_pairs,train_mse,test_mse,train_runtime_sec,score_runtime_sec,true_pair_score,max_false_pair_score,true_minus_max_false,true_pair_rank,true_pair_rank1,top_pair,top_pair_score
core_interaction_c025,8,0,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0002020220272243023,0.00038334744749590755,13.50118088722229,41.98565363883972,0.09855796582996845,0.002296747174113989,0.09626121865585446,1,1,"(2, 3)",0.09855796582996845
core_interaction_c025,8,1,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0002020220272243023,0.00038334744749590755,13.50118088722229,42.045002937316895,0.0718371570110321,0.002818247303366661,0.06901890970766544,1,1,"(2, 3)",0.0718371570110321
core_interaction_c025,8,2,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0002020220272243023,0.00038334744749590755,13.50118088722229,41.99129271507263,0.07520326506346464,0.001714625395834446,0.0734886396676302,1,1,"(2, 3)",0.07520326506346464
core_interaction_c025,8,3,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0002020220272243023,0.00038334744749590755,13.50118088722229,41.9859778881073,0.09174292534589767,0.0017638877034187317,0.08997903764247894,1,1,"(2, 3)",0.09174292534589767
core_interaction_c025,8,4,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0002020220272243023,0.00038334744749590755,13.50118088722229,41.95805740356445,0.096158592030406,0.0019207019358873367,0.09423789009451866,1,1,"(2, 3)",0.096158592030406
core_interaction_c025,8,5,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0002020220272243023,0.00038334744749590755,13.50118088722229,41.970197439193726,0.09082477539777756,0.0019356459379196167,0.08888912945985794,1,1,"(2, 3)",0.09082477539777756
core_interaction_c025,8,6,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0002020220272243023,0.00038334744749590755,13.50118088722229,41.87287211418152,0.08930444344878197,0.0025874152779579163,0.08671702817082405,1,1,"(2, 3)",0.08930444344878197
core_interaction_c025,8,7,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0002020220272243023,0.00038334744749590755,13.50118088722229,41.87988305091858,0.09305600076913834,0.0025098766200244427,0.0905461241491139,1,1,"(2, 3)",0.09305600076913834
core_interaction_c025,8,8,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0002020220272243023,0.00038334744749590755,13.50118088722229,41.88174033164978,0.09416239056736231,0.0021421099081635475,0.09202028065919876,1,1,"(2, 3)",0.09416239056736231
core_interaction_c025,8,9,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0002020220272243023,0.00038334744749590755,13.50118088722229,41.86770153045654,0.11022780323401093,0.0027075232937932014,0.10752027994021773,1,1,"(2, 3)",0.11022780323401093
core_interaction_c025,9,0,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0007214364595711231,0.02434561960399151,18.105322122573853,42.248791456222534,1.7537735402584076e-05,0.013237512670457363,-0.013219974935054779,4319,0,"(0, 75)",0.013237512670457363
core_interaction_c025,9,1,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0007214364595711231,0.02434561960399151,18.105322122573853,42.261882066726685,2.8624199330806732e-05,0.015301699750125408,-0.015273075550794601,4062,0,"(0, 73)",0.015301699750125408
core_interaction_c025,9,2,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0007214364595711231,0.02434561960399151,18.105322122573853,42.24752974510193,3.3825868740677834e-05,0.01687266561202705,-0.01683883974328637,3541,0,"(0, 90)",0.01687266561202705
core_interaction_c025,9,3,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0007214364595711231,0.02434561960399151,18.105322122573853,42.25308966636658,2.473406493663788e-05,0.019670129287987947,-0.01964539522305131,4212,0,"(0, 1)",0.019670129287987947
core_interaction_c025,9,4,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0007214364595711231,0.02434561960399151,18.105322122573853,42.13417649269104,2.434477210044861e-05,0.01751921884715557,-0.017494874075055122,4357,0,"(0, 8)",0.01751921884715557
core_interaction_c025,9,5,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0007214364595711231,0.02434561960399151,18.105322122573853,42.14787197113037,2.5434885174036026e-05,0.023863276233896613,-0.023837841348722577,4035,0,"(0, 73)",0.023863276233896613
core_interaction_c025,9,6,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0007214364595711231,0.02434561960399151,18.105322122573853,42.354103326797485,4.596821963787079e-05,0.02245778264477849,-0.02241181442514062,3731,0,"(0, 73)",0.02245778264477849
core_interaction_c025,9,7,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0007214364595711231,0.02434561960399151,18.105322122573853,42.14390206336975,1.97533518075943e-05,0.015433810651302338,-0.015414057299494743,4493,0,"(0, 73)",0.015433810651302338
core_interaction_c025,9,8,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0007214364595711231,0.02434561960399151,18.105322122573853,42.14764952659607,1.4469027519226074e-05,0.020770317874848843,-0.020755848847329617,4407,0,"(0, 73)",0.020770317874848843
core_interaction_c025,9,9,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0007214364595711231,0.02434561960399151,18.105322122573853,42.15214514732361,2.9759481549263e-05,0.015352267771959305,-0.015322508290410042,3842,0,"(0, 1)",0.015352267771959305
core_interaction_c025,10,0,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00021129200467839837,0.00040893576806411147,16.28425359725952,42.274906635284424,0.08853655960410833,0.0016973968595266342,0.0868391627445817,1,1,"(2, 3)",0.08853655960410833
core_interaction_c025,10,1,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00021129200467839837,0.00040893576806411147,16.28425359725952,42.26034450531006,0.09905826998874545,0.0017641698941588402,0.09729410009458661,1,1,"(2, 3)",0.09905826998874545
core_interaction_c025,10,2,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00021129200467839837,0.00040893576806411147,16.28425359725952,42.176589012145996,0.07775292359292507,0.002773519605398178,0.0749794039875269,1,1,"(2, 3)",0.07775292359292507
core_interaction_c025,10,3,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00021129200467839837,0.00040893576806411147,16.28425359725952,42.20374059677124,0.07373917661607265,0.0013390006497502327,0.07240017596632242,1,1,"(2, 3)",0.07373917661607265
core_interaction_c025,10,4,1024,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00021129200467839837,0.00040893576806411147,16.28425359725952,42.156468868255615,0.07475308142602444,0.0024102721363306046,0.07234280928969383,1,1,"(2, 3)",0.07475308142602444
