function,samples,dimension,noise,update_grid,width_hidden,seed,test_mse,rank1_mean,rank_mean,rank_std,margin_mean,margin_std,score_repeats
core_interaction_c025,1024,100,0.0,0,16,0,0.0002286271337652579,1.0,1.0,0.0,0.08487138422206045,0.014757407501336623,10
core_interaction_c025,1024,100,0.0,0,16,1,0.00025298044783994555,1.0,1.0,0.0,0.09175984875764698,0.01782922538060933,10
core_interaction_c025,1024,100,0.0,0,16,2,0.022975414991378784,0.0,160.6,83.24822320426225,-0.00909665711224079,0.0023889170154044446,10
core_interaction_c025,1024,100,0.0,0,16,3,0.02510163187980652,0.0,1751.0,661.5246699019538,-0.015333867771551013,0.0021219538671911784,10
core_interaction_c025,1024,100,0.0,0,16,4,0.00024293096794281155,1.0,1.0,0.0,0.09291119277477264,0.019544472566837084,10
core_interaction_c025,1024,100,0.0,0,16,5,0.005362872965633869,1.0,1.0,0.0,0.07893001446500421,0.01724840245605508,10
core_interaction_c025,1024,100,0.0,0,16,6,0.00027163841878063977,1.0,1.0,0.0,0.08484921951312571,0.012834710243842579,10
core_interaction_c025,1024,100,0.0,0,16,7,0.0004139929369557649,1.0,1.0,0.0,0.08022073882166296,0.014911950116653638,10
core_interaction_c025,1024,100,0.0,0,16,8,0.00038334744749590755,1.0,1.0,0.0,0.08886785381473601,0.010957131432503152,10
core_interaction_c025,1024,100,0.0,0,16,9,0.02434561960399151,0.0,4099.9,315.5465980731777,-0.018021422973833977,0.003489447591210516,10
core_interaction_c025,1024,100,0.0,0,16,10,0.00040893576806411147,1.0,1.0,0.0,0.08006514653097838,0.013503678437744368,10
core_interaction_c025,1024,100,0.0,0,16,11,0.0002191698586102575,1.0,1.0,0.0,0.08808502112515271,0.020442842940046998,10
core_interaction_c025,1024,100,0.0,0,16,12,0.02659451775252819,0.0,372.7,91.29567350099347,-0.019456395227462054,0.0055328755191938585,10
core_interaction_c025,1024,100,0.0,0,16,13,0.0003395244712010026,1.0,1.0,0.0,0.08070860516745597,0.01652746254499956,10
core_interaction_c025,1024,100,0.0,0,16,14,0.001436543883755803,1.0,1.0,0.0,0.07435150714591146,0.016629068424143575,10
core_interaction_c025,1024,100,0.0,0,16,15,0.00024085583572741598,1.0,1.0,0.0,0.0832098805345595,0.010787762295215393,10
core_interaction_c025,1024,100,0.0,0,16,16,0.00026624806923791766,1.0,1.0,0.0,0.08133102955762297,0.017305411466777876,10
core_interaction_c025,1024,100,0.0,0,16,17,0.027615029364824295,0.0,815.9,453.03947583700324,-0.009714745823293925,0.0016726990598275957,10
core_interaction_c025,1024,100,0.0,0,16,18,0.0042440686374902725,1.0,1.0,0.0,0.08146876122336835,0.02014032058110867,10
core_interaction_c025,1024,100,0.0,0,16,19,0.00023133888316806406,1.0,1.0,0.0,0.08617060133256019,0.016293893268968466,10
