function,samples,dimension,width_hidden,grid,lamb,steps,pair_mode,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,candidate_pairs_mean,candidate_pairs_std,true_pair_score_mean,true_pair_score_std,max_false_pair_score_mean,max_false_pair_score_std,false_pair_score_p95_mean,false_pair_score_p95_std,false_pair_score_p99_mean,false_pair_score_p99_std,true_minus_max_false_mean,true_minus_max_false_std,true_pair_rank_mean,true_pair_rank_std,true_pair_beats_candidates_mean,true_pair_beats_candidates_std,endpoint_rank_worst_feature_mean,endpoint_rank_worst_feature_std,endpoint_rank_worst_hybrid_mean,endpoint_rank_worst_hybrid_std,runtime_sec_mean,runtime_sec_std,num_runs
core_interaction_c025,1024,100,16,5,0.001,75,all,0.0003053509336799228,0.00022695297180586524,0.004790621262266844,0.009676987349632262,4950.0,0.0,0.06682314256516596,0.03679420151030686,0.004988405523666491,0.005581707889606957,0.0001689663024929661,0.00043583930844994136,0.0009422946140790927,0.0017411402342469272,0.061834737041499464,0.040709536739351904,229.35,820.7099412259599,0.8333333333333334,0.37582301400141443,9.566666666666666,16.79019757070407,10.45,18.1942671172049,70.49565467834472,10.18127026423975,60
