model,function,screen_mode,dimension,samples,noise,grid,k,width_hidden,lamb,steps,opt,update_grid,interaction_method,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,effective_dim_mean,screen_contains_all_true_vars_mean,screen_true_var_recall_mean,screen_contains_all_interaction_endpoints_mean,screen_interaction_endpoint_recall_mean,screen_contains_true_interactions_mean,variable_f1_mean,variable_f1_std,variable_auroc_mean,variable_auroc_std,variable_auprc_mean,variable_auprc_std,interaction_f1_mean,interaction_f1_std,true_interaction_score_mean_mean,true_interaction_score_mean_std,max_nontrue_interaction_score_mean,max_nontrue_interaction_score_std
KAN_tuned_fixed,core_interaction,exclude_interaction,20,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.0022831124564011893,0.00023459296920328625,1.1920706828435261,0.21239477483600552,18.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,19.131185213724773,5.3301420150870555
KAN_tuned_fixed,core_interaction,oracle_support,20,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,1.239240539992655e-05,7.591103281874324e-06,3.18653574140626e-05,2.22101621159456e-05,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1761796474456787,0.016679325746877045,0.05600973963737488,0.026354625390831284
KAN_tuned_fixed,core_interaction,random,20,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,1.2455232081265422e-05,7.639239980770532e-06,3.369038101178982e-05,2.3441086606413394e-05,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.17734694480896,0.018260557985365203,0.04159286618232727,0.027826628112891584
KAN_tuned_fixed,core_interaction,raw,20,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,1.3857332911963264e-05,4.852029871648323e-06,3.514694496213148e-05,1.6509543517756952e-05,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.177564263343811,0.017157465085500624,0.05107993880907694,0.020232993829313706
KAN_tuned_fixed,core_interaction,rf,20,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,1.2920368893295139e-05,8.110434840358383e-06,3.231944144014657e-05,2.221985270165461e-05,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1797187328338623,0.014584557129099231,0.029262155294418335,0.006471479050551525
KAN_tuned_fixed,feynman_coulomb,exclude_interaction,20,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.01807468601812919,0.0028285836471256816,5.895702997843425,0.5450020498070995,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,22.24455960591634,1.640342557621306
KAN_tuned_fixed,feynman_coulomb,oracle_support,20,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.0024143172971283398,0.002113394609704968,0.07304670479303847,0.09963191282736285,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8888888888888888,0.19245008972987532,2.085307796796163,0.2253434792268577,0.843989352385203,0.9110135572622314
KAN_tuned_fixed,feynman_coulomb,random,20,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.0024145027661385634,0.0021130832732172153,0.07303849007197034,0.09964089905200545,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8888888888888888,0.19245008972987532,2.0865868197547064,0.22613371878013325,0.8426234126091003,0.9128288714115815
KAN_tuned_fixed,feynman_coulomb,raw,20,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.0024143172971283398,0.002113394609704968,0.07304670479303847,0.09963191282736285,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8888888888888888,0.19245008972987532,2.085307796796163,0.2253434792268577,0.843989352385203,0.9110135572622314
KAN_tuned_fixed,feynman_coulomb,rf,20,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.0024185495373482504,0.00209295754693053,0.07765732026503731,0.10815917404333546,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.146373603079054,0.25459733007003305,0.6692049503326416,0.6135576768242064
