model,function,screen_mode,dimension,samples,noise,grid,k,width_hidden,lamb,steps,opt,update_grid,interaction_method,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,effective_dim_mean,screen_contains_all_true_vars_mean,screen_true_var_recall_mean,screen_contains_all_interaction_endpoints_mean,screen_interaction_endpoint_recall_mean,screen_contains_true_interactions_mean,variable_f1_mean,variable_f1_std,variable_auroc_mean,variable_auroc_std,variable_auprc_mean,variable_auprc_std,interaction_f1_mean,interaction_f1_std,true_interaction_score_mean_mean,true_interaction_score_mean_std,max_nontrue_interaction_score_mean,max_nontrue_interaction_score_std
KAN_tuned_fixed,core_interaction,exclude_interaction,100,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.004596149704108636,0.00046604417049170445,6.944238503774007,1.108207247781266,20.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.14433756729740646,0.44748263888888884,0.08945922139787169,0.12000000000000001,0.1385640646055102,0.0,0.0,0.0,0.0,18.124918619791668,5.538555314434841
KAN_tuned_fixed,core_interaction,oracle_support,100,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,2.4864096303645056e-05,1.3610525842450768e-05,7.635430301888846e-05,5.5892639926877025e-05,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1896590391794841,0.020758303442341995,0.07403393586476643,0.053854097572950184
KAN_tuned_fixed,core_interaction,random,100,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.00510666628057758,0.00036690463932916885,6.441908518473308,0.8656879317121251,20.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.16666666666666666,0.2886751345948129,0.5711805555555556,0.11427465920238727,0.2023489278752437,0.27509414080386724,0.0,0.0,0.0,0.0,15.626059532165527,3.8017611211885107
KAN_tuned_fixed,core_interaction,raw,100,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,7.852585341231825e-10,8.873075338226793e-10,1.488763451576233,0.900762186816898,100.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.14433756729740643,0.7213541666666666,0.11502636888207184,0.49177520083008863,0.10303504161028454,0.0,0.0,0.20298950870831808,0.08132325212896341,3.187460740407308,1.6838449565482916
KAN_tuned_fixed,core_interaction,rf,100,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,2.221105084269463e-05,3.2372883958864454e-05,5.268048910996489e-05,7.476989378070541e-05,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1918647289276123,0.011370669070235826,0.05545560270547867,0.028989680890596923
KAN_tuned_fixed,feynman_coulomb,exclude_interaction,100,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.0037267437825600305,0.0010721878097792875,6.523106575012207,1.672806796514938,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39690721649484545,0.0,0.03,0.0,0.0,0.0,0.0,0.0,19.015753428141277,6.318706329387199
KAN_tuned_fixed,feynman_coulomb,oracle_support,100,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.0021391938983773193,0.0016879992301572742,0.07459765924916913,0.0984782076941909,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7777777777777777,0.3849001794597505,2.187146928575304,0.35646688193478765,0.7302221059799194,0.6968881096803112
KAN_tuned_fixed,feynman_coulomb,random,100,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.004673334614684184,0.0006542519890198843,7.5517323811848955,0.14771061925902132,20.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.44558991981672397,0.08432091560329583,0.032839506172839504,0.00491816895976348,0.0,0.0,0.0,0.0,17.85273806254069,1.1787223691480493
KAN_tuned_fixed,feynman_coulomb,raw,100,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,4.493598030711847e-09,5.158075683518048e-09,3.734316031138102,0.5246883739726577,100.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.19245008972987526,0.7857961053837342,0.04070871854276485,0.2828574129489461,0.17307690126619943,0.1111111111111111,0.19245008972987526,0.9858628809452057,0.2172164001195254,2.72965669631958,1.9546607828805402
KAN_tuned_fixed,feynman_coulomb,rf,100,1024,0.0,5,3,8,0.0,50,LBFGS,1,fd,0.0035156559121484556,0.005555177918892441,0.6980544521162907,1.2057999542679891,20.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.19245008972987526,0.9908361970217641,0.01587217234885577,0.8851851851851852,0.19886509272087116,0.7777777777777777,0.3849001794597505,4.140031536420186,3.078518746684417,3.4099205198387303,5.803851045171331
