model,explain_method,seed,function,samples,dimension,noise,variable,score,is_active
KAN,grad,0,core_interaction,1024,100,0.0,0,4.170726299285889,1
KAN,grad,0,core_interaction,1024,100,0.0,1,1.1457464694976807,1
KAN,grad,0,core_interaction,1024,100,0.0,2,0.28794318437576294,1
KAN,grad,0,core_interaction,1024,100,0.0,3,0.17325551807880402,1
KAN,grad,0,core_interaction,1024,100,0.0,4,0.23038816452026367,0
KAN,grad,0,core_interaction,1024,100,0.0,5,0.24658063054084778,0
KAN,grad,0,core_interaction,1024,100,0.0,6,0.4510353207588196,0
KAN,grad,0,core_interaction,1024,100,0.0,7,0.14562734961509705,0
KAN,grad,0,core_interaction,1024,100,0.0,8,0.3118981719017029,0
KAN,grad,0,core_interaction,1024,100,0.0,9,0.2297363132238388,0
KAN,grad,0,core_interaction,1024,100,0.0,10,0.30145263671875,0
KAN,grad,0,core_interaction,1024,100,0.0,11,0.602654218673706,0
KAN,grad,0,core_interaction,1024,100,0.0,12,0.3988257944583893,0
KAN,grad,0,core_interaction,1024,100,0.0,13,0.40290331840515137,0
KAN,grad,0,core_interaction,1024,100,0.0,14,0.4208903908729553,0
KAN,grad,0,core_interaction,1024,100,0.0,15,0.6218327283859253,0
KAN,grad,0,core_interaction,1024,100,0.0,16,0.3986169695854187,0
KAN,grad,0,core_interaction,1024,100,0.0,17,0.33334437012672424,0
KAN,grad,0,core_interaction,1024,100,0.0,18,0.48659151792526245,0
KAN,grad,0,core_interaction,1024,100,0.0,19,0.20978838205337524,0
KAN,grad,0,core_interaction,1024,100,0.0,20,0.6293550133705139,0
KAN,grad,0,core_interaction,1024,100,0.0,21,0.4248151183128357,0
KAN,grad,0,core_interaction,1024,100,0.0,22,0.33751344680786133,0
KAN,grad,0,core_interaction,1024,100,0.0,23,0.37219804525375366,0
KAN,grad,0,core_interaction,1024,100,0.0,24,0.46237486600875854,0
KAN,grad,0,core_interaction,1024,100,0.0,25,1.0833927392959595,0
KAN,grad,0,core_interaction,1024,100,0.0,26,0.3945949077606201,0
KAN,grad,0,core_interaction,1024,100,0.0,27,0.3308948278427124,0
KAN,grad,0,core_interaction,1024,100,0.0,28,0.566291868686676,0
KAN,grad,0,core_interaction,1024,100,0.0,29,0.46316230297088623,0
KAN,grad,0,core_interaction,1024,100,0.0,30,0.361398309469223,0
KAN,grad,0,core_interaction,1024,100,0.0,31,0.4389004409313202,0
KAN,grad,0,core_interaction,1024,100,0.0,32,0.44991883635520935,0
KAN,grad,0,core_interaction,1024,100,0.0,33,0.2461736798286438,0
KAN,grad,0,core_interaction,1024,100,0.0,34,0.3375934362411499,0
KAN,grad,0,core_interaction,1024,100,0.0,35,0.16347336769104004,0
KAN,grad,0,core_interaction,1024,100,0.0,36,0.4216972589492798,0
KAN,grad,0,core_interaction,1024,100,0.0,37,0.44579148292541504,0
KAN,grad,0,core_interaction,1024,100,0.0,38,0.4676194190979004,0
KAN,grad,0,core_interaction,1024,100,0.0,39,0.4318867027759552,0
KAN,grad,0,core_interaction,1024,100,0.0,40,0.12094274163246155,0
KAN,grad,0,core_interaction,1024,100,0.0,41,0.6471318602561951,0
KAN,grad,0,core_interaction,1024,100,0.0,42,0.4303950369358063,0
KAN,grad,0,core_interaction,1024,100,0.0,43,0.2832791805267334,0
KAN,grad,0,core_interaction,1024,100,0.0,44,0.6334695219993591,0
