model,explain_method,seed,function,samples,dimension,noise,variable,score,is_active
KAN,grad,0,core_interaction,1024,100,0.0,0,2.1484158039093018,1
KAN,grad,0,core_interaction,1024,100,0.0,1,0.7625222206115723,1
KAN,grad,0,core_interaction,1024,100,0.0,2,0.25137844681739807,1
KAN,grad,0,core_interaction,1024,100,0.0,3,0.6201931238174438,1
KAN,grad,0,core_interaction,1024,100,0.0,4,0.46393632888793945,0
KAN,grad,0,core_interaction,1024,100,0.0,5,0.3766520917415619,0
KAN,grad,0,core_interaction,1024,100,0.0,6,0.29551053047180176,0
KAN,grad,0,core_interaction,1024,100,0.0,7,0.270295113325119,0
KAN,grad,0,core_interaction,1024,100,0.0,8,0.37815797328948975,0
KAN,grad,0,core_interaction,1024,100,0.0,9,0.42743492126464844,0
KAN,grad,0,core_interaction,1024,100,0.0,10,0.3536957800388336,0
KAN,grad,0,core_interaction,1024,100,0.0,11,0.5368920564651489,0
KAN,grad,0,core_interaction,1024,100,0.0,12,0.2234049290418625,0
KAN,grad,0,core_interaction,1024,100,0.0,13,0.2908427119255066,0
KAN,grad,0,core_interaction,1024,100,0.0,14,0.3400353193283081,0
KAN,grad,0,core_interaction,1024,100,0.0,15,0.3232361376285553,0
KAN,grad,0,core_interaction,1024,100,0.0,16,0.34891435503959656,0
KAN,grad,0,core_interaction,1024,100,0.0,17,0.488918662071228,0
KAN,grad,0,core_interaction,1024,100,0.0,18,0.27982276678085327,0
KAN,grad,0,core_interaction,1024,100,0.0,19,0.5214389562606812,0
KAN,grad,0,core_interaction,1024,100,0.0,20,0.4357485771179199,0
KAN,grad,0,core_interaction,1024,100,0.0,21,0.1295703649520874,0
KAN,grad,0,core_interaction,1024,100,0.0,22,0.45132142305374146,0
KAN,grad,0,core_interaction,1024,100,0.0,23,0.22968387603759766,0
KAN,grad,0,core_interaction,1024,100,0.0,24,0.3700902462005615,0
KAN,grad,0,core_interaction,1024,100,0.0,25,0.1630443036556244,0
KAN,grad,0,core_interaction,1024,100,0.0,26,0.35221561789512634,0
KAN,grad,0,core_interaction,1024,100,0.0,27,0.35048335790634155,0
KAN,grad,0,core_interaction,1024,100,0.0,28,0.34414923191070557,0
KAN,grad,0,core_interaction,1024,100,0.0,29,0.4759772717952728,0
