model,explain_method,seed,function,samples,dimension,noise,variable,score,is_active
KAN,grad,0,core_interaction,1024,100,0.0,0,3.155879020690918,1
KAN,grad,0,core_interaction,1024,100,0.0,1,1.0600446462631226,1
KAN,grad,0,core_interaction,1024,100,0.0,2,0.5822306871414185,1
KAN,grad,0,core_interaction,1024,100,0.0,3,0.49372196197509766,1
KAN,grad,0,core_interaction,1024,100,0.0,4,0.7768043279647827,0
KAN,grad,0,core_interaction,1024,100,0.0,5,0.6622912883758545,0
KAN,grad,0,core_interaction,1024,100,0.0,6,0.9138464331626892,0
KAN,grad,0,core_interaction,1024,100,0.0,7,0.9053158164024353,0
KAN,grad,0,core_interaction,1024,100,0.0,8,0.3434763252735138,0
KAN,grad,0,core_interaction,1024,100,0.0,9,0.7753053903579712,0
KAN,grad,0,core_interaction,1024,100,0.0,10,0.5204083919525146,0
KAN,grad,0,core_interaction,1024,100,0.0,11,0.7128622531890869,0
KAN,grad,0,core_interaction,1024,100,0.0,12,0.28682488203048706,0
KAN,grad,0,core_interaction,1024,100,0.0,13,0.5161470174789429,0
KAN,grad,0,core_interaction,1024,100,0.0,14,0.5699748992919922,0
KAN,grad,0,core_interaction,1024,100,0.0,15,0.6075390577316284,0
KAN,grad,0,core_interaction,1024,100,0.0,16,0.7210279107093811,0
KAN,grad,0,core_interaction,1024,100,0.0,17,1.0422523021697998,0
KAN,grad,0,core_interaction,1024,100,0.0,18,0.8257836103439331,0
KAN,grad,0,core_interaction,1024,100,0.0,19,0.8817003965377808,0
KAN,grad,0,core_interaction,1024,100,0.0,20,0.3727852702140808,0
KAN,grad,0,core_interaction,1024,100,0.0,21,0.43858274817466736,0
KAN,grad,0,core_interaction,1024,100,0.0,22,0.9338451623916626,0
KAN,grad,0,core_interaction,1024,100,0.0,23,0.9009041786193848,0
KAN,grad,0,core_interaction,1024,100,0.0,24,0.8643252849578857,0
KAN,grad,0,core_interaction,1024,100,0.0,25,0.7055745720863342,0
KAN,grad,0,core_interaction,1024,100,0.0,26,0.7119728922843933,0
KAN,grad,0,core_interaction,1024,100,0.0,27,0.3785938620567322,0
KAN,grad,0,core_interaction,1024,100,0.0,28,0.8895266652107239,0
KAN,grad,0,core_interaction,1024,100,0.0,29,0.8636660575866699,0
KAN,grad,0,core_interaction,1024,100,0.0,30,0.7490904331207275,0
KAN,grad,0,core_interaction,1024,100,0.0,31,0.6367462873458862,0
KAN,grad,0,core_interaction,1024,100,0.0,32,0.7307604551315308,0
KAN,grad,0,core_interaction,1024,100,0.0,33,0.4879128932952881,0
KAN,grad,0,core_interaction,1024,100,0.0,34,0.9779402017593384,0
KAN,grad,0,core_interaction,1024,100,0.0,35,0.6374326944351196,0
KAN,grad,0,core_interaction,1024,100,0.0,36,0.6489825248718262,0
KAN,grad,0,core_interaction,1024,100,0.0,37,0.47264403104782104,0
KAN,grad,0,core_interaction,1024,100,0.0,38,0.5061658620834351,0
KAN,grad,0,core_interaction,1024,100,0.0,39,0.5465049743652344,0
KAN,grad,0,core_interaction,1024,100,0.0,40,0.8714849948883057,0
KAN,grad,0,core_interaction,1024,100,0.0,41,0.5825520753860474,0
KAN,grad,0,core_interaction,1024,100,0.0,42,0.6149738430976868,0
KAN,grad,0,core_interaction,1024,100,0.0,43,0.8391016721725464,0
KAN,grad,0,core_interaction,1024,100,0.0,44,0.6582151651382446,0
KAN,grad,0,core_interaction,1024,100,0.0,45,0.4123702049255371,0
KAN,grad,0,core_interaction,1024,100,0.0,46,0.5029126405715942,0
KAN,grad,0,core_interaction,1024,100,0.0,47,0.436539888381958,0
KAN,grad,0,core_interaction,1024,100,0.0,48,0.46317058801651,0
KAN,grad,0,core_interaction,1024,100,0.0,49,0.7761865854263306,0
KAN,grad,0,core_interaction,1024,100,0.0,50,0.6093167066574097,0
KAN,grad,0,core_interaction,1024,100,0.0,51,0.5936802625656128,0
KAN,grad,0,core_interaction,1024,100,0.0,52,0.8261418342590332,0
KAN,grad,0,core_interaction,1024,100,0.0,53,0.4751710891723633,0
KAN,grad,0,core_interaction,1024,100,0.0,54,0.5188882350921631,0
KAN,grad,0,core_interaction,1024,100,0.0,55,0.5316743850708008,0
KAN,grad,0,core_interaction,1024,100,0.0,56,0.5112340450286865,0
KAN,grad,0,core_interaction,1024,100,0.0,57,0.5319373607635498,0
KAN,grad,0,core_interaction,1024,100,0.0,58,0.48566338419914246,0
KAN,grad,0,core_interaction,1024,100,0.0,59,0.6701856851577759,0
KAN,grad,0,core_interaction,1024,100,0.0,60,0.8939257860183716,0
KAN,grad,0,core_interaction,1024,100,0.0,61,0.6554057598114014,0
KAN,grad,0,core_interaction,1024,100,0.0,62,0.5658436417579651,0
KAN,grad,0,core_interaction,1024,100,0.0,63,0.914656400680542,0
KAN,grad,0,core_interaction,1024,100,0.0,64,0.8913007974624634,0
KAN,grad,0,core_interaction,1024,100,0.0,65,0.5938289165496826,0
KAN,grad,0,core_interaction,1024,100,0.0,66,0.8604810237884521,0
KAN,grad,0,core_interaction,1024,100,0.0,67,0.5060689449310303,0
KAN,grad,0,core_interaction,1024,100,0.0,68,0.594368577003479,0
KAN,grad,0,core_interaction,1024,100,0.0,69,0.561927080154419,0
KAN,grad,0,core_interaction,1024,100,0.0,70,0.7929494380950928,0
KAN,grad,0,core_interaction,1024,100,0.0,71,0.7024602890014648,0
KAN,grad,0,core_interaction,1024,100,0.0,72,0.6718810200691223,0
KAN,grad,0,core_interaction,1024,100,0.0,73,0.6968321800231934,0
KAN,grad,0,core_interaction,1024,100,0.0,74,0.4698011875152588,0
KAN,grad,0,core_interaction,1024,100,0.0,75,0.5523817539215088,0
KAN,grad,0,core_interaction,1024,100,0.0,76,0.5576434135437012,0
KAN,grad,0,core_interaction,1024,100,0.0,77,0.9782370924949646,0
KAN,grad,0,core_interaction,1024,100,0.0,78,0.5269080400466919,0
KAN,grad,0,core_interaction,1024,100,0.0,79,1.0172040462493896,0
KAN,grad,0,core_interaction,1024,100,0.0,80,0.7323793172836304,0
KAN,grad,0,core_interaction,1024,100,0.0,81,0.604086697101593,0
KAN,grad,0,core_interaction,1024,100,0.0,82,0.8280981779098511,0
KAN,grad,0,core_interaction,1024,100,0.0,83,0.5805457830429077,0
KAN,grad,0,core_interaction,1024,100,0.0,84,0.36442363262176514,0
KAN,grad,0,core_interaction,1024,100,0.0,85,0.7518442869186401,0
KAN,grad,0,core_interaction,1024,100,0.0,86,0.5132255554199219,0
KAN,grad,0,core_interaction,1024,100,0.0,87,0.8734250068664551,0
KAN,grad,0,core_interaction,1024,100,0.0,88,1.0131253004074097,0
KAN,grad,0,core_interaction,1024,100,0.0,89,0.5190507173538208,0
KAN,grad,0,core_interaction,1024,100,0.0,90,0.5916581153869629,0
KAN,grad,0,core_interaction,1024,100,0.0,91,1.3002055883407593,0
KAN,grad,0,core_interaction,1024,100,0.0,92,0.7093245387077332,0
KAN,grad,0,core_interaction,1024,100,0.0,93,0.669986367225647,0
KAN,grad,0,core_interaction,1024,100,0.0,94,0.2489650845527649,0
KAN,grad,0,core_interaction,1024,100,0.0,95,0.33078181743621826,0
KAN,grad,0,core_interaction,1024,100,0.0,96,0.8339406847953796,0
KAN,grad,0,core_interaction,1024,100,0.0,97,1.0869512557983398,0
KAN,grad,0,core_interaction,1024,100,0.0,98,0.9462314248085022,0
KAN,grad,0,core_interaction,1024,100,0.0,99,0.7012014389038086,0
KAN,perm,0,core_interaction,1024,100,0.0,0,0.24858705699443817,1
KAN,perm,0,core_interaction,1024,100,0.0,1,0.06339224427938461,1
KAN,perm,0,core_interaction,1024,100,0.0,2,0.0651753768324852,1
KAN,perm,0,core_interaction,1024,100,0.0,3,0.03861634060740471,1
KAN,perm,0,core_interaction,1024,100,0.0,4,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,5,0.05636684224009514,0
KAN,perm,0,core_interaction,1024,100,0.0,6,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,7,0.025950193405151367,0
KAN,perm,0,core_interaction,1024,100,0.0,8,0.012581984512507915,0
KAN,perm,0,core_interaction,1024,100,0.0,9,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,10,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,11,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,12,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,13,0.021821578964591026,0
KAN,perm,0,core_interaction,1024,100,0.0,14,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,15,0.06806373596191406,0
KAN,perm,0,core_interaction,1024,100,0.0,16,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,17,0.06546187400817871,0
KAN,perm,0,core_interaction,1024,100,0.0,18,0.02999114990234375,0
KAN,perm,0,core_interaction,1024,100,0.0,19,0.01599152944982052,0
KAN,perm,0,core_interaction,1024,100,0.0,20,0.011823018081486225,0
KAN,perm,0,core_interaction,1024,100,0.0,21,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,22,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,23,0.07313624769449234,0
KAN,perm,0,core_interaction,1024,100,0.0,24,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,25,0.023747602477669716,0
KAN,perm,0,core_interaction,1024,100,0.0,26,0.04695041850209236,0
KAN,perm,0,core_interaction,1024,100,0.0,27,0.04676898196339607,0
KAN,perm,0,core_interaction,1024,100,0.0,28,0.07006565481424332,0
KAN,perm,0,core_interaction,1024,100,0.0,29,0.015141725540161133,0
KAN,perm,0,core_interaction,1024,100,0.0,30,0.08944559097290039,0
KAN,perm,0,core_interaction,1024,100,0.0,31,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,32,0.013827800750732422,0
KAN,perm,0,core_interaction,1024,100,0.0,33,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,34,0.05531764030456543,0
KAN,perm,0,core_interaction,1024,100,0.0,35,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,36,0.03731584548950195,0
KAN,perm,0,core_interaction,1024,100,0.0,37,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,38,0.010057290084660053,0
KAN,perm,0,core_interaction,1024,100,0.0,39,0.005469242576509714,0
KAN,perm,0,core_interaction,1024,100,0.0,40,0.07188669592142105,0
KAN,perm,0,core_interaction,1024,100,0.0,41,0.0,0
KAN,perm,0,core_interaction,1024,100,0.0,42,0.036881446838378906,0
KAN,perm,0,core_interaction,1024,100,0.0,43,0.0,0
