model,explain_method,seed,function,samples,dimension,noise,variable,score,is_active
KAN,grad,0,core_interaction,1024,100,0.0,0,1.9281768798828125,1
KAN,grad,0,core_interaction,1024,100,0.0,1,0.8857875466346741,1
KAN,grad,0,core_interaction,1024,100,0.0,2,0.5237119197845459,1
KAN,grad,0,core_interaction,1024,100,0.0,3,0.4581035077571869,1
KAN,grad,0,core_interaction,1024,100,0.0,4,0.684670090675354,0
KAN,grad,0,core_interaction,1024,100,0.0,5,0.586732029914856,0
KAN,grad,0,core_interaction,1024,100,0.0,6,0.6363675594329834,0
KAN,grad,0,core_interaction,1024,100,0.0,7,0.7254317998886108,0
KAN,grad,0,core_interaction,1024,100,0.0,8,0.3180311322212219,0
KAN,grad,0,core_interaction,1024,100,0.0,9,0.5188279151916504,0
KAN,grad,0,core_interaction,1024,100,0.0,10,0.6364189982414246,0
KAN,grad,0,core_interaction,1024,100,0.0,11,0.6209651827812195,0
KAN,grad,0,core_interaction,1024,100,0.0,12,0.2741973102092743,0
KAN,grad,0,core_interaction,1024,100,0.0,13,0.440426766872406,0
KAN,grad,0,core_interaction,1024,100,0.0,14,0.488836407661438,0
KAN,grad,0,core_interaction,1024,100,0.0,15,0.5040276050567627,0
KAN,grad,0,core_interaction,1024,100,0.0,16,0.5161874294281006,0
KAN,grad,0,core_interaction,1024,100,0.0,17,0.6985632181167603,0
KAN,grad,0,core_interaction,1024,100,0.0,18,0.6176855564117432,0
KAN,grad,0,core_interaction,1024,100,0.0,19,0.6288089752197266,0
KAN,grad,0,core_interaction,1024,100,0.0,20,0.354118287563324,0
KAN,grad,0,core_interaction,1024,100,0.0,21,0.5041720867156982,0
KAN,grad,0,core_interaction,1024,100,0.0,22,0.7414247989654541,0
KAN,grad,0,core_interaction,1024,100,0.0,23,0.7285568714141846,0
KAN,grad,0,core_interaction,1024,100,0.0,24,0.7692289352416992,0
KAN,grad,0,core_interaction,1024,100,0.0,25,0.6260936260223389,0
KAN,grad,0,core_interaction,1024,100,0.0,26,0.49229493737220764,0
KAN,grad,0,core_interaction,1024,100,0.0,27,0.2964785099029541,0
KAN,grad,0,core_interaction,1024,100,0.0,28,0.6590484380722046,0
KAN,grad,0,core_interaction,1024,100,0.0,29,0.7022236585617065,0
KAN,grad,0,core_interaction,1024,100,0.0,30,0.6244246959686279,0
KAN,grad,0,core_interaction,1024,100,0.0,31,0.6074557304382324,0
KAN,grad,0,core_interaction,1024,100,0.0,32,0.6479563117027283,0
KAN,grad,0,core_interaction,1024,100,0.0,33,0.3530082702636719,0
KAN,grad,0,core_interaction,1024,100,0.0,34,0.614945650100708,0
KAN,grad,0,core_interaction,1024,100,0.0,35,0.5591343641281128,0
KAN,grad,0,core_interaction,1024,100,0.0,36,0.5953893661499023,0
KAN,grad,0,core_interaction,1024,100,0.0,37,0.3332228660583496,0
KAN,grad,0,core_interaction,1024,100,0.0,38,0.39745205640792847,0
KAN,grad,0,core_interaction,1024,100,0.0,39,0.4058082401752472,0
KAN,grad,0,core_interaction,1024,100,0.0,40,0.7428932189941406,0
KAN,grad,0,core_interaction,1024,100,0.0,41,0.4648398160934448,0
KAN,grad,0,core_interaction,1024,100,0.0,42,0.5801669955253601,0
KAN,grad,0,core_interaction,1024,100,0.0,43,0.6603347063064575,0
KAN,grad,0,core_interaction,1024,100,0.0,44,0.6945316791534424,0
KAN,grad,0,core_interaction,1024,100,0.0,45,0.3849765956401825,0
KAN,grad,0,core_interaction,1024,100,0.0,46,0.5195540189743042,0
KAN,grad,0,core_interaction,1024,100,0.0,47,0.4116925299167633,0
KAN,grad,0,core_interaction,1024,100,0.0,48,0.3399820923805237,0
KAN,grad,0,core_interaction,1024,100,0.0,49,0.8017541170120239,0
KAN,grad,0,core_interaction,1024,100,0.0,50,0.41675418615341187,0
