function,seed,mc_rep,samples,test_samples,dimension,noise,update_grid,width_hidden,grid,lamb,steps,anova_points,anova_background,candidate_pairs,train_mse,test_mse,train_runtime_sec,score_runtime_sec,true_pair_score,max_false_pair_score,true_minus_max_false,true_pair_rank,true_pair_rank1,top_pair,top_pair_score
core_interaction_c025,0,0,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0003689621516969055,0.001055505475960672,16.8190279006958,42.519304513931274,0.0965984296053648,0.007381299277767539,0.08921713032759726,1,1,"(2, 3)",0.0965984296053648
core_interaction_c025,0,1,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0003689621516969055,0.001055505475960672,16.8190279006958,42.384169816970825,0.10100618377327919,0.005199763923883438,0.09580641984939575,1,1,"(2, 3)",0.10100618377327919
core_interaction_c025,0,2,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0003689621516969055,0.001055505475960672,16.8190279006958,42.392027854919434,0.07341648545116186,0.006041215732693672,0.06737526971846819,1,1,"(2, 3)",0.07341648545116186
core_interaction_c025,0,3,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0003689621516969055,0.001055505475960672,16.8190279006958,42.407734632492065,0.062259633326902986,0.003474742639809847,0.05878489068709314,1,1,"(2, 3)",0.062259633326902986
core_interaction_c025,0,4,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0003689621516969055,0.001055505475960672,16.8190279006958,42.3922655582428,0.08924982603639364,0.0059013981372118,0.08334842789918184,1,1,"(2, 3)",0.08924982603639364
core_interaction_c025,0,5,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0003689621516969055,0.001055505475960672,16.8190279006958,42.391828775405884,0.08972187247127295,0.0032004984095692635,0.08652137406170368,1,1,"(2, 3)",0.08972187247127295
core_interaction_c025,0,6,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0003689621516969055,0.001055505475960672,16.8190279006958,42.37059831619263,0.09504280239343643,0.006187339313328266,0.08885546308010817,1,1,"(2, 3)",0.09504280239343643
core_interaction_c025,0,7,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0003689621516969055,0.001055505475960672,16.8190279006958,42.39534068107605,0.10528846457600594,0.00859922543168068,0.09668923914432526,1,1,"(2, 3)",0.10528846457600594
core_interaction_c025,0,8,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0003689621516969055,0.001055505475960672,16.8190279006958,42.36727952957153,0.11408717418089509,0.004137659911066294,0.1099495142698288,1,1,"(2, 3)",0.11408717418089509
core_interaction_c025,0,9,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.0003689621516969055,0.001055505475960672,16.8190279006958,42.430505990982056,0.06487865000963211,0.006254876032471657,0.058623773977160454,1,1,"(2, 3)",0.06487865000963211
core_interaction_c025,1,0,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00020132440840825438,0.0005728771793656051,18.317022800445557,61.81973052024841,0.0803205594420433,0.005366316065192223,0.07495424337685108,1,1,"(2, 3)",0.0803205594420433
core_interaction_c025,1,1,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00020132440840825438,0.0005728771793656051,18.317022800445557,61.93544101715088,0.07706613931804895,0.004616036079823971,0.07245010323822498,1,1,"(2, 3)",0.07706613931804895
core_interaction_c025,1,2,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00020132440840825438,0.0005728771793656051,18.317022800445557,61.83793783187866,0.09589998610317707,0.0041006989777088165,0.09179928712546825,1,1,"(2, 3)",0.09589998610317707
core_interaction_c025,1,3,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00020132440840825438,0.0005728771793656051,18.317022800445557,61.85298228263855,0.07968212384730577,0.0030021928250789642,0.07667993102222681,1,1,"(2, 3)",0.07968212384730577
core_interaction_c025,1,4,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00020132440840825438,0.0005728771793656051,18.317022800445557,61.89053654670715,0.1196710430085659,0.0027546416968107224,0.11691640131175518,1,1,"(2, 3)",0.1196710430085659
core_interaction_c025,1,5,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00020132440840825438,0.0005728771793656051,18.317022800445557,61.88502526283264,0.0819239099510014,0.0057837278582155704,0.07614018209278584,1,1,"(2, 3)",0.0819239099510014
core_interaction_c025,1,6,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00020132440840825438,0.0005728771793656051,18.317022800445557,61.89062285423279,0.08045486779883504,0.0050396970473229885,0.07541517075151205,1,1,"(2, 3)",0.08045486779883504
core_interaction_c025,1,7,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00020132440840825438,0.0005728771793656051,18.317022800445557,61.901599407196045,0.06911366153508425,0.004187224432826042,0.0649264371022582,1,1,"(2, 3)",0.06911366153508425
core_interaction_c025,1,8,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00020132440840825438,0.0005728771793656051,18.317022800445557,61.90492916107178,0.08753137663006783,0.0032308166846632957,0.08430055994540453,1,1,"(2, 3)",0.08753137663006783
core_interaction_c025,1,9,768,2048,100,0.0,0,16,5,0.001,75,16,16,4950,0.00020132440840825438,0.0005728771793656051,18.317022800445557,61.901248931884766,0.09142018761485815,0.00397773552685976,0.08744245208799839,1,1,"(2, 3)",0.09142018761485815
