function,samples,dimension,noise,nuisance_correlation,n_correlated_proxies,width_hidden,grid,k,lamb,probe_steps,method,top_m,heldout_seed,num_probe_rows,selected_screen_features,top_selection_variables,top_edge_pairs,effective_dim,screen_contains_all_true_vars,screen_true_var_recall,screen_contains_all_interaction_endpoints,screen_interaction_endpoint_recall,screen_contains_true_interactions,true_endpoint_rank_mean,true_endpoint_rank_worst,true_endpoint_score_mean,max_nuisance_score,endpoint_minus_max_nuisance
core_interaction_c025,1024,100,0.1,0.0,0,16,5,3,0.001,75,grad_stability_var,4,all,30,"[0, 1, 3, 2]","[0, 1, 3, 2, 75, 77, 73, 76, 47, 99, 49, 35]","[[0, 1, 1.0], [0, 2, 0.11508788057420048], [0, 75, 0.10809982261793641], [0, 39, 0.09466788821762892], [0, 47, 0.08529225090239648], [0, 3, 0.08440644116807988], [0, 27, 0.08403125692881733], [0, 16, 0.08193967999042798], [0, 15, 0.08025491924232457], [0, 33, 0.07953142819980655]]",4,1,1.0,1,1.0,1,3.5,4.0,0.026167015546332363,0.014298303639006686,0.011868711907325677
core_interaction_c025,1024,100,0.1,0.0,0,16,5,3,0.001,75,grad_stability_var,6,all,30,"[0, 1, 3, 2, 75, 77]","[0, 1, 3, 2, 75, 77, 73, 76, 47, 99, 49, 35]","[[0, 1, 1.0], [0, 2, 0.11508788057420048], [0, 75, 0.10809982261793641], [0, 39, 0.09466788821762892], [0, 47, 0.08529225090239648], [0, 3, 0.08440644116807988], [0, 27, 0.08403125692881733], [0, 16, 0.08193967999042798], [0, 15, 0.08025491924232457], [0, 33, 0.07953142819980655]]",6,1,1.0,1,1.0,1,3.5,4.0,0.026167015546332363,0.014298303639006686,0.011868711907325677
core_interaction_c025,1024,100,0.1,0.0,0,16,5,3,0.001,75,grad_stability_var,10,all,30,"[0, 1, 3, 2, 75, 77, 73, 76, 47, 99]","[0, 1, 3, 2, 75, 77, 73, 76, 47, 99, 49, 35]","[[0, 1, 1.0], [0, 2, 0.11508788057420048], [0, 75, 0.10809982261793641], [0, 39, 0.09466788821762892], [0, 47, 0.08529225090239648], [0, 3, 0.08440644116807988], [0, 27, 0.08403125692881733], [0, 16, 0.08193967999042798], [0, 15, 0.08025491924232457], [0, 33, 0.07953142819980655]]",10,1,1.0,1,1.0,1,3.5,4.0,0.026167015546332363,0.014298303639006686,0.011868711907325677
core_interaction_c025,1024,100,0.1,0.0,0,16,5,3,0.001,75,grad_stability_var,20,all,30,"[0, 1, 3, 2, 75, 77, 73, 76, 47, 99, 49, 35, 25, 67, 78, 16, 28, 12, 94, 26]","[0, 1, 3, 2, 75, 77, 73, 76, 47, 99, 49, 35]","[[0, 1, 1.0], [0, 2, 0.11508788057420048], [0, 75, 0.10809982261793641], [0, 39, 0.09466788821762892], [0, 47, 0.08529225090239648], [0, 3, 0.08440644116807988], [0, 27, 0.08403125692881733], [0, 16, 0.08193967999042798], [0, 15, 0.08025491924232457], [0, 33, 0.07953142819980655]]",20,1,1.0,1,1.0,1,3.5,4.0,0.026167015546332363,0.014298303639006686,0.011868711907325677
core_interaction_c025,1024,100,0.1,0.0,0,16,5,3,0.001,75,feature_stability_var,4,all,30,"[0, 1, 3, 2]","[0, 1, 3, 2, 75, 19, 76, 47, 77, 49, 67, 28]","[[0, 1, 1.0], [0, 2, 0.11508788057420048], [0, 75, 0.10809982261793641], [0, 39, 0.09466788821762892], [0, 47, 0.08529225090239648], [0, 3, 0.08440644116807988], [0, 27, 0.08403125692881733], [0, 16, 0.08193967999042798], [0, 15, 0.08025491924232457], [0, 33, 0.07953142819980655]]",4,1,1.0,1,1.0,1,3.5,4.0,0.09124917804492441,0.022935540885399997,0.06831363715952442
core_interaction_c025,1024,100,0.1,0.0,0,16,5,3,0.001,75,feature_stability_var,6,all,30,"[0, 1, 3, 2, 75, 19]","[0, 1, 3, 2, 75, 19, 76, 47, 77, 49, 67, 28]","[[0, 1, 1.0], [0, 2, 0.11508788057420048], [0, 75, 0.10809982261793641], [0, 39, 0.09466788821762892], [0, 47, 0.08529225090239648], [0, 3, 0.08440644116807988], [0, 27, 0.08403125692881733], [0, 16, 0.08193967999042798], [0, 15, 0.08025491924232457], [0, 33, 0.07953142819980655]]",6,1,1.0,1,1.0,1,3.5,4.0,0.09124917804492441,0.022935540885399997,0.06831363715952442
core_interaction_c025,1024,100,0.1,0.0,0,16,5,3,0.001,75,feature_stability_var,10,all,30,"[0, 1, 3, 2, 75, 19, 76, 47, 77, 49]","[0, 1, 3, 2, 75, 19, 76, 47, 77, 49, 67, 28]","[[0, 1, 1.0], [0, 2, 0.11508788057420048], [0, 75, 0.10809982261793641], [0, 39, 0.09466788821762892], [0, 47, 0.08529225090239648], [0, 3, 0.08440644116807988], [0, 27, 0.08403125692881733], [0, 16, 0.08193967999042798], [0, 15, 0.08025491924232457], [0, 33, 0.07953142819980655]]",10,1,1.0,1,1.0,1,3.5,4.0,0.09124917804492441,0.022935540885399997,0.06831363715952442
core_interaction_c025,1024,100,0.1,0.0,0,16,5,3,0.001,75,feature_stability_var,20,all,30,"[0, 1, 3, 2, 75, 19, 76, 47, 77, 49, 67, 28, 39, 35, 59, 26, 73, 42, 78, 30]","[0, 1, 3, 2, 75, 19, 76, 47, 77, 49, 67, 28]","[[0, 1, 1.0], [0, 2, 0.11508788057420048], [0, 75, 0.10809982261793641], [0, 39, 0.09466788821762892], [0, 47, 0.08529225090239648], [0, 3, 0.08440644116807988], [0, 27, 0.08403125692881733], [0, 16, 0.08193967999042798], [0, 15, 0.08025491924232457], [0, 33, 0.07953142819980655]]",20,1,1.0,1,1.0,1,3.5,4.0,0.09124917804492441,0.022935540885399997,0.06831363715952442
core_interaction_c025,1024,100,0.1,0.0,0,16,5,3,0.001,75,edge_stability_var,4,all,30,"[0, 1, 2, 3]","[0, 1, 2, 3, 75, 76, 26, 47, 42, 15, 67, 35]","[[0, 1, 1.0], [0, 2, 0.11508788057420048], [0, 75, 0.10809982261793641], [0, 39, 0.09466788821762892], [0, 47, 0.08529225090239648], [0, 3, 0.08440644116807988], [0, 27, 0.08403125692881733], [0, 16, 0.08193967999042798], [0, 15, 0.08025491924232457], [0, 33, 0.07953142819980655]]",4,1,1.0,1,1.0,1,3.5,4.0,0.037450548212807404,0.013437136764698555,0.024013411448108847
core_interaction_c025,1024,100,0.1,0.0,0,16,5,3,0.001,75,edge_stability_var,6,all,30,"[0, 1, 2, 3, 75, 76]","[0, 1, 2, 3, 75, 76, 26, 47, 42, 15, 67, 35]","[[0, 1, 1.0], [0, 2, 0.11508788057420048], [0, 75, 0.10809982261793641], [0, 39, 0.09466788821762892], [0, 47, 0.08529225090239648], [0, 3, 0.08440644116807988], [0, 27, 0.08403125692881733], [0, 16, 0.08193967999042798], [0, 15, 0.08025491924232457], [0, 33, 0.07953142819980655]]",6,1,1.0,1,1.0,1,3.5,4.0,0.037450548212807404,0.013437136764698555,0.024013411448108847
