function,interaction_strength,screen_mode,dimension,samples,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,effective_dim_mean,screen_contains_all_true_vars_mean,screen_true_var_recall_mean,screen_contains_all_interaction_endpoints_mean,screen_interaction_endpoint_recall_mean,screen_contains_true_interactions_mean,explain_contains_all_interaction_endpoints_mean,explain_interaction_endpoint_recall_mean,selected_interaction_endpoint_recall_mean,selected_interaction_contains_all_endpoints_mean,variable_f1_mean,variable_f1_std,variable_auroc_mean,variable_auroc_std,variable_auprc_mean,variable_auprc_std,interaction_f1_mean,interaction_f1_std,true_interaction_score_mean_mean,true_interaction_score_mean_std,max_nontrue_interaction_score_mean,max_nontrue_interaction_score_std,true_interaction_mean_score_margin_mean,true_interaction_mean_score_margin_std,true_interaction_beats_all_false_mean,num_runs
core_interaction_c01,0.1,exclude_interaction,100,512,0.10087797343730924,0.036483019901857615,2.385302412509918,1.1598315319002097,4.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11180339887498948,0.5059895833333333,0.05997786502147873,0.088,0.10733126291998991,0.0,0.0,0.0,0.0,109.75474700927734,31.563786521437954,-109.75474700927734,31.563786521437954,0.0,5
core_interaction_c01,0.1,oracle_support,100,512,0.0016773688839747999,0.0007488393109441719,0.00192292485153296,0.000834162051663871,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0182267101947218,0.03809742797149728,0.5983580768108367,0.24401887840555486,-0.580131366616115,0.24447030905327224,0.0,5
core_interaction_c01,0.1,random,100,512,0.11316138654947279,0.02997832177139445,2.544584906101227,1.260204169168412,4.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11180339887498948,0.5059895833333333,0.05997786502147873,0.088,0.10733126291998991,0.0,0.0,0.0,0.0,129.902010345459,81.27071799878046,-129.902010345459,81.27071799878046,0.0,5
core_interaction_c01,0.1,raw,100,512,0.00047729328507554,5.7796829002851494e-05,0.00447490112856026,0.0011269382720197358,100.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6921875,0.10430329581255379,0.532151129278674,0.0164118987341285,0.0,0.0,0.0014876059023662999,0.0002936762417228623,0.6191526412963867,0.23646241004449076,-0.6176650353940204,0.23659138819920567,0.0,5
core_interaction_c01,0.1,rf,100,512,0.0018958743661641603,0.0001468807569419069,0.0022633858025073597,0.00014298335707725216,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.7447916666666666,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.5933924786746502,0.4079043894110091,-0.5933924786746502,0.4079043894110091,0.0,5
core_interaction_c01,0.1,ss_kan_pair,100,512,0.0019335930235683918,0.00017754631812861964,0.0022706222720444203,0.00019400896397739855,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.7447916666666666,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.5206197187304497,0.4664000933568471,-0.5206197187304497,0.4664000933568471,0.0,5
core_interaction_c01,0.1,ss_kan_variable,100,512,0.001919223926961422,0.00017522261705513572,0.002281101234257221,0.0001878767467725203,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.7447916666666666,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.5448133990168571,0.48273449969393184,-0.5448133990168571,0.48273449969393184,0.0,5
core_interaction_c025,0.25,exclude_interaction,100,512,0.11914172321557995,0.04032977373417006,2.3878945231437685,1.2045194282874707,4.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11180339887498948,0.5059895833333333,0.05997786502147873,0.088,0.10733126291998991,0.0,0.0,0.0,0.0,113.47885284423828,54.96432776218929,-113.47885284423828,54.96432776218929,0.0,5
core_interaction_c025,0.25,oracle_support,100,512,0.00026743504567998,9.010242222539955e-05,0.00031796726398166,0.00010862431582789814,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,1.0,0.0,1.0,0.0,1.0,0.0,0.6,0.5477225575051661,0.277157187461853,0.01468267371456073,0.3060582667589188,0.1945346243505265,-0.02890107929706572,0.18982296232268184,0.6,5
core_interaction_c025,0.25,random,100,512,0.1232427209615707,0.053336002701814815,2.352176880836487,1.1785805606420936,4.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11180339887498948,0.5059895833333333,0.05997786502147873,0.088,0.10733126291998991,0.0,0.0,0.0,0.0,145.38865661621094,59.07615111141674,-145.38865661621094,59.07615111141674,0.0,5
core_interaction_c025,0.25,raw,100,512,0.00054449817980636,0.0001481907773107501,0.03650783188641066,0.00565681879421826,100.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.7005208333333333,0.10603788058074129,0.5342594635140274,0.016510227525200795,0.0,0.0,0.00294495839625592,0.0012642557123943414,1.1498278498649597,0.4929283353118718,-1.1468828914687037,0.49368275978302123,0.0,5
core_interaction_c025,0.25,rf,100,512,0.01080586779862636,0.0007091940618294196,0.01340425871312612,0.0007010645613352703,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.7447916666666666,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.8233126699924469,0.5371010394401803,-0.8233126699924469,0.5371010394401803,0.0,5
core_interaction_c025,0.25,ss_kan_pair,100,512,0.010295266471803188,0.0009981854925836073,0.013355814479291439,0.0007704107961107403,4.0,0.0,0.75,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.75,0.0,0.87265625,0.001426360826836327,0.735,0.03423265984407287,0.0,0.0,0.0,0.0,0.9812837183475495,0.5229596253745002,-0.9812837183475495,0.5229596253745002,0.0,5
core_interaction_c025,0.25,ss_kan_variable,100,512,0.010732915438711643,0.0005490556331836881,0.013060064427554608,0.0005522844166707654,4.0,0.0,0.75,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.75,0.0,0.8731770833333334,0.0011646187382811347,0.7474999999999999,0.02795084971874736,0.0,0.0,0.0,0.0,0.6752029061317444,0.3358230749882987,-0.6752029061317444,0.3358230749882987,0.0,5
