function,samples,dimension,workflow,threshold,runs,mean_full_mse,median_full_mse,mean_pruned_mse,median_pruned_mse,median_support_size,mean_support_size,contains_all_true_vars,endpoint_contains,mean_endpoint_recall,symbolic_formula_ok,errors
core_interaction_c025,512,100,prune,0.01,30,0.021957989518220224,0.02918343711644411,1.0814086170246204,0.37188901007175446,100.0,100.0,30,30,1.0,30,0
core_interaction_c025,512,100,prune,0.03,30,0.021957989518220224,0.02918343711644411,0.9344647268454234,0.34976518154144287,100.0,100.0,30,30,1.0,30,0
core_interaction_c025,512,100,prune,0.05,30,0.021957989518220224,0.02918343711644411,1.0100276115039983,0.3137720227241516,100.0,100.0,30,30,1.0,30,0
core_interaction_c025,512,100,prune,0.1,30,0.021957989518220224,0.02918343711644411,0.6853503288080295,0.2090679109096527,100.0,100.0,30,30,1.0,30,0
core_interaction_c025,512,100,prune_input,0.01,30,0.021957989518220224,0.02918343711644411,0.04002307583577931,0.03466547653079033,60.0,46.2,21,21,0.8166666666666667,30,0
core_interaction_c025,512,100,prune_input,0.03,30,0.021957989518220224,0.02918343711644411,0.8958108641207219,0.3539407402276993,3.5,3.2666666666666666,9,9,0.31666666666666665,30,0
core_interaction_c025,512,100,prune_input,0.05,30,0.021957989518220224,0.02918343711644411,0.8794681607435147,0.3539407402276993,2.0,2.6,9,9,0.3,30,0
core_interaction_c025,512,100,prune_input,0.1,30,0.021957989518220224,0.02918343711644411,0.8798809612790743,0.3539407402276993,2.0,2.533333333333333,7,7,0.26666666666666666,30,0
