function,dimension,noise,row_type,target,variable,hidden,pair,is_true_active,is_true_interaction,baseline_mse_mean,baseline_mse_std,baseline_mse_min,baseline_mse_max,ablated_mse_mean,ablated_mse_std,ablated_mse_min,ablated_mse_max,delta_mse_mean,delta_mse_std,delta_mse_min,delta_mse_max,synergy_mean,synergy_std,synergy_min,synergy_max
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x1,x5->h5",,5,"(1, 5)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9291005531946819,0.16782190645241044,1.7918602228164673,2.1162028312683105,9.139378865559895e-05,0.0045945224016201,-0.004770159721374512,0.004361629486083984,0.004874587059020996,0.004927719230723824,-3.0994415283203125e-06,0.009850859642028809
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x1,x5->h6",,6,"(1, 5)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9212270577748616,0.13806723646499836,1.8097050189971924,2.075652599334717,-0.007782101631164551,0.02548462016218507,-0.036188602447509766,0.013074636459350586,-3.8941701253255206e-06,0.0015480522257791988,-0.001552581787109375,0.0015435218811035156
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x1,x5->h7",,7,"(1, 5)",,0,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9211151997248332,0.16798555813233249,1.7933237552642822,2.1113879680633545,-0.007893959681193033,0.010513852995346478,-0.01992201805114746,-0.0004532337188720703,0.005937854448954265,0.005098851464018456,0.00015878677368164062,0.009802103042602539
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x2,x3->h0",,0,"(2, 3)",,1,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9279310305913289,0.16411518056182914,1.7989505529403687,2.1126577854156494,-0.0010781288146972656,0.004645123535511063,-0.006371140480041504,0.0023201704025268555,-0.0007325410842895508,0.0009109035487662191,-0.0017719268798828125,-7.319450378417969e-05
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x2,x3->h1",,1,"(2, 3)",,1,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9279278914133708,0.16228906783514765,1.7962052822113037,2.1092214584350586,-0.0010812679926554363,0.0013371479498360686,-0.0026197433471679688,-0.0001989603042602539,0.00022113323211669922,0.00024849510242098234,-3.933906555175781e-06,0.0004878044128417969
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x2,x3->h2",,2,"(2, 3)",,1,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9332026243209839,0.15800548675224563,1.8111411333084106,2.11167049407959,0.004193464914957683,0.008970282807336829,-0.001759648323059082,0.014510750770568848,0.00024251143137613931,0.00025244548880069557,-6.198883056640625e-06,0.0004985332489013672
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x2,x3->h3",,3,"(2, 3)",,1,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.929818828900655,0.16777546194146473,1.7943434715270996,2.1174874305725098,0.0008096694946289062,0.004243149940625459,-0.0022869110107421875,0.005646228790283203,0.0019265015920003254,0.00403464390008133,-0.0008258819580078125,0.006557941436767578
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x2,x3->h4",,4,"(2, 3)",,1,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.927646279335022,0.162511859549968,1.7954915761947632,2.1090989112854004,-0.0013628800710042317,0.00128214372125724,-0.002742290496826172,-0.00020754337310791016,-9.294350941975911e-05,0.0001126268733815642,-0.00021564960479736328,5.7220458984375e-06
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x2,x3->h5",,5,"(2, 3)",,1,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.925707737604777,0.16852773170648813,1.7851684093475342,2.1125454902648926,-0.003301421801249186,0.007067638164942915,-0.011461973190307617,0.000853419303894043,-4.696846008300781e-05,0.00010211081133445876,-0.00016307830810546875,2.8848648071289062e-05
correlated_proxy,100,0.05,shared_hidden_pair_edges,"x2,x3->h6",,6,"(2, 3)",,1,1.9290091594060261,0.16355003559307413,1.7966303825378418,2.1118412017822266,1.9261123339335124,0.18192797468420782,1.7767999172210693,2.12874174118042,-0.0028968254725138345,0.01853219813225191,-0.01983046531677246,0.01690053939819336,-0.0011882384618123372,0.0014561783483642294,-0.002865314483642578,-0.0002447366714477539
