Using device=cuda
[RUN] function=core_interaction_c05 screen=raw seed=0
checkpoint directory created: ./model
saving model version 0.0

description:   0%|                                                           | 0/50 [00:00<?, ?it/s]
| train_loss: 8.06e-02 | test_loss: 1.17e+00 | reg: 4.89e+01 | :   0%|       | 0/50 [00:01<?, ?it/s]
| train_loss: 8.06e-02 | test_loss: 1.17e+00 | reg: 4.89e+01 | :   2%| | 1/50 [00:01<01:02,  1.28s/i
| train_loss: 3.53e-02 | test_loss: 1.15e+00 | reg: 4.26e+01 | :   2%| | 1/50 [00:01<01:02,  1.28s/i
| train_loss: 3.53e-02 | test_loss: 1.15e+00 | reg: 4.26e+01 | :   4%| | 2/50 [00:01<00:30,  1.57it/
| train_loss: 2.92e-02 | test_loss: 1.10e+00 | reg: 3.53e+01 | :   4%| | 2/50 [00:01<00:30,  1.57it/
| train_loss: 2.92e-02 | test_loss: 1.10e+00 | reg: 3.53e+01 | :   6%| | 3/50 [00:01<00:20,  2.34it/
| train_loss: 2.13e-02 | test_loss: 1.06e+00 | reg: 2.89e+01 | :   6%| | 3/50 [00:01<00:20,  2.34it/
| train_loss: 2.13e-02 | test_loss: 1.06e+00 | reg: 2.89e+01 | :   8%| | 4/50 [00:01<00:15,  2.98it/
| train_loss: 1.30e-02 | test_loss: 1.00e+00 | reg: 2.49e+01 | :   8%| | 4/50 [00:02<00:15,  2.98it/
| train_loss: 1.30e-02 | test_loss: 1.00e+00 | reg: 2.49e+01 | :  10%| | 5/50 [00:02<00:13,  3.40it/
| train_loss: 1.11e-02 | test_loss: 9.57e-01 | reg: 2.19e+01 | :  10%| | 5/50 [00:02<00:13,  3.40it/
| train_loss: 1.11e-02 | test_loss: 9.57e-01 | reg: 2.19e+01 | :  12%| | 6/50 [00:02<00:12,  3.53it/
| train_loss: 9.82e-03 | test_loss: 8.80e-01 | reg: 1.94e+01 | :  12%| | 6/50 [00:02<00:12,  3.53it/
| train_loss: 9.82e-03 | test_loss: 8.80e-01 | reg: 1.94e+01 | :  14%|▏| 7/50 [00:02<00:11,  3.76it/
| train_loss: 1.06e-02 | test_loss: 8.08e-01 | reg: 1.76e+01 | :  14%|▏| 7/50 [00:02<00:11,  3.76it/
| train_loss: 1.06e-02 | test_loss: 8.08e-01 | reg: 1.76e+01 | :  16%|▏| 8/50 [00:02<00:10,  4.01it/
| train_loss: 7.75e-03 | test_loss: 7.29e-01 | reg: 1.59e+01 | :  16%|▏| 8/50 [00:02<00:10,  4.01it/
| train_loss: 7.75e-03 | test_loss: 7.29e-01 | reg: 1.59e+01 | :  18%|▏| 9/50 [00:02<00:09,  4.44it/
| train_loss: 6.59e-03 | test_loss: 6.78e-01 | reg: 1.46e+01 | :  18%|▏| 9/50 [00:03<00:09,  4.44it/
| train_loss: 6.59e-03 | test_loss: 6.78e-01 | reg: 1.46e+01 | :  20%|▏| 10/50 [00:03<00:08,  4.56it
| train_loss: 7.68e-03 | test_loss: 6.00e-01 | reg: 1.38e+01 | :  20%|▏| 10/50 [00:03<00:08,  4.56it
| train_loss: 7.68e-03 | test_loss: 6.00e-01 | reg: 1.38e+01 | :  22%|▏| 11/50 [00:03<00:08,  4.65it
| train_loss: 9.10e-03 | test_loss: 5.20e-01 | reg: 1.31e+01 | :  22%|▏| 11/50 [00:03<00:08,  4.65it
| train_loss: 9.10e-03 | test_loss: 5.20e-01 | reg: 1.31e+01 | :  24%|▏| 12/50 [00:03<00:07,  4.84it
| train_loss: 7.85e-03 | test_loss: 4.73e-01 | reg: 1.24e+01 | :  24%|▏| 12/50 [00:03<00:07,  4.84it
| train_loss: 7.85e-03 | test_loss: 4.73e-01 | reg: 1.24e+01 | :  26%|▎| 13/50 [00:03<00:07,  4.96it
| train_loss: 8.42e-03 | test_loss: 4.43e-01 | reg: 1.19e+01 | :  26%|▎| 13/50 [00:03<00:07,  4.96it
| train_loss: 8.42e-03 | test_loss: 4.43e-01 | reg: 1.19e+01 | :  28%|▎| 14/50 [00:03<00:07,  5.04it
| train_loss: 8.55e-03 | test_loss: 4.27e-01 | reg: 1.16e+01 | :  28%|▎| 14/50 [00:04<00:07,  5.04it
| train_loss: 8.55e-03 | test_loss: 4.27e-01 | reg: 1.16e+01 | :  30%|▎| 15/50 [00:04<00:07,  4.92it
| train_loss: 7.79e-03 | test_loss: 4.11e-01 | reg: 1.13e+01 | :  30%|▎| 15/50 [00:04<00:07,  4.92it
| train_loss: 7.79e-03 | test_loss: 4.11e-01 | reg: 1.13e+01 | :  32%|▎| 16/50 [00:04<00:06,  5.07it
| train_loss: 8.27e-03 | test_loss: 3.96e-01 | reg: 1.10e+01 | :  32%|▎| 16/50 [00:04<00:06,  5.07it
| train_loss: 8.27e-03 | test_loss: 3.96e-01 | reg: 1.10e+01 | :  34%|▎| 17/50 [00:04<00:06,  5.06it
| train_loss: 9.84e-03 | test_loss: 3.79e-01 | reg: 1.07e+01 | :  34%|▎| 17/50 [00:04<00:06,  5.06it
