model,explain_method,seed,function,samples,dimension,noise,variable,score,is_active
KAN,grad,0,core_interaction_c5,1024,100,0.0,0,1.274817705154419,1
KAN,grad,0,core_interaction_c5,1024,100,0.0,1,0.8261129856109619,1
KAN,grad,0,core_interaction_c5,1024,100,0.0,2,0.6806806921958923,1
KAN,grad,0,core_interaction_c5,1024,100,0.0,3,0.7373901605606079,1
KAN,grad,0,core_interaction_c5,1024,100,0.0,4,0.6602864265441895,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,5,0.5875674486160278,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,6,0.4562091827392578,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,7,0.31909263134002686,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,8,0.7785645723342896,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,9,0.8680880069732666,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,10,0.4183974266052246,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,11,0.4754232168197632,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,12,0.39170342683792114,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,13,0.3854728639125824,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,14,0.4146629571914673,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,15,0.27812105417251587,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,16,0.5168958902359009,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,17,0.6408822536468506,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,18,0.5142057538032532,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,19,0.4676000475883484,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,20,0.5396729111671448,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,21,0.48170554637908936,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,22,0.6718867421150208,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,23,0.4351736307144165,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,24,0.5589072108268738,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,25,0.746234655380249,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,26,0.39579176902770996,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,27,0.38122838735580444,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,28,0.4646725654602051,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,29,0.5908112525939941,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,30,0.7174453735351562,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,31,0.4989749491214752,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,32,0.4550970792770386,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,33,0.5008900165557861,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,34,0.7584239840507507,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,35,0.6791385412216187,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,36,0.5484266877174377,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,37,0.3712267279624939,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,38,0.7629510164260864,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,39,0.5614964365959167,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,40,0.5403550863265991,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,41,0.39817139506340027,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,42,0.3220602869987488,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,43,0.49990224838256836,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,44,0.4819612503051758,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,45,0.6091678738594055,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,46,0.500175416469574,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,47,0.5736842155456543,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,48,0.6350475549697876,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,49,0.6956701278686523,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,50,0.3884020149707794,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,51,0.5771402716636658,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,52,0.6494773626327515,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,53,0.49495112895965576,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,54,0.46352729201316833,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,55,0.6554746627807617,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,56,0.5963984131813049,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,57,0.3624313473701477,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,58,0.6343318819999695,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,59,0.7301521301269531,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,60,0.45116156339645386,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,61,0.4980700612068176,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,62,0.3007354438304901,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,63,0.5623761415481567,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,64,0.5824858546257019,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,65,0.30616632103919983,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,66,0.697624146938324,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,67,0.5079355835914612,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,68,0.55702805519104,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,69,0.6072267293930054,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,70,0.33304157853126526,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,71,0.6716416478157043,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,72,0.5612776875495911,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,73,0.3925955295562744,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,74,0.5503743290901184,0
KAN,grad,0,core_interaction_c5,1024,100,0.0,75,0.6131863594055176,0
