model,explain_method,seed,function,samples,dimension,noise,variable,score,is_active
KAN,grad,0,core_interaction_c1,1024,100,0.0,0,2.1413092613220215,1
KAN,grad,0,core_interaction_c1,1024,100,0.0,1,0.9433301687240601,1
KAN,grad,0,core_interaction_c1,1024,100,0.0,2,0.5412389039993286,1
KAN,grad,0,core_interaction_c1,1024,100,0.0,3,0.39441370964050293,1
KAN,grad,0,core_interaction_c1,1024,100,0.0,4,0.5641610622406006,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,5,0.5546744465827942,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,6,0.7504744529724121,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,7,0.7288395166397095,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,8,0.37137892842292786,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,9,0.520580530166626,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,10,0.58841872215271,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,11,0.6681424975395203,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,12,0.3202298879623413,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,13,0.40085965394973755,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,14,0.49071204662323,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,15,0.548485517501831,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,16,0.6029356718063354,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,17,0.804646909236908,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,18,0.5598032474517822,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,19,0.6533408761024475,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,20,0.3547869324684143,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,21,0.4316026568412781,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,22,0.7863736152648926,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,23,0.7542724609375,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,24,0.7548099756240845,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,25,0.607158899307251,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,26,0.5469486713409424,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,27,0.3135446012020111,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,28,0.6847442388534546,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,29,0.7881073951721191,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,30,0.6785281896591187,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,31,0.5672480463981628,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,32,0.7091213464736938,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,33,0.3282128572463989,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,34,0.6395735740661621,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,35,0.6602291464805603,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,36,0.5657475590705872,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,37,0.41400864720344543,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,38,0.3916410505771637,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,39,0.4250112771987915,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,40,0.6730139255523682,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,41,0.5510823130607605,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,42,0.6438485383987427,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,43,0.6777390837669373,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,44,0.6977145671844482,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,45,0.43970516324043274,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,46,0.5922197699546814,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,47,0.4555438756942749,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,48,0.3562655448913574,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,49,0.7676916122436523,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,50,0.48827141523361206,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,51,0.573879599571228,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,52,0.6775617599487305,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,53,0.3914014995098114,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,54,0.6086045503616333,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,55,0.4565889239311218,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,56,0.551291823387146,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,57,0.5250102281570435,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,58,0.6057203412055969,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,59,0.6029494404792786,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,60,0.6785610914230347,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,61,0.6969466209411621,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,62,0.509225606918335,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,63,0.6847912073135376,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,64,0.7606882452964783,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,65,0.45496198534965515,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,66,0.6867880821228027,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,67,0.507514476776123,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,68,0.4733833074569702,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,69,0.41803276538848877,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,70,0.6381773948669434,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,71,0.5211111307144165,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,72,0.6303030848503113,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,73,0.5326801538467407,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,74,0.43456631898880005,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,75,0.47774210572242737,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,76,0.43256908655166626,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,77,0.8194925785064697,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,78,0.507250964641571,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,79,0.7204173803329468,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,80,0.6893381476402283,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,81,0.5146372318267822,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,82,0.517653226852417,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,83,0.5429558753967285,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,84,0.3232440650463104,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,85,0.6502668857574463,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,86,0.7114728689193726,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,87,0.6449940204620361,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,88,0.8068486452102661,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,89,0.3486599922180176,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,90,0.5403072834014893,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,91,0.9650734663009644,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,92,0.624474048614502,0
KAN,grad,0,core_interaction_c1,1024,100,0.0,93,0.5897560119628906,0
