model,explain_method,seed,function,samples,dimension,noise,variable,score,is_active
KAN,grad,0,core_interaction_c05,1024,100,0.0,0,2.134134531021118,1
KAN,grad,0,core_interaction_c05,1024,100,0.0,1,1.139153003692627,1
KAN,grad,0,core_interaction_c05,1024,100,0.0,2,0.41499486565589905,1
KAN,grad,0,core_interaction_c05,1024,100,0.0,3,0.48278743028640747,1
KAN,grad,0,core_interaction_c05,1024,100,0.0,4,0.5166731476783752,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,5,0.39626896381378174,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,6,0.6815809607505798,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,7,0.7927601337432861,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,8,0.4127620458602905,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,9,0.6846755743026733,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,10,0.8805199861526489,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,11,0.45417851209640503,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,12,0.34071844816207886,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,13,0.3716934323310852,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,14,0.3614806532859802,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,15,0.6269981861114502,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,16,0.5781291723251343,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,17,0.41593968868255615,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,18,0.5298029780387878,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,19,0.8139948844909668,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,20,0.4296908974647522,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,21,0.676384687423706,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,22,0.712790846824646,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,23,0.8929605484008789,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,24,0.8573368787765503,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,25,0.6226401925086975,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,26,0.6813240051269531,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,27,0.3781691789627075,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,28,1.0825819969177246,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,29,1.0922538042068481,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,30,0.7730447053909302,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,31,0.5154387950897217,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,32,0.7023190259933472,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,33,0.49639713764190674,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,34,0.5736929178237915,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,35,0.8215086460113525,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,36,0.30091285705566406,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,37,0.635199785232544,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,38,0.6622503995895386,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,39,0.5113978981971741,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,40,0.5774127244949341,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,41,0.42728284001350403,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,42,0.8138821125030518,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,43,0.5186358690261841,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,44,0.5993284583091736,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,45,0.6423077583312988,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,46,0.6846931576728821,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,47,0.5908589959144592,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,48,0.423018217086792,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,49,0.4826144278049469,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,50,0.7499418258666992,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,51,0.4075329899787903,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,52,0.8607610464096069,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,53,0.24897995591163635,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,54,0.5628534555435181,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,55,0.7058384418487549,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,56,0.4874902367591858,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,57,0.42930084466934204,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,58,0.40572553873062134,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,59,0.490418016910553,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,60,0.6168367862701416,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,61,0.7057681083679199,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,62,0.6207435727119446,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,63,0.5705214738845825,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,64,0.6085001230239868,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,65,0.7867993116378784,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,66,0.6316914558410645,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,67,0.31299927830696106,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,68,0.5877690315246582,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,69,0.5445194840431213,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,70,0.5957591533660889,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,71,0.4640499949455261,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,72,0.46361443400382996,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,73,0.6173243522644043,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,74,0.2569320797920227,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,75,0.7027151584625244,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,76,0.5608395338058472,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,77,0.7587214708328247,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,78,0.5843893885612488,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,79,0.7328404188156128,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,80,0.3997136056423187,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,81,0.5479869842529297,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,82,0.7413419485092163,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,83,0.48634546995162964,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,84,0.30841249227523804,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,85,0.6147297620773315,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,86,0.5231378078460693,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,87,0.8287373781204224,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,88,0.6262280941009521,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,89,0.4944688379764557,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,90,0.5184500217437744,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,91,1.0067449808120728,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,92,0.5546443462371826,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,93,0.6991411447525024,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,94,0.46603935956954956,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,95,0.3354623317718506,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,96,0.5261945724487305,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,97,0.5683107376098633,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,98,0.5914539098739624,0
KAN,grad,0,core_interaction_c05,1024,100,0.0,99,0.8206123113632202,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,0,0.3417800962924957,1
KAN,perm,0,core_interaction_c05,1024,100,0.0,1,0.11024761199951172,1
KAN,perm,0,core_interaction_c05,1024,100,0.0,2,0.04666590690612793,1
KAN,perm,0,core_interaction_c05,1024,100,0.0,3,0.0,1
KAN,perm,0,core_interaction_c05,1024,100,0.0,4,0.0,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,5,0.0,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,6,0.1211642399430275,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,7,0.09755778312683105,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,8,0.0362393856048584,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,9,0.11661640554666519,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,10,0.07473993301391602,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,11,0.0,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,12,0.0,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,13,0.0,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,14,0.0,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,15,0.0,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,16,0.00986027717590332,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,17,0.0,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,18,0.01360591221600771,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,19,0.06919360160827637,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,20,0.0,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,21,0.041225433349609375,0
KAN,perm,0,core_interaction_c05,1024,100,0.0,22,0.07950226217508316,0
