function,samples,dimension,width_hidden,grid,lamb,steps,pair_mode,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,candidate_pairs_mean,candidate_pairs_std,true_pair_score_mean,true_pair_score_std,max_false_pair_score_mean,max_false_pair_score_std,false_pair_score_p95_mean,false_pair_score_p95_std,false_pair_score_p99_mean,false_pair_score_p99_std,true_minus_max_false_mean,true_minus_max_false_std,true_pair_rank_mean,true_pair_rank_std,true_pair_beats_candidates_mean,true_pair_beats_candidates_std,endpoint_rank_worst_feature_mean,endpoint_rank_worst_feature_std,endpoint_rank_worst_hybrid_mean,endpoint_rank_worst_hybrid_std,runtime_sec_mean,runtime_sec_std,num_runs
core_interaction_c025,1024,100,32,5,0.001,75,all,0.00028508218359396174,7.634896844133878e-05,0.010315284716974323,0.01252045936634233,4950.0,0.0,0.049063427340782555,0.036760889733612315,0.013403054233640433,0.011403933230738364,0.0007229723191509633,0.0008868879003721628,0.0022052622915555964,0.0020128938347106313,0.035660373107142124,0.04504152245888842,334.28333333333336,872.3976330928397,0.7,0.46212479054244465,13.766666666666667,20.910922185945477,17.166666666666668,23.237292256466315,107.40980561971665,0.5348207237111661,60
