function,dimension,noise,screen_method,top_m,row_type,target,original_variable,local_variable,hidden,pair,pair_in_screened_set,is_true_active,is_true_interaction,train_mse_mean,train_mse_std,train_mse_min,train_mse_max,test_mse_mean,test_mse_std,test_mse_min,test_mse_max,screen_contains_all_true_vars_mean,screen_contains_all_true_vars_std,screen_contains_all_true_vars_min,screen_contains_all_true_vars_max,screen_true_var_recall_mean,screen_true_var_recall_std,screen_true_var_recall_min,screen_true_var_recall_max,screen_contains_true_interactions_mean,screen_contains_true_interactions_std,screen_contains_true_interactions_min,screen_contains_true_interactions_max,baseline_mse_mean,baseline_mse_std,baseline_mse_min,baseline_mse_max,ablated_mse_mean,ablated_mse_std,ablated_mse_min,ablated_mse_max,delta_mse_mean,delta_mse_std,delta_mse_min,delta_mse_max,synergy_mean,synergy_std,synergy_min,synergy_max,setting_label
core_interaction,100,0.0,rf,10,shared_hidden_pair_edges,"x0,x1->h2",,,2.0,"(0, 1)",1.0,,0.0,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.1589620634913444,0.232907971264925,0.0112660229206085,0.4274521470069885,0.1589289535189285,0.2329319284009514,0.01121654058079,0.4274465726166454,-0.0350760992032519,0.0608922694454168,-0.105388312175819,0.0001940616057254,core_d100_rf
core_interaction,100,0.0,rf,10,shared_hidden_pair_edges,"x0,x1->h3",,,3.0,"(0, 1)",1.0,,0.0,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.0257197964092483,0.0382968664299861,6.696891796309501e-05,0.0697407498955726,0.0256866864368324,0.0383208525638985,1.7486578144598752e-05,0.0697351755052295,0.0002668857781221,0.0003711652948498,2.270942786708474e-06,0.0006911656564625,core_d100_rf
core_interaction,100,0.0,rf,10,shared_hidden_pair_edges,"x0,x1->h4",,,4.0,"(0, 1)",1.0,,0.0,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.274567037820816,0.921610480656394,0.3192858397960663,2.1583409309387207,1.2745339278484,0.921590222336241,0.3192802654057232,2.1582966577516345,0.1317302439059252,0.1837675316879078,-0.0001222678720296,0.341641540879209,core_d100_rf
core_interaction,100,0.0,rf,10,shared_hidden_pair_edges,"x0,x1->h5",,,5.0,"(0, 1)",1.0,,0.0,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.0280493887645813,0.0484974549060645,4.764460754813626e-05,0.0840494260191917,0.0280162787921653,0.0485213013969133,1.6133271856233478e-06,0.0840438516288486,-1.1822669572817782e-05,2.0539687640435743e-05,-3.553978604031727e-05,8.646748028695583e-08,core_d100_rf
core_interaction,100,0.0,rf,10,shared_hidden_pair_edges,"x0,x1->h6",,,6.0,"(0, 1)",1.0,,0.0,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.0098765315682006,0.0090340396615072,0.0004045973182655,0.018397431820631,0.0098434215957846,0.00901129895834,0.0003990229279224,0.0183479494808125,4.821021351138673e-05,0.0011115083671091,-0.0010175369607168,0.001200428672746,core_d100_rf
core_interaction,100,0.0,rf,10,shared_hidden_pair_edges,"x0,x1->h7",,,7.0,"(0, 1)",1.0,,0.0,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.0047217210321832,0.0079161592563963,8.939239705796354e-06,0.0138610200956463,0.0046886110597673,0.0079016558912223,3.3648493626969862e-06,0.0138115377558278,-0.0001294599721101,0.0002201115758721,-0.0003836176692857,-9.652994776843116e-07,core_d100_rf
core_interaction,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h0",,,0.0,"(2, 3)",1.0,,1.0,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.0281307556469982,0.0486320526789345,4.9633563321549445e-05,0.0842862129211425,0.0280976456745823,0.0486558990805187,5.360376235330477e-06,0.0842806385307994,-0.0100820644211125,0.0174641414164809,-0.0302479179053989,1.456093741580844e-06,core_d100_rf
core_interaction,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h1",,,1.0,"(2, 3)",1.0,,1.0,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.038207498480915,0.0584882782525579,0.0002415183262201,0.1055621430277824,0.0381743885084991,0.0584802507948457,0.0001920359864016,0.1055178698406962,-0.0087419980218328,0.0075842948129666,-0.0132270888834682,1.4724086213391274e-05,core_d100_rf
core_interaction,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h2",,,2.0,"(2, 3)",1.0,,1.0,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.0616878292627613,0.0983563399661092,4.499492570175789e-05,0.1751172989606857,0.0616547192903453,0.0983431504226961,7.217386155389249e-07,0.1750678166208672,-0.0011266365827395,0.0059321252800564,-0.0075412213263916,0.0041615059190007,core_d100_rf
core_interaction,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h3",,,3.0,"(2, 3)",1.0,,1.0,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.0364991754407431,0.0394409566551087,1.1661682947305962e-05,0.0783455818891525,0.0364660654683272,0.0394202946476701,6.087292604206596e-06,0.078296099549334,-0.0245858439052426,0.0388029701240911,-0.0693181722817826,1.713755864329869e-06,core_d100_rf
core_interaction,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h4",,,4.0,"(2, 3)",1.0,,1.0,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.0318359884374028,0.0434509120337282,1.359533598588314e-05,0.0813400894403457,0.0318028784649868,0.0434378055430673,8.020945642783772e-06,0.0812958162532595,0.009448653443087,0.0152977318950742,-9.295376912632492e-07,0.0270982132969948,core_d100_rf
core_interaction,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h5",,,5.0,"(2, 3)",1.0,,1.0,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.0449338922517199,0.0777667669705736,2.000013409997337e-05,0.1347312182188034,0.044900782279304,0.0777570981427136,9.760624379850924e-07,0.1346869450317172,-0.042680347832326,0.0739280139902047,-0.1280450653539446,4.1029620660992805e-06,core_d100_rf
core_interaction,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h6",,,6.0,"(2, 3)",1.0,,1.0,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.0078204707921637,0.0129194510495347,0.0001356376160401,0.0227362662553787,0.0077873608197478,0.0129049486015084,0.000130063225697,0.0226867839155602,0.0006869042817925,0.0011747064767969,-6.505488272523508e-06,0.0020432241799426,core_d100_rf
core_interaction,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h7",,,7.0,"(2, 3)",1.0,,1.0,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.0161058848413328,0.0256112322942259,0.000130321830511,0.045646421611309,0.0160727748689168,0.0256349300821573,8.604864342487417e-05,0.0456408472209659,-0.010806522727762,0.0186478055703237,-0.0323391096144405,-2.426317223580554e-06,core_d100_rf
core_interaction,100,0.0,rf,10,single_edge,x0->h0,0.0,0.0,0.0,,,1.0,,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,4.132796705865379e-05,3.099223034259202e-05,5.579889148066286e-06,6.064233093638904e-05,8.21799464271559e-06,7.206892349545004e-06,5.498804966919124e-09,1.3488494005287066e-05,,,,,core_d100_rf
core_interaction,100,0.0,rf,10,single_edge,x0->h1,0.0,0.0,1.0,,,1.0,,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.042742917382687,0.0718850707219613,7.669646947761066e-06,0.1257363259792328,0.0427098074102711,0.0718705630987706,2.0952566046617e-06,0.1256868436394143,,,,,core_d100_rf
core_interaction,100,0.0,rf,10,single_edge,x0->h2,0.0,0.0,2.0,,,1.0,,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.1450198994292198,0.2190814824974314,4.96525208291132e-05,0.3970444798469543,0.1449867894568039,0.2191054649452679,1.7018101061694327e-07,0.3970389054566112,,,,,core_d100_rf
core_interaction,100,0.0,rf,10,single_edge,x0->h3,0.0,0.0,3.0,,,1.0,,1.5102043183408872e-05,1.158087832906258e-05,1.8600023850012803e-06,2.3336448066402227e-05,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,3.3109972415938195e-05,2.3988331082311257e-05,5.574390343099367e-06,4.948233981849626e-05,0.0245367656558907,0.0391024406233059,5.125071038492024e-05,0.0696329176425933,0.0245036556834747,0.0391263869242472,1.7683705664239824e-06,0.0696273432522502,,,,,core_d100_rf
