function,dimension,noise,screen_method,top_m,row_type,target,original_variable,local_variable,hidden,pair,pair_in_screened_set,is_true_active,is_true_interaction,train_mse_mean,train_mse_std,train_mse_min,train_mse_max,test_mse_mean,test_mse_std,test_mse_min,test_mse_max,screen_contains_all_true_vars_mean,screen_contains_all_true_vars_std,screen_contains_all_true_vars_min,screen_contains_all_true_vars_max,screen_true_var_recall_mean,screen_true_var_recall_std,screen_true_var_recall_min,screen_true_var_recall_max,screen_contains_true_interactions_mean,screen_contains_true_interactions_std,screen_contains_true_interactions_min,screen_contains_true_interactions_max,baseline_mse_mean,baseline_mse_std,baseline_mse_min,baseline_mse_max,ablated_mse_mean,ablated_mse_std,ablated_mse_min,ablated_mse_max,delta_mse_mean,delta_mse_std,delta_mse_min,delta_mse_max,synergy_mean,synergy_std,synergy_min,synergy_max,setting_label
core_interaction,100,0.0,rf,20,single_edge,x3->h1,3.0,3.0,1.0,,,1.0,,1.104445770276167e-05,8.653689572731329e-06,2.368785317230504e-06,1.9675995645229705e-05,4.340505377816347e-05,3.09569486013126e-05,7.659076800337061e-06,6.131695408839732e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,4.340505377816347e-05,3.09569486013126e-05,7.659076800337061e-06,6.131695408839732e-05,0.0881473372331432,0.1525677697558563,6.122679042164236e-05,0.2643174231052398,0.088103932179365,0.1525987266797342,-1.234002411365509e-08,0.2643097640284395,,,,,core_d100_rf
core_interaction,100,0.0,rf,20,single_edge,x3->h2,3.0,3.0,2.0,,,1.0,,1.104445770276167e-05,8.653689572731329e-06,2.368785317230504e-06,1.9675995645229705e-05,4.340505377816347e-05,3.09569486013126e-05,7.659076800337061e-06,6.131695408839732e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,4.340505377816347e-05,3.09569486013126e-05,7.659076800337061e-06,6.131695408839732e-05,0.0007483138651878,0.0012366197260757,7.660619303351268e-06,0.0021759024821221,0.0007049088114096,0.00122088324534,1.5425030142068863e-09,0.0021146633516764,,,,,core_d100_rf
core_interaction,100,0.0,rf,20,single_edge,x3->h3,3.0,3.0,3.0,,,1.0,,1.104445770276167e-05,8.653689572731329e-06,2.368785317230504e-06,1.9675995645229705e-05,4.340505377816347e-05,3.09569486013126e-05,7.659076800337061e-06,6.131695408839732e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,4.340505377816347e-05,3.09569486013126e-05,7.659076800337061e-06,6.131695408839732e-05,0.0474060491930382,0.0529277697239538,0.0002292852732352,0.1046413257718086,0.0473626441392601,0.0529567758359746,0.0001679683191468,0.1046336666950082,,,,,core_d100_rf
core_interaction,100,0.0,rf,20,single_edge,x3->h4,3.0,3.0,4.0,,,1.0,,1.104445770276167e-05,8.653689572731329e-06,2.368785317230504e-06,1.9675995645229705e-05,4.340505377816347e-05,3.09569486013126e-05,7.659076800337061e-06,6.131695408839732e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,4.340505377816347e-05,3.09569486013126e-05,7.659076800337061e-06,6.131695408839732e-05,0.1112777526323043,0.1926346293786579,7.701757567701861e-06,0.3337130546569824,0.1112343475785261,0.1926191117936252,4.2680767364799976e-08,0.333651737702894,,,,,core_d100_rf
core_interaction,100,0.0,rf,20,single_edge,x3->h5,3.0,3.0,5.0,,,1.0,,1.104445770276167e-05,8.653689572731329e-06,2.368785317230504e-06,1.9675995645229705e-05,4.340505377816347e-05,3.09569486013126e-05,7.659076800337061e-06,6.131695408839732e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,4.340505377816347e-05,3.09569486013126e-05,7.659076800337061e-06,6.131695408839732e-05,0.0182887943598567,0.0316064548041295,9.936784408637322e-06,0.0547847673296928,0.0182453893060786,0.0315909952228631,2.277707608300261e-06,0.054723528199247,,,,,core_d100_rf
core_interaction,100,0.0,rf,20,single_edge,x3->h6,3.0,3.0,6.0,,,1.0,,1.104445770276167e-05,8.653689572731329e-06,2.368785317230504e-06,1.9675995645229705e-05,4.340505377816347e-05,3.09569486013126e-05,7.659076800337061e-06,6.131695408839732e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,4.340505377816347e-05,3.09569486013126e-05,7.659076800337061e-06,6.131695408839732e-05,0.0028239172534085,0.0033729920203263,0.0003300023381598,0.0066616982221603,0.0027805121996304,0.0033532840606571,0.0003223432613594,0.0066004590917145,,,,,core_d100_rf
core_interaction,100,0.0,rf,20,single_edge,x3->h7,3.0,3.0,7.0,,,1.0,,1.104445770276167e-05,8.653689572731329e-06,2.368785317230504e-06,1.9675995645229705e-05,4.340505377816347e-05,3.09569486013126e-05,7.659076800337061e-06,6.131695408839732e-05,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,4.340505377816347e-05,3.09569486013126e-05,7.659076800337061e-06,6.131695408839732e-05,0.0571600099683564,0.0970725353345562,8.185477781808004e-06,0.1692423820495605,0.0571166049145782,0.0970567882823478,5.264009814709425e-07,0.1691811429191148,,,,,core_d100_rf
core_interaction,100,0.0,rf,20,single_edge,x5->h0,5.0,4.0,0.0,,,0.0,,2.368785317230504e-06,,2.368785317230504e-06,2.368785317230504e-06,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,1.0,,1,1,1.0,,1.0,1.0,1.0,,1,1,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,1.1057735719077756e-05,,1.1057735719077756e-05,1.1057735719077756e-05,3.398658918740693e-06,,3.398658918740693e-06,3.398658918740693e-06,,,,,core_d100_rf
core_interaction,100,0.0,rf,20,single_edge,x5->h1,5.0,4.0,1.0,,,0.0,,2.368785317230504e-06,,2.368785317230504e-06,2.368785317230504e-06,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,1.0,,1,1,1.0,,1.0,1.0,1.0,,1,1,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,7.667677891731728e-06,,7.667677891731728e-06,7.667677891731728e-06,8.601091394666582e-09,,8.601091394666582e-09,8.601091394666582e-09,,,,,core_d100_rf
core_interaction,100,0.0,rf,20,single_edge,x5->h2,5.0,4.0,2.0,,,0.0,,2.368785317230504e-06,,2.368785317230504e-06,2.368785317230504e-06,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,1.0,,1,1,1.0,,1.0,1.0,1.0,,1,1,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,7.672002539038658e-06,,7.672002539038658e-06,7.672002539038658e-06,1.2925738701596856e-08,,1.2925738701596856e-08,1.2925738701596856e-08,,,,,core_d100_rf
core_interaction,100,0.0,rf,20,single_edge,x5->h3,5.0,4.0,3.0,,,0.0,,2.368785317230504e-06,,2.368785317230504e-06,2.368785317230504e-06,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,1.0,,1,1,1.0,,1.0,1.0,1.0,,1,1,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,0.0001529649744043,,0.0001529649744043,0.0001529649744043,0.0001453058976039,,0.0001453058976039,0.0001453058976039,,,,,core_d100_rf
core_interaction,100,0.0,rf,20,single_edge,x5->h4,5.0,4.0,4.0,,,0.0,,2.368785317230504e-06,,2.368785317230504e-06,2.368785317230504e-06,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,1.0,,1,1,1.0,,1.0,1.0,1.0,,1,1,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,7.689689482504036e-06,,7.689689482504036e-06,7.689689482504036e-06,3.061268216697499e-08,,3.061268216697499e-08,3.061268216697499e-08,,,,,core_d100_rf
core_interaction,100,0.0,rf,20,single_edge,x5->h5,5.0,4.0,5.0,,,0.0,,2.368785317230504e-06,,2.368785317230504e-06,2.368785317230504e-06,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,1.0,,1,1,1.0,,1.0,1.0,1.0,,1,1,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,4.448687832336873e-05,,4.448687832336873e-05,4.448687832336873e-05,3.682780152303167e-05,,3.682780152303167e-05,3.682780152303167e-05,,,,,core_d100_rf
core_interaction,100,0.0,rf,20,single_edge,x5->h6,5.0,4.0,6.0,,,0.0,,2.368785317230504e-06,,2.368785317230504e-06,2.368785317230504e-06,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,1.0,,1,1,1.0,,1.0,1.0,1.0,,1,1,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,9.808159666135909e-05,,9.808159666135909e-05,9.808159666135909e-05,9.0422519861022e-05,,9.0422519861022e-05,9.0422519861022e-05,,,,,core_d100_rf
core_interaction,100,0.0,rf,20,single_edge,x5->h7,5.0,4.0,7.0,,,0.0,,2.368785317230504e-06,,2.368785317230504e-06,2.368785317230504e-06,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,1.0,,1,1,1.0,,1.0,1.0,1.0,,1,1,7.659076800337061e-06,,7.659076800337061e-06,7.659076800337061e-06,8.873284969013184e-06,,8.873284969013184e-06,8.873284969013184e-06,1.214208168676123e-06,,1.214208168676123e-06,1.214208168676123e-06,,,,,core_d100_rf
core_interaction_c5,100,0.0,rf,10,feature_pair_path,"x0,x1",,,,"(0, 1)",1.0,,0.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.2370238949855168,0.045458075426681,0.2032234966754913,0.2887032032012939,0.2365690955472625,0.0450045947148413,0.2029277697438374,0.2876914995722472,0.0038823943383855,0.0035828313476388,0.0010779243893921,0.0079186171060428,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,feature_pair_path,"x2,x3",,,,"(2, 3)",1.0,,1.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.8387018442153931,0.0588435184323954,0.795044481754303,0.905620276927948,0.8382470447771387,0.0592456037512497,0.7940327781252563,0.9055633091738856,-1.277447962656879,0.2297250818243318,-1.5395431065371668,-1.1109996155137196,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,feature_path,x0,0.0,0.0,,,,1.0,,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.1503192732731501,0.0038594726746099,0.1475926637649536,0.1547354012727737,0.1498644738348957,0.0042601604994014,0.1465809601359069,0.1546784335187112,,,,,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,feature_path,x1,1.0,1.0,,,,1.0,,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.0832770268122355,0.0505755765770407,0.0469708517193794,0.1410443186759948,0.0828222273739811,0.0501163818612065,0.0466751247877255,0.1400326150469482,,,,,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,feature_path,x2,2.0,2.0,,,,1.0,,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.044633189837138,0.1044807614749777,0.956775426864624,1.1601650714874268,1.0441783903988835,0.1049140828707351,0.9557637232355772,1.1601081037333645,,,,,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,feature_path,x3,3.0,3.0,,,,1.0,,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.071971416473389,0.1927452817026266,0.909777045249939,1.2850552797317505,1.0715166170351342,0.1929722827123318,0.909481318318285,1.284998311977688,,,,,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,feature_path,x4,4.0,,,,,0.0,,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,,,,,,,,,,,,,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,feature_path,x5,5.0,,,,,0.0,,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,,,,,,,,,,,,,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x0,x1->h0",,,0.0,"(0, 1)",1.0,,0.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.0009731546463929,0.0007925644644674,6.01138781348709e-05,0.0014837661292403,0.0005183552081386,0.000607362964964,3.1461240723729134e-06,0.0011880391975864,-2.0888299332000315e-05,3.770658729920528e-05,-6.442575249820948e-05,1.273307134397328e-06,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x0,x1->h1",,,1.0,"(0, 1)",1.0,,0.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.0018216799556588,0.0015858855807126,0.0005101155256852,0.0035842061042785,0.0013668805174044,0.0011799543930163,0.0002143885940313,0.0025725024752318,-0.0001032866991105,0.0001337792462589,-0.0002450358842907,2.0759907783940434e-05,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x0,x1->h2",,,2.0,"(0, 1)",1.0,,0.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.0259069040572891,0.0374577199099841,0.001031948486343,0.0689876228570938,0.0254521046190348,0.0378341571146695,2.0244857296347615e-05,0.0689306551030313,-0.0048030270542464,0.0087454616739932,-0.0148970324917172,0.000501639326103,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x0,x1->h3",,,3.0,"(0, 1)",1.0,,0.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.1806610748171806,0.0804769504288737,0.1093331947922706,0.2679078578948974,0.1802062753789262,0.0800657165128667,0.1090374678606167,0.2668961542658508,0.0144813556022806,0.0103271505391192,0.0031549227423965,0.023374738786515,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x0,x1->h4",,,4.0,"(0, 1)",1.0,,0.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.019415290832209,0.0219022570293031,0.0014799892669543,0.0438248515129089,0.0189604913939547,0.0221641871128108,0.0004682856379076,0.043529124581255,-0.0022355670698743,0.0026978963609843,-0.0052236692281439,2.1424959413707256e-05,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x0,x1->h5",,,5.0,"(0, 1)",1.0,,0.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.00080015543305,0.000263756234417,0.0005916770896874,0.0010966702830046,0.0003453559947956,0.000288285099851,8.496665395796299e-05,0.0006551511723955,-3.221713389696864e-05,0.0001453207621743,-0.0001915946741064,9.293836774304508e-05,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x0,x1->h6",,,6.0,"(0, 1)",1.0,,0.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.0004815460730848,0.0005139126292216,6.013000529492274e-05,0.0010540725197643,2.674663483048789e-05,2.078068221195933e-05,3.162251232424751e-06,4.236889071762562e-05,-2.0131398438631248e-05,3.418696695902203e-05,-5.9602316468954086e-05,1.3667886378243568e-07,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x0,x1->h7",,,7.0,"(0, 1)",1.0,,0.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.0010953114300112,0.0015551081117091,8.255297143477947e-05,0.0028858641162514,0.0006405119917568,0.0010683726213946,2.1790270693600174e-05,0.0018741604872047,-1.140557166460591e-05,1.103355865436758e-05,-2.054520882666111e-05,8.512288331985474e-07,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h0",,,0.0,"(2, 3)",1.0,,1.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.1506983261400213,0.2585884178669143,0.0010206904262304,0.4492901861667633,0.1502435267017669,0.25893372503275,8.98679718375206e-06,0.4492332184127008,-0.0395655848054351,0.068479339754369,-0.1186387085726892,-8.012866601347923e-07,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h1",,,1.0,"(2, 3)",1.0,,1.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.2252280870452523,0.2258063620425476,0.007275360636413,0.4581438302993774,0.2247732876069979,0.2261442825116971,0.0062636570073664,0.4578481033677235,-0.1532442315062022,0.1442735498907634,-0.2862709009459649,0.0001183180138468,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h2",,,2.0,"(2, 3)",1.0,,1.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.0117469009613463,0.0174600380684416,8.500422700308263e-05,0.031820498406887,0.0112921015230919,0.0169688884335022,2.8036472940584645e-05,0.0308087947778403,0.0043029761473007,0.0076038376648094,-0.0001752016833052,0.0130825382657349,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h3",,,3.0,"(2, 3)",1.0,,1.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.0035970196283111,0.0037551370838529,0.0010100272484123,0.0079040946438908,0.0031422201900568,0.003262894297231,0.0009530594943498,0.0068923910148441,0.0006735741929636,0.0009364812049632,-5.199294537305832e-05,0.001730736112222,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h4",,,4.0,"(2, 3)",1.0,,1.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.1568953706494843,0.2679440046249192,0.0010384194320067,0.4662875533103943,0.1564405712112299,0.2674612244830976,0.0009814516779442,0.4652758496813476,-0.0415537675035011,0.0720540995661174,-0.1247546630911529,8.533702930435538e-05,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h5",,,5.0,"(2, 3)",1.0,,1.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.1400374330696649,0.2413830804078338,0.0001470401766709,0.4187619388103485,0.1395826336314106,0.2415202687970749,9.007242260850036e-05,0.4184662118786946,-0.0785376174450599,0.1360522210283606,-0.2356371894711628,2.626329660415649e-05,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h6",,,6.0,"(2, 3)",1.0,,1.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.1178338526297011,0.2037710211061131,5.866673745913431e-05,0.3531283140182495,0.1173790531914467,0.2032886879364378,1.698983396636322e-06,0.3521166103892028,-0.1028565349418689,0.1781524098402127,-0.3085692184977233,5.5468262871727354e-08,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,shared_hidden_pair_edges,"x2,x3->h7",,,7.0,"(2, 3)",1.0,,1.0,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.0767292699310928,0.101046216006586,0.0003056216519325,0.1912949234247207,0.0762744704928384,0.101317555317812,9.894720278680325e-06,0.1912379556706582,-0.0463431044760606,0.0787535376101618,-0.1372742050698434,4.51924279332161e-07,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,single_edge,x0->h0,0.0,0.0,0.0,,,1.0,,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.0006506040105402,0.0006499038790895,5.800319922855124e-05,0.0013456440065056,0.0001958045722858,0.0001735278748566,1.0354451660532504e-06,0.0003339403774589,,,,,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,single_edge,x0->h1,0.0,0.0,1.0,,,1.0,,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.0008626858179923,0.0011221954174866,7.043679943308234e-05,0.0021468298509716,0.0004078863797379,0.0006305607200837,1.3469045370584354e-05,0.001135126221925,,,,,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,single_edge,x0->h2,0.0,0.0,2.0,,,1.0,,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.0269301652830715,0.0444473809761224,0.0010369551600888,0.0782528817653656,0.0264753658448171,0.0447951921357515,2.5251531042158604e-05,0.0781959140113031,,,,,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,single_edge,x0->h3,0.0,0.0,3.0,,,1.0,,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.1161701058348019,0.0256323724967373,0.0865861847996711,0.1317445188760757,0.1157153063965476,0.0254844925356571,0.0862904578680172,0.130732815247029,,,,,core_c5_d100_rf
core_interaction_c5,100,0.0,rf,10,single_edge,x0->h4,0.0,0.0,4.0,,,1.0,,0.0002144450372725,0.0002489440773358,2.2040130716050044e-05,0.0004956026677973,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.0004547994382543,0.0004968482610541,5.696775406249799e-05,0.0010117036290466,0.0171217150830974,0.0254537741551097,0.0010159767698496,0.0464665666222572,0.016666915644843,0.0256224872031303,4.273140802979469e-06,0.0461708396906033,,,,,core_c5_d100_rf
