function,seed,samples,test_samples,dimension,noise,width_hidden,grid,k,lamb,steps,pair_mode,train_mse,test_mse,candidate_pairs,true_pair,top_pair,top_pair_score,true_pair_score,max_false_pair_score,false_pair_score_p95,false_pair_score_p99,true_minus_max_false,true_pair_rank,true_pair_beats_candidates,endpoint_rank_worst_feature,endpoint_rank_worst_hybrid,runtime_sec
core_interaction_c025,0,640,2048,100,0.0,16,5,3,0.001,75,all,0.0003634480817709118,0.05302344262599945,4950,"(2, 3)","(0, 1)",0.027532836887985468,0.002352291252464056,0.027532836887985468,0.004094428382813924,0.007293670307844876,-0.025180545635521412,837,0,34,37,65.93108582496643
core_interaction_c025,1,640,2048,100,0.0,16,5,3,0.001,75,all,0.0002743686200119555,0.03568108379840851,4950,"(2, 3)","(0, 1)",0.02593767875805497,0.00039643188938498497,0.02593767875805497,0.00464800456538796,0.008701333403587341,-0.025541246868669987,3606,0,36,45,64.1146821975708
core_interaction_c025,2,640,2048,100,0.0,16,5,3,0.001,75,all,0.00031903007766231894,0.031349215656518936,4950,"(2, 3)","(0, 1)",0.029566142708063126,0.0001913905143737793,0.029566142708063126,0.0002517104148864739,0.0067000007629394245,-0.029374752193689346,358,0,61,59,63.10773158073425
core_interaction_c025,3,640,2048,100,0.0,16,5,3,0.001,75,all,0.00010811066022142768,0.022308990359306335,4950,"(2, 3)","(2, 13)",0.012807346880435944,0.010937958024442196,0.012807346880435944,0.002893816586583848,0.004800724871456582,-0.0018693888559937477,2,0,7,49,63.4947566986084
core_interaction_c025,4,640,2048,100,0.0,16,5,3,0.001,75,all,0.00027778864023275673,0.03481784462928772,4950,"(2, 3)","(0, 1)",0.04792847717180848,2.608727663755417e-05,0.04792847717180848,0.0005962628871202429,0.004591243863105758,-0.04790238989517093,4281,0,80,78,62.92541694641113
core_interaction_c025,5,640,2048,100,0.0,16,5,3,0.001,75,all,0.00020839707576669753,0.0380275659263134,4950,"(2, 3)","(0, 1)",0.027711706701666117,0.0026922067627310753,0.027711706701666117,0.0027057768777012823,0.0055970618128776345,-0.02501949993893504,252,0,69,74,63.00289487838745
core_interaction_c025,6,640,2048,100,0.0,16,5,3,0.001,75,all,0.00025058217579498887,0.03618476912379265,4950,"(2, 3)","(0, 18)",0.024713216349482536,0.000224357470870018,0.024713216349482536,0.0034756459295749655,0.0064442541450261195,-0.02448885887861252,3926,0,78,88,67.58620977401733
core_interaction_c025,7,640,2048,100,0.0,16,5,3,0.001,75,all,0.00021897321857977659,0.010936284437775612,4950,"(2, 3)","(2, 3)",0.06093328259885311,0.06093328259885311,0.014741307124495506,0.000418730080127715,0.002208636924624442,0.046191975474357605,1,1,4,4,63.627060413360596
core_interaction_c025,8,640,2048,100,0.0,16,5,3,0.001,75,all,0.00017577891412656754,0.07048462331295013,4950,"(2, 3)","(0, 1)",0.10346728935837746,0.0015433616936206818,0.10346728935837746,0.001995119825005531,0.005411132350563986,-0.10192392766475677,380,0,68,83,70.59869813919067
core_interaction_c025,9,640,2048,100,0.0,16,5,3,0.001,75,all,0.00038459207280538976,0.046917498111724854,4950,"(2, 3)","(0, 1)",0.03624899359419942,4.080357030034065e-05,0.03624899359419942,0.0004708920139819383,0.006330814138054836,-0.03620819002389908,4114,0,96,98,64.33795356750488
