function,samples,dimension,workflow,threshold,runs,mean_full_mse,median_full_mse,mean_pruned_mse,median_pruned_mse,median_support_size,mean_support_size,contains_all_true_vars,endpoint_contains,mean_endpoint_recall,symbolic_formula_ok,errors
core_interaction_c025,512,100,prune,0.01,30,0.11728209666907788,0.06701613962650299,0.37422714158892634,0.2521124929189682,100.0,100.0,30,30,1.0,30,0
core_interaction_c025,512,100,prune,0.03,30,0.11728209666907788,0.06701613962650299,0.3357306641836961,0.2553413435816765,100.0,100.0,30,30,1.0,30,0
core_interaction_c025,512,100,prune,0.05,30,0.11728209666907788,0.06701613962650299,0.3253600311776002,0.21865053474903107,100.0,100.0,30,30,1.0,30,0
core_interaction_c025,512,100,prune,0.1,30,0.11728209666907788,0.06701613962650299,0.2933988509699702,0.1602298840880394,100.0,100.0,30,30,1.0,30,0
core_interaction_c025,512,100,prune_input,0.01,30,0.11728209666907788,0.06701613962650299,0.20702313594520091,0.14435064792633057,88.0,85.56666666666666,27,27,0.95,30,0
core_interaction_c025,512,100,prune_input,0.03,30,0.11728209666907788,0.06701613962650299,0.33126607183367013,0.2541072517633438,13.5,26.866666666666667,4,4,0.26666666666666666,30,0
core_interaction_c025,512,100,prune_input,0.05,30,0.11728209666907788,0.06701613962650299,0.3275316304216782,0.24937303364276886,2.0,12.166666666666666,3,3,0.11666666666666667,30,0
core_interaction_c025,512,100,prune_input,0.1,30,0.11728209666907788,0.06701613962650299,0.3387999578068654,0.20121312141418457,2.0,2.9,0,0,0.0,30,0
