model,explain_method,seed,function,samples,dimension,noise,test_mse,train_mse,selected_variables,true_variables,variable_precision,variable_recall,variable_f1,formula,score_x0,score_x1,score_x2,score_x3,score_x4,score_x5,score_x6,score_x7,score_x8,score_x9,score_x10,score_x11,score_x12,score_x13,score_x14,score_x15,score_x16,score_x17,score_x18,score_x19,score_x20,score_x21,score_x22,score_x23,score_x24,score_x25,score_x26,score_x27,score_x28,score_x29,score_x30,score_x31,score_x32,score_x33,score_x34,score_x35,score_x36,score_x37,score_x38,score_x39,score_x40,score_x41,score_x42,score_x43,score_x44,score_x45,score_x46,score_x47,score_x48,score_x49,score_x50,score_x51,score_x52,score_x53,score_x54,score_x55,score_x56,score_x57,score_x58,score_x59,score_x60,score_x61,score_x62,score_x63,score_x64,score_x65,score_x66,score_x67,score_x68,score_x69,score_x70,score_x71,score_x72,score_x73,score_x74,score_x75,score_x76,score_x77,score_x78,score_x79,score_x80,score_x81,score_x82,score_x83,score_x84,score_x85,score_x86,score_x87,score_x88,score_x89,score_x90,score_x91,score_x92,score_x93,score_x94,score_x95,score_x96,score_x97,score_x98,score_x99
KAN,grad,0,core_interaction,1024,100,0.1,2.6565377712249756,1.5725298840862934e-10,"[0, 1, 91, 97]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,2.267437696456909,0.9986748695373535,0.6266493201255798,0.5337296724319458,0.748093843460083,0.6596206426620483,0.8430653810501099,0.7077362537384033,0.454234778881073,0.5637346506118774,0.35133618116378784,0.5960160493850708,0.5611804127693176,0.40710288286209106,0.6065874099731445,0.5780500173568726,0.5238622426986694,0.5673400163650513,0.6941099762916565,0.5514212846755981,0.4548056721687317,0.33888721466064453,0.7040657997131348,0.6716169118881226,0.7142202258110046,0.5654131174087524,0.6786929368972778,0.4255062937736511,0.7176814079284668,0.5882045030593872,0.748491644859314,0.4061352610588074,0.7934294939041138,0.369803249835968,0.5649080276489258,0.8266557455062866,0.6058365106582642,0.25528278946876526,0.4487907588481903,0.514695942401886,0.8303936719894409,0.6187446117401123,0.5333148837089539,0.7110705375671387,0.616550087928772,0.532535195350647,0.47705668210983276,0.4506329894065857,0.5287007093429565,0.4792529344558716,0.8382899761199951,0.3893725275993347,0.6094868779182434,0.4555211663246155,0.4024595022201538,0.49478334188461304,0.4928838014602661,0.5608841180801392,0.39910465478897095,0.5254086256027222,0.7489232420921326,0.564496636390686,0.39318132400512695,0.6342807412147522,0.8170979022979736,0.6467176675796509,0.7553250789642334,0.5142305493354797,0.4820762574672699,0.5264159440994263,0.6716694831848145,0.5330906510353088,0.5270578265190125,0.44270336627960205,0.45514339208602905,0.5378079414367676,0.4356556832790375,0.8086872696876526,0.4533042907714844,0.797382116317749,0.6917725205421448,0.5308287143707275,0.6955430507659912,0.3590086102485657,0.549942672252655,0.7363471984863281,0.38913244009017944,0.6661128997802734,0.7018243670463562,0.5288504362106323,0.7741341590881348,0.8723981380462646,0.5246371626853943,0.665057897567749,0.50529944896698,0.5821281671524048,0.5610983371734619,1.0368196964263916,0.6513490676879883,0.6621735095977783
KAN,perm,0,core_interaction,1024,100,0.1,2.6565377712249756,1.5725298840862934e-10,"[0, 34, 52, 61]","[0, 1, 2, 3]",0.25,0.25,0.25,sin(2*pi*x0) + x1^2 + x2*x3,0.16994278132915497,0.07730650901794434,0.0,0.0,0.0,0.0,0.02599755860865116,0.04029448702931404,0.0,0.0,0.0,0.0,0.07387280464172363,0.0,0.015406926162540913,0.0,0.0,0.0,0.0,0.0,0.026813587173819542,0.0,0.031981706619262695,0.0,0.0,0.0,0.0049595036543905735,0.0,0.0,0.04023607447743416,0.0,0.0,0.0,0.0,0.08486572653055191,0.05053289607167244,0.0,0.0,0.0,0.013095617294311523,0.0,0.0,0.0,0.006554603576660156,0.012284438125789165,0.0,0.03270769119262695,0.04674537852406502,0.0,0.020945468917489052,0.07129549980163574,0.0027094681281596422,0.08470448106527328,0.0,0.04095061495900154,0.0,0.0,0.0788877010345459,0.0,0.0,0.0,0.08276597410440445,0.035118818283081055,0.05194632336497307,0.0,0.0,0.0,0.0,0.0,0.0,0.00688799237832427,0.015573819167912006,0.03573107719421387,0.03696783259510994,0.05825106427073479,0.047289133071899414,0.0,0.01967199705541134,0.0,0.0,0.016840776428580284,0.009738604538142681,0.0,0.0,0.07526644319295883,0.017820755019783974,0.0,0.04738020896911621,0.03642876818776131,0.0,0.06714948266744614,0.0,0.0,0.05384032055735588,0.03226129338145256,0.014790614135563374,0.004998683929443359,0.055817048996686935,0.00473777437582612,0.042625825852155685
KAN,grad,1,core_interaction,1024,100,0.1,0.7832990884780884,6.298594285025771e-11,"[0, 1, 28, 71]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,3.3764843940734863,1.0509543418884277,0.28140726685523987,0.26271554827690125,0.21187016367912292,0.2638237178325653,0.16682188212871552,0.18727847933769226,0.2710641026496887,0.2820754051208496,0.3174240291118622,0.1464540660381317,0.3762553632259369,0.18062087893486023,0.19968067109584808,0.15518242120742798,0.2944011688232422,0.4023278057575226,0.24082201719284058,0.21530167758464813,0.40415987372398376,0.2310812622308731,0.40878918766975403,0.1858588010072708,0.2193780541419983,0.19508400559425354,0.28060686588287354,0.17533066868782043,0.5463722944259644,0.29501771926879883,0.11392819881439209,0.2251124083995819,0.3984060287475586,0.22746217250823975,0.16140075027942657,0.20361259579658508,0.31272631883621216,0.22615614533424377,0.19440767168998718,0.1683885157108307,0.26834017038345337,0.246282696723938,0.20091944932937622,0.25164514780044556,0.27009907364845276,0.255363404750824,0.23023119568824768,0.2699851989746094,0.1987864375114441,0.22051265835762024,0.29564279317855835,0.41681668162345886,0.2855711579322815,0.3470635712146759,0.15258142352104187,0.2464408278465271,0.36606764793395996,0.24556738138198853,0.2458493709564209,0.3220025897026062,0.20840579271316528,0.1491091549396515,0.34588178992271423,0.3322843313217163,0.2234218716621399,0.34393203258514404,0.19135084748268127,0.23434323072433472,0.22523576021194458,0.2520187795162201,0.3494855761528015,0.42690908908843994,0.1936190128326416,0.3208334445953369,0.2829437553882599,0.3824077248573303,0.23182925581932068,0.23246704041957855,0.19458739459514618,0.37732961773872375,0.278675377368927,0.17364253103733063,0.1682540476322174,0.26300591230392456,0.230857715010643,0.16648149490356445,0.3046799898147583,0.27679330110549927,0.3216468095779419,0.2591279149055481,0.18429836630821228,0.16608262062072754,0.27721643447875977,0.2710968852043152,0.2654399871826172,0.3091556429862976,0.1610243320465088,0.2285168617963791,0.392525851726532,0.15446950495243073
KAN,perm,1,core_interaction,1024,100,0.1,0.7832990884780884,6.298594285025771e-11,"[0, 1, 8, 74]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,1.2443307638168335,0.20035730302333832,0.0,0.0107993483543396,0.0,0.004946509841829538,0.0016490817070007324,0.0065441131591796875,0.034737586975097656,0.0,0.009528120048344135,0.009058197028934956,0.012610157020390034,0.0,0.0,0.0,0.025679728016257286,0.0,0.0,0.0,0.024489382281899452,0.0,0.024459898471832275,0.0,0.0053313374519348145,0.015209238044917583,0.010211626999080181,0.011340320110321045,0.0,0.027707913890480995,0.0008020003442652524,0.0,0.0,0.0,0.016463378444314003,0.0,0.0,0.012847225181758404,0.005928059574216604,0.0003459453582763672,0.0,0.0,0.0,0.0,0.0,0.025836030021309853,0.0007978677749633789,0.0,0.0,0.009120643138885498,0.0,0.015523712150752544,0.0,0.0,0.0,0.015297512523829937,0.005660573486238718,0.011012871749699116,0.01364715863019228,0.0,0.0,0.00636968994513154,0.005146344657987356,0.005990564823150635,0.006573458667844534,0.008305291645228863,0.0,0.014830549247562885,0.01319950819015503,0.0,0.03132706880569458,0.019308527931571007,0.00807887315750122,0.028928300365805626,0.036886632442474365,0.004935423377901316,0.01642386056482792,0.008219420909881592,0.001063227653503418,0.0,0.018971046432852745,0.006226619239896536,0.0,0.0,0.0,0.003294924972578883,0.018083831295371056,0.006643354892730713,0.0,0.0,0.0,0.0,0.03469274565577507,0.00784472655504942,0.0,0.0,0.0,0.02967502735555172,0.002060413360595703,0.003538787364959717
KAN,grad,2,core_interaction,1024,100,0.1,1.2634868621826172,4.033150896587401e-11,"[0, 1, 21, 57]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,2.5742788314819336,0.6841902732849121,0.5675982236862183,0.3873205780982971,0.4741203188896179,0.2903234362602234,0.509708046913147,0.36666399240493774,0.3990970849990845,0.2239590287208557,0.20599734783172607,0.22841469943523407,0.32992345094680786,0.43612217903137207,0.4339964985847473,0.2323276698589325,0.4123641550540924,0.24022871255874634,0.24418920278549194,0.388378769159317,0.37128502130508423,0.5713464021682739,0.27541977167129517,0.40589991211891174,0.337388277053833,0.5469577312469482,0.4710811376571655,0.42730259895324707,0.4709446430206299,0.26851320266723633,0.2684386074542999,0.46645045280456543,0.544608473777771,0.4632415771484375,0.27841681241989136,0.4330986738204956,0.3621661365032196,0.4594042897224426,0.33737629652023315,0.4055013060569763,0.40204256772994995,0.2929772734642029,0.29643094539642334,0.2025170475244522,0.3626081943511963,0.36194050312042236,0.2859959900379181,0.2411419302225113,0.4179978668689728,0.42993593215942383,0.28881722688674927,0.24906815588474274,0.25756633281707764,0.4181688725948334,0.3692970871925354,0.21090587973594666,0.18914616107940674,0.6505097150802612,0.32062530517578125,0.25798624753952026,0.48980844020843506,0.2626461386680603,0.4675928056240082,0.348821759223938,0.332243412733078,0.4240909516811371,0.421863853931427,0.4346920847892761,0.4753531217575073,0.3839101493358612,0.4035208523273468,0.3933027982711792,0.33331432938575745,0.33639147877693176,0.4791395366191864,0.36017099022865295,0.554328203201294,0.435763955116272,0.38942721486091614,0.2660837769508362,0.3428540825843811,0.322004497051239,0.25336652994155884,0.4673880338668823,0.3965380787849426,0.2495107501745224,0.34096646308898926,0.31552654504776,0.45936769247055054,0.4265410304069519,0.28879448771476746,0.21674659848213196,0.42347443103790283,0.2157735526561737,0.5579204559326172,0.27068281173706055,0.4195297658443451,0.45017367601394653,0.3118777275085449,0.3576463460922241
KAN,perm,2,core_interaction,1024,100,0.1,1.2634868621826172,4.033150896587401e-11,"[0, 1, 2, 6]","[0, 1, 2, 3]",0.75,0.75,0.75,sin(2*pi*x0) + x1^2 + x2*x3,0.938062846660614,0.14905424416065216,0.08658222109079361,0.0,0.08112967014312744,0.0,0.10569310188293457,0.0,0.0,0.0,0.0011796951293945312,0.0,0.014055490493774414,0.022103389725089073,0.0,0.01612643338739872,0.0,0.0,0.0,0.0,0.03195536136627197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02758701704442501,0.009555776603519917,0.0053069195710122585,0.026929935440421104,0.0,0.0,0.0,0.02860879898071289,0.0,0.0,0.0,0.04428644850850105,0.0,0.0,0.0,0.0,0.0,0.008986711502075195,0.015112876892089844,0.028270920738577843,0.0,0.0,0.0,0.0012461742153391242,0.05055995658040047,0.0,0.005991101264953613,0.0,0.0,0.0,0.011313359253108501,0.0,0.011945049278438091,0.0,0.0,0.008640050888061523,0.06309560686349869,0.0,0.0,0.010150949470698833,0.0,0.0,0.0,0.0,0.029997745528817177,0.0,0.0,0.0,0.016119956970214844,0.0,0.0051398673094809055,0.0,0.018112024292349815,0.0,0.008281190879642963,0.03238304331898689,0.0,0.00693202018737793,0.0,0.0,0.0,0.0,0.014527003280818462,0.0,0.009867469780147076,0.004768212791532278,0.0,0.0,0.004505117889493704,0.0,0.0
KAN,grad,3,core_interaction,1024,100,0.1,1.8423234224319458,9.491723379495554e-11,"[0, 1, 45, 98]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,2.5837912559509277,0.8859549760818481,0.42598757147789,0.2885465621948242,0.22812172770500183,0.38503801822662354,0.492420494556427,0.6378341913223267,0.4128500819206238,0.4261241555213928,0.47551238536834717,0.5207124948501587,0.3520859479904175,0.3453614115715027,0.4620128870010376,0.29808494448661804,0.33809661865234375,0.6937150955200195,0.42914891242980957,0.47768843173980713,0.33467942476272583,0.32650989294052124,0.33806535601615906,0.5460607409477234,0.3274204730987549,0.638735830783844,0.4280058443546295,0.3269367218017578,0.3818311393260956,0.4161924719810486,0.6625449657440186,0.6853638887405396,0.5825856924057007,0.2959696352481842,0.43409281969070435,0.3435124158859253,0.24923938512802124,0.2199963629245758,0.3875996172428131,0.6778539419174194,0.287354975938797,0.38646215200424194,0.5741974115371704,0.27593135833740234,0.3872741758823395,0.8779850006103516,0.35469290614128113,0.35746634006500244,0.4844496250152588,0.3004235327243805,0.39124953746795654,0.4199318289756775,0.5044916868209839,0.3023621737957001,0.3429742455482483,0.30323195457458496,0.44053441286087036,0.3514070510864258,0.3787221312522888,0.33578938245773315,0.27775174379348755,0.6035054922103882,0.2468562126159668,0.303693950176239,0.24066103994846344,0.4036425054073334,0.3565136194229126,0.39956921339035034,0.24997678399085999,0.2845877707004547,0.40053144097328186,0.3561441898345947,0.5204464197158813,0.45152974128723145,0.36239421367645264,0.3246329426765442,0.36306270956993103,0.4058833420276642,0.5731149911880493,0.5721938610076904,0.247612863779068,0.6020327806472778,0.38682258129119873,0.4192310571670532,0.2065259963274002,0.46404463052749634,0.2710610628128052,0.6949502825737,0.3725435137748718,0.4225582480430603,0.4230043888092041,0.3366136848926544,0.42440780997276306,0.38027840852737427,0.33729973435401917,0.46255648136138916,0.33021652698516846,0.6091342568397522,0.7983648777008057,0.2738156318664551
KAN,perm,3,core_interaction,1024,100,0.1,1.8423234224319458,9.491723379495554e-11,"[0, 10, 36, 41]","[0, 1, 2, 3]",0.25,0.25,0.25,sin(2*pi*x0) + x1^2 + x2*x3,0.4460638463497162,0.028915802016854286,0.024189630523324013,0.0,0.0006728966836817563,0.0,0.0,0.0,0.0,0.0,0.0512038879096508,0.01902039907872677,0.0,0.00678416108712554,0.0,0.01781630516052246,0.0,0.0,0.0,0.0,0.0,0.0,0.029327193275094032,0.035069942474365234,0.0,0.0,0.0,0.0,0.004667957779020071,0.0,0.0,0.0,0.032900888472795486,0.0,0.0,0.012677828781306744,0.06502882391214371,0.0,0.0,0.0,0.002310117008164525,0.04339929297566414,0.028895338997244835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022211868781596422,0.0026121933478862047,0.0,0.0,0.0,0.0,0.043152254074811935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004459937568753958,0.0,0.0,0.0,0.0,0.015609224326908588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00689677381888032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012633482925593853,0.0,0.0,0.0
KAN,grad,4,core_interaction,1024,100,0.1,1.48685884475708,8.702742970712052e-10,"[0, 1, 18, 27]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,3.6758594512939453,1.1940103769302368,0.45926332473754883,0.4791854918003082,0.4026665687561035,0.6376975178718567,0.4026804566383362,0.2601619064807892,0.5515605211257935,0.27886006236076355,0.4061813950538635,0.4954383969306946,0.42207229137420654,0.37164342403411865,0.41293835639953613,0.5144604444503784,0.5857086181640625,0.4581153392791748,0.721013605594635,0.3078962564468384,0.5037277340888977,0.28515613079071045,0.3846305310726166,0.308606892824173,0.4223742187023163,0.36763912439346313,0.4084770679473877,0.7706741094589233,0.27089595794677734,0.29897159337997437,0.4592723250389099,0.2632737159729004,0.5049607157707214,0.3026629090309143,0.32399052381515503,0.3934413194656372,0.3838323950767517,0.299572229385376,0.3253212571144104,0.21502423286437988,0.30762043595314026,0.4022437334060669,0.338309645652771,0.556303858757019,0.4329734444618225,0.3463789224624634,0.5031572580337524,0.3728376626968384,0.5292470455169678,0.24104034900665283,0.5810837149620056,0.6945961713790894,0.3168187141418457,0.40518832206726074,0.6376548409461975,0.29867464303970337,0.2836950123310089,0.23586925864219666,0.24551448225975037,0.5245079398155212,0.3129744529724121,0.3420601487159729,0.5894298553466797,0.490813672542572,0.4542009234428406,0.49598515033721924,0.38192152976989746,0.42505723237991333,0.4593600630760193,0.4983670115470886,0.707667350769043,0.5345684289932251,0.31727421283721924,0.2212749570608139,0.39987611770629883,0.4376266896724701,0.3878253102302551,0.26487094163894653,0.39133012294769287,0.44237402081489563,0.30311068892478943,0.3019123077392578,0.34440675377845764,0.22859792411327362,0.6195961236953735,0.3924446702003479,0.2978128492832184,0.3446292579174042,0.3576110005378723,0.5253304243087769,0.5925391912460327,0.2873920202255249,0.6093950271606445,0.3729130029678345,0.4220958352088928,0.3655886948108673,0.35541027784347534,0.2809586524963379,0.5543767213821411,0.2512269616127014
KAN,perm,4,core_interaction,1024,100,0.1,1.48685884475708,8.702742970712052e-10,"[0, 1, 64, 90]","[0, 1, 2, 3]",0.5,0.5,0.5,sin(2*pi*x0) + x1^2 + x2*x3,0.8913955092430115,0.2082778662443161,0.0417126826941967,0.03464086726307869,0.023587504401803017,0.06513512134552002,0.0,0.0372011661529541,0.045127350836992264,0.0,0.029106220230460167,0.05020074173808098,0.020339012145996094,0.013642430305480957,0.030940452590584755,0.02272963523864746,0.03892183303833008,0.0,0.017475565895438194,0.008989651687443256,0.04109525680541992,0.024205049499869347,0.054983895272016525,0.0,0.033453941345214844,0.00938117504119873,0.045095961540937424,0.07774754613637924,0.0,0.014189600944519043,0.03479977324604988,0.0,0.0691976547241211,0.0,0.0024385452270507812,0.0011518398532643914,0.018605390563607216,0.06288615614175797,0.0002002716064453125,0.0,0.0,0.00564583158120513,0.02437635324895382,0.025867700576782227,0.005183696746826172,0.015268961898982525,0.03758235648274422,0.05457659438252449,0.03879284858703613,0.0007839202880859375,0.021459221839904785,0.05444908142089844,0.012969096191227436,0.013281941413879395,0.06358969211578369,0.008344332687556744,0.009108622558414936,0.008477766998112202,0.014003594405949116,0.04003453254699707,0.027497967705130577,0.0,0.034833431243896484,0.0,0.09780891984701157,0.01241739559918642,0.03861641883850098,0.024515947327017784,0.01314516831189394,0.019838890060782433,0.03408129885792732,0.006686687469482422,0.00344916176982224,0.0011782646179199219,0.013466596603393555,0.06627365201711655,0.03778409957885742,0.007224122527986765,0.06681045144796371,0.05804077908396721,0.0,2.225239995823358e-06,0.023014267906546593,0.0,0.07556605339050293,0.0,0.0,0.011218070983886719,0.014937241561710835,0.03596945479512215,0.08178377151489258,0.0,0.06406453996896744,0.023137807846069336,0.019688844680786133,0.0,0.0236078891903162,0.0,0.024533867835998535,0.006982723716646433
