source_file,setting,explain_method,variable,is_true_active,selection_count,num_runs,selection_frequency
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,0,True,5,5,1.0
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,1,True,4,5,0.8
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,8,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,10,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,17,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,20,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,48,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,60,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,63,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,68,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,71,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,95,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,96,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,2,True,0,5,0.0
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,perm,3,True,0,5,0.0
