source_file,setting,explain_method,variable,is_true_active,selection_count,num_runs,selection_frequency
sweep.csv,sweep,grad,0,True,80,80,1.0
sweep.csv,sweep,grad,1,True,79,80,0.9875
sweep.csv,sweep,grad,3,True,66,80,0.825
sweep.csv,sweep,grad,2,True,58,80,0.725
sweep.csv,sweep,grad,5,False,5,80,0.0625
sweep.csv,sweep,grad,6,False,5,80,0.0625
sweep.csv,sweep,grad,17,False,4,80,0.05
sweep.csv,sweep,grad,18,False,4,80,0.05
sweep.csv,sweep,grad,10,False,3,80,0.0375
sweep.csv,sweep,grad,12,False,3,80,0.0375
sweep.csv,sweep,grad,19,False,3,80,0.0375
sweep.csv,sweep,grad,4,False,2,80,0.025
sweep.csv,sweep,grad,16,False,2,80,0.025
sweep.csv,sweep,grad,7,False,1,80,0.0125
sweep.csv,sweep,grad,9,False,1,80,0.0125
