source_file,setting,explain_method,variable,is_true_active,selection_count,num_runs,selection_frequency
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,0,True,5,5,1.0
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,1,True,3,5,0.6
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,71,False,2,5,0.4
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,18,False,1,5,0.2
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,20,False,1,5,0.2
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,21,False,1,5,0.2
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,32,False,1,5,0.2
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,36,False,1,5,0.2
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,51,False,1,5,0.2
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,60,False,1,5,0.2
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,72,False,1,5,0.2
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,79,False,1,5,0.2
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,88,False,1,5,0.2
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,2,True,0,5,0.0
capacity_d100_w8_g5.csv,capacity_d100_w8_g5,perm,3,True,0,5,0.0
