source_file,setting,explain_method,variable,is_true_active,selection_count,num_runs,selection_frequency
earlystop_d100_steps10.csv,earlystop_d100_steps10,perm,0,True,5,5,1.0
earlystop_d100_steps10.csv,earlystop_d100_steps10,perm,1,True,4,5,0.8
earlystop_d100_steps10.csv,earlystop_d100_steps10,perm,10,False,3,5,0.6
earlystop_d100_steps10.csv,earlystop_d100_steps10,perm,85,False,2,5,0.4
earlystop_d100_steps10.csv,earlystop_d100_steps10,perm,19,False,1,5,0.2
earlystop_d100_steps10.csv,earlystop_d100_steps10,perm,20,False,1,5,0.2
earlystop_d100_steps10.csv,earlystop_d100_steps10,perm,49,False,1,5,0.2
earlystop_d100_steps10.csv,earlystop_d100_steps10,perm,56,False,1,5,0.2
earlystop_d100_steps10.csv,earlystop_d100_steps10,perm,79,False,1,5,0.2
earlystop_d100_steps10.csv,earlystop_d100_steps10,perm,98,False,1,5,0.2
earlystop_d100_steps10.csv,earlystop_d100_steps10,perm,2,True,0,5,0.0
earlystop_d100_steps10.csv,earlystop_d100_steps10,perm,3,True,0,5,0.0
