source_file,setting,explain_method,variable,is_true_active,selection_count,num_runs,selection_frequency
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,0,True,4,5,0.8
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,4,False,3,5,0.6
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,2,True,1,5,0.2
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,8,False,1,5,0.2
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,9,False,1,5,0.2
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,16,False,1,5,0.2
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,21,False,1,5,0.2
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,23,False,1,5,0.2
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,25,False,1,5,0.2
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,48,False,1,5,0.2
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,59,False,1,5,0.2
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,64,False,1,5,0.2
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,67,False,1,5,0.2
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,73,False,1,5,0.2
correlated_proxy_d100_n512_noise005.csv,correlated_proxy_d100_n512_noise005,grad,96,False,1,5,0.2
