source_file,setting,explain_method,variable,is_true_active,selection_count,num_runs,selection_frequency
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,grad,0,True,5,5,1.0
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,grad,1,True,5,5,1.0
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,grad,40,False,2,5,0.4
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,grad,58,False,2,5,0.4
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,grad,3,True,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,grad,34,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,grad,35,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,grad,80,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,grad,91,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,grad,99,False,1,5,0.2
capacity_d100_w8_g3.csv,capacity_d100_w8_g3,grad,2,True,0,5,0.0
