function,samples,dimension,seed,trees,top_m,selected_features,true_variables,true_interactions,top12,endpoint_scores,max_noise_score,effective_dim,screen_contains_all_true_vars,screen_true_var_recall,screen_contains_all_interaction_endpoints,screen_interaction_endpoint_recall,screen_contains_true_interactions,endpoint_best_rank,endpoint_worst_rank,endpoint_mean_rank
core_interaction_c025,1024,100,105,500,5,"[0, 1, 2, 53, 83]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 83, 2, 53, 63, 16, 89, 75, 5, 33, 36]","{2: 0.0011095987841703223, 3: 0.0006429320448961642}",0.0011206826820872263,5,0,0.75,0,0.5,0,4.0,29.0,16.5
core_interaction_c025,1024,100,105,500,6,"[0, 1, 2, 53, 63, 83]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 83, 2, 53, 63, 16, 89, 75, 5, 33, 36]","{2: 0.0011095987841703223, 3: 0.0006429320448961642}",0.0011206826820872263,6,0,0.75,0,0.5,0,4.0,29.0,16.5
core_interaction_c025,1024,100,106,500,4,"[0, 1, 20, 48]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 48, 20, 38, 58, 65, 27, 99, 64, 30, 70]","{2: 0.0006854729548761885, 3: 0.0004713811246448914}",0.0010678233235192614,4,0,0.5,0,0.0,0,21.0,77.0,49.0
core_interaction_c025,1024,100,106,500,5,"[0, 1, 20, 38, 48]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 48, 20, 38, 58, 65, 27, 99, 64, 30, 70]","{2: 0.0006854729548761885, 3: 0.0004713811246448914}",0.0010678233235192614,5,0,0.5,0,0.0,0,21.0,77.0,49.0
core_interaction_c025,1024,100,106,500,6,"[0, 1, 20, 38, 48, 58]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 48, 20, 38, 58, 65, 27, 99, 64, 30, 70]","{2: 0.0006854729548761885, 3: 0.0004713811246448914}",0.0010678233235192614,6,0,0.5,0,0.0,0,21.0,77.0,49.0
core_interaction_c025,1024,100,107,500,4,"[0, 1, 63, 71]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 71, 63, 57, 13, 2, 82, 3, 5, 51, 48]","{2: 0.000844880372562092, 3: 0.0007916483176952057}",0.001319435424740532,4,0,0.5,0,0.0,0,7.0,9.0,8.0
core_interaction_c025,1024,100,107,500,5,"[0, 1, 57, 63, 71]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 71, 63, 57, 13, 2, 82, 3, 5, 51, 48]","{2: 0.000844880372562092, 3: 0.0007916483176952057}",0.001319435424740532,5,0,0.5,0,0.0,0,7.0,9.0,8.0
core_interaction_c025,1024,100,107,500,6,"[0, 1, 13, 57, 63, 71]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 71, 63, 57, 13, 2, 82, 3, 5, 51, 48]","{2: 0.000844880372562092, 3: 0.0007916483176952057}",0.001319435424740532,6,0,0.5,0,0.0,0,7.0,9.0,8.0
core_interaction_c025,1024,100,108,500,4,"[0, 1, 24, 48]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 48, 24, 70, 44, 91, 8, 45, 4, 46, 63]","{2: 0.000697836036343693, 3: 0.0006383660270066357}",0.0010998996767517598,4,0,0.5,0,0.0,0,18.0,31.0,24.5
core_interaction_c025,1024,100,108,500,5,"[0, 1, 24, 48, 70]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 48, 24, 70, 44, 91, 8, 45, 4, 46, 63]","{2: 0.000697836036343693, 3: 0.0006383660270066357}",0.0010998996767517598,5,0,0.5,0,0.0,0,18.0,31.0,24.5
core_interaction_c025,1024,100,108,500,6,"[0, 1, 24, 44, 48, 70]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 48, 24, 70, 44, 91, 8, 45, 4, 46, 63]","{2: 0.000697836036343693, 3: 0.0006383660270066357}",0.0010998996767517598,6,0,0.5,0,0.0,0,18.0,31.0,24.5
core_interaction_c025,1024,100,109,500,4,"[0, 1, 21, 38]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 21, 38, 78, 69, 40, 47, 97, 9, 71, 67]","{2: 0.0006006077540330164, 3: 0.0005003115784460898}",0.0009550184164718834,4,0,0.5,0,0.0,0,35.0,62.0,48.5
core_interaction_c025,1024,100,109,500,5,"[0, 1, 21, 38, 78]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 21, 38, 78, 69, 40, 47, 97, 9, 71, 67]","{2: 0.0006006077540330164, 3: 0.0005003115784460898}",0.0009550184164718834,5,0,0.5,0,0.0,0,35.0,62.0,48.5
core_interaction_c025,1024,100,109,500,6,"[0, 1, 21, 38, 69, 78]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 21, 38, 78, 69, 40, 47, 97, 9, 71, 67]","{2: 0.0006006077540330164, 3: 0.0005003115784460898}",0.0009550184164718834,6,0,0.5,0,0.0,0,35.0,62.0,48.5
core_interaction_c025,1024,100,100,2000,4,"[0, 1, 14, 55]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 14, 55, 24, 57, 70, 6, 61, 42, 58, 41]","{2: 0.000747300397507811, 3: 0.0006537682601926911}",0.0011318741257536835,4,0,0.5,0,0.0,0,16.0,36.0,26.0
core_interaction_c025,1024,100,100,2000,5,"[0, 1, 14, 24, 55]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 14, 55, 24, 57, 70, 6, 61, 42, 58, 41]","{2: 0.000747300397507811, 3: 0.0006537682601926911}",0.0011318741257536835,5,0,0.5,0,0.0,0,16.0,36.0,26.0
core_interaction_c025,1024,100,100,2000,6,"[0, 1, 14, 24, 55, 57]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 14, 55, 24, 57, 70, 6, 61, 42, 58, 41]","{2: 0.000747300397507811, 3: 0.0006537682601926911}",0.0011318741257536835,6,0,0.5,0,0.0,0,16.0,36.0,26.0
core_interaction_c025,1024,100,101,2000,4,"[0, 1, 29, 90]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 90, 29, 97, 30, 60, 75, 26, 72, 15, 13]","{2: 0.0005543355226160292, 3: 0.0006534619313763177}",0.0011926109127675698,4,0,0.5,0,0.0,0,15.0,35.0,25.0
core_interaction_c025,1024,100,101,2000,5,"[0, 1, 29, 90, 97]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 90, 29, 97, 30, 60, 75, 26, 72, 15, 13]","{2: 0.0005543355226160292, 3: 0.0006534619313763177}",0.0011926109127675698,5,0,0.5,0,0.0,0,15.0,35.0,25.0
core_interaction_c025,1024,100,101,2000,6,"[0, 1, 29, 30, 90, 97]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 90, 29, 97, 30, 60, 75, 26, 72, 15, 13]","{2: 0.0005543355226160292, 3: 0.0006534619313763177}",0.0011926109127675698,6,0,0.5,0,0.0,0,15.0,35.0,25.0
core_interaction_c025,1024,100,102,2000,4,"[0, 1, 49, 58]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 58, 49, 84, 28, 57, 71, 3, 92, 31, 20]","{2: 0.0005568906365271407, 3: 0.0008310368722005609}",0.0012442146690839902,4,0,0.5,0,0.0,0,9.0,47.0,28.0
core_interaction_c025,1024,100,102,2000,5,"[0, 1, 49, 58, 84]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 58, 49, 84, 28, 57, 71, 3, 92, 31, 20]","{2: 0.0005568906365271407, 3: 0.0008310368722005609}",0.0012442146690839902,5,0,0.5,0,0.0,0,9.0,47.0,28.0
core_interaction_c025,1024,100,102,2000,6,"[0, 1, 28, 49, 58, 84]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 58, 49, 84, 28, 57, 71, 3, 92, 31, 20]","{2: 0.0005568906365271407, 3: 0.0008310368722005609}",0.0012442146690839902,6,0,0.5,0,0.0,0,9.0,47.0,28.0
core_interaction_c025,1024,100,103,2000,4,"[0, 1, 39, 62]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 39, 62, 74, 33, 18, 2, 84, 80, 26, 73]","{2: 0.0008193062236287983, 3: 0.0006739227450970293}",0.0011758948736545424,4,0,0.5,0,0.0,0,8.0,17.0,12.5
core_interaction_c025,1024,100,103,2000,5,"[0, 1, 39, 62, 74]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 39, 62, 74, 33, 18, 2, 84, 80, 26, 73]","{2: 0.0008193062236287983, 3: 0.0006739227450970293}",0.0011758948736545424,5,0,0.5,0,0.0,0,8.0,17.0,12.5
core_interaction_c025,1024,100,103,2000,6,"[0, 1, 33, 39, 62, 74]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 39, 62, 74, 33, 18, 2, 84, 80, 26, 73]","{2: 0.0008193062236287983, 3: 0.0006739227450970293}",0.0011758948736545424,6,0,0.5,0,0.0,0,8.0,17.0,12.5
core_interaction_c025,1024,100,104,2000,4,"[0, 1, 23, 70]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 70, 23, 30, 59, 95, 14, 97, 22, 56, 37]","{2: 0.0004358045949037101, 3: 0.0004843405420153613}",0.001151165532904085,4,0,0.5,0,0.0,0,81.0,94.0,87.5
core_interaction_c025,1024,100,104,2000,5,"[0, 1, 23, 30, 70]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 70, 23, 30, 59, 95, 14, 97, 22, 56, 37]","{2: 0.0004358045949037101, 3: 0.0004843405420153613}",0.001151165532904085,5,0,0.5,0,0.0,0,81.0,94.0,87.5
core_interaction_c025,1024,100,104,2000,6,"[0, 1, 23, 30, 59, 70]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 70, 23, 30, 59, 95, 14, 97, 22, 56, 37]","{2: 0.0004358045949037101, 3: 0.0004843405420153613}",0.001151165532904085,6,0,0.5,0,0.0,0,81.0,94.0,87.5
core_interaction_c025,1024,100,105,2000,4,"[0, 1, 2, 83]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 83, 2, 63, 16, 53, 89, 5, 33, 75, 36]","{2: 0.0010791168438960893, 3: 0.0006784918182060996}",0.0011175534740158761,4,0,0.75,0,0.5,0,4.0,19.0,11.5
core_interaction_c025,1024,100,105,2000,5,"[0, 1, 2, 63, 83]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 83, 2, 63, 16, 53, 89, 5, 33, 75, 36]","{2: 0.0010791168438960893, 3: 0.0006784918182060996}",0.0011175534740158761,5,0,0.75,0,0.5,0,4.0,19.0,11.5
core_interaction_c025,1024,100,105,2000,6,"[0, 1, 2, 16, 63, 83]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 83, 2, 63, 16, 53, 89, 5, 33, 75, 36]","{2: 0.0010791168438960893, 3: 0.0006784918182060996}",0.0011175534740158761,6,0,0.75,0,0.5,0,4.0,19.0,11.5
core_interaction_c025,1024,100,106,2000,4,"[0, 1, 20, 48]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 48, 20, 38, 65, 58, 99, 27, 30, 64, 70]","{2: 0.0006868338524638371, 3: 0.00048533654967525383}",0.0010825262269768313,4,0,0.5,0,0.0,0,17.0,76.0,46.5
core_interaction_c025,1024,100,106,2000,5,"[0, 1, 20, 38, 48]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 48, 20, 38, 65, 58, 99, 27, 30, 64, 70]","{2: 0.0006868338524638371, 3: 0.00048533654967525383}",0.0010825262269768313,5,0,0.5,0,0.0,0,17.0,76.0,46.5
core_interaction_c025,1024,100,106,2000,6,"[0, 1, 20, 38, 48, 65]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 48, 20, 38, 65, 58, 99, 27, 30, 64, 70]","{2: 0.0006868338524638371, 3: 0.00048533654967525383}",0.0010825262269768313,6,0,0.5,0,0.0,0,17.0,76.0,46.5
core_interaction_c025,1024,100,107,2000,4,"[0, 1, 63, 71]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 71, 63, 2, 57, 13, 82, 5, 3, 48, 51]","{2: 0.0008642168911365287, 3: 0.0007716399908517291}",0.0013832943528325433,4,0,0.5,0,0.0,0,5.0,10.0,7.5
core_interaction_c025,1024,100,107,2000,5,"[0, 1, 2, 63, 71]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 71, 63, 2, 57, 13, 82, 5, 3, 48, 51]","{2: 0.0008642168911365287, 3: 0.0007716399908517291}",0.0013832943528325433,5,0,0.75,0,0.5,0,5.0,10.0,7.5
core_interaction_c025,1024,100,107,2000,6,"[0, 1, 2, 57, 63, 71]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 71, 63, 2, 57, 13, 82, 5, 3, 48, 51]","{2: 0.0008642168911365287, 3: 0.0007716399908517291}",0.0013832943528325433,6,0,0.75,0,0.5,0,5.0,10.0,7.5
core_interaction_c025,1024,100,108,2000,4,"[0, 1, 44, 48]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 48, 44, 24, 70, 8, 91, 45, 4, 46, 79]","{2: 0.0006852210785523978, 3: 0.0006645159372242264}",0.0011418559116389932,4,0,0.5,0,0.0,0,18.0,22.0,20.0
core_interaction_c025,1024,100,108,2000,5,"[0, 1, 24, 44, 48]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 48, 44, 24, 70, 8, 91, 45, 4, 46, 79]","{2: 0.0006852210785523978, 3: 0.0006645159372242264}",0.0011418559116389932,5,0,0.5,0,0.0,0,18.0,22.0,20.0
core_interaction_c025,1024,100,108,2000,6,"[0, 1, 24, 44, 48, 70]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 48, 44, 24, 70, 8, 91, 45, 4, 46, 79]","{2: 0.0006852210785523978, 3: 0.0006645159372242264}",0.0011418559116389932,6,0,0.5,0,0.0,0,18.0,22.0,20.0
core_interaction_c025,1024,100,109,2000,4,"[0, 1, 21, 38]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 21, 38, 78, 97, 71, 30, 69, 67, 9, 40]","{2: 0.0006133750591239165, 3: 0.00045296185821627755}",0.0009018861054453536,4,0,0.5,0,0.0,0,31.0,76.0,53.5
core_interaction_c025,1024,100,109,2000,5,"[0, 1, 21, 38, 78]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 21, 38, 78, 97, 71, 30, 69, 67, 9, 40]","{2: 0.0006133750591239165, 3: 0.00045296185821627755}",0.0009018861054453536,5,0,0.5,0,0.0,0,31.0,76.0,53.5
core_interaction_c025,1024,100,109,2000,6,"[0, 1, 21, 38, 78, 97]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 21, 38, 78, 97, 71, 30, 69, 67, 9, 40]","{2: 0.0006133750591239165, 3: 0.00045296185821627755}",0.0009018861054453536,6,0,0.5,0,0.0,0,31.0,76.0,53.5
