function,seed,samples,test_samples,dimension,noise,width_hidden,grid,k,lamb,steps,pair_mode,train_mse,test_mse,candidate_pairs,true_pair,top_pair,top_pair_score,true_pair_score,max_false_pair_score,false_pair_score_p95,false_pair_score_p99,true_minus_max_false,true_pair_rank,true_pair_beats_candidates,endpoint_rank_worst_feature,endpoint_rank_worst_hybrid,runtime_sec
core_interaction_c025,0,512,2048,100,0.0,32,5,3,0.001,75,all,0.0001991428289329633,0.04927074536681175,4950,"(2, 3)","(0, 1)",0.050468193367123604,0.00047942250967025757,0.050468193367123604,0.005678335577249525,0.011690836250781924,-0.049988770857453346,3350,0,75,63,152.64164352416992
core_interaction_c025,1,512,2048,100,0.0,32,5,3,0.001,75,all,0.00019551004515960813,0.08246248960494995,4950,"(2, 3)","(0, 1)",0.17130041820928454,0.0006845975294709206,0.17130041820928454,0.003712795116007325,0.0074559510126709335,-0.17061582067981362,2632,0,77,92,151.51880598068237
core_interaction_c025,2,512,2048,100,0.0,32,5,3,0.001,75,all,0.00010040314373327419,0.1286727637052536,4950,"(2, 3)","(56, 75)",0.041756515856832266,0.003753097727894783,0.041756515856832266,0.010845159273594598,0.01892334284260866,-0.03800341812893748,1352,0,91,93,109.51948404312134
core_interaction_c025,3,512,2048,100,0.0,32,5,3,0.001,75,all,0.00016429316019639373,0.10891713201999664,4950,"(2, 3)","(0, 1)",0.036417619325220585,0.0002332143485546112,0.036417619325220585,0.001933444291353223,0.008676512241363501,-0.036184404976665974,3561,0,64,68,110.7788405418396
core_interaction_c025,4,512,2048,100,0.0,32,5,3,0.001,75,all,0.00012419166159816086,0.05060500651597977,4950,"(2, 3)","(0, 1)",0.021979106590151787,0.0003979988396167755,0.021979106590151787,0.0010703910142183292,0.004434369616210435,-0.02158110775053501,1475,0,80,88,147.62565922737122
core_interaction_c025,5,512,2048,100,0.0,32,5,3,0.001,75,all,0.00021518967696465552,0.10905040800571442,4950,"(2, 3)","(0, 1)",0.16422082856297493,0.0003337915986776352,0.16422082856297493,0.0016269478946924207,0.007792885899543738,-0.1638870369642973,3133,0,50,45,150.5799012184143
core_interaction_c025,6,512,2048,100,0.0,32,5,3,0.001,75,all,0.00011584292951738462,0.052077047526836395,4950,"(2, 3)","(0, 1)",0.03160844510421157,0.0009260517545044422,0.03160844510421157,0.00541362408548593,0.008536246735602606,-0.030682393349707127,3079,0,84,83,107.89283633232117
core_interaction_c025,7,512,2048,100,0.0,32,5,3,0.001,75,all,0.00011750448175007477,0.25885292887687683,4950,"(2, 3)","(0, 1)",0.06958811357617378,0.0013957270421087742,0.06958811357617378,0.005851958412677043,0.018013484962284547,-0.06819238653406501,2352,0,39,50,107.09895491600037
core_interaction_c025,8,512,2048,100,0.0,32,5,3,0.001,75,all,0.0001283548481296748,0.07181479036808014,4950,"(2, 3)","(0, 1)",0.07196156773716211,0.001788595225661993,0.07196156773716211,0.0020376523956656435,0.008718575648963407,-0.07017297251150012,299,0,23,73,107.23229384422302
core_interaction_c025,9,512,2048,100,0.0,32,5,3,0.001,75,all,0.00010050893615698442,0.029592998325824738,4950,"(2, 3)","(0, 1)",0.04335540719330311,5.4074451327323914e-05,0.04335540719330311,0.0002733388915657995,0.003877282254397851,-0.043301332741975784,2245,0,61,61,107.7535650730133
