source_file,function,explain_method,variable,is_true_active,selection_frequency,mean_importance
capacity_d100_w2_g5.csv,core_interaction,grad,18,0,0.0,0.8617677807807922
capacity_d100_w2_g5.csv,core_interaction,grad,19,0,0.0,0.7132393956184387
capacity_d100_w2_g5.csv,core_interaction,grad,20,0,0.0,0.899701076745987
capacity_d100_w2_g5.csv,core_interaction,grad,21,0,0.0,1.0227977275848388
capacity_d100_w2_g5.csv,core_interaction,grad,22,0,0.0,1.1724595189094544
capacity_d100_w2_g5.csv,core_interaction,grad,23,0,0.2,1.3044710457324982
capacity_d100_w2_g5.csv,core_interaction,grad,24,0,0.0,0.9894117593765259
capacity_d100_w2_g5.csv,core_interaction,grad,25,0,0.0,0.8601191163063049
capacity_d100_w2_g5.csv,core_interaction,grad,26,0,0.0,1.0122258543968201
capacity_d100_w2_g5.csv,core_interaction,grad,27,0,0.0,0.9917964696884155
capacity_d100_w2_g5.csv,core_interaction,grad,28,0,0.0,0.9790080726146698
capacity_d100_w2_g5.csv,core_interaction,grad,29,0,0.0,0.7969843029975892
capacity_d100_w2_g5.csv,core_interaction,grad,30,0,0.0,1.0163887739181519
capacity_d100_w2_g5.csv,core_interaction,grad,31,0,0.2,0.6933718264102936
capacity_d100_w2_g5.csv,core_interaction,grad,32,0,0.0,1.0363145112991332
capacity_d100_w2_g5.csv,core_interaction,grad,33,0,0.2,1.1040462017059327
capacity_d100_w2_g5.csv,core_interaction,grad,34,0,0.0,0.8818569302558898
capacity_d100_w2_g5.csv,core_interaction,grad,35,0,0.0,0.7306743800640106
capacity_d100_w2_g5.csv,core_interaction,grad,36,0,0.0,0.9536244571208954
capacity_d100_w2_g5.csv,core_interaction,grad,37,0,0.2,1.0696559399366379
capacity_d100_w2_g5.csv,core_interaction,grad,38,0,0.0,0.951357650756836
capacity_d100_w2_g5.csv,core_interaction,grad,39,0,0.0,0.837106716632843
capacity_d100_w2_g5.csv,core_interaction,grad,40,0,0.0,0.833501935005188
capacity_d100_w2_g5.csv,core_interaction,grad,41,0,0.2,1.162599015235901
capacity_d100_w2_g5.csv,core_interaction,grad,42,0,0.0,1.0094149112701416
capacity_d100_w2_g5.csv,core_interaction,grad,43,0,0.0,0.9804436445236206
capacity_d100_w2_g5.csv,core_interaction,grad,44,0,0.0,1.0134336590766906
capacity_d100_w2_g5.csv,core_interaction,grad,45,0,0.0,0.7421793580055237
capacity_d100_w2_g5.csv,core_interaction,grad,46,0,0.0,1.0946953117847442
capacity_d100_w2_g5.csv,core_interaction,grad,47,0,0.2,0.9062888979911804
capacity_d100_w2_g5.csv,core_interaction,grad,48,0,0.0,1.2051532983779907
capacity_d100_w2_g5.csv,core_interaction,grad,49,0,0.0,0.8327861666679383
capacity_d100_w2_g5.csv,core_interaction,grad,50,0,0.0,1.0694320023059845
capacity_d100_w2_g5.csv,core_interaction,grad,51,0,0.0,0.7750051379203796
capacity_d100_w2_g5.csv,core_interaction,grad,52,0,0.0,0.7910555362701416
capacity_d100_w2_g5.csv,core_interaction,grad,53,0,0.0,0.8033295631408691
capacity_d100_w2_g5.csv,core_interaction,grad,54,0,0.0,0.7564701080322266
capacity_d100_w2_g5.csv,core_interaction,grad,55,0,0.0,1.1196543514728545
capacity_d100_w2_g5.csv,core_interaction,grad,56,0,0.0,0.7858199834823608
capacity_d100_w2_g5.csv,core_interaction,grad,57,0,0.0,0.8806351780891418
capacity_d100_w2_g5.csv,core_interaction,grad,58,0,0.0,0.9842090249061585
capacity_d100_w2_g5.csv,core_interaction,grad,59,0,0.0,1.002256166934967
capacity_d100_w2_g5.csv,core_interaction,grad,60,0,0.0,1.2436358690261842
capacity_d100_w2_g5.csv,core_interaction,grad,61,0,0.0,1.1071714878082275
capacity_d100_w2_g5.csv,core_interaction,grad,62,0,0.0,0.9685015380382538
capacity_d100_w2_g5.csv,core_interaction,grad,63,0,0.0,0.8131790697574616
capacity_d100_w2_g5.csv,core_interaction,grad,64,0,0.0,0.8964638829231262
capacity_d100_w2_g5.csv,core_interaction,grad,65,0,0.0,1.1194449543952942
capacity_d100_w2_g5.csv,core_interaction,grad,66,0,0.0,0.7910300970077515
capacity_d100_w2_g5.csv,core_interaction,grad,67,0,0.0,0.8741792201995849
capacity_d100_w2_g5.csv,core_interaction,grad,68,0,0.0,0.9853116273880005
capacity_d100_w2_g5.csv,core_interaction,grad,69,0,0.0,0.9220065593719482
capacity_d100_w2_g5.csv,core_interaction,grad,70,0,0.0,1.0923019051551819
capacity_d100_w2_g5.csv,core_interaction,grad,71,0,0.0,0.7988840878009796
capacity_d100_w2_g5.csv,core_interaction,grad,72,0,0.0,0.8213241577148438
capacity_d100_w2_g5.csv,core_interaction,grad,73,0,0.0,0.9293741226196289
capacity_d100_w2_g5.csv,core_interaction,grad,74,0,0.0,0.8822932660579681
capacity_d100_w2_g5.csv,core_interaction,grad,75,0,0.0,1.0246488213539124
capacity_d100_w2_g5.csv,core_interaction,grad,76,0,0.0,0.8192383527755738
capacity_d100_w2_g5.csv,core_interaction,grad,77,0,0.0,1.0222297430038452
capacity_d100_w2_g5.csv,core_interaction,grad,78,0,0.0,0.6557093352079392
capacity_d100_w2_g5.csv,core_interaction,grad,79,0,0.0,1.3458380222320556
capacity_d100_w2_g5.csv,core_interaction,grad,80,0,0.0,1.1116337060928345
capacity_d100_w2_g5.csv,core_interaction,grad,81,0,0.0,1.035589861869812
capacity_d100_w2_g5.csv,core_interaction,grad,82,0,0.0,0.9005962133407592
capacity_d100_w2_g5.csv,core_interaction,grad,83,0,0.0,0.8928264081478119
capacity_d100_w2_g5.csv,core_interaction,grad,84,0,0.0,1.1571665823459625
capacity_d100_w2_g5.csv,core_interaction,grad,85,0,0.0,1.1542476415634155
capacity_d100_w2_g5.csv,core_interaction,grad,86,0,0.0,0.9533670663833618
capacity_d100_w2_g5.csv,core_interaction,grad,87,0,0.0,1.0229905128479004
capacity_d100_w2_g5.csv,core_interaction,grad,88,0,0.2,1.219648575782776
capacity_d100_w2_g5.csv,core_interaction,grad,89,0,0.0,1.1298976480960845
capacity_d100_w2_g5.csv,core_interaction,grad,90,0,0.0,0.7056338071823121
capacity_d100_w2_g5.csv,core_interaction,grad,91,0,0.0,0.9389015048742294
capacity_d100_w2_g5.csv,core_interaction,grad,92,0,0.0,0.9732334017753601
capacity_d100_w2_g5.csv,core_interaction,grad,93,0,0.0,0.9908982872962951
capacity_d100_w2_g5.csv,core_interaction,grad,94,0,0.0,1.1379188418388366
capacity_d100_w2_g5.csv,core_interaction,grad,95,0,0.2,1.3547191739082336
capacity_d100_w2_g5.csv,core_interaction,grad,96,0,0.2,1.2917803049087524
capacity_d100_w2_g5.csv,core_interaction,grad,97,0,0.0,0.864662128686905
capacity_d100_w2_g5.csv,core_interaction,grad,98,0,0.0,1.0810602605342865
capacity_d100_w2_g5.csv,core_interaction,grad,99,0,0.0,0.7349299669265748
capacity_d100_w2_g5.csv,core_interaction,perm,0,1,0.6,0.9133938074111938
capacity_d100_w2_g5.csv,core_interaction,perm,1,1,0.4,0.2804983168840408
capacity_d100_w2_g5.csv,core_interaction,perm,2,1,0.0,0.018361115967854856
capacity_d100_w2_g5.csv,core_interaction,perm,3,1,0.0,0.00047299065627157686
capacity_d100_w2_g5.csv,core_interaction,perm,4,0,0.0,0.27134989900514483
capacity_d100_w2_g5.csv,core_interaction,perm,5,0,0.0,0.11760997399687767
capacity_d100_w2_g5.csv,core_interaction,perm,6,0,0.0,0.10812413934618234
capacity_d100_w2_g5.csv,core_interaction,perm,7,0,0.0,0.0799979768693447
capacity_d100_w2_g5.csv,core_interaction,perm,8,0,0.0,0.0036423087818548082
capacity_d100_w2_g5.csv,core_interaction,perm,9,0,0.0,0.0
capacity_d100_w2_g5.csv,core_interaction,perm,10,0,0.0,0.21133182640187442
capacity_d100_w2_g5.csv,core_interaction,perm,11,0,0.0,0.0175575889647007
capacity_d100_w2_g5.csv,core_interaction,perm,12,0,0.0,0.018264222145080566
capacity_d100_w2_g5.csv,core_interaction,perm,13,0,0.0,0.18540710904635488
capacity_d100_w2_g5.csv,core_interaction,perm,14,0,0.0,0.23062082128599287
capacity_d100_w2_g5.csv,core_interaction,perm,15,0,0.0,0.1809693995863199
capacity_d100_w2_g5.csv,core_interaction,perm,16,0,0.0,0.040059125237166884
capacity_d100_w2_g5.csv,core_interaction,perm,17,0,0.0,0.20130387544631959
capacity_d100_w2_g5.csv,core_interaction,perm,18,0,0.0,0.13010375909507274
capacity_d100_w2_g5.csv,core_interaction,perm,19,0,0.2,0.37694196701049804
capacity_d100_w2_g5.csv,core_interaction,perm,20,0,0.0,0.10038430192507804
capacity_d100_w2_g5.csv,core_interaction,perm,21,0,0.0,0.031069168448448183
capacity_d100_w2_g5.csv,core_interaction,perm,22,0,0.2,0.46063545541837814
capacity_d100_w2_g5.csv,core_interaction,perm,23,0,0.0,0.29729011505842207
capacity_d100_w2_g5.csv,core_interaction,perm,24,0,0.0,0.015060456097126007
capacity_d100_w2_g5.csv,core_interaction,perm,25,0,0.2,0.3026921175420284
capacity_d100_w2_g5.csv,core_interaction,perm,26,0,0.0,0.024545275419950486
capacity_d100_w2_g5.csv,core_interaction,perm,27,0,0.0,0.06367827448993921
capacity_d100_w2_g5.csv,core_interaction,perm,28,0,0.2,0.7260533887892962
capacity_d100_w2_g5.csv,core_interaction,perm,29,0,0.0,0.10131205515936018
capacity_d100_w2_g5.csv,core_interaction,perm,30,0,0.0,0.2373257389292121
capacity_d100_w2_g5.csv,core_interaction,perm,31,0,0.0,0.03920045699924231
capacity_d100_w2_g5.csv,core_interaction,perm,32,0,0.0,0.0156381294131279
capacity_d100_w2_g5.csv,core_interaction,perm,33,0,0.2,0.4382977530360222
capacity_d100_w2_g5.csv,core_interaction,perm,34,0,0.0,0.23974005728960038
capacity_d100_w2_g5.csv,core_interaction,perm,35,0,0.2,0.029591667279601098
capacity_d100_w2_g5.csv,core_interaction,perm,36,0,0.0,0.026780462265014647
capacity_d100_w2_g5.csv,core_interaction,perm,37,0,0.4,0.8047676086425781
capacity_d100_w2_g5.csv,core_interaction,perm,38,0,0.0,0.07051833644509316
capacity_d100_w2_g5.csv,core_interaction,perm,39,0,0.0,0.22176287174224854
capacity_d100_w2_g5.csv,core_interaction,perm,40,0,0.0,0.09360500797629356
capacity_d100_w2_g5.csv,core_interaction,perm,41,0,0.2,0.33312548846006396
capacity_d100_w2_g5.csv,core_interaction,perm,42,0,0.0,0.09196442421525716
capacity_d100_w2_g5.csv,core_interaction,perm,43,0,0.0,0.17390261888504027
capacity_d100_w2_g5.csv,core_interaction,perm,44,0,0.0,0.14841565638780593
capacity_d100_w2_g5.csv,core_interaction,perm,45,0,0.0,0.2929297465831041
capacity_d100_w2_g5.csv,core_interaction,perm,46,0,0.0,0.5112922012805938
capacity_d100_w2_g5.csv,core_interaction,perm,47,0,0.0,0.11447676569223404
capacity_d100_w2_g5.csv,core_interaction,perm,48,0,0.0,0.0028173008933663366
capacity_d100_w2_g5.csv,core_interaction,perm,49,0,0.0,0.18259042203426362
capacity_d100_w2_g5.csv,core_interaction,perm,50,0,0.0,0.0
capacity_d100_w2_g5.csv,core_interaction,perm,51,0,0.0,0.14208622574806212
capacity_d100_w2_g5.csv,core_interaction,perm,52,0,0.0,0.00011506875744089484
capacity_d100_w2_g5.csv,core_interaction,perm,53,0,0.0,0.006034131813794375
capacity_d100_w2_g5.csv,core_interaction,perm,54,0,0.0,0.1275533616542816
capacity_d100_w2_g5.csv,core_interaction,perm,55,0,0.0,0.19711244497448205
capacity_d100_w2_g5.csv,core_interaction,perm,56,0,0.0,0.04175345003604889
capacity_d100_w2_g5.csv,core_interaction,perm,57,0,0.0,0.005580075643956661
capacity_d100_w2_g5.csv,core_interaction,perm,58,0,0.0,0.012758970633149147
capacity_d100_w2_g5.csv,core_interaction,perm,59,0,0.2,0.15295425988733768
capacity_d100_w2_g5.csv,core_interaction,perm,60,0,0.0,0.041775132156908514
capacity_d100_w2_g5.csv,core_interaction,perm,61,0,0.0,0.1152156949043274
capacity_d100_w2_g5.csv,core_interaction,perm,62,0,0.0,0.12951397504657508
capacity_d100_w2_g5.csv,core_interaction,perm,63,0,0.0,0.017219670116901398
capacity_d100_w2_g5.csv,core_interaction,perm,64,0,0.0,0.04510366097092629
capacity_d100_w2_g5.csv,core_interaction,perm,65,0,0.0,0.05478394627571106
capacity_d100_w2_g5.csv,core_interaction,perm,66,0,0.2,0.32728642914444206
capacity_d100_w2_g5.csv,core_interaction,perm,67,0,0.0,0.029914815351366995
capacity_d100_w2_g5.csv,core_interaction,perm,68,0,0.0,0.009844163805246353
capacity_d100_w2_g5.csv,core_interaction,perm,69,0,0.0,0.05839701499789953
capacity_d100_w2_g5.csv,core_interaction,perm,70,0,0.0,0.005684292409569025
capacity_d100_w2_g5.csv,core_interaction,perm,71,0,0.0,0.044740112498402596
capacity_d100_w2_g5.csv,core_interaction,perm,72,0,0.0,0.030318661499768494
capacity_d100_w2_g5.csv,core_interaction,perm,73,0,0.0,0.023318823799490927
capacity_d100_w2_g5.csv,core_interaction,perm,74,0,0.2,0.2137971818447113
capacity_d100_w2_g5.csv,core_interaction,perm,75,0,0.0,0.15070839724503457
capacity_d100_w2_g5.csv,core_interaction,perm,76,0,0.0,0.019409140455536544
capacity_d100_w2_g5.csv,core_interaction,perm,77,0,0.0,0.23889366686344146
capacity_d100_w2_g5.csv,core_interaction,perm,78,0,0.0,0.36342684626579286
capacity_d100_w2_g5.csv,core_interaction,perm,79,0,0.0,0.10122884716838598
capacity_d100_w2_g5.csv,core_interaction,perm,80,0,0.0,0.0
capacity_d100_w2_g5.csv,core_interaction,perm,81,0,0.0,0.0
capacity_d100_w2_g5.csv,core_interaction,perm,82,0,0.2,0.19807546585798264
capacity_d100_w2_g5.csv,core_interaction,perm,83,0,0.0,0.015063941851258278
capacity_d100_w2_g5.csv,core_interaction,perm,84,0,0.0,0.13076624497771264
capacity_d100_w2_g5.csv,core_interaction,perm,85,0,0.0,0.10695024630986154
capacity_d100_w2_g5.csv,core_interaction,perm,86,0,0.0,0.10337981879711151
capacity_d100_w2_g5.csv,core_interaction,perm,87,0,0.0,0.03165600374341011
capacity_d100_w2_g5.csv,core_interaction,perm,88,0,0.0,0.235506980586797
capacity_d100_w2_g5.csv,core_interaction,perm,89,0,0.0,0.1861153906211257
capacity_d100_w2_g5.csv,core_interaction,perm,90,0,0.2,0.5197705507278443
capacity_d100_w2_g5.csv,core_interaction,perm,91,0,0.0,0.02089029997587204
capacity_d100_w2_g5.csv,core_interaction,perm,92,0,0.0,0.05184720158576965
capacity_d100_w2_g5.csv,core_interaction,perm,93,0,0.2,0.16814368665218354
capacity_d100_w2_g5.csv,core_interaction,perm,94,0,0.0,0.10559995658695698
capacity_d100_w2_g5.csv,core_interaction,perm,95,0,0.0,0.2901088781654835
capacity_d100_w2_g5.csv,core_interaction,perm,96,0,0.0,0.04735961630940437
capacity_d100_w2_g5.csv,core_interaction,perm,97,0,0.0,0.3089748908765614
capacity_d100_w2_g5.csv,core_interaction,perm,98,0,0.0,0.09738171696662903
capacity_d100_w2_g5.csv,core_interaction,perm,99,0,0.0,0.012756378948688507
capacity_d100_w4_g3.csv,core_interaction,grad,0,1,1.0,4.177495813369751
capacity_d100_w4_g3.csv,core_interaction,grad,1,1,0.8,1.113071608543396
capacity_d100_w4_g3.csv,core_interaction,grad,2,1,0.0,0.50251904129982
capacity_d100_w4_g3.csv,core_interaction,grad,3,1,0.0,0.3690598040819168
capacity_d100_w4_g3.csv,core_interaction,grad,4,0,0.0,0.5000882267951965
capacity_d100_w4_g3.csv,core_interaction,grad,5,0,0.0,0.3965692937374115
capacity_d100_w4_g3.csv,core_interaction,grad,6,0,0.0,0.3923026919364929
capacity_d100_w4_g3.csv,core_interaction,grad,7,0,0.0,0.33825294971466063
capacity_d100_w4_g3.csv,core_interaction,grad,8,0,0.0,0.36869043707847593
capacity_d100_w4_g3.csv,core_interaction,grad,9,0,0.0,0.2711408495903015
capacity_d100_w4_g3.csv,core_interaction,grad,10,0,0.0,0.3543530464172363
capacity_d100_w4_g3.csv,core_interaction,grad,11,0,0.0,0.536758440732956
capacity_d100_w4_g3.csv,core_interaction,grad,12,0,0.0,0.4118810832500458
capacity_d100_w4_g3.csv,core_interaction,grad,13,0,0.0,0.42486406564712526
capacity_d100_w4_g3.csv,core_interaction,grad,14,0,0.0,0.4364979326725006
capacity_d100_w4_g3.csv,core_interaction,grad,15,0,0.0,0.4148344099521637
capacity_d100_w4_g3.csv,core_interaction,grad,16,0,0.0,0.3684402644634247
capacity_d100_w4_g3.csv,core_interaction,grad,17,0,0.2,0.5761726200580597
capacity_d100_w4_g3.csv,core_interaction,grad,18,0,0.0,0.46457880139350893
capacity_d100_w4_g3.csv,core_interaction,grad,19,0,0.0,0.33318719267845154
capacity_d100_w4_g3.csv,core_interaction,grad,20,0,0.0,0.41388568878173826
capacity_d100_w4_g3.csv,core_interaction,grad,21,0,0.0,0.4848757565021515
capacity_d100_w4_g3.csv,core_interaction,grad,22,0,0.0,0.35190869569778443
capacity_d100_w4_g3.csv,core_interaction,grad,23,0,0.0,0.44131599068641664
capacity_d100_w4_g3.csv,core_interaction,grad,24,0,0.0,0.3724942982196808
capacity_d100_w4_g3.csv,core_interaction,grad,25,0,0.4,0.6026542961597443
capacity_d100_w4_g3.csv,core_interaction,grad,26,0,0.0,0.4281381905078888
capacity_d100_w4_g3.csv,core_interaction,grad,27,0,0.0,0.4054318964481354
capacity_d100_w4_g3.csv,core_interaction,grad,28,0,0.0,0.42382988929748533
capacity_d100_w4_g3.csv,core_interaction,grad,29,0,0.0,0.5403970956802369
capacity_d100_w4_g3.csv,core_interaction,grad,30,0,0.0,0.43555243611335753
capacity_d100_w4_g3.csv,core_interaction,grad,31,0,0.0,0.3973088085651398
capacity_d100_w4_g3.csv,core_interaction,grad,32,0,0.0,0.43209128379821776
capacity_d100_w4_g3.csv,core_interaction,grad,33,0,0.0,0.39485225081443787
capacity_d100_w4_g3.csv,core_interaction,grad,34,0,0.0,0.35127785205841067
capacity_d100_w4_g3.csv,core_interaction,grad,35,0,0.0,0.3727867901325226
capacity_d100_w4_g3.csv,core_interaction,grad,36,0,0.0,0.5234565734863281
capacity_d100_w4_g3.csv,core_interaction,grad,37,0,0.0,0.39570982456207277
capacity_d100_w4_g3.csv,core_interaction,grad,38,0,0.0,0.4750689923763275
capacity_d100_w4_g3.csv,core_interaction,grad,39,0,0.0,0.39297022223472594
capacity_d100_w4_g3.csv,core_interaction,grad,40,0,0.0,0.3345658898353577
capacity_d100_w4_g3.csv,core_interaction,grad,41,0,0.0,0.42980079650878905
capacity_d100_w4_g3.csv,core_interaction,grad,42,0,0.2,0.4903090536594391
capacity_d100_w4_g3.csv,core_interaction,grad,43,0,0.0,0.4561980485916138
capacity_d100_w4_g3.csv,core_interaction,grad,44,0,0.0,0.45948984622955324
capacity_d100_w4_g3.csv,core_interaction,grad,45,0,0.0,0.43919920921325684
capacity_d100_w4_g3.csv,core_interaction,grad,46,0,0.0,0.36417834758758544
capacity_d100_w4_g3.csv,core_interaction,grad,47,0,0.0,0.36102083921432493
capacity_d100_w4_g3.csv,core_interaction,grad,48,0,0.0,0.41119301319122314
capacity_d100_w4_g3.csv,core_interaction,grad,49,0,0.0,0.43339067697525024
capacity_d100_w4_g3.csv,core_interaction,grad,50,0,0.0,0.3620607256889343
capacity_d100_w4_g3.csv,core_interaction,grad,51,0,0.2,0.46188862919807433
capacity_d100_w4_g3.csv,core_interaction,grad,52,0,0.0,0.3966136872768402
capacity_d100_w4_g3.csv,core_interaction,grad,53,0,0.0,0.43257091045379636
capacity_d100_w4_g3.csv,core_interaction,grad,54,0,0.0,0.519782829284668
capacity_d100_w4_g3.csv,core_interaction,grad,55,0,0.0,0.4220199227333069
capacity_d100_w4_g3.csv,core_interaction,grad,56,0,0.2,0.4153573751449585
capacity_d100_w4_g3.csv,core_interaction,grad,57,0,0.0,0.34371890425682067
capacity_d100_w4_g3.csv,core_interaction,grad,58,0,0.0,0.3737147688865662
capacity_d100_w4_g3.csv,core_interaction,grad,59,0,0.0,0.40329846143722536
capacity_d100_w4_g3.csv,core_interaction,grad,60,0,0.0,0.5322326004505158
capacity_d100_w4_g3.csv,core_interaction,grad,61,0,0.0,0.4641607582569122
capacity_d100_w4_g3.csv,core_interaction,grad,62,0,0.0,0.42972464561462403
capacity_d100_w4_g3.csv,core_interaction,grad,63,0,0.0,0.3401149123907089
capacity_d100_w4_g3.csv,core_interaction,grad,64,0,0.0,0.3813105940818787
capacity_d100_w4_g3.csv,core_interaction,grad,65,0,0.0,0.5481796741485596
capacity_d100_w4_g3.csv,core_interaction,grad,66,0,0.2,0.48336321115493774
capacity_d100_w4_g3.csv,core_interaction,grad,67,0,0.0,0.3630958437919617
capacity_d100_w4_g3.csv,core_interaction,grad,68,0,0.2,0.5041542768478393
capacity_d100_w4_g3.csv,core_interaction,grad,69,0,0.0,0.42244964838027954
capacity_d100_w4_g3.csv,core_interaction,grad,70,0,0.0,0.389478063583374
capacity_d100_w4_g3.csv,core_interaction,grad,71,0,0.2,0.589386934041977
capacity_d100_w4_g3.csv,core_interaction,grad,72,0,0.0,0.35495021343231203
capacity_d100_w4_g3.csv,core_interaction,grad,73,0,0.0,0.4744047224521637
capacity_d100_w4_g3.csv,core_interaction,grad,74,0,0.0,0.4003883361816406
capacity_d100_w4_g3.csv,core_interaction,grad,75,0,0.0,0.5373889029026031
capacity_d100_w4_g3.csv,core_interaction,grad,76,0,0.0,0.39859773516654967
capacity_d100_w4_g3.csv,core_interaction,grad,77,0,0.0,0.4686444580554962
capacity_d100_w4_g3.csv,core_interaction,grad,78,0,0.0,0.3732114613056183
capacity_d100_w4_g3.csv,core_interaction,grad,79,0,0.0,0.35199032425880433
capacity_d100_w4_g3.csv,core_interaction,grad,80,0,0.0,0.43664693236351015
capacity_d100_w4_g3.csv,core_interaction,grad,81,0,0.0,0.42495900988578794
capacity_d100_w4_g3.csv,core_interaction,grad,82,0,0.0,0.4909322261810303
capacity_d100_w4_g3.csv,core_interaction,grad,83,0,0.0,0.4589296817779541
capacity_d100_w4_g3.csv,core_interaction,grad,84,0,0.0,0.36402345895767213
capacity_d100_w4_g3.csv,core_interaction,grad,85,0,0.0,0.4835712969303131
capacity_d100_w4_g3.csv,core_interaction,grad,86,0,0.0,0.3404746770858765
capacity_d100_w4_g3.csv,core_interaction,grad,87,0,0.2,0.5594481527805328
capacity_d100_w4_g3.csv,core_interaction,grad,88,0,0.0,0.5008079409599304
capacity_d100_w4_g3.csv,core_interaction,grad,89,0,0.0,0.43502187728881836
capacity_d100_w4_g3.csv,core_interaction,grad,90,0,0.0,0.38373986482620237
capacity_d100_w4_g3.csv,core_interaction,grad,91,0,0.0,0.4478721022605896
capacity_d100_w4_g3.csv,core_interaction,grad,92,0,0.0,0.4221161961555481
capacity_d100_w4_g3.csv,core_interaction,grad,93,0,0.0,0.40556782484054565
capacity_d100_w4_g3.csv,core_interaction,grad,94,0,0.0,0.4878202140331268
capacity_d100_w4_g3.csv,core_interaction,grad,95,0,0.0,0.40126846432685853
capacity_d100_w4_g3.csv,core_interaction,grad,96,0,0.0,0.46544505953788756
capacity_d100_w4_g3.csv,core_interaction,grad,97,0,0.0,0.41414421796798706
capacity_d100_w4_g3.csv,core_interaction,grad,98,0,0.0,0.4245880663394928
capacity_d100_w4_g3.csv,core_interaction,grad,99,0,0.2,0.6364277780056
capacity_d100_w4_g3.csv,core_interaction,perm,0,1,0.8,0.8297771990299225
capacity_d100_w4_g3.csv,core_interaction,perm,1,1,0.2,0.09287772476673126
capacity_d100_w4_g3.csv,core_interaction,perm,2,1,0.0,0.055948097910732034
capacity_d100_w4_g3.csv,core_interaction,perm,3,1,0.0,0.017532157897949218
capacity_d100_w4_g3.csv,core_interaction,perm,4,0,0.2,0.14689588397741318
capacity_d100_w4_g3.csv,core_interaction,perm,5,0,0.0,0.01864333152770996
capacity_d100_w4_g3.csv,core_interaction,perm,6,0,0.0,0.0239082807675004
capacity_d100_w4_g3.csv,core_interaction,perm,7,0,0.0,0.024123668763786556
capacity_d100_w4_g3.csv,core_interaction,perm,8,0,0.0,0.05859708860516548
capacity_d100_w4_g3.csv,core_interaction,perm,9,0,0.0,0.022588538751006127
capacity_d100_w4_g3.csv,core_interaction,perm,10,0,0.0,0.026232400536537172
capacity_d100_w4_g3.csv,core_interaction,perm,11,0,0.0,0.04129033200442791
capacity_d100_w4_g3.csv,core_interaction,perm,12,0,0.0,0.030919886007905007
capacity_d100_w4_g3.csv,core_interaction,perm,13,0,0.0,0.01202133521437645
capacity_d100_w4_g3.csv,core_interaction,perm,14,0,0.0,0.026409944146871568
capacity_d100_w4_g3.csv,core_interaction,perm,15,0,0.2,0.05857583656907082
capacity_d100_w4_g3.csv,core_interaction,perm,16,0,0.0,0.08297368735074998
capacity_d100_w4_g3.csv,core_interaction,perm,17,0,0.0,0.11406211853027344
capacity_d100_w4_g3.csv,core_interaction,perm,18,0,0.0,0.015180492028594016
capacity_d100_w4_g3.csv,core_interaction,perm,19,0,0.0,0.10410090908408165
capacity_d100_w4_g3.csv,core_interaction,perm,20,0,0.0,0.02894121818244457
capacity_d100_w4_g3.csv,core_interaction,perm,21,0,0.0,0.017964219488203526
capacity_d100_w4_g3.csv,core_interaction,perm,22,0,0.0,0.0007827441208064556
capacity_d100_w4_g3.csv,core_interaction,perm,23,0,0.0,0.015918700024485588
capacity_d100_w4_g3.csv,core_interaction,perm,24,0,0.0,0.008058182336390019
capacity_d100_w4_g3.csv,core_interaction,perm,25,0,0.0,0.0011719386093318462
capacity_d100_w4_g3.csv,core_interaction,perm,26,0,0.0,0.035511525720357894
capacity_d100_w4_g3.csv,core_interaction,perm,27,0,0.0,0.014333836268633604
capacity_d100_w4_g3.csv,core_interaction,perm,28,0,0.0,0.004703044891357422
capacity_d100_w4_g3.csv,core_interaction,perm,29,0,0.2,0.07934902757406234
capacity_d100_w4_g3.csv,core_interaction,perm,30,0,0.0,0.05087459813803434
capacity_d100_w4_g3.csv,core_interaction,perm,31,0,0.0,0.03031679689884186
capacity_d100_w4_g3.csv,core_interaction,perm,32,0,0.0,0.04331653919070959
capacity_d100_w4_g3.csv,core_interaction,perm,33,0,0.0,0.05229037627577782
capacity_d100_w4_g3.csv,core_interaction,perm,34,0,0.0,0.00011617342242971062
capacity_d100_w4_g3.csv,core_interaction,perm,35,0,0.0,0.03455985374748707
capacity_d100_w4_g3.csv,core_interaction,perm,36,0,0.0,0.01997551880776882
capacity_d100_w4_g3.csv,core_interaction,perm,37,0,0.0,0.031080659851431845
capacity_d100_w4_g3.csv,core_interaction,perm,38,0,0.2,0.09999362826347351
capacity_d100_w4_g3.csv,core_interaction,perm,39,0,0.0,0.06253951378166675
capacity_d100_w4_g3.csv,core_interaction,perm,40,0,0.0,0.004650243127252906
capacity_d100_w4_g3.csv,core_interaction,perm,41,0,0.0,0.0
capacity_d100_w4_g3.csv,core_interaction,perm,42,0,0.0,0.042858187854290006
capacity_d100_w4_g3.csv,core_interaction,perm,43,0,0.0,0.012488237768411636
capacity_d100_w4_g3.csv,core_interaction,perm,44,0,0.0,0.02734154015779495
capacity_d100_w4_g3.csv,core_interaction,perm,45,0,0.0,0.003969669342041016
capacity_d100_w4_g3.csv,core_interaction,perm,46,0,0.0,0.0512812614440918
capacity_d100_w4_g3.csv,core_interaction,perm,47,0,0.0,0.0
capacity_d100_w4_g3.csv,core_interaction,perm,48,0,0.2,0.05807390138506889
capacity_d100_w4_g3.csv,core_interaction,perm,49,0,0.2,0.04468339383602142
capacity_d100_w4_g3.csv,core_interaction,perm,50,0,0.0,0.0
