source_file,function,explain_method,aggregation,threshold,num_runs,single_seed_mean_f1,single_seed_std_f1,single_seed_mean_auroc,single_seed_mean_auprc,stable_precision,stable_recall,stable_f1,stable_auroc,stable_auprc,stable_selected,stable_num_selected
core_d100_noise01_seeds.csv,core_interaction,grad,selection_frequency_threshold,0.2,5,0.5,0.0,,,0.16666666666666666,0.5,0.25,,,"[0, 1, 18, 21, 27, 28, 45, 57, 71, 91, 97, 98]",12.0
core_d100_noise01_seeds.csv,core_interaction,grad,selection_frequency_threshold,0.4,5,0.5,0.0,,,1.0,0.5,0.6666666666666666,,,"[0, 1]",2.0
core_d100_noise01_seeds.csv,core_interaction,grad,selection_frequency_threshold,0.6,5,0.5,0.0,,,1.0,0.5,0.6666666666666666,,,"[0, 1]",2.0
core_d100_noise01_seeds.csv,core_interaction,grad,selection_frequency_threshold,0.8,5,0.5,0.0,,,1.0,0.5,0.6666666666666666,,,"[0, 1]",2.0
core_d100_noise01_seeds.csv,core_interaction,perm,selection_frequency_topk,,5,0.45,0.2091650066335189,,,0.75,0.75,0.75,0.8463541666666666,0.5635714285714286,"[0, 1, 2, 6]",
core_d100_noise01_seeds.csv,core_interaction,perm,selection_frequency_threshold,0.2,5,0.45,0.2091650066335189,,,0.21428571428571427,0.75,0.3333333333333333,,,"[0, 1, 2, 6, 8, 10, 34, 36, 41, 52, 61, 64, 74, 90]",14.0
core_d100_noise01_seeds.csv,core_interaction,perm,selection_frequency_threshold,0.4,5,0.45,0.2091650066335189,,,1.0,0.5,0.6666666666666666,,,"[0, 1]",2.0
core_d100_noise01_seeds.csv,core_interaction,perm,selection_frequency_threshold,0.6,5,0.45,0.2091650066335189,,,1.0,0.5,0.6666666666666666,,,"[0, 1]",2.0
core_d100_noise01_seeds.csv,core_interaction,perm,selection_frequency_threshold,0.8,5,0.45,0.2091650066335189,,,1.0,0.25,0.4,,,[0],1.0
core_d100_nonoracle.csv,core_interaction,grad,selection_frequency_topk,,5,0.45,0.11180339887498948,0.7130208333333334,0.512491908213916,0.5,0.5,0.5,0.7213541666666666,0.52,"[0, 1, 5, 6]",
core_d100_nonoracle.csv,core_interaction,grad,selection_frequency_threshold,0.2,5,0.45,0.11180339887498948,0.7130208333333334,0.512491908213916,0.15384615384615385,0.5,0.23529411764705882,,,"[0, 1, 5, 6, 18, 20, 27, 35, 45, 87, 91, 95, 97]",13.0
core_d100_nonoracle.csv,core_interaction,grad,selection_frequency_threshold,0.4,5,0.45,0.11180339887498948,0.7130208333333334,0.512491908213916,1.0,0.5,0.6666666666666666,,,"[0, 1]",2.0
core_d100_nonoracle.csv,core_interaction,grad,selection_frequency_threshold,0.6,5,0.45,0.11180339887498948,0.7130208333333334,0.512491908213916,1.0,0.5,0.6666666666666666,,,"[0, 1]",2.0
