function,interaction_strength,seed,samples,dimension,top_m,support,true_variables,true_interactions,formula,steps,width_hidden,grid,k,lamb,effective_dim,screen_contains_all_true_vars,screen_true_var_recall,screen_contains_all_interaction_endpoints,screen_interaction_endpoint_recall,screen_contains_true_interactions,pair_score_method,status,error,traceback,test_mse,runtime_sec,selected_interactions,interaction_precision,interaction_recall,interaction_f1,selected_interaction_endpoint_recall,selected_interaction_contains_all_endpoints,true_interaction_best_rank,true_interaction_worst_rank,true_interaction_rank_mean,true_interaction_score_mean,max_nontrue_interaction_score,true_interaction_mean_score_margin,true_interaction_beats_all_false
core_interaction_c025,0.25,0,64,20,4,"[0, 1, 2, 3]","[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + 0.25*x2*x3,2,8,5,3,0.001,4,1,1.0,1,1.0,1,fd,ok,,,0.04912716895341873,2.6563327312469482,"[(0, 2)]",0.0,0.0,0.0,0.5,0,6.0,6.0,6.0,0.21029263734817505,1.6490556001663208,-1.4387629628181458,0
core_interaction_c025,0.25,0,64,20,4,"[0, 1, 2, 3]","[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + 0.25*x2*x3,2,8,5,3,0.001,4,1,1.0,1,1.0,1,anova_abs,ok,,,0.04912716895341873,2.656489133834839,"[(2, 3)]",1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.047740258276462555,0.039309680461883545,0.00843057781457901,1
core_interaction_c025,0.25,0,64,20,4,"[0, 1, 2, 3]","[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + 0.25*x2*x3,2,8,5,3,0.001,4,1,1.0,1,1.0,1,anova_var,ok,,,0.04912716895341873,2.6566109657287598,"[(2, 3)]",1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.002386214039567569,0.000696359948181513,0.001689854091386056,1
core_interaction_c025,0.25,0,64,20,4,"[0, 1, 2, 3]","[0, 1, 2, 3]","[(2, 3)]",sin(2*pi*x0) + x1^2 + 0.25*x2*x3,2,8,5,3,0.001,4,1,1.0,1,1.0,1,fd_anova_hybrid,ok,,,0.04912716895341873,2.6567223072052,"[(0, 2)]",0.0,0.0,0.0,0.5,0,3.0,3.0,3.0,0.5637615363990655,0.9117036844903754,-0.34794214809130997,0
