function,samples,dimension,seed,trees,top_m,selected_features,true_variables,true_interactions,top12,endpoint_scores,max_noise_score,effective_dim,screen_contains_all_true_vars,screen_true_var_recall,screen_contains_all_interaction_endpoints,screen_interaction_endpoint_recall,screen_contains_true_interactions,endpoint_best_rank,endpoint_worst_rank,endpoint_mean_rank
core_interaction_c025,128,30,0,10,4,"[0, 1, 7, 22]","[0, 1, 2, 3]","[(2, 3)]","[0, 22, 1, 7, 18, 12, 19, 14, 4, 6, 13, 11]","{2: 0.004952837673577395, 3: 0.005829258418850248}",0.02009007143714865,4,0,0.5,0,0.0,0,19.0,22.0,20.5
core_interaction_c025,128,30,0,10,5,"[0, 1, 7, 18, 22]","[0, 1, 2, 3]","[(2, 3)]","[0, 22, 1, 7, 18, 12, 19, 14, 4, 6, 13, 11]","{2: 0.004952837673577395, 3: 0.005829258418850248}",0.02009007143714865,5,0,0.5,0,0.0,0,19.0,22.0,20.5
core_interaction_c025,128,30,1,10,4,"[0, 1, 10, 16]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 16, 10, 27, 13, 8, 2, 23, 14, 25, 26]","{2: 0.011336927344716585, 3: 0.000505522087331659}",0.03309801254164724,4,0,0.5,0,0.0,0,8.0,29.0,18.5
core_interaction_c025,128,30,1,10,5,"[0, 1, 10, 16, 27]","[0, 1, 2, 3]","[(2, 3)]","[0, 1, 16, 10, 27, 13, 8, 2, 23, 14, 25, 26]","{2: 0.011336927344716585, 3: 0.000505522087331659}",0.03309801254164724,5,0,0.5,0,0.0,0,8.0,29.0,18.5
