function,samples,dimension,width_hidden,grid,lamb,steps,pair_mode,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,candidate_pairs_mean,candidate_pairs_std,true_pair_score_mean,true_pair_score_std,max_false_pair_score_mean,max_false_pair_score_std,false_pair_score_p95_mean,false_pair_score_p95_std,false_pair_score_p99_mean,false_pair_score_p99_std,true_minus_max_false_mean,true_minus_max_false_std,true_pair_rank_mean,true_pair_rank_std,true_pair_beats_candidates_mean,true_pair_beats_candidates_std,endpoint_rank_worst_feature_mean,endpoint_rank_worst_feature_std,endpoint_rank_worst_hybrid_mean,endpoint_rank_worst_hybrid_std,runtime_sec_mean,runtime_sec_std,num_runs
core_interaction_c025,640,100,16,5,0.001,75,all,0.0003387856352977299,7.398115571714446e-05,0.02746260246882836,0.013824601662220852,4950.0,0.0,0.028541196680938203,0.032091985045441807,0.015844125219155104,0.008926071068416542,0.000797245829210926,0.0006169597957074048,0.003315210144501157,0.0011098379219344726,0.0126970714617831,0.037616651782898636,1071.7166666666667,1523.9326366586702,0.4666666666666667,0.5030977485864634,30.883333333333333,32.44295732860968,33.1,33.40135996419349,61.99939042329788,1.1014016254688388,60
