function,samples,dimension,noise,nuisance_correlation,n_correlated_proxies,width_hidden,grid,k,lamb,probe_steps,method,top_m,heldout_seed,num_probe_rows,selected_screen_features,top_selection_variables,top_edge_pairs,effective_dim,screen_contains_all_true_vars,screen_true_var_recall,screen_contains_all_interaction_endpoints,screen_interaction_endpoint_recall,screen_contains_true_interactions,true_endpoint_rank_mean,true_endpoint_rank_worst,true_endpoint_score_mean,max_nuisance_score,endpoint_minus_max_nuisance
core_interaction_c025,512,100,0.1,0.0,0,16,5,3,0.001,75,grad_stability_var,4,all,30,"[0, 1, 98, 24]","[0, 1, 98, 24, 43, 13, 12, 93, 46, 81, 96, 83]","[[0, 1, 1.0], [0, 51, 0.05406650604912066], [0, 29, 0.051874536653522325], [0, 81, 0.05114167371037216], [0, 10, 0.05050433196370496], [0, 13, 0.049826972483100404], [0, 75, 0.04974142633394351], [0, 43, 0.04962425978158228], [0, 96, 0.04932396345989345], [0, 33, 0.04905954884528526]]",4,0,0.5,0,0.0,0,34.5,45.0,0.014558605078424824,0.017812718403774543,-0.003254113325349719
core_interaction_c025,512,100,0.1,0.0,0,16,5,3,0.001,75,grad_stability_var,6,all,30,"[0, 1, 98, 24, 43, 13]","[0, 1, 98, 24, 43, 13, 12, 93, 46, 81, 96, 83]","[[0, 1, 1.0], [0, 51, 0.05406650604912066], [0, 29, 0.051874536653522325], [0, 81, 0.05114167371037216], [0, 10, 0.05050433196370496], [0, 13, 0.049826972483100404], [0, 75, 0.04974142633394351], [0, 43, 0.04962425978158228], [0, 96, 0.04932396345989345], [0, 33, 0.04905954884528526]]",6,0,0.5,0,0.0,0,34.5,45.0,0.014558605078424824,0.017812718403774543,-0.003254113325349719
core_interaction_c025,512,100,0.1,0.0,0,16,5,3,0.001,75,grad_stability_var,10,all,30,"[0, 1, 98, 24, 43, 13, 12, 93, 46, 81]","[0, 1, 98, 24, 43, 13, 12, 93, 46, 81, 96, 83]","[[0, 1, 1.0], [0, 51, 0.05406650604912066], [0, 29, 0.051874536653522325], [0, 81, 0.05114167371037216], [0, 10, 0.05050433196370496], [0, 13, 0.049826972483100404], [0, 75, 0.04974142633394351], [0, 43, 0.04962425978158228], [0, 96, 0.04932396345989345], [0, 33, 0.04905954884528526]]",10,0,0.5,0,0.0,0,34.5,45.0,0.014558605078424824,0.017812718403774543,-0.003254113325349719
core_interaction_c025,512,100,0.1,0.0,0,16,5,3,0.001,75,grad_stability_var,20,all,30,"[0, 1, 98, 24, 43, 13, 12, 93, 46, 81, 96, 83, 91, 11, 33, 27, 57, 77, 75, 47]","[0, 1, 98, 24, 43, 13, 12, 93, 46, 81, 96, 83]","[[0, 1, 1.0], [0, 51, 0.05406650604912066], [0, 29, 0.051874536653522325], [0, 81, 0.05114167371037216], [0, 10, 0.05050433196370496], [0, 13, 0.049826972483100404], [0, 75, 0.04974142633394351], [0, 43, 0.04962425978158228], [0, 96, 0.04932396345989345], [0, 33, 0.04905954884528526]]",20,0,0.5,0,0.0,0,34.5,45.0,0.014558605078424824,0.017812718403774543,-0.003254113325349719
core_interaction_c025,512,100,0.1,0.0,0,16,5,3,0.001,75,feature_stability_var,4,all,30,"[0, 1, 2, 98]","[0, 1, 2, 98, 96, 3, 13, 11, 93, 43, 12, 91]","[[0, 1, 1.0], [0, 51, 0.05406650604912066], [0, 29, 0.051874536653522325], [0, 81, 0.05114167371037216], [0, 10, 0.05050433196370496], [0, 13, 0.049826972483100404], [0, 75, 0.04974142633394351], [0, 43, 0.04962425978158228], [0, 96, 0.04932396345989345], [0, 33, 0.04905954884528526]]",4,0,0.75,0,0.5,0,4.5,6.0,0.025437621933363033,0.02463159267254692,0.0008060292608161115
core_interaction_c025,512,100,0.1,0.0,0,16,5,3,0.001,75,feature_stability_var,6,all,30,"[0, 1, 2, 98, 96, 3]","[0, 1, 2, 98, 96, 3, 13, 11, 93, 43, 12, 91]","[[0, 1, 1.0], [0, 51, 0.05406650604912066], [0, 29, 0.051874536653522325], [0, 81, 0.05114167371037216], [0, 10, 0.05050433196370496], [0, 13, 0.049826972483100404], [0, 75, 0.04974142633394351], [0, 43, 0.04962425978158228], [0, 96, 0.04932396345989345], [0, 33, 0.04905954884528526]]",6,1,1.0,1,1.0,1,4.5,6.0,0.025437621933363033,0.02463159267254692,0.0008060292608161115
core_interaction_c025,512,100,0.1,0.0,0,16,5,3,0.001,75,feature_stability_var,10,all,30,"[0, 1, 2, 98, 96, 3, 13, 11, 93, 43]","[0, 1, 2, 98, 96, 3, 13, 11, 93, 43, 12, 91]","[[0, 1, 1.0], [0, 51, 0.05406650604912066], [0, 29, 0.051874536653522325], [0, 81, 0.05114167371037216], [0, 10, 0.05050433196370496], [0, 13, 0.049826972483100404], [0, 75, 0.04974142633394351], [0, 43, 0.04962425978158228], [0, 96, 0.04932396345989345], [0, 33, 0.04905954884528526]]",10,1,1.0,1,1.0,1,4.5,6.0,0.025437621933363033,0.02463159267254692,0.0008060292608161115
core_interaction_c025,512,100,0.1,0.0,0,16,5,3,0.001,75,feature_stability_var,20,all,30,"[0, 1, 2, 98, 96, 3, 13, 11, 93, 43, 12, 91, 60, 51, 75, 81, 29, 14, 72, 83]","[0, 1, 2, 98, 96, 3, 13, 11, 93, 43, 12, 91]","[[0, 1, 1.0], [0, 51, 0.05406650604912066], [0, 29, 0.051874536653522325], [0, 81, 0.05114167371037216], [0, 10, 0.05050433196370496], [0, 13, 0.049826972483100404], [0, 75, 0.04974142633394351], [0, 43, 0.04962425978158228], [0, 96, 0.04932396345989345], [0, 33, 0.04905954884528526]]",20,1,1.0,1,1.0,1,4.5,6.0,0.025437621933363033,0.02463159267254692,0.0008060292608161115
core_interaction_c025,512,100,0.1,0.0,0,16,5,3,0.001,75,edge_stability_var,4,all,30,"[0, 1, 51, 43]","[0, 1, 51, 43, 2, 11, 96, 13, 98, 81, 29, 83]","[[0, 1, 1.0], [0, 51, 0.05406650604912066], [0, 29, 0.051874536653522325], [0, 81, 0.05114167371037216], [0, 10, 0.05050433196370496], [0, 13, 0.049826972483100404], [0, 75, 0.04974142633394351], [0, 43, 0.04962425978158228], [0, 96, 0.04932396345989345], [0, 33, 0.04905954884528526]]",4,0,0.5,0,0.0,0,11.0,17.0,0.02000023910738651,0.020894511851732564,-0.000894272744346055
core_interaction_c025,512,100,0.1,0.0,0,16,5,3,0.001,75,edge_stability_var,6,all,30,"[0, 1, 51, 43, 2, 11]","[0, 1, 51, 43, 2, 11, 96, 13, 98, 81, 29, 83]","[[0, 1, 1.0], [0, 51, 0.05406650604912066], [0, 29, 0.051874536653522325], [0, 81, 0.05114167371037216], [0, 10, 0.05050433196370496], [0, 13, 0.049826972483100404], [0, 75, 0.04974142633394351], [0, 43, 0.04962425978158228], [0, 96, 0.04932396345989345], [0, 33, 0.04905954884528526]]",6,0,0.75,0,0.5,0,11.0,17.0,0.02000023910738651,0.020894511851732564,-0.000894272744346055
