model,function,screen_mode,seed,samples,test_samples,dimension,noise,top_m,selected_screen_features,screen_score_type,screen_scores,true_variables,true_interactions,num_true_variables,num_true_interactions,formula,grid,k,width_hidden,lamb,steps,opt,update_grid,grid_update_num,effective_dim,screen_contains_all_true_vars,screen_true_var_recall,screen_contains_all_interaction_endpoints,screen_interaction_endpoint_recall,screen_contains_true_interactions,status,error,traceback,train_mse,test_mse,variable_method,interaction_method,importance_scores,selected_variables,variable_precision,variable_recall,variable_f1,variable_auroc,variable_auprc,selected_interactions,interaction_precision,interaction_recall,interaction_f1,true_interaction_score_mean,max_nontrue_interaction_score,screen_endpoint_recall,screen_contains_all_endpoints,explain_interaction_endpoint_recall,explain_contains_all_interaction_endpoints,selected_interaction_endpoint_recall,selected_interaction_contains_all_endpoints,true_interaction_mean_score_margin,true_interaction_beats_all_false,true_interaction_rank_bucket,true_interaction_rank_lower_bound,failure_stage,interaction_strength,selected_support,variable_stability_scores,variable_mean_importance_scores,top_variables_by_stability,pair_stability_scores,top_pairs_by_stability,num_stability_rows,stability_seed_pool,true_interaction_best_rank,true_interaction_worst_rank,true_interaction_rank_mean
KAN_tuned_fixed,core_interaction_c025,raw,0,512,4096,50,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + 0.25*x2*x3,5,3,8,0.001,50,LBFGS,0,10,50,1,1.0,1,1.0,1,ok,,,0.0005834157345816,0.0030947146005928,grad,fd,"[5.5008392333984375, 1.2557015419006348, 0.14098381996154785, 0.12996789813041687, 0.016488589346408844, 0.00036799622466787696, 0.014827193692326546, 0.013692088425159454, 0.0022133286111056805, 0.0009826587047427893, 0.02199453115463257, 0.015726258978247643, 0.010029011406004429, 0.03570134565234184, 0.004322367254644632, 0.024473797529935837, 0.01259610615670681, 0.025894340127706528, 0.010549752041697502, 0.02260725200176239, 0.015945017337799072, 0.005586560349911451, 0.01873546838760376, 0.026348041370511055, 0.0026475286576896906, 0.01613014191389084, 0.009878343902528286, 0.025893883779644966, 0.009849213063716888, 0.004896366037428379, 0.010124651715159416, 0.01540130004286766, 0.0074370186775922775, 0.022571757435798645, 0.022033918648958206, 0.01549326442182064, 0.0024903216399252415, 0.014262564480304718, 0.017707571387290955, 0.018759291619062424, 0.027037370949983597, 0.03464040160179138, 0.017361963167786598, 0.004035961348563433, 0.0090293288230896, 0.0060227722860872746, 0.002216002671048045, 0.005008924752473831, 0.022101104259490967, 0.01881353184580803]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(0, 1)]",0.0,0.0,0.0,0.1910133957862854,0.6021321415901184,1.0,1.0,1.0,1.0,0.0,0.0,-0.411118745803833,0.0,>1,2.0,interaction_ranking_misses_pair,0.25,,,,,,,,,,,
KAN_tuned_fixed,core_interaction_c025,raw,1,512,4096,50,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + 0.25*x2*x3,5,3,8,0.001,50,LBFGS,0,10,50,1,1.0,1,1.0,1,ok,,,0.0004527278942987,0.0011153180385008,grad,fd,"[5.456903457641602, 1.2914257049560547, 0.14655150473117828, 0.13949188590049744, 0.003095533698797226, 0.0033482799772173166, 0.006606273353099823, 0.005800288170576096, 0.001171680400148034, 0.0011897941585630178, 0.004208139143884182, 0.015178825706243515, 0.00485664838925004, 0.006741954013705254, 0.0070246802642941475, 0.004911563824862242, 0.0015394811052829027, 0.004649043083190918, 0.003185444511473179, 0.0014290977269411087, 0.017793266102671623, 0.018545713275671005, 0.0016945142997428775, 0.007371537387371063, 0.0009304184350185096, 0.010038958862423897, 0.0006743753328919411, 0.012589329853653908, 0.006676406599581242, 0.004445383325219154, 0.00015317642828449607, 0.006116088479757309, 0.003390322206541896, 0.0045893993228673935, 0.0024815546348690987, 0.010891136713325977, 0.0016140337102115154, 0.00510952714830637, 0.008103619329631329, 0.006449887063354254, 0.006483472418040037, 0.0012925644405186176, 0.001227729138918221, 0.006736882496625185, 0.013681505806744099, 0.0029817884787917137, 0.0018587091471999884, 0.0016745319589972496, 0.0006050571100786328, 0.004946429282426834]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(0, 1)]",0.0,0.0,0.0,0.2484262138605117,0.3190641403198242,1.0,1.0,1.0,1.0,0.0,0.0,-0.0706379264593125,0.0,>1,2.0,interaction_ranking_misses_pair,0.25,,,,,,,,,,,
KAN_tuned_fixed,core_interaction_c025,raw,2,512,4096,50,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + 0.25*x2*x3,5,3,8,0.001,50,LBFGS,0,10,50,1,1.0,1,1.0,1,ok,,,0.0004241419374011,0.0339469760656356,grad,fd,"[5.044430255889893, 1.25941801071167, 0.09328769147396088, 0.09008447825908661, 0.026491500437259674, 0.04287443310022354, 0.08484353125095367, 0.1465577483177185, 0.02943522296845913, 0.04882540553808212, 0.07041891664266586, 0.044539302587509155, 0.09745077788829803, 0.04839256405830383, 0.05844752863049507, 0.035997144877910614, 0.08609797060489655, 0.04841896519064903, 0.04894847422838211, 0.08454886078834534, 0.07791569828987122, 0.07294116914272308, 0.07287898659706116, 0.09551914036273956, 0.044282928109169006, 0.07260380685329437, 0.09502273797988892, 0.043451689183712006, 0.051143087446689606, 0.10198859870433807, 0.08949136734008789, 0.12860023975372314, 0.08678698539733887, 0.1025608628988266, 0.1119651272892952, 0.08571323752403259, 0.1054883599281311, 0.077598936855793, 0.13191401958465576, 0.05711054801940918, 0.06963641196489334, 0.05756514146924019, 0.041521672159433365, 0.05389849469065666, 0.041420284658670425, 0.12428810447454453, 0.041452012956142426, 0.02598491683602333, 0.03518449142575264, 0.07604749500751495]","[0, 1, 7, 38]",0.5,0.5,0.5,0.8804347826086957,0.6202380952380953,"[(0, 1)]",0.0,0.0,0.0,0.033667966723442,1.194796085357666,1.0,1.0,0.0,0.0,0.0,0.0,-1.161128118634224,0.0,>1,2.0,variable_ranking_misses_endpoint,0.25,,,,,,,,,,,
KAN_tuned_fixed,core_interaction_c025,raw,3,512,4096,50,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + 0.25*x2*x3,5,3,8,0.001,50,LBFGS,0,10,50,1,1.0,1,1.0,1,ok,,,0.0003053296240977,0.0004626862937584,grad,fd,"[5.123490333557129, 1.2249051332473755, 0.15425151586532593, 0.14942073822021484, 0.0005322298966348171, 0.0007095413166098297, 0.004289535805583, 0.0003968706587329507, 0.0020852480083703995, 0.004076467361301184, 0.0006419842829927802, 0.0008860545931383967, 0.00406990759074688, 0.0018590160179883242, 0.001370708690956235, 0.001188209978863597, 0.0033991755917668343, 0.0016448580427095294, 0.0031745978631079197, 0.005360966082662344, 0.0038273034151643515, 0.004895410034805536, 0.0015517575666308403, 0.006508932448923588, 0.0005017402581870556, 0.0012118854792788625, 0.006230323575437069, 0.0023559355176985264, 0.006833073683083057, 0.0009457800770178437, 0.001803521066904068, 0.0027201680932193995, 0.0010931921424344182, 0.00048399801016785204, 0.0029853875748813152, 0.0003711071622092277, 0.001722381915897131, 0.00036138889845460653, 0.0020519187673926353, 0.0016743959859013557, 0.000521411478985101, 0.005348176695406437, 0.001277154078707099, 0.0018707268172875047, 0.0012982925400137901, 0.009079805575311184, 0.0005735107697546482, 0.0016396985156461596, 0.005597253330051899, 0.0015069013461470604]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,0.273740142583847,0.2381271123886108,1.0,1.0,1.0,1.0,1.0,1.0,0.0356130301952361,1.0,1,1.0,recovered,0.25,,,,,,,,,,,
KAN_tuned_fixed,core_interaction_c025,raw,4,512,4096,50,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + 0.25*x2*x3,5,3,8,0.001,50,LBFGS,0,10,50,1,1.0,1,1.0,1,ok,,,0.0005434734630398,0.034026026725769,grad,fd,"[5.186410903930664, 1.304117202758789, 0.0474042072892189, 0.10015756636857986, 0.0757775530219078, 0.02373603731393814, 0.06372305750846863, 0.08392906188964844, 0.06628578156232834, 0.06916971504688263, 0.039428431540727615, 0.08728910982608795, 0.10187803208827972, 0.06293868273496628, 0.13190266489982605, 0.1884300857782364, 0.05346072465181351, 0.027784248813986778, 0.03789110481739044, 0.05489840358495712, 0.12197206914424896, 0.1054653450846672, 0.09296175837516785, 0.10660353302955627, 0.07385264337062836, 0.031053174287080765, 0.11170057952404022, 0.08287838846445084, 0.1312921941280365, 0.06536051630973816, 0.10349662601947784, 0.08133088052272797, 0.14594534039497375, 0.05839841440320015, 0.06566821038722992, 0.08387632668018341, 0.06989382952451706, 0.09935268759727478, 0.08315514773130417, 0.08694485574960709, 0.05333457887172699, 0.0893976017832756, 0.061737511307001114, 0.13758617639541626, 0.12907645106315613, 0.03873172402381897, 0.1415289044380188, 0.11635001003742218, 0.07999755442142487, 0.07759441435337067]","[0, 1, 15, 32]",0.5,0.5,0.5,0.7065217391304348,0.5668449197860963,"[(0, 37)]",0.0,0.0,0.0,0.0318128168582916,0.720525860786438,1.0,1.0,0.0,0.0,0.0,0.0,-0.6887130439281464,0.0,>1,2.0,variable_ranking_misses_endpoint,0.25,,,,,,,,,,,
KAN_tuned_fixed,core_interaction_c025,raw,5,512,4096,50,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + 0.25*x2*x3,5,3,8,0.001,50,LBFGS,0,10,50,1,1.0,1,1.0,1,ok,,,0.0001503462699474,0.0002449868479743,grad,fd,"[5.267061710357666, 1.2762625217437744, 0.1473848968744278, 0.15652477741241455, 0.0007540354272350669, 0.0007535081822425127, 0.0006858921842649579, 0.00044429503032006323, 0.00020525275613181293, 0.004829402547329664, 0.00043703982373699546, 0.003755141282454133, 0.0013494687154889107, 0.0005249141831882298, 0.0007327767089009285, 0.00035766258952207863, 0.00040264142444357276, 0.004563826136291027, 0.003367525292560458, 0.0008829921716824174, 0.00011356332106515765, 0.0005427403375506401, 0.0018387411255389452, 0.0038487385027110577, 0.004403676837682724, 0.0007862131460569799, 0.0007947920821607113, 0.0007646175799891353, 0.00030788598814979196, 0.00020280564785934985, 0.004454625304788351, 0.0012761491816490889, 0.0018175304867327213, 0.003938907291740179, 0.0016550065483897924, 0.004637282341718674, 0.0003645278629846871, 0.001802764250896871, 0.0017546776216477156, 0.0016069202683866024, 0.006035186350345612, 0.00041751505341380835, 0.0007987603894434869, 0.0005960272392258048, 0.0016669710166752338, 0.0010290666250512004, 0.0013213667552918196, 0.0019525674870237708, 0.0005146472831256688, 0.0019131989683955908]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,0.2756935954093933,0.1849036216735839,1.0,1.0,1.0,1.0,1.0,1.0,0.0907899737358094,1.0,1,1.0,recovered,0.25,,,,,,,,,,,
KAN_tuned_fixed,core_interaction_c025,raw,6,512,4096,50,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + 0.25*x2*x3,5,3,8,0.001,50,LBFGS,0,10,50,1,1.0,1,1.0,1,ok,,,0.0001645483280299,0.0002893115160986,grad,fd,"[5.272387504577637, 1.2963299751281738, 0.1480807662010193, 0.15283894538879395, 0.0004680511192418635, 0.00043732539052143693, 0.0009833547519519925, 0.0007276788237504661, 0.0013665164588019252, 0.005549147725105286, 0.0022525109816342592, 0.0034514721482992172, 0.0005762475193478167, 0.000509195146150887, 0.0019171421881765127, 0.003271985100582242, 0.0005380394286476076, 0.0011477235238999128, 0.0009586232481524348, 0.0006397609831765294, 0.0064608328975737095, 0.0048925313167274, 0.002106917556375265, 0.00033829326275736094, 0.0012166781816631556, 6.803672295063734e-05, 0.0025725557934492826, 0.001198077923618257, 0.0009660454816184938, 0.0027649663388729095, 0.0038292044773697853, 0.001308660488575697, 0.0021859752014279366, 0.002822789829224348, 0.0008888246957212687, 0.0007240390405058861, 0.00019246658484917134, 0.0011891243048012257, 0.0009732337784953415, 0.0005273870192468166, 0.00022886437363922596, 0.0005538426339626312, 0.0007600341341458261, 0.0030006153974682093, 0.002811502432450652, 0.0036484855227172375, 0.005570246838033199, 0.004881351254880428, 0.0031344278249889612, 0.0012142222840338945]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,0.2828711867332458,0.1916862726211547,1.0,1.0,1.0,1.0,1.0,1.0,0.091184914112091,1.0,1,1.0,recovered,0.25,,,,,,,,,,,
KAN_tuned_fixed,core_interaction_c025,raw,7,512,4096,50,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + 0.25*x2*x3,5,3,8,0.001,50,LBFGS,0,10,50,1,1.0,1,1.0,1,ok,,,0.0002921679988503,0.0006672911695204,grad,fd,"[5.110383033752441, 1.2606446743011475, 0.14003494381904602, 0.14324063062667847, 0.004822124727070332, 0.0057322490029037, 0.005947622936218977, 0.008551220409572124, 0.0005478622624650598, 0.005051542539149523, 0.002680188976228237, 0.0013842739863321185, 0.0018769534071907401, 0.004611024167388678, 0.011720879003405571, 0.0008926632581278682, 0.004526418633759022, 0.00167656980920583, 0.000679550226777792, 0.00268940138630569, 0.00049976707668975, 0.0025117159821093082, 0.0041540926322340965, 0.0012445640750229359, 0.00020195591787341982, 0.005036218091845512, 0.001276123453862965, 0.00028789290809072554, 0.0025951024144887924, 0.00010663358989404514, 0.0011463460978120565, 0.0011580432765185833, 0.0007271023350767791, 0.0046508884988725185, 0.0015052957460284233, 0.001387486350722611, 0.0019528032280504704, 0.0014202066231518984, 0.002352325711399317, 0.0004146639257669449, 0.00029856382752768695, 0.0010498142801225185, 0.0006337894592434168, 0.000657437602058053, 0.0036875682417303324, 0.0029524939600378275, 0.006874834652990103, 0.0003473352116998285, 0.00033317209454253316, 0.0036466484889388084]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(2, 3)]",1.0,1.0,1.0,0.2690165936946869,0.1129845604300499,1.0,1.0,1.0,1.0,1.0,1.0,0.156032033264637,1.0,1,1.0,recovered,0.25,,,,,,,,,,,
KAN_tuned_fixed,core_interaction_c025,raw,8,512,4096,50,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + 0.25*x2*x3,5,3,8,0.001,50,LBFGS,0,10,50,1,1.0,1,1.0,1,ok,,,0.0014975520316511,0.0221270434558391,grad,fd,"[5.197577476501465, 1.3013670444488525, 0.030351459980010986, 0.08002634346485138, 0.032763414084911346, 0.06912171840667725, 0.04165283218026161, 0.031802672892808914, 0.058975376188755035, 0.08649797737598419, 0.08933815360069275, 0.0824427455663681, 0.0637676864862442, 0.07254043221473694, 0.07254800200462341, 0.05058702081441879, 0.03846605867147446, 0.04790161922574043, 0.0416778065264225, 0.07869204878807068, 0.021184399724006653, 0.029095744714140892, 0.05635061115026474, 0.04496152326464653, 0.044905174523591995, 0.015050827525556087, 0.05378236249089241, 0.056887149810791016, 0.02805134281516075, 0.07018884271383286, 0.0653594434261322, 0.026858828961849213, 0.04360325261950493, 0.017842307686805725, 0.0280303955078125, 0.032638080418109894, 0.06453537940979004, 0.04676559194922447, 0.05608609318733215, 0.042070794850587845, 0.08100319653749466, 0.026270169764757156, 0.045329734683036804, 0.0697544664144516, 0.029290221631526947, 0.0725344717502594, 0.01756085827946663, 0.07782512158155441, 0.07035666704177856, 0.03486710414290428]","[0, 1, 9, 10]",0.5,0.5,0.5,0.7826086956521738,0.6321428571428571,"[(0, 1)]",0.0,0.0,0.0,0.0024354085326194,0.5304068326950073,1.0,1.0,0.0,0.0,0.0,0.0,-0.527971424162388,0.0,>1,2.0,variable_ranking_misses_endpoint,0.25,,,,,,,,,,,
KAN_tuned_fixed,core_interaction_c025,raw,9,512,4096,50,0.0,4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",none,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 2, 3]","[(2, 3)]",4,1,sin(2*pi*x0) + x1^2 + 0.25*x2*x3,5,3,8,0.001,50,LBFGS,0,10,50,1,1.0,1,1.0,1,ok,,,0.0001962795067811,0.0003145946539007,grad,fd,"[4.8812360763549805, 1.2788782119750977, 0.15086549520492554, 0.14096903800964355, 0.0004991046153008938, 0.00011010956950485706, 0.00014297792222350836, 0.0009843488223850727, 0.0007508402341045439, 0.0010407674126327038, 0.0016011756379157305, 0.0022007799707353115, 0.0004215041408315301, 0.004519190173596144, 0.00024478064733557403, 0.0006307864096015692, 0.0008660692255944014, 0.0022607832215726376, 0.0016258681425824761, 0.0011395827168598771, 0.0008744990336708724, 0.0009012451046146452, 0.001623508520424366, 0.002663398627191782, 0.0011927357409149408, 0.0003158838953822851, 0.0004466415266506374, 0.004608147777616978, 0.0002625115739647299, 0.0003262422396801412, 0.009705893695354462, 0.013770226389169693, 0.0008090612827800214, 0.0007002998609095812, 0.0010780096054077148, 0.0008423662511631846, 0.000827180512715131, 0.0038592061027884483, 0.0007170311291702092, 0.0009420050773769617, 0.00017174969252664596, 0.0009345121216028929, 0.0012736975913867354, 0.0006475122645497322, 0.002792112994939089, 0.000611419091001153, 0.002042395994067192, 0.0023170597851276398, 0.0012500811135396361, 0.0005216310382820666]","[0, 1, 2, 3]",1.0,1.0,1.0,1.0,1.0,"[(0, 1)]",0.0,0.0,0.0,0.2817122936248779,0.4772699177265167,1.0,1.0,1.0,1.0,0.0,0.0,-0.1955576241016388,0.0,>1,2.0,interaction_ranking_misses_pair,0.25,,,,,,,,,,,
