function,dimension,noise,screen_method,top_m,row_type,target,original_variable,local_variable,hidden,pair,pair_in_screened_set,is_true_active,is_true_interaction,train_mse_mean,train_mse_std,train_mse_min,train_mse_max,test_mse_mean,test_mse_std,test_mse_min,test_mse_max,screen_contains_all_true_vars_mean,screen_contains_all_true_vars_std,screen_contains_all_true_vars_min,screen_contains_all_true_vars_max,screen_true_var_recall_mean,screen_true_var_recall_std,screen_true_var_recall_min,screen_true_var_recall_max,screen_contains_true_interactions_mean,screen_contains_true_interactions_std,screen_contains_true_interactions_min,screen_contains_true_interactions_max,baseline_mse_mean,baseline_mse_std,baseline_mse_min,baseline_mse_max,ablated_mse_mean,ablated_mse_std,ablated_mse_min,ablated_mse_max,delta_mse_mean,delta_mse_std,delta_mse_min,delta_mse_max,synergy_mean,synergy_std,synergy_min,synergy_max
correlated_proxy,100,0.05,rf,10,feature_pair_path,"x0,x1",,,,"(0, 1)",1,,0,0.0006064973228300611,0.00017684337896780209,0.0004841990303248167,0.000809265417046845,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,1.01773206392924,0.2547827381241751,0.8026743531227112,1.2991197109222412,1.0032723974436522,0.24864450436311397,0.7931680316105485,1.2777831479907036,-0.03382732284565767,0.20943478167366356,-0.2661086851730943,0.14059675484895706
correlated_proxy,100,0.05,rf,10,feature_pair_path,"x0,x4",,,,"(0, 4)",1,,0,0.0006064973228300611,0.00017684337896780209,0.0004841990303248167,0.000809265417046845,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,0.7924927075703939,0.02676110117717717,0.7716318964958191,0.8226658701896667,0.7780330410848061,0.030451462094602297,0.7590957814827561,0.8131595486775041,-0.03750046156346798,0.052563843535648094,-0.09195684734731913,0.012940533459186554
correlated_proxy,100,0.05,rf,10,feature_pair_path,"x1,x5",,,,"(1, 5)",1,,0,0.0006064973228300611,0.00017684337896780209,0.0004841990303248167,0.000809265417046845,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,0.326660876472791,0.2120587406201187,0.16849344968795776,0.5676279067993164,0.3122012099872033,0.20648290404523983,0.1559573346748948,0.5462913438677788,0.02884559767941634,0.05684934353973589,-0.013023444451391697,0.09356465190649033
correlated_proxy,100,0.05,rf,10,feature_pair_path,"x2,x3",,,,"(2, 3)",1,,1,0.0006064973228300611,0.00017684337896780209,0.0004841990303248167,0.000809265417046845,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,0.7132809559504191,0.2641712669171061,0.427131712436676,0.9478728771209717,0.6988212894648314,0.26173177359066846,0.41762539092451334,0.9353367621079087,0.02941635437309742,0.13858482914377013,-0.09916476253420115,0.1762049561366439
correlated_proxy,100,0.05,rf,10,feature_path,x0,0,0,,,,1,,0.0006064973228300611,0.00017684337896780209,0.0004841990303248167,0.000809265417046845,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,0.7956600586573283,0.04760867877084496,0.7503811120986938,0.8452985882759094,0.7812003921717405,0.05341553604000945,0.7290445491671562,0.8357922667637467,,,,
correlated_proxy,100,0.05,rf,10,feature_path,x1,1,1,,,,1,,0.0006064973228300611,0.00017684337896780209,0.0004841990303248167,0.000809265417046845,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,0.27035899460315704,0.14411579293489915,0.14860780537128448,0.42947840690612793,0.25589932811756927,0.13890135119491778,0.13607169035822153,0.4081418439745903,,,,
correlated_proxy,100,0.05,rf,10,feature_path,x2,2,2,,,,1,,0.0006064973228300611,0.00017684337896780209,0.0004841990303248167,0.000809265417046845,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,0.31910577913125354,0.09237551513635057,0.23230071365833282,0.41619160771369934,0.3046461126456658,0.09164318515039388,0.22279439214617014,0.4036554927006364,,,,
correlated_proxy,100,0.05,rf,10,feature_path,x3,3,3,,,,1,,0.0006064973228300611,0.00017684337896780209,0.0004841990303248167,0.000809265417046845,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,0.3792184889316559,0.08189647481960768,0.30350208282470703,0.4661409556865692,0.3647588224460681,0.07583161980225055,0.29399576131254435,0.4448043927550316,,,,
correlated_proxy,100,0.05,rf,10,feature_path,x4,4,4,,,,0,,0.0006064973228300611,0.00017684337896780209,0.0004841990303248167,0.000809265417046845,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,0.04879277696212133,0.032897544824729896,0.020358674228191376,0.08482438325881958,0.03433311047653357,0.03317716264169153,0.01085235271602869,0.07228826824575663,,,,
correlated_proxy,100,0.05,rf,10,feature_path,x5,5,5,,,,0,,0.0006064973228300611,0.00017684337896780209,0.0004841990303248167,0.000809265417046845,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,1.0,0.0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,1,0.014459666485587755,0.006145216896966523,0.009506321512162685,0.021336562931537628,0.04191595067580541,0.02107975537166863,0.026426173746585846,0.06592141091823578,0.027456284190217655,0.015654399147189947,0.013890058733522892,0.04458484798669815,,,,
